## 1
## 아웃도어 브랜드 마운티아가 새해를 맞아 모델 주원을 내세운 특별한 응원 이벤트를 개최한다.
## 아웃도어 브랜드 <마운티아:ORG>가 새해를 맞아 모델 <주원:PER>을 내세운 특별한 응원 이벤트를 개최한다.
아웃도어	아웃도어	NNG	O
_	_	_	O
유저	유저	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
이용	이용	NNG	O
_	_	_	O
편의	편의	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
증가할	증가하+ㄹ	VV+ETM	O
뿐	뿐	NNB	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
점포	점포	NNG	O
를	를	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
포켓몬	포켓몬	NNG	B-POH
_	_	_	O
핫플레이스	핫플레이스	NNG	O
가	가	JKS	O
_	_	_	O
형성될	형성되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
계열사	계열사	NNG	O
_	_	_	O
측	측	NNB	O
_	_	_	O
설명	설명	NNG	O
.	.	SF	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
수도권	수도권	NNG	B-LOC
을	을	JKO	O
_	_	_	O
제외한	제외하+ㄴ	VV+ETM	O
_	_	_	O
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
포켓	포켓	NNG	B-LOC
스톱	스톱	NNG	I-LOC
’	’	SS	O
_	_	_	O
및	및	MAG	O
_	_	_	O
‘	‘	SS	O
체육관	체육관	NNG	B-LOC
’	’	SS	O
이	이	JKS	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
계열	계열	NNG	O
_	_	_	O
점포	점포	NNG	O
가	가	JKS	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
포켓몬	포켓몬	NNG	B-POH
_	_	_	O
명소	명소	NNG	O
로	로	JKB	O
_	_	_	O
부상할	부상하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
기대감	기대감	NNG	O
에	에	JKB	O
_	_	_	O
차	차+아	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 칼빈슨호의 한반도 귀환과 관련해 군사 전문가들은 서태평양(한국 포함)과 인도양을 담당하는 7함대 소속으로 일본 요코스카에 배치중인 또다른 핵항공모함인 레이건호가 다음달까지 대대적인 정비를 진행중인 상황이 반영된 것으로 보고 있다.
## <칼빈슨호:POH>의 <한반도:LOC> 귀환과 관련해 군사 전문가들은 <서태평양:PER>(<한국:LOC> 포함)과 <인도양:LOC>을 담당하는 <7함대:NOH> 소속으로 <일본 요코스카:LOC>에 배치중인 또다른 핵항공모함인 <레이건호:POH>가 다음달까지 대대적인 정비를 진행중인 상황이 반영된 것으로 보고 있다.
칼	칼	NNG	B-POH
빈슨	빈슨	NNP	I-POH
호의	호의	NNG	O
_	_	_	O
한반도	한반도	NNP	B-LOC
_	_	_	O
귀환	귀환	NNG	O
과	과	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
군사	군사	NNG	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
서태평양	서태평양	NNG	B-PER
(	(	SS	O
한국	한국	NNP	B-LOC
_	_	_	O
포함	포함	NNG	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
인도양	인도양	NNP	B-LOC
을	을	JKO	O
_	_	_	O
담당하	담당하	VV	O
는	는	ETM	O
_	_	_	O
7	7	SN	B-NOH
함대	함대	NNG	I-NOH
_	_	_	O
소속	소속	NNG	O
으로	으로	JKB	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	I-LOC
요코스카	요코스카	NNP	I-LOC
에	에	JKB	O
_	_	_	O
배치	배치	NNG	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
또	또	MAG	O
다른	다른	MM	O
_	_	_	O
핵	핵	NNG	O
항공모함	항공모함	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
레이건	레이건	NNP	B-POH
호가	호가	NNG	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
까지	까지	JX	O
_	_	_	O
대대적	대대적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
정비	정비	NNG	O
를	를	JKO	O
_	_	_	O
진행	진행	NNG	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	JKS	O
_	_	_	O
반영된	반영되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## ‘TV를 부탁해’는 화제의 TV 프로그램, 주목할 TV 콘텐트의 매력을 분석하고 비평하는 새 코너입니다.
## ‘<TV를 부탁해:POH>’는 화제의 TV 프로그램, 주목할 TV 콘텐트의 매력을 분석하고 비평하는 새 코너입니다.
‘	‘	SS	O
TV	TV	SL	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
화제	화제	NNG	O
의	의	JKG	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
프로그램	프로그램	NNG	O
,	,	SP	O
_	_	_	O
주목할	주목하+ㄹ	VV+ETM	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
콘텐트	콘텐트	NNG	O
의	의	JKG	O
_	_	_	O
매력	매력	NNG	O
을	을	JKO	O
_	_	_	O
분석하	분석하	VV	O
고	고	EC	O
_	_	_	O
비평하	비평하	VV	O
는	는	ETM	O
_	_	_	O
새	새	MM	O
_	_	_	O
코너	코너	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 8
## 메르스 마지막 환자, 삼성서울병원 내원 후 서울대병원 이송… 유전자 검사 ‘양성’
## <메르스:POH> 마지막 환자, <삼성서울병원:ORG> 내원 후 <서울대병원:ORG> 이송… 유전자 검사 ‘양성’
메르스	메르스	NNG	B-POH
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
환자	환자	NNG	O
,	,	SP	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	O
내원	내원	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
서울대병원	서울대병원	NNP	B-ORG
_	_	_	O
이송	이송	NNG	O
…	…	SE	O
_	_	_	O
유전자	유전자	NNG	O
_	_	_	O
검사	검사	NNG	O
_	_	_	O
‘	‘	SS	O
양성	양성	NNG	O
’	’	SS	O

## 9
## 습관 및 충동 장애의 경우 5년 전에 비해 700명이 늘어났으며, 증가한 인원의 대부분은 남성이었다.
## 습관 및 충동 장애의 경우 <5년:NOH> 전에 비해 <700명:NOH>이 늘어났으며, 증가한 인원의 대부분은 남성이었다.
습관	습관	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
충동	충동	NNG	O
_	_	_	O
장애	장애	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
700	700	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
늘어났	늘어나+았	VV+EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
증가한	증가하+ㄴ	VV+ETM	O
_	_	_	O
인원	인원	NNG	O
의	의	JKG	O
_	_	_	O
대부분	대부분	NNG	O
은	은	JX	O
_	_	_	O
남성	남성	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 가수 신승훈이 안경 벗은 모습을 최초로 공개했다.
## 가수 <신승훈:PER>이 안경 벗은 모습을 최초로 공개했다.
가수	가수	NNG	O
_	_	_	O
신승훈	신승훈	NNP	B-PER
이	이	JKS	O
_	_	_	O
안경	안경	NNG	O
_	_	_	O
벗	벗	VV	O
은	은	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 지난 28일 방송된 MBC ‘라디오스타’에는 신승훈,이현우,케이윌이 게스트로 출연했다.
## 지난 <28일:DAT> 방송된 <MBC:ORG> ‘<라디오스타:POH>’에는 <신승훈:PER>,<이현우:PER>,<케이윌:PER>이 게스트로 출연했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
신승훈	신승훈	NNP	B-PER
,	,	SP	O
이현우	이현우	NNP	B-PER
,	,	SP	O
케이	케이	NNG	B-PER
윌	윌	NNP	I-PER
이	이	JKS	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이날 걸그룹 여자친구의 유주가 신승훈의 팬으로 깜짝 등장했다.
## 이날 걸그룹 <여자친구:ORG>의 <유주:PER>가 <신승훈:PER>의 팬으로 깜짝 등장했다.
이날	이날	NNG	O
_	_	_	O
걸그룹	걸그룹	NNG	O
_	_	_	O
여자	여자	NNG	B-ORG
친구	친구	NNG	I-ORG
의	의	JKG	O
_	_	_	O
유주	유주	NNG	B-PER
가	가	JKS	O
_	_	_	O
신승훈	신승훈	NNP	B-PER
의	의	JKG	O
_	_	_	O
팬	팬	NNG	O
으로	으로	JKB	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
등장	등장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 강동원의 출연 향방에 영화 제작 여부가 판가름될 수 있던 상태였다.
## <강동원:PER>의 출연 향방에 영화 제작 여부가 판가름될 수 있던 상태였다.
강동원	강동원	NNP	B-PER
의	의	JKG	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
향방	향방	NNG	O
에	에	JKB	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
제작	제작	NNG	O
_	_	_	O
여부	여부	NNG	O
가	가	JKS	O
_	_	_	O
판가름	판가름	NNG	O
될	되+ㄹ	XSV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
던	던	ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

