## 1
## 국가대표 수비수 김기희(27)는 지난 2월 전북 현대에서 상하이 선화로 이적했다.
## 국가대표 수비수 <김기희:PER>(<27:NOH>)는 지난 <2월:DAT> <전북 현대:ORG>에서 <상하이 선화:ORG>로 이적했다.
국가	국가	NNG	O
구입한	구입하+ㄴ	VV+ETM	O
_	_	_	O
시점	시점	NNG	O
부터	부터	JX	O
_	_	_	O
연	연	NNG	O
_	_	_	O
5	5	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
비율	비율	NNG	O
의	의	JKG	O
_	_	_	O
이자	이자	NNG	O
도	도	JX	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
반환하	반환하	VV	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## [조경란의 사물 이야기]밀대
## [<조경란:PER>의 사물 이야기]밀대
[	[	SS	O
조경란	조경란	NNP	B-PER
의	의	JKG	O
_	_	_	O
사물	사물	NNG	O
_	_	_	O
이야기	이야기	NNG	O
]	]	SS	O
밀대	밀대	NNG	O

