## 1
## 팔순의 사회학자 송복(연세대 명예교수)은 ‘상층(上層)은 있는데 상류사회가 없고, 고위직층은 있는데 노블레스 오블리주가 없는’ 이유를 집요하게 추적한다.
## 팔순의 사회학자 <송복:PER>(<연세대:ORG> 명예교수)은 ‘상층(上層)은 있는데 상류사회가 없고, 고위직층은 있는데 노블레스 오블리주가 없는’ 이유를 집요하게 추적한다.
팔순	팔순	NNG	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
이적	이적	NNG	O
_	_	_	O
규정	규정	NNG	O
을	을	JKO	O
_	_	_	O
어	어기	VV	O
겼	었	EP	O
다는	다는	ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
국제	국제	NNG	B-ORG
축구	축구	NNG	I-ORG
연맹	연맹	NNG	I-ORG
(	(	SS	O
FIFA	FIFA	SL	B-ORG
)	)	SS	O
으로부터	으로부터	JKB	O
_	_	_	O
징계	징계	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
경기	경기	NNG	O
에	에	JKB	O
_	_	_	O
나오	나오	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
백승호	백승호	NNP	B-PER
(	(	SS	O
바르셀로나	바르셀로나	NNP	B-ORG
_	_	_	I-ORG
후베닐	후베닐	NNG	I-ORG
A	A	SL	I-ORG
·	·	SP	O
18	18	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
35	35	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
복귀전	복귀전	NNG	O
을	을	JKO	O
_	_	_	O
치	치르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 백승호는 11일(한국시각) 스페인 사라고사에서 열린 2015-2016시즌 스페인 디비전 아너 그룹3 17라운드 CD 에브로와의 경기에 선발 출전했다.
## <백승호:PER>는 <11일:DAT>(<한국:LOC>시각) <스페인:LOC> <사라고사:LOC>에서 열린 <2015-2016시즌:DUR> <스페인 디비전 아너 그룹3:POH> <17라운드:NOH> <CD 에브로:ORG>와의 경기에 선발 출전했다.
백승호	백승호	NNP	B-PER
는	는	JX	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
한국	한국	NNP	B-LOC
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
스페인	스페인	NNP	B-LOC
_	_	_	O
사라고사	사라고사	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
2015	2015	SN	B-DUR
-	-	SO	I-DUR
2016	2016	SN	I-DUR
시즌	시즌	NNG	I-DUR
_	_	_	O
스페인	스페인	NNP	B-POH
_	_	_	I-POH
디비전	디비전	NNG	I-POH
_	_	_	I-POH
아너	아너	NNG	I-POH
_	_	_	I-POH
그룹	그룹	NNG	I-POH
3	3	SN	I-POH
_	_	_	O
17	17	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
CD	CD	SL	B-ORG
_	_	_	I-ORG
에브로	에브로	NNP	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
경기	경기	NNG	O
에	에	JKB	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
출전	출전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## ‘한국 사위’ 주지사 美메릴랜드에 ‘한국로’ 생겨
## ‘<한국:ORG> 사위’ 주지사 <美메릴랜드:LOC>에 ‘<한국로:LOC>’ 생겨
‘	‘	SS	O
한국	한국	NNP	B-ORG
_	_	_	O
사위	사위	NNG	O
’	’	SS	O
_	_	_	O
주	주	NNG	O
지사	지사	NNG	O
_	_	_	O
美	美	SH	B-LOC
메릴랜드	메릴랜드	NNP	I-LOC
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
한국	한국	NNP	B-LOC
로	로	JKB	I-LOC
’	’	SS	O
_	_	_	O
생겨	생기+어	VV+EC	O

## 7
## 김여정, 9개월만에 공개활동 포착...만수대 참배
## <김여정:PER>, <9개월:NOH>만에 공개활동 포착...<만수대:LOC> 참배
김여정	김여정	NNP	B-PER
,	,	SP	O
_	_	_	O
9	9	SN	B-NOH
개월	개월	NNB	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
공개	공개	NNG	O
활동	활동	NNG	O
_	_	_	O
포착	포착	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
만수대	만수대	NNP	B-LOC
_	_	_	O
참배	참배	NNG	O

## 8
## 사건 수임 내용에 검찰 사건번호가 아닌 법원 사건번호를 적었다는 것은 최 변호사가 사건이 법원으로 넘어간 뒤에도 사건을 계속 수임한 것으로 봐야 한다는 게 법조계 안팎의 시각이다.
## 사건 수임 내용에 검찰 사건번호가 아닌 법원 사건번호를 적었다는 것은 <최:PER> 변호사가 사건이 법원으로 넘어간 뒤에도 사건을 계속 수임한 것으로 봐야 한다는 게 법조계 안팎의 시각이다.
사건	사건	NNG	O
_	_	_	O
수임	수임	NNG	O
_	_	_	O
내용	내용	NNG	O
에	에	JKB	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
사건	사건	NNG	O
번호	번호	NNG	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
법원	법원	NNG	O
_	_	_	O
사건	사건	NNG	O
번호	번호	NNG	O
를	를	JKO	O
_	_	_	O
적	적	VV	O
었	었	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
가	가	JKS	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
법원	법원	NNG	O
으로	으로	JKB	O
_	_	_	O
넘어간	넘어가+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
수임한	수임하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
봐야	보+아야	VV+EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
법조계	법조계	NNG	O
_	_	_	O
안팎	안팎	NNG	O
의	의	JKG	O
_	_	_	O
시각	시각	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 부처님의 도리에도 거짓은 용납하지 않으며, 공자의 말씀에도 그것은 마찬가지다.
## <부처님:PER>의 도리에도 거짓은 용납하지 않으며, <공자:PER>의 말씀에도 그것은 마찬가지다.
부처	부처	NNG	B-PER
님	님	XSN	I-PER
의	의	JKG	O
_	_	_	O
도리	도리	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
거짓	거짓	NNG	O
은	은	JX	O
_	_	_	O
용납하	용납하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
공자	공자	NNP	B-PER
의	의	JKG	O
_	_	_	O
말씀	말씀	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
그것	그것	NP	O
은	은	JX	O
_	_	_	O
마찬가지	마찬가지+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 건강을 위해서는 적당한 습도를 유지하는 것이 필수! 코웨이 멀티액션 가습공기청정기 IoCare APMS-1516E는 시간당 726ml의 풍부한 가습량으로 빠르게 쾌적 습도(40~60%)에 도달하며, 초미세 가습 입자가 집 안 구석구석 멀리 퍼져 고르게 습기를 보충한다.
## 건강을 위해서는 적당한 습도를 유지하는 것이 필수! <코웨이 멀티액션 가습공기청정기 IoCare APMS-1516E:POH>는 시간당 <726ml:NOH>의 풍부한 가습량으로 빠르게 쾌적 습도(<40:PNT>~<60%:PNT>)에 도달하며, 초미세 가습 입자가 집 안 구석구석 멀리 퍼져 고르게 습기를 보충한다.
건강	건강	NNG	O
을	을	JKO	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
적당한	적당하+ㄴ	VA+ETM	O
_	_	_	O
습도	습도	NNG	O
를	를	JKO	O
_	_	_	O
유지하	유지하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
필수	필수	NNG	O
!	!	SF	O
_	_	_	O
코웨이	코웨이	NNP	B-POH
_	_	_	I-POH
멀티	멀티	NNG	I-POH
액션	액션	NNG	I-POH
_	_	_	I-POH
가습	가습	NNG	I-POH
공기청정기	공기청정기	NNG	I-POH
_	_	_	I-POH
IoCare	IoCare	SL	I-POH
_	_	_	I-POH
APMS	APMS	SL	I-POH
-	-	SO	I-POH
1516	1516	SN	I-POH
E	E	SL	I-POH
는	는	JX	O
_	_	_	O
시간	시간	NNG	O
당	당	XSN	O
_	_	_	O
726	726	SN	B-NOH
ml	ml	SL	I-NOH
의	의	JKG	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
가습	가습	NNG	O
량	량	NNG	O
으로	으로	JKB	O
_	_	_	O
빠르	빠르	VA	O
게	게	EC	O
_	_	_	O
쾌적	쾌적	NNG	O
_	_	_	O
습도	습도	NNG	O
(	(	SS	O
40	40	SN	B-PNT
~	~	SO	O
60	60	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
에	에	JKB	O
_	_	_	O
도달하	도달하	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
초미세	초미세	NNG	O
_	_	_	O
가습	가습	NNG	O
_	_	_	O
입자	입자	NNG	O
가	가	JKS	O
_	_	_	O
집	집	NNG	O
_	_	_	O
안	안	NNG	O
_	_	_	O
구석구석	구석구석	NNG	O
_	_	_	O
멀리	멀리	MAG	O
_	_	_	O
퍼져	퍼지+어	VV+EC	O
_	_	_	O
고르	고르	VA	O
게	게	EC	O
_	_	_	O
습기	습기	NNG	O
를	를	JKO	O
_	_	_	O
보충한다	보충하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 현대BS&C는 서울 동대문구 장안동에서 ‘현대썬앤빌 오피스텔’을 분양하고 있다.
## <현대BS&C:ORG>는 <서울:LOC> <동대문구:LOC> <장안동:LOC>에서 ‘<현대썬앤빌 오피스텔:POH>’을 분양하고 있다.
현대	현대	NNP	B-ORG
BS	BS	SL	I-ORG
&	&	SW	I-ORG
C	C	SL	I-ORG
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
동대문구	동대문구	NNP	B-LOC
_	_	_	O
장안동	장안동	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
현대	현대	NNP	B-POH
썬	썬	NNG	I-POH
앤빌	앤빌	NNG	I-POH
_	_	_	I-POH
오피스텔	오피스텔	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
분양하	분양하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## [2016 KCSI 1위 기업]스마트폰 그 새로운 가능성, 삼성 ‘갤럭시 S7 엣지 / S7’
## [<2016:DAT> <KCSI:ORG> <1위:NOH> 기업]스마트폰 그 새로운 가능성, <삼성:ORG> ‘<갤럭시 S7 엣지:POH> / <S7:POH>’
[	[	SS	O
2016	2016	SN	B-DAT
_	_	_	O
KCSI	KCSI	SL	B-ORG
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
기업	기업	NNG	O
]	]	SS	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
그	그	MM	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
가능성	가능성	NNG	O
,	,	SP	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
갤럭시	갤럭시	NNP	B-POH
_	_	_	I-POH
S	S	SL	I-POH
7	7	SN	I-POH
_	_	_	I-POH
엣지	엣지	NNG	I-POH
_	_	_	O
/	/	SP	O
_	_	_	O
S	S	SL	B-POH
7	7	SN	I-POH
’	’	SS	O

## 13
## 신기혁 kt 사격선수단 팀장은 “같은 업체의 실탄이라도 제조 순서에 따라 미세한 차이가 있다.
## <신기혁:PER> <kt 사격선수단:ORG> 팀장은 “같은 업체의 실탄이라도 제조 순서에 따라 미세한 차이가 있다.
신기혁	신기혁	NNP	B-PER
_	_	_	O
kt	kt	SL	B-ORG
_	_	_	I-ORG
사격	사격	NNG	I-ORG
선수	선수	NNG	I-ORG
단	단	MAG	I-ORG
_	_	_	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
업체	업체	NNG	O
의	의	JKG	O
_	_	_	O
실탄	실탄	NNG	O
이라도	이라도	JX	O
_	_	_	O
제조	제조	NNG	O
_	_	_	O
순서	순서	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
미세한	미세하+ㄴ	VA+ETM	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 이어 “그래서 버스 차선에서 5중 추돌이 났다.
## 이어 “그래서 버스 차선에서 <5중:NOH> 추돌이 났다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
그래서	그리하+여서	VV+EC	O
_	_	_	O
버스	버스	NNG	O
_	_	_	O
차선	차선	NNG	O
에서	에서	JKB	O
_	_	_	O
5	5	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
이	이	JKS	O
_	_	_	O
났	나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 소설집 ‘선생과 황태자’ ‘지붕 위의 사진사’ ‘발로자를 위하여’ 등과 장편 ‘은하수 저쪽에서’ ‘땅콩껍질 속의 연가’ 등이 있다.
## 소설집 ‘<선생과 황태자:POH>’ ‘<지붕 위의 사진사:POH>’ ‘<발로자를 위하여:POH>’ 등과 장편 ‘<은하수 저쪽에서:POH>’ ‘<땅콩껍질 속의 연가:POH>’ 등이 있다.
소설	소설	NNG	O
집	집	XSN	O
_	_	_	O
‘	‘	SS	O
선생	선생	NNG	B-POH
과	과	JC	I-POH
_	_	_	I-POH
황태자	황태자	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
지붕	지붕	NNG	B-POH
_	_	_	I-POH
위	위	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
사진사	사진사	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
발로자	발로자	NNP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
위하	위하	VV	I-POH
여	여	EF	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
과	과	JC	O
_	_	_	O
장편	장편	NNG	O
_	_	_	O
‘	‘	SS	O
은하수	은하수	NNG	B-POH
_	_	_	I-POH
저쪽	저쪽	NP	I-POH
에서	에서	JKB	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
땅콩	땅콩	NNG	B-POH
껍질	껍질	NNG	I-POH
_	_	_	I-POH
속	속	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
연가	연가	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 16
## 26일(금)의 추첨 및 당첨자 발표와 30, 31일의 계약 체결은 ㈜원주기업도시에서 진행된다.
## <26일:DAT>(<금:DAT>)의 추첨 및 당첨자 발표와 <30:DAT>, <31일:DAT>의 계약 체결은 <㈜원주기업도시:ORG>에서 진행된다.
26	26	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
금	금	NNG	B-DAT
)	)	SS	O
의	의	JKG	O
_	_	_	O
추첨	추첨	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
당첨자	당첨자	NNG	O
_	_	_	O
발표	발표	NNG	O
와	와	JC	O
_	_	_	O
30	30	SN	B-DAT
,	,	SP	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
의	의	JKG	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
체결	체결	NNG	O
은	은	JX	O
_	_	_	O
㈜	㈜	SW	B-ORG
원주	원주	NNP	I-ORG
기업	기업	NNG	I-ORG
도시	도시	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

