## 1
## 권창훈은 “이번 동아시안컵에 뽑혔다고 올림픽대표팀에도 선발된다는 보장이 없다.
## <권창훈:PER>은 “이번 <동아시안컵:POH>에 뽑혔다고 올림픽대표팀에도 선발된다는 보장이 없다.
권창훈	권창훈	NNP	B-PER
_	_	_	O
얼굴	얼굴	NNG	O
은	은	JX	O
_	_	_	O
성적	성적	NNG	O
_	_	_	O
매력	매력	NNG	O
을	을	JKO	O
_	_	_	O
드러내야	드러내+어야	VV+EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
캐릭터	캐릭터	NNG	O
_	_	_	O
P	P	SL	B-PER
를	를	JKO	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
비	비	XPN	O
일상적	일상적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
독특하	독특하	VA	O
게	게	EC	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
일조	일조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이에 김구라는 “그런 분이 맨날 1회 녹화로 2회분 방송을 내보내자고 하냐”고 응수했다.
## 이에 <김구라:PER>는 “그런 분이 맨날 <1회:NOH> 녹화로 <2회:NOH>분 방송을 내보내자고 하냐”고 응수했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
김구라	김구라	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
그런	그런	MM	O
_	_	_	O
분	분	NNB	O
이	이	JKS	O
_	_	_	O
맨날	맨날	MAG	O
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
녹화	녹화	NNG	O
로	로	JKB	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
분	분	XSN	O
_	_	_	O
방송	방송	NNG	O
을	을	JKO	O
_	_	_	O
내보내	내보내	VV	O
자고	자고	EC	O
_	_	_	O
하	하	VV	O
냐	냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
응수	응수하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## B250 2종, Z270 3종이 이에 해당한다.
## <B250:POH> <2종:NOH>, <Z270:POH> <3종:NOH>이 이에 해당한다.
B	B	SL	B-POH
250	250	SN	I-POH
_	_	_	O
2	2	SN	B-NOH
종	종	NNG	I-NOH
,	,	SP	O
_	_	_	O
Z	Z	SL	B-POH
270	270	SN	I-POH
_	_	_	O
3	3	SN	B-NOH
종	종	NNG	I-NOH
이	이	JKS	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
해당한다	해당하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 현재 한국사 교과서는 국사편찬위원회의 검정을 반드시 통과해야만 일선 학교에서 교과서로 채택될 수 있다.
## 현재 한국사 교과서는 <국사편찬위원회:ORG>의 검정을 반드시 통과해야만 일선 학교에서 교과서로 채택될 수 있다.
현재	현재	MAG	O
_	_	_	O
한국사	한국사	NNG	O
_	_	_	O
교과서	교과서	NNG	O
는	는	JX	O
_	_	_	O
국사	국사	NNG	B-ORG
편찬	편찬	NNG	I-ORG
위원회	위원회	NNG	I-ORG
의	의	JKG	O
_	_	_	O
검정	검정	NNG	O
을	을	JKO	O
_	_	_	O
반드시	반드시	MAG	O
_	_	_	O
통과해야	통과하+여야	VV+EC	O
만	만	JX	O
_	_	_	O
일선	일선	NNG	O
_	_	_	O
학교	학교	NNG	O
에서	에서	JKB	O
_	_	_	O
교과서	교과서	NNG	O
로	로	JKB	O
_	_	_	O
채택될	채택되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## ‘꽃보다 청춘 아프리카’ 류준열 “유행따라 독감 걸려, 양해 바란다”
## ‘<꽃보다 청춘 아프리카:POH>’ <류준열:PER> “유행따라 독감 걸려, 양해 바란다”
‘	‘	SS	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
청춘	청춘	NNG	I-POH
_	_	_	I-POH
아프리카	아프리카	NNP	I-POH
’	’	SS	O
_	_	_	O
류준열	류준열	NNP	B-PER
_	_	_	O
“	“	SS	O
유행	유행	NNG	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
독감	독감	NNG	O
_	_	_	O
걸려	걸리+어	VV+EC	O
,	,	SP	O
_	_	_	O
양해	양해	NNG	O
_	_	_	O
바란다	바라+ㄴ다	VV+EF	O
”	”	SS	O

## 8
## 홍진호는 지난 2013년부터 두뇌 대결을 펼치는 예능 프로그램 '더 지니어스: 게임의 법칙'에서 우승하는 등 방송인으로 활동하면서 대중에게 인지도를 쌓고 있다.
## <홍진호:PER>는 지난 <2013년:DAT>부터 두뇌 대결을 펼치는 예능 프로그램 '<더 지니어스: 게임의 법칙:POH>'에서 우승하는 등 방송인으로 활동하면서 대중에게 인지도를 쌓고 있다.
홍진호	홍진호	NNP	B-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
두뇌	두뇌	NNG	O
_	_	_	O
대결	대결	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
는	는	ETM	O
_	_	_	O
예능	예능	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
'	'	SS	O
더	더	MAG	B-POH
_	_	_	I-POH
지니	지니	NNG	I-POH
어스	어스	NNG	I-POH
:	:	SP	I-POH
_	_	_	I-POH
게임	게임	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
법칙	법칙	NNG	I-POH
'	'	SS	O
에서	에서	JKB	O
_	_	_	O
우승하	우승하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
방송인	방송인	NNG	O
으로	으로	JKB	O
_	_	_	O
활동하	활동하	VV	O
면서	면서	EC	O
_	_	_	O
대중	대중	NNG	O
에게	에게	JKB	O
_	_	_	O
인지도	인지도	NNG	O
를	를	JKO	O
_	_	_	O
쌓	쌓	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## ‘무한도전’ 유이, 광희 진심 알아줬나? 옅은 미소로 “너 하는 거 봐서”
## ‘<무한도전:POH>’ <유이:PER>, <광희:PER> 진심 알아줬나? 옅은 미소로 “너 하는 거 봐서”
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
_	_	_	O
유이	유이	NNG	B-PER
,	,	SP	O
_	_	_	O
광희	광희	NNP	B-PER
_	_	_	O
진심	진심	NNG	O
_	_	_	O
알아	알아주	VV	O
줬	었	EP	O
나	나	JC	O
?	?	SF	O
_	_	_	O
옅	옅	VA	O
은	은	ETM	O
_	_	_	O
미소	미소	NNG	O
로	로	JKB	O
_	_	_	O
“	“	SS	O
너	너	NP	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
거	거	NNB	O
_	_	_	O
봐서	보+아서	VV+EF	O
”	”	SS	O

## 10
## 김태훈은 183cm의 큰 키를 활용해 상대 몸통과 머리를 공격하는 능력이 탁월하다.
## <김태훈:PER>은 <183cm:NOH>의 큰 키를 활용해 상대 몸통과 머리를 공격하는 능력이 탁월하다.
김태훈	김태훈	NNP	B-PER
은	은	JX	O
_	_	_	O
183	183	SN	B-NOH
cm	cm	SL	I-NOH
의	의	JKG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
키	키	NNG	O
를	를	JKO	O
_	_	_	O
활용해	활용하+여	VV+EC	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
몸통	몸통	NNG	O
과	과	JC	O
_	_	_	O
머리	머리	NNG	O
를	를	JKO	O
_	_	_	O
공격하	공격하	VV	O
는	는	ETM	O
_	_	_	O
능력	능력	NNG	O
이	이	JKS	O
_	_	_	O
탁월하	탁월하	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 데토로 대표는 도요타 자동차 리콜 문제로 미국 상원공청회에 증인으로 출석할 만큼 교통 행정에 큰 영향력을 가진 인물이다.
## <데토로:PER> 대표는 <도요타 자동차:ORG> 리콜 문제로 <미국 상원공청회:ORG>에 증인으로 출석할 만큼 교통 행정에 큰 영향력을 가진 인물이다.
데	데	NNB	B-PER
토로	토로	NNG	I-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
도요타	도요타	NNP	B-ORG
_	_	_	I-ORG
자동차	자동차	NNG	I-ORG
_	_	_	O
리콜	리콜	NNG	O
_	_	_	O
문제	문제	NNG	O
로	로	JKB	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
상원	상원	NNG	I-ORG
공청회	공청회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
증인	증인	NNG	O
으로	으로	JKB	O
_	_	_	O
출석할	출석하+ㄹ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
교통	교통	NNG	O
_	_	_	O
행정	행정	NNG	O
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
영향력	영향력	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
인물	인물	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 이날 송일국은 거실에서 삼둥이에게 공룡이 소개된 책을 읽어줬다.
## 이날 <송일국:LOC>은 거실에서 <삼둥이:ORG>에게 공룡이 소개된 책을 읽어줬다.
이날	이날	NNG	O
_	_	_	O
송일국	송일국	NNP	B-LOC
은	은	JX	O
_	_	_	O
거실	거실	NNG	O
에서	에서	JKB	O
_	_	_	O
삼	삼	NR	B-ORG
둥이	둥이	XSN	I-ORG
에게	에게	JKB	O
_	_	_	O
공룡	공룡	NNG	O
이	이	JKS	O
_	_	_	O
소개된	소개되+ㄴ	VV+ETM	O
_	_	_	O
책	책	NNG	O
을	을	JKO	O
_	_	_	O
읽	읽	VV	O
어	어	EC	O
줬	주+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 불법 이민자 추방, 한국과 일본의 핵 보유 용인 등 정치 공약에 치중하던 미국 공화당 대선 경선 주자 도널드 트럼프가 “이대로 가면 대규모 경기 침체로 치달을 것”이라며 경제 이슈를 들고 나왔다.
## 불법 이민자 추방, <한국:ORG>과 <일본:ORG>의 핵 보유 용인 등 정치 공약에 치중하던 <미국:ORG> <공화당:ORG> 대선 경선 주자 <도널드 트럼프:PER>가 “이대로 가면 대규모 경기 침체로 치달을 것”이라며 경제 이슈를 들고 나왔다.
불법	불법	NNG	O
_	_	_	O
이민자	이민자	NNG	O
_	_	_	O
추방	추방	NNG	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-ORG
과	과	JC	O
_	_	_	O
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
핵	핵	NNG	O
_	_	_	O
보유	보유	NNG	O
_	_	_	O
용인	용인	NNP	O
_	_	_	O
등	등	NNB	O
_	_	_	O
정치	정치	NNG	O
_	_	_	O
공약	공약	NNG	O
에	에	JKB	O
_	_	_	O
치중하	치중하	VV	O
던	던	ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
공화당	공화당	NNP	B-ORG
_	_	_	O
대선	대선	NNG	O
_	_	_	O
경선	경선	NNG	O
_	_	_	O
주자	주자	NNG	O
_	_	_	O
도널드	도널드	NNP	B-PER
_	_	_	I-PER
트럼프	트럼프	NNP	I-PER
가	가	JKS	O
_	_	_	O
“	“	SS	O
이대로	이대로	MAG	O
_	_	_	O
가	가	VV	O
면	면	EC	O
_	_	_	O
대규모	대규모	NNG	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
침체	침체	NNG	O
로	로	JKB	O
_	_	_	O
치달	치닫	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
이슈	이슈	NNG	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 그는 2일(현지시간) 워싱턴포스트와의 인터뷰에서 “현재 미국은 경제 거품, 금융 거품 위에 앉아 있다.
## 그는 <2일:DAT>(현지시간) <워싱턴포스트:ORG>와의 인터뷰에서 “현재 <미국:ORG>은 경제 거품, 금융 거품 위에 앉아 있다.
그	그	NP	O
는	는	JX	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
워싱턴	워싱턴	NNP	B-ORG
포스트	포스트	NNG	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
현재	현재	MAG	O
_	_	_	O
미국	미국	NNP	B-ORG
은	은	JX	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
거품	거품	NNG	O
,	,	SP	O
_	_	_	O
금융	금융	NNG	O
_	_	_	O
거품	거품	NNG	O
_	_	_	O
위	위	NNG	O
에	에	JKB	O
_	_	_	O
앉	앉	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 15
## 연구 결과 거짓말을 하는 이들은 그렇지 않은 이들보다 상대방을 노려보거나 얼굴을 찡그리는 경향이 세 배 더 높게 나타났다.
## 연구 결과 거짓말을 하는 이들은 그렇지 않은 이들보다 상대방을 노려보거나 얼굴을 찡그리는 경향이 <세 배:PNT> 더 높게 나타났다.
연구	연구	NNG	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
거짓말	거짓말	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
그렇	그렇	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
보다	보다	JKB	O
_	_	_	O
상대방	상대방	NNG	O
을	을	JKO	O
_	_	_	O
노려보	노려보	VV	O
거나	거나	EC	O
_	_	_	O
얼굴	얼굴	NNG	O
을	을	JKO	O
_	_	_	O
찡그리	찡그리	VV	O
는	는	ETM	O
_	_	_	O
경향	경향	NNG	O
이	이	JKS	O
_	_	_	O
세	세	MM	B-PNT
_	_	_	I-PNT
배	배	NNG	I-PNT
_	_	_	O
더	더	MAG	O
_	_	_	O
높	높	VA	O
게	게	EC	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 16
## 임시완은 연탄은행과 함께 서울 중계동 백사마을에서 봉사할 예정이다.
## <임시완:PER>은 <연탄은행:ORG>과 함께 <서울:LOC> <중계동:LOC> <백사마을:LOC>에서 봉사할 예정이다.
임시완	임시완	NNP	B-PER
은	은	JX	O
_	_	_	O
연탄	연탄	NNG	B-ORG
은행	은행	NNG	I-ORG
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
중계동	중계동	NNP	B-LOC
_	_	_	O
백사	백사	NNG	B-LOC
마을	마을	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
봉사할	봉사하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

