## 1
## GS건설은 경기도 평택시 동삭동, 칠원동 일원 동삭2지구 64만2279㎡, 총 5개 블록에 ‘자이 더 익스프레스’를 조성한다.
## <GS건설:ORG>은 <경기도:LOC> <평택시:LOC> <동삭동:LOC>, <칠원동 일원 동삭2지구:LOC> <64만2279㎡:NOH>, 총 <5개:NOH> 블록에 ‘<자이 더 익스프레스:POH>’를 조성한다.
GS	GS	SL	B-ORG
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 소속사 측은 “두 사람 모두 ‘여러분들이 많은 축복을 보내주신 덕분’이라며 “앞으로도 작품 활동을 통해 많은 사랑과 축복을 전해준 여러분께 더 성숙한 모습을 선보여 드릴 것을 약속했다”고 덧붙였다.
## 소속사 측은 “<두 사람:NOH> 모두 ‘여러분들이 많은 축복을 보내주신 덕분’이라며 “앞으로도 작품 활동을 통해 많은 사랑과 축복을 전해준 여러분께 더 성숙한 모습을 선보여 드릴 것을 약속했다”고 덧붙였다.
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
_	_	_	O
모두	모두	MAG	O
_	_	_	O
‘	‘	SS	O
여러분	여러분	NP	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
축복	축복	NNG	O
을	을	JKO	O
_	_	_	O
보내	보내+어	VV+EC	O
주	주	VX	O
신	시+ㄴ	EP+ETM	O
_	_	_	O
덕분	덕분	NNG	O
’	’	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
작품	작품	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
사랑	사랑	NNG	O
과	과	JC	O
_	_	_	O
축복	축복	NNG	O
을	을	JKO	O
_	_	_	O
전해	전하+여	VV+EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
여러분	여러분	NP	O
께	께	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
성숙한	성숙하+ㄴ	VV+ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
선보	선보이	VV	O
여	어	EC	O
_	_	_	O
드릴	드리+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
약속	약속하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지난해(주당 700원)보다 43% 증가한 수준으로 배당성향은 13.5%다.
## 지난해(주당 <700원:MNY>)보다 <43%:PNT> 증가한 수준으로 배당성향은 <13.5%:PNT>다.
지난해	지난해	NNG	O
(	(	SS	O
주	주	NNG	O
당	당	XSN	O
_	_	_	O
700	700	SN	B-MNY
원	원	NNB	I-MNY
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
43	43	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가한	증가하+ㄴ	VV+ETM	O
_	_	_	O
수준	수준	NNG	O
으로	으로	JKB	O
_	_	_	O
배당	배당	NNG	O
성향	성향	NNG	O
은	은	JX	O
_	_	_	O
13.5	13.5	SN	B-PNT
%	%+이	SW+VCP	I-PNT
다	다	EF	O
.	.	SF	O

## 6
## 이씨는 “단속할 때 ‘내가 잘못했다’고 먼저 말씀하는 분들이 더 많다”고 전했다.
## <이:PER>씨는 “단속할 때 ‘내가 잘못했다’고 먼저 말씀하는 분들이 더 많다”고 전했다.
이	이	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
단속할	단속하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
‘	‘	SS	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
잘못	잘못하	VV	O
했	었	EP	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
말씀하	말씀하	VV	O
는	는	ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그런 면에서 저자 마르쿠스 사무엘손은 독보적이다.
## 그런 면에서 저자 <마르쿠스 사무엘손:PER>은 독보적이다.
그런	그런	MM	O
_	_	_	O
면	면	NNG	O
에서	에서	JKB	O
_	_	_	O
저자	저자	NNG	O
_	_	_	O
마르쿠스	마르쿠스	NNP	B-PER
_	_	_	I-PER
사무엘	사무엘	NNG	I-PER
손	손	NNG	I-PER
은	은	JX	O
_	_	_	O
독보적	독보적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 최면요법의 역사, 기원전 376년 파피루스 문서 기록 남아 있어최면요법의 역사가 누리꾼들의 많은 관심을 받고 있다.
## 최면요법의 역사, <기원전 376년:DAT> 파피루스 문서 기록 남아 있어최면요법의 역사가 누리꾼들의 많은 관심을 받고 있다.
최면	최면	NNG	O
요법	요법	NNG	O
의	의	JKG	O
_	_	_	O
역사	역사	NNG	O
,	,	SP	O
_	_	_	O
기원전	기원전	NNG	B-DAT
_	_	_	I-DAT
376	376	SN	I-DAT
년	년	NNB	I-DAT
_	_	_	O
파피루스	파피루스	NNG	O
_	_	_	O
문서	문서	NNG	O
_	_	_	O
기록	기록	NNG	O
_	_	_	O
남	남	VV	O
아	아	EC	O
_	_	_	O
있	있	VA	O
어	어	EC	O
최면	최면	NNG	O
요법	요법	NNG	O
의	의	JKG	O
_	_	_	O
역사	역사	NNG	O
가	가	JKS	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 슈틸리케 감독이 추구하는 ‘주전 무한경쟁’이 갈수록 흥미진진해 지고 있다.
## <슈틸리케:PER> 감독이 추구하는 ‘주전 무한경쟁’이 갈수록 흥미진진해 지고 있다.
슈틸리케	슈틸리케	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
추구하	추구하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
주전	주전	NNP	O
_	_	_	O
무한	무한	NNG	O
경쟁	경쟁	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
갈수록	갈수록	MAG	O
_	_	_	O
흥미진진해	흥미진진하+여	VA+EC	O
_	_	_	O
지	지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 유승민 후보의 안보 공약 많이 참고하길 바란다.
## <유승민:PER> 후보의 안보 공약 많이 참고하길 바란다.
유승민	유승민	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
안보	안보	NNG	O
_	_	_	O
공약	공약	NNG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
참고하	참고하	VV	O
길	기+ㄹ	ETN+JKO	O
_	_	_	O
바란다	바라+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## (안보행보를 보이고 있는 문재인 후보를 비판하며)▲심상정 정의당 대통령 후보 = 이성 간 결혼이든 동성 간 결혼이든 다 축복받아야 한다고 생각한다.
## (안보행보를 보이고 있는 <문재인:PER> 후보를 비판하며)▲<심상정:PER> <정의당:ORG> 대통령 후보 = 이성 간 결혼이든 동성 간 결혼이든 다 축복받아야 한다고 생각한다.
(	(	SS	O
안보	안보	NNG	O
행보	행보	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
문재인	문재인	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
비판하	비판하	VV	O
며	며	EF	O
)	)	SS	O
▲	▲	SW	O
심상정	심상정	NNP	B-PER
_	_	_	O
정의당	정의당	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
후보	후보	NNG	O
_	_	_	O
=	=	SW	O
_	_	_	O
이성	이성	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
결혼	결혼	NNG	O
이든	이든	JX	O
_	_	_	O
동성	동성	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
결혼	결혼	NNG	O
이든	이든	JX	O
_	_	_	O
다	다	MAG	O
_	_	_	O
축복	축복	NNG	O
받	받	VV	O
아야	아야	EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 김정은 체제가 들어서면서 사정이 나아지긴 했지만 일본제나 중국제를 쓰는 일부 부유층을 제외하고는 어려움이 여전하다고 한다.
## <김정은:PER> 체제가 들어서면서 사정이 나아지긴 했지만 일본제나 중국제를 쓰는 일부 부유층을 제외하고는 어려움이 여전하다고 한다.
김정은	김정은	NNP	B-PER
_	_	_	O
체제	체제	NNG	O
가	가	JKS	O
_	_	_	O
들어서	들어서	VV	O
면서	면서	EC	O
_	_	_	O
사정	사정	NNG	O
이	이	JKS	O
_	_	_	O
나아지	나아지	VV	O
긴	기+ㄴ	ETN+JX	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
_	_	_	O
일본제	일본제	NNG	O
나	나	JC	O
_	_	_	O
중국	중국	NNP	O
제	제	XSN	O
를	를	JKO	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
부유층	부유층	NNG	O
을	을	JKO	O
_	_	_	O
제외하	제외하	VV	O
고는	고는	EC	O
_	_	_	O
어려움	어려움	NNG	O
이	이	JKS	O
_	_	_	O
여전하	여전하	VA	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 일본의 상황 역시 한국과 그리 다르지 않다.
## <일본:ORG>의 상황 역시 <한국:ORG>과 그리 다르지 않다.
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
상황	상황	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
한국	한국	NNP	B-ORG
과	과	JKB	O
_	_	_	O
그리	그리	MAG	O
_	_	_	O
다르	다르	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

