## 1
## 휴먼다큐 안현수 우나리, "선배가 금메달 필요하다고" 승부조작 내막이?
## <휴먼다큐:POH> <안현수:PER> <우나리:PER>, "선배가 금메달 필요하다고" 승부조작 내막이?
휴먼	휴먼	NNG	B-POH
_	_	_	O
광고	광고	NNG	O
는	는	JX	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
광고	광고	NNG	O
회사	회사	NNG	O
만	만	JX	O
_	_	_	O
만들	만들+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
영역	영역	NNG	O
으로	으로	JKB	O
_	_	_	O
여겨	여기+어+지	VV+EC+VX	O
졌	었	EP	O
는데요	는데요	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
공식	공식	NNG	O
도	도	JX	O
_	_	_	O
무너지	무너지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
습니다	습니다	EF	O
.	.	SF	O

## 3
## 더불어민주당 남인순 의원은 국민의당 안철수 대선 후보의 유치원 공약을 두고 “학부모님들이 가장 보내고 싶어 하는 곳이 국공립 단설”이라면서 “유치원 중 고작 3.4%에 불과함에도 안후보가 신설자제를 강조한 것이 놀랍다”고 비판했다.
## <더불어민주당:ORG> <남인순:PER> 의원은 <국민의당:ORG> <안철수:PER> 대선 후보의 유치원 공약을 두고 “학부모님들이 가장 보내고 싶어 하는 곳이 국공립 단설”이라면서 “유치원 중 고작 <3.4%:PNT>에 불과함에도 <안:PER>후보가 신설자제를 강조한 것이 놀랍다”고 비판했다.
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
남인순	남인순	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
대선	대선	NNG	O
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
유치원	유치원	NNG	O
_	_	_	O
공약	공약	NNG	O
을	을	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
학부모	학부모	NNG	O
님	님	XSN	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
보내	보내	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
어	어	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
국공립	국공립	NNG	O
_	_	_	O
단설	단설	NNG	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
유치원	유치원	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
고작	고작	MAG	O
_	_	_	O
3.4	3.4	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
불과함	불과하+ㅁ	VA+ETN	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
안	안	NNP	B-PER
후보	후보	NNG	O
가	가	JKS	O
_	_	_	O
신설	신설	NNG	O
자제	자제	NNG	O
를	를	JKO	O
_	_	_	O
강조한	강조하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
놀랍	놀랍	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 남인순 의원은 이날 자신의 소셜미디어에 “안철수 후보가 ‘(국공립) 단설유치원 신설을 자제하고 사립유치원 독립운영을 보장하겠다’고 하여 학부모님들의 원성을 샀다”면서 이같이 밝혔다.
## <남인순:PER> 의원은 이날 자신의 소셜미디어에 “<안철수:PER> 후보가 ‘(국공립) 단설유치원 신설을 자제하고 사립유치원 독립운영을 보장하겠다’고 하여 학부모님들의 원성을 샀다”면서 이같이 밝혔다.
남인순	남인순	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
안철수	안철수	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
(	(	SS	O
국공립	국공립	NNG	O
)	)	SS	O
_	_	_	O
단설	단설	NNG	O
유치원	유치원	NNG	O
_	_	_	O
신설	신설	NNG	O
을	을	JKO	O
_	_	_	O
자제하	자제하	VV	O
고	고	EC	O
_	_	_	O
사립	사립	NNG	O
유치원	유치원	NNG	O
_	_	_	O
독립	독립	NNG	O
운영	운영	NNG	O
을	을	JKO	O
_	_	_	O
보장하	보장하	VV	O
겠	겠	EP	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
하	하	VV	O
여	여	EC	O
_	_	_	O
학부모	학부모	NNG	O
님	님	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
원성	원성	NNG	O
을	을	JKO	O
_	_	_	O
샀	사+았	VV+EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 앞서 안철수 후보는 서울 송파구 방이동 올림픽공원 SK핸드볼경기장에서 열린 한국유치원총연합회 사립유치원 유아교육자대회에서 “대형 단설유치원 신설을 자제하고, 사립유치원에 대해서 독립운영을 보장하고, 시설 특성과 그에 따른 운영을 인정할 것”이라고 밝혔다.
## 앞서 <안철수:PER> 후보는 <서울 송파구 방이동 올림픽공원 SK핸드볼경기장:LOC>에서 열린 <한국유치원총연합회:ORG> 사립유치원 유아교육자대회에서 “대형 단설유치원 신설을 자제하고, 사립유치원에 대해서 독립운영을 보장하고, 시설 특성과 그에 따른 운영을 인정할 것”이라고 밝혔다.
앞서	앞서	MAG	O
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
송파구	송파구	NNP	I-LOC
_	_	_	I-LOC
방이동	방이동	NNP	I-LOC
_	_	_	I-LOC
올림픽	올림픽	NNG	I-LOC
공원	공원	NNG	I-LOC
_	_	_	I-LOC
SK	SK	SL	I-LOC
핸드볼	핸드볼	NNG	I-LOC
경기장	경기장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
유치원	유치원	NNG	I-ORG
총	총	XPN	I-ORG
연합회	연합회	NNG	I-ORG
_	_	_	O
사립	사립	NNG	O
유치원	유치원	NNG	O
_	_	_	O
유아	유아	NNG	O
교육	교육	NNG	O
자	자	XSN	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
대형	대형	NNG	O
_	_	_	O
단설	단설	NNG	O
유치원	유치원	NNG	O
_	_	_	O
신설	신설	NNG	O
을	을	JKO	O
_	_	_	O
자제하	자제하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
사립	사립	NNG	O
유치원	유치원	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
_	_	_	O
독립	독립	NNG	O
운영	운영	NNG	O
을	을	JKO	O
_	_	_	O
보장하	보장하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
시설	시설	NNG	O
_	_	_	O
특성	특성	NNG	O
과	과	JC	O
_	_	_	O
그	그	NP	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
운영	운영	NNG	O
을	을	JKO	O
_	_	_	O
인정할	인정하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이후 안철수 후보의 공약이 온라인 육아 커뮤니티를 중심으로 확산하자 안 후보는 자신의 소셜미디어에 “제 유치원 공약은 기본적으로 보육 및 유아교육 시설을 확대해 출발선이 평등한 교육을 하겠다는 것”이라면서 “‘교육은 국가가 책임진다’는 원칙을 관철해 나갈 것이다.
## 이후 <안철수:PER> 후보의 공약이 온라인 육아 커뮤니티를 중심으로 확산하자 <안:PER> 후보는 자신의 소셜미디어에 “제 유치원 공약은 기본적으로 보육 및 유아교육 시설을 확대해 출발선이 평등한 교육을 하겠다는 것”이라면서 “‘교육은 국가가 책임진다’는 원칙을 관철해 나갈 것이다.
이후	이후	NNG	O
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
공약	공약	NNG	O
이	이	JKS	O
_	_	_	O
온라인	온라인	NNG	O
_	_	_	O
육아	육아	NNG	O
_	_	_	O
커뮤니티	커뮤니티	NNG	O
를	를	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
확산하	확산하	VV	O
자	자	EC	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
제	제	XPN	O
_	_	_	O
유치원	유치원	NNG	O
_	_	_	O
공약	공약	NNG	O
은	은	JX	O
_	_	_	O
기본적	기본적	NNG	O
으로	으로	JKB	O
_	_	_	O
보육	보육	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
유아	유아	NNG	O
교육	교육	NNG	O
_	_	_	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
확대해	확대하+여	VV+EC	O
_	_	_	O
출발선	출발선	NNG	O
이	이	JKS	O
_	_	_	O
평등한	평등하+ㄴ	VA+ETM	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
교육	교육	NNG	O
은	은	JX	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
책임진다	책임지+ㄴ다	VV+EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
원칙	원칙	NNG	O
을	을	JKO	O
_	_	_	O
관철해	관철하+여	VV+EC	O
_	_	_	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 바로 오상무(안성기)의 아내를 연기한 배우 김호정(47)이다.
## 바로 <오상무:PER>(<안성기:PER>)의 아내를 연기한 배우 <김호정:PER>(<47:NOH>)이다.
바로	바로	MAG	O
_	_	_	O
오상무	오상무	NNP	B-PER
(	(	SS	O
안성기	안성기	NNP	B-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
를	를	JKO	O
_	_	_	O
연기한	연기하+ㄴ	VV+ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
김호정	김호정	NNP	B-PER
(	(	SS	O
47	47	SN	B-NOH
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 일본은 이런 문제를 언제 처음 인식했을까.과거 기사를 살펴보면 ‘일본’과 ‘고령화’ 키워드가 본격적으로 만나기 시작한 것은 46년 전인 1970년 들어서다.
## <일본:ORG>은 이런 문제를 언제 처음 인식했을까.과거 기사를 살펴보면 ‘<일본:ORG>’과 ‘고령화’ 키워드가 본격적으로 만나기 시작한 것은 <46년:NOH> 전인 <1970년:DAT> 들어서다.
일본	일본	NNP	B-ORG
은	은	JX	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
언제	언제	MAG	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
인식	인식하	VV	O
했	였	EP	O
을까	을까	EF	O
.	.	SF	O
과거	과거	NNG	O
_	_	_	O
기사	기사	NNG	O
를	를	JKO	O
_	_	_	O
살펴보	살펴보	VV	O
면	면	EC	O
_	_	_	O
‘	‘	SS	O
일본	일본	NNP	B-ORG
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
고령화	고령화	NNG	O
’	’	SS	O
_	_	_	O
키워드	키워드	NNG	O
가	가	JKS	O
_	_	_	O
본격적	본격적	NNG	O
으로	으로	JKB	O
_	_	_	O
만나	만나	VV	O
기	기	ETN	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
46	46	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
1970	1970	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
들어서	들어서	VV	O
다	다	EF	O
.	.	SF	O

## 9
## MC들이 전소민과 한민관이 닮았다고 말하자, 전소민은 “부인할 수 없어 답답하다”며 쿨하게 인정했다.
## MC들이 <전소민:PER>과 한민관이 닮았다고 말하자, <전소민:PER>은 “부인할 수 없어 답답하다”며 쿨하게 인정했다.
MC	MC	SL	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
전소민	전소민	NNP	B-PER
과	과	JC	O
_	_	_	O
한민관	한민관	NNP	O
이	이	JKS	O
_	_	_	O
닮	닮	VV	O
았	았	EP	O
다고	다고	EC	O
_	_	_	O
말하	말하	VV	O
자	자	EC	O
,	,	SP	O
_	_	_	O
전소민	전소민	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
부인할	부인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
어	어	EC	O
_	_	_	O
답답하	답답하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
쿨	쿨	NNP	O
하	하	XSV	O
게	게	EC	O
_	_	_	O
인정	인정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이어 손수현은 자신이 홍석천 닮은꼴이라고 말했다.
## 이어 <손수현:PER>은 자신이 <홍석천:PER> 닮은꼴이라고 말했다.
이어	이어	MAG	O
_	_	_	O
손수현	손수현	NNP	B-PER
은	은	JX	O
_	_	_	O
자신	자신	NNG	O
이	이	JKS	O
_	_	_	O
홍석천	홍석천	NNP	B-PER
_	_	_	O
닮은꼴	닮은꼴	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 윤 씨 등은 2008년 11월 서울역 광장에서 열린 반정부 집회에 참가했다가 집회가 끝나자 지하철로 홍대입구역으로 옮겨 3, 4차로 도로를 점거하고 구호를 외치면서 행진하다가 경찰에 붙잡혔다.
## <윤:PER> 씨 등은 <2008년 11월:DAT> <서울역 광장:LOC>에서 열린 반정부 집회에 참가했다가 집회가 끝나자 지하철로 <홍대입구역:LOC>으로 옮겨 <3:NOH>, <4차:NOH>로 도로를 점거하고 구호를 외치면서 행진하다가 경찰에 붙잡혔다.
윤	윤	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
11	11	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
역	역	NNG	I-LOC
_	_	_	I-LOC
광장	광장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
반정부	반정부	NNG	O
_	_	_	O
집회	집회	NNG	O
에	에	JKB	O
_	_	_	O
참가	참가하	VV	O
했	였	EP	O
다가	다가	EC	O
_	_	_	O
집회	집회	NNG	O
가	가	JKS	O
_	_	_	O
끝나	끝나	VV	O
자	자	EC	O
_	_	_	O
지하철	지하철	NNG	O
로	로	JKB	O
_	_	_	O
홍대입구역	홍대입구역	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
옮겨	옮기+어	VV+EC	O
_	_	_	O
3	3	SN	B-NOH
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
차	차	NNB	I-NOH
로	로	JKB	O
_	_	_	O
도로	도로	NNG	O
를	를	JKO	O
_	_	_	O
점거하	점거하	VV	O
고	고	EC	O
_	_	_	O
구호	구호	NNG	O
를	를	JKO	O
_	_	_	O
외치	외치	VV	O
면서	면서	EC	O
_	_	_	O
행진하	행진하	VV	O
다가	다가	EC	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
붙잡	붙잡히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 배우 최진혁이 입대를 앞두고 인사를 전했다.
## 배우 <최진혁:PER>이 입대를 앞두고 인사를 전했다.
배우	배우	NNG	O
_	_	_	O
최진혁	최진혁	NNP	B-PER
이	이	JKS	O
_	_	_	O
입대	입대	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 최진혁은 지난 30일 자신의 인스타그램에 “머리 잘랐어요.
## <최진혁:PER>은 지난 <30일:DAT> 자신의 <인스타그램:POH>에 “머리 잘랐어요.
최진혁	최진혁	NNP	B-PER
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNG	B-POH
에	에	JKB	O
_	_	_	O
“	“	SS	O
머리	머리	NNG	O
_	_	_	O
잘	자르	VV	O
랐	았	EP	O
어요	어요	EF	O
.	.	SF	O

## 14
## 사실상 문 대표의 사퇴를 촉구한 것이다.
## 사실상 <문:PER> 대표의 사퇴를 촉구한 것이다.
사실상	사실상	NNG	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
사퇴	사퇴	NNG	O
를	를	JKO	O
_	_	_	O
촉구한	촉구하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 산뜻한 짧은 헤어스타일로 시선을 사로잡은 강균성은 아이돌 못지 않은 꽃미남 훈남 외모로 눈길을 끌고 있다.
## 산뜻한 짧은 헤어스타일로 시선을 사로잡은 <강균성:PER>은 아이돌 못지 않은 꽃미남 훈남 외모로 눈길을 끌고 있다.
산뜻한	산뜻하+ㄴ	VA+ETM	O
_	_	_	O
짧	짧	VA	O
은	은	ETM	O
_	_	_	O
헤어스타일	헤어스타일	NNG	O
로	로	JKB	O
_	_	_	O
시선	시선	NNG	O
을	을	JKO	O
_	_	_	O
사로잡	사로잡	VV	O
은	은	ETM	O
_	_	_	O
강균성	강균성	NNP	B-PER
은	은	JX	O
_	_	_	O
아이	아이	NNG	O
돌	돌	NNG	O
_	_	_	O
못	못하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
꽃	꽃	NNG	O
미남	미남	NNG	O
_	_	_	O
훈	훈	NNP	O
남	남	NNG	O
_	_	_	O
외모	외모	NNG	O
로	로	JKB	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 16
## 강균성 소속사 YNB엔터테인먼트는 "강균성의 색다른 변신은 유명 작사가 JQ(제이큐) 와의 듀엣곡 발표를 위한 것으로 신곡은 9월 중 발표될 예정" 이라고 언급했다.
## <강균성:PER> 소속사 <YNB엔터테인먼트:ORG>는 "<강균성:PER>의 색다른 변신은 유명 작사가 <JQ:PER>(<제이큐:PER>) 와의 듀엣곡 발표를 위한 것으로 신곡은 <9월:DAT> 중 발표될 예정" 이라고 언급했다.
강균성	강균성	NNP	B-PER
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
YNB	YNB	SL	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
는	는	JX	O
_	_	_	O
"	"	SS	O
강균성	강균성	NNP	B-PER
의	의	JKG	O
_	_	_	O
색다른	색다르+ㄴ	VA+ETM	O
_	_	_	O
변신	변신	NNG	O
은	은	JX	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
작사	작사	NNG	O
가	가	XSN	O
_	_	_	O
JQ	JQ	SL	B-PER
(	(	SS	O
제	제	XPN	B-PER
이큐	이큐	NNG	I-PER
)	)	SS	O
_	_	_	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
듀엣	듀엣	NNG	O
곡	곡	NNG	O
_	_	_	O
발표	발표	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
신곡	신곡	NNG	O
은	은	JX	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
중	중	NNB	O
_	_	_	O
발표될	발표되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
"	"	SS	O
_	_	_	O
이라고	이라고	JKQ	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

