## 1
## 시즌 타율은 0.269에서 0.259 (27타수 7안타)로 약간 떨어졌다.
## 시즌 타율은 <0.269:PNT>에서 <0.259:PNT> (<27타수:NOH> <7안타:NOH>)로 약간 떨어졌다.
시즌	시즌	NNG	O
5	5	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
디스크	디스크	NNG	O
에	에	JKB	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
생기	생기	VV	O
면	면	EC	O
_	_	_	O
어깨	어깨	NNG	O
와	와	JC	O
_	_	_	O
삼각근	삼각근	NNG	O
_	_	_	O
부위	부위	NNG	O
에	에	JKB	O
,	,	SP	O
_	_	_	O
경추	경추	NNG	O
_	_	_	O
5	5	SN	B-NOH
~	~	SO	O
6	6	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
디스크	디스크	NNG	O
는	는	JX	O
_	_	_	O
팔	팔	NNG	O
에	에	JKB	O
_	_	_	O
바깥쪽	바깥쪽	NNG	O
과	과	JC	O
_	_	_	O
엄지	엄지	NNG	O
와	와	JC	O
_	_	_	O
검지	검지	NNG	O
에	에	JKB	O
,	,	SP	O
_	_	_	O
6	6	SN	B-NOH
~	~	SO	O
7	7	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
디스크	디스크	NNG	O
가	가	JKS	O
_	_	_	O
돌출한	돌출하+ㄴ	VV+ETM	O
_	_	_	O
경우	경우	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
팔	팔	NNG	O
_	_	_	O
뒤쪽	뒤쪽	NNG	O
과	과	JC	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
세	세	MM	O
_	_	_	O
개	개	NNB	O
_	_	_	O
손가락	손가락	NNG	O
에	에	JKB	O
_	_	_	O
통증	통증	NNG	O
이	이	JKS	O
_	_	_	O
나타나	나타나	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 새나래병원에 따르면 경추질환은 다양한 치료방법이 있는데 초기의 가벼운 통증에는 주사요법이나 물리치료를 시행할 수 있다.
## <새나래병원:ORG>에 따르면 경추질환은 다양한 치료방법이 있는데 초기의 가벼운 통증에는 주사요법이나 물리치료를 시행할 수 있다.
새	새	NNG	B-ORG
나래	나래	NNG	I-ORG
병원	병원	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
경추	경추	NNG	O
질환	질환	NNG	O
은	은	JX	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
치료	치료	NNG	O
방법	방법	NNG	O
이	이	JKC	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
_	_	_	O
초기	초기	NNG	O
의	의	JKG	O
_	_	_	O
가벼	가볍	VA	O
운	은	ETM	O
_	_	_	O
통증	통증	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
주사	주사	NNG	O
요법	요법	NNG	O
이나	이나	JC	O
_	_	_	O
물리	물리	NNG	O
치료	치료	NNG	O
를	를	JKO	O
_	_	_	O
시행할	시행하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 설 연휴 야간 임시 전동열차 운행…"귀경 고객의 편안한 귀가 위해" 새벽 2시까지
## 설 연휴 야간 임시 전동열차 운행…"귀경 고객의 편안한 귀가 위해" <새벽 2시:TIM>까지
설	설	NNG	O
_	_	_	O
연휴	연휴	NNG	O
_	_	_	O
야간	야간	NNG	O
_	_	_	O
임시	임시	NNG	O
_	_	_	O
전동	전동	NNG	O
열차	열차	NNG	O
_	_	_	O
운행	운행	NNG	O
…	…	SE	O
"	"	SS	O
귀경	귀경	NNG	O
_	_	_	O
고객	고객	NNG	O
의	의	JKG	O
_	_	_	O
편안한	편안하+ㄴ	VA+ETM	O
_	_	_	O
귀	귀	NNG	O
가	가	JKS	O
_	_	_	O
위해	위하+여	VV+EF	O
"	"	SS	O
_	_	_	O
새벽	새벽	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
까지	까지	JX	O

## 11
## 통계청에 따르면 지난해 평균소비성향(한 가구가 벌어들인 소득 중에서 얼마만큼을 소비 지출하는가를 나타내는 지표)은 역대 최저치를 기록했지만 오락·문화(5.6%), 가정용품·가사서비스(5.5%), 음식·숙박(4.7%) 등의 가치 소비와 같은 효율을 따지는 소비가 증가세에 있는 것이 이를 뒷받침한다.
## <통계청:ORG>에 따르면 지난해 평균소비성향(한 가구가 벌어들인 소득 중에서 얼마만큼을 소비 지출하는가를 나타내는 지표)은 역대 최저치를 기록했지만 오락·문화(<5.6%:PNT>), 가정용품·가사서비스(<5.5%:PNT>), 음식·숙박(<4.7%:PNT>) 등의 가치 소비와 같은 효율을 따지는 소비가 증가세에 있는 것이 이를 뒷받침한다.
통계청	통계청	NNG	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
평균	평균	NNG	O
소비	소비	NNG	O
성향	성향	NNG	O
(	(	SS	O
한	한	MM	O
_	_	_	O
가구	가구	NNG	O
가	가	JKS	O
_	_	_	O
벌어들인	벌어들이+ㄴ	VV+ETM	O
_	_	_	O
소득	소득	NNG	O
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
_	_	_	O
얼마	얼마	NNG	O
만큼	만큼	JX	O
을	을	JKO	O
_	_	_	O
소비	소비	NNG	O
_	_	_	O
지출하	지출하	VV	O
는가	는가	EC	O
를	를	JKO	O
_	_	_	O
나타내	나타내	VV	O
는	는	ETM	O
_	_	_	O
지표	지표	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최저치	최저치	NNG	O
를	를	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
오락	오락	NNG	O
·	·	SP	O
문화	문화	NNG	O
(	(	SS	O
5.6	5.6	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
가정용품	가정용품	NNG	O
·	·	SP	O
가사	가사	NNG	O
서비스	서비스	NNG	O
(	(	SS	O
5.5	5.5	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
음식	음식	NNG	O
·	·	SP	O
숙박	숙박	NNG	O
(	(	SS	O
4.7	4.7	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
가치	가치	NNG	O
_	_	_	O
소비	소비	NNG	O
와	와	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
효율	효율	NNG	O
을	을	JKO	O
_	_	_	O
따지	따지	VV	O
는	는	ETM	O
_	_	_	O
소비	소비	NNG	O
가	가	JKS	O
_	_	_	O
증가세	증가세	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
뒷받침한다	뒷받침하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 1994년을 시작으로 올해 23년째를 맞이하는 ‘북미 올해의 차’는 북미에서 활동 중인 자동차 전문기자 60여명으로 구성된 심사위원들이 제품의 혁신성, 디자인, 안전성, 성능, 기술 등 다양한 평가 항목에 대한 엄격한 심사를 통해 올해의 차를 선정한다.
## <1994년:DAT>을 시작으로 올해 <23년째:NOH>를 맞이하는 ‘<북미:LOC> 올해의 차’는 <북미:LOC>에서 활동 중인 자동차 전문기자 <60여명:NOH>으로 구성된 심사위원들이 제품의 혁신성, 디자인, 안전성, 성능, 기술 등 다양한 평가 항목에 대한 엄격한 심사를 통해 올해의 차를 선정한다.
1994	1994	SN	B-DAT
년	년	NNB	I-DAT
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
23	23	SN	B-NOH
년	년	NNB	I-NOH
째	째	XSN	I-NOH
를	를	JKO	O
_	_	_	O
맞이하	맞이하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
북미	북미	NNP	B-LOC
_	_	_	O
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
차	차	NNB	O
’	’	SS	O
는	는	JX	O
_	_	_	O
북미	북미	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
전문	전문	NNG	O
기자	기자	NNG	O
_	_	_	O
60	60	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
심사	심사	NNG	O
위원	위원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
혁신	혁신	NNG	O
성	성	XSN	O
,	,	SP	O
_	_	_	O
디자인	디자인	NNG	O
,	,	SP	O
_	_	_	O
안전성	안전성	NNG	O
,	,	SP	O
_	_	_	O
성능	성능	NNG	O
,	,	SP	O
_	_	_	O
기술	기술	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
평가	평가	NNG	O
_	_	_	O
항목	항목	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
엄격한	엄격하+ㄴ	VA+ETM	O
_	_	_	O
심사	심사	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
선정한다	선정하+ㄴ다	VV+EF	O
.	.	SF	O

