## 1
## 바비킴 입국, 만취 상태 기내 난동…‘한 달여 만에 입 연다’
## <바비킴:PER> 입국, 만취 상태 기내 난동…‘<한 달:NOH>여 만에 입 연다’
바비	바비	NNP	B-PER
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
죠	죠	EF	O
」	」	SS	O
_	_	_	O
운운한	운운하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
,	,	SP	O
_	_	_	O
「	「	SS	O
FM	FM	SL	B-POH
인기	인기	NNG	I-POH
가요	가요	NNG	I-POH
」	」	SS	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
「	「	SS	O
니	니	NP	O
_	_	_	O
맘대로	맘대로	MAG	O
_	_	_	O
하	하	VV	O
세요	세요	EF	O
」	」	SS	O
_	_	_	O
「	「	SS	O
목소리	목소리	NNG	O
가	가	JKS	O
_	_	_	O
나긋나긋	나긋나긋	MAG	O
_	_	_	O
하	하	VV	O
네요	네요	EF	O
」	」+이	SS+VCP	O
라	라	EC	O
는	는	ETM	O
등	등	NNB	O
_	_	_	O
방송	방송	NNG	O
에	에	JKB	O
_	_	_	O
부적합한	부적합하+ㄴ	VA+ETM	O
_	_	_	O
표현	표현	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
적	적	VA	O
지	지	EC	O
않	않	VX	O
다는	다는	ETM	O
_	_	_	O
분석	분석	NNG	O
.	.	SF	O

## 10
## 이태임은 4일 오후 한 매체와의 전화인터뷰에서 “‘띠과외(띠동갑 과외하기)’ 녹화 때 바다에서 나와 너무 추워서 샤워를 하고 나왔는데 그 친구(예원)가 ‘뭐’라고 반말을 하더라”며 “너무 화가 나서 참고 참았던 게 폭발해서 나도 모르게 욕이 나왔다”고 논란에 대해 해명했다.
## <이태임:PER>은 <4일:DAT> 오후 한 매체와의 전화인터뷰에서 “‘<띠과외:POH>(<띠동갑 과외하기:POH>)’ 녹화 때 바다에서 나와 너무 추워서 샤워를 하고 나왔는데 그 친구(<예원:PER>)가 ‘뭐’라고 반말을 하더라”며 “너무 화가 나서 참고 참았던 게 폭발해서 나도 모르게 욕이 나왔다”고 논란에 대해 해명했다.
이태임	이태임	NNP	B-PER
은	은	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
매체	매체	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
전화	전화	NNG	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
띠	띠	NNG	B-POH
과외	과외	NNG	I-POH
(	(	SS	O
띠동갑	띠동갑	NNG	B-POH
_	_	_	I-POH
과외	과외	NNG	I-POH
하	하	XSV	I-POH
기	기	ETN	I-POH
)	)	SS	O
’	’	SS	O
_	_	_	O
녹화	녹화	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
바다	바다	NNG	O
에서	에서	JKB	O
_	_	_	O
나	나	NP	O
와	와	JKB	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
추	춥	VA	O
워서	어서	EC	O
_	_	_	O
샤워	샤워	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
는데	는데	EC	O
_	_	_	O
그	그	MM	O
_	_	_	O
친구	친구	NNG	O
(	(	SS	O
예원	예원	NNG	B-PER
)	)	SS	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
뭐	뭐	IC	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
반말	반말	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
더라	더라	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
너무	너무	MAG	O
_	_	_	O
화	화	NNG	O
가	가	JKS	O
_	_	_	O
나서	나+아서	VV+EC	O
_	_	_	O
참	참	VV	O
고	고	EC	O
_	_	_	O
참	참	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
폭발해서	폭발하+여서	VV+EC	O
_	_	_	O
나	나	NP	O
도	도	JX	O
_	_	_	O
모르	모르	VV	O
게	게	EC	O
_	_	_	O
욕	욕	NNG	O
이	이	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
논란	논란	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이어 이태임 측은 “당시 녹화현장에서 여러 가지 상황이 너무 기분이 나빴다.
## 이어 <이태임:PER> 측은 “당시 녹화현장에서 여러 가지 상황이 너무 기분이 나빴다.
이어	이어	MAG	O
_	_	_	O
이태임	이태임	NNP	B-PER
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
당시	당시	NNG	O
_	_	_	O
녹화	녹화	NNG	O
현장	현장	NNG	O
에서	에서	JKB	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
가지	가지	NNB	O
_	_	_	O
상황	상황	NNG	O
이	이	JKS	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
기분	기분	NNG	O
이	이	JKS	O
_	_	_	O
나	나쁘	VA	O
빴	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 게임에는 3대륙 10개 맵으로 구성된 모험 모드, 다양한 이벤트 보상을 받을 수 있는 던전, 다른 이용자와 대결을 펼치는 PvP 콘텐츠인 스타몬 리그, 전투의 한계를 시험하고, 다양한 보상을 제공하는 혼돈의 탑 등 다양한 콘텐츠가 구비됐다.
## 게임에는 <3대륙:NOH> <10개:NOH> 맵으로 구성된 모험 모드, 다양한 이벤트 보상을 받을 수 있는 던전, 다른 이용자와 대결을 펼치는 PvP 콘텐츠인 <스타몬 리그:POH>, 전투의 한계를 시험하고, 다양한 보상을 제공하는 혼돈의 탑 등 다양한 콘텐츠가 구비됐다.
게임	게임	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
3	3	SN	B-NOH
대륙	대륙	NNG	I-NOH
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
맵	맵	NNG	O
으로	으로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
모험	모험	NNG	O
_	_	_	O
모드	모드	NNG	O
,	,	SP	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
이벤트	이벤트	NNG	O
_	_	_	O
보상	보상	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
던전	던전	NNP	O
,	,	SP	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
이용자	이용자	NNG	O
와	와	JKB	O
_	_	_	O
대결	대결	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
는	는	ETM	O
_	_	_	O
PvP	PvP	SL	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
스타	스타	NNG	B-POH
몬	몬	NNP	I-POH
_	_	_	I-POH
리그	리그	NNG	I-POH
,	,	SP	O
_	_	_	O
전투	전투	NNG	O
의	의	JKG	O
_	_	_	O
한계	한계	NNG	O
를	를	JKO	O
_	_	_	O
시험하	시험하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
보상	보상	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
혼돈	혼돈	NNG	O
의	의	JKG	O
_	_	_	O
탑	탑	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
가	가	JKS	O
_	_	_	O
구비	구비되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘베나치오’는 이경규 효과 덕분인지 지난해 한 해 판매량 1000만병을 돌파했다.
## ‘<베나치오:POH>’는 <이경규:PER> 효과 덕분인지 지난해 한 해 판매량 <1000만병:NOH>을 돌파했다.
‘	‘	SS	O
베나치오	베나치오	NNP	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
이경규	이경규	NNP	B-PER
_	_	_	O
효과	효과	NNG	O
_	_	_	O
덕분	덕분	NNG	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
해	해	NNB	O
_	_	_	O
판매량	판매량	NNG	O
_	_	_	O
1000	1000	SN	B-NOH
만병	만병	NNG	I-NOH
을	을	JKO	O
_	_	_	O
돌파	돌파하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

