## 1
## 정지 상태에서 3.8초 만에 시속 100km까지 속도를 높일 수 있다.
## 정지 상태에서 <3.8초:NOH> 만에 시속 <100km:NOH>까지 속도를 높일 수 있다.
정지	정지	NNG	O
제	제	XSN	O
를	를	JKO	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
강화하	강화하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
노조원	노조원	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
열망	열망	NNG	O
을	을	JKO	O
_	_	_	O
외면하	외면하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
비난	비난	NNG	O
,	,	SP	O
_	_	_	O
파업	파업	NNG	O
_	_	_	O
강행	강행	NNG	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
고수	고수하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 타히티, 레이디스코드 사고 언급 “함께 출연했는데 그날 사고났다”
## <타히티:ORG>, <레이디스코드:ORG> 사고 언급 “함께 출연했는데 그날 사고났다”
타히티	타히티	NNP	B-ORG
,	,	SP	O
_	_	_	O
레이디스	레이디스	NNG	B-ORG
코드	코드	NNG	I-ORG
_	_	_	O
사고	사고	NNG	O
_	_	_	O
언급	언급	NNG	O
_	_	_	O
“	“	SS	O
함께	함께	MAG	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
는데	는데	EC	O
_	_	_	O
그날	그날	NNG	O
_	_	_	O
사	사	VV	O
고	고+나	EC+VX	O
났	았	EP	O
다	다	EF	O
”	”	SS	O

## 5
## 지하철 8호선 복정역과 5호선 마천역을 연결하는 트램은 트랜짓몰 내에 2개 역이 지나는데, 그중 한 개역이 ‘송파 와이즈 더샵’ 바로 앞으로 운행될 예정이다.
## 지하철 <8호선:NOH> <복정역:LOC>과 <5호선:NOH> <마천역:LOC>을 연결하는 트램은 트랜짓몰 내에 <2개:NOH> 역이 지나는데, 그중 <한 개:NOH>역이 ‘<송파 와이즈 더샵:LOC>’ 바로 앞으로 운행될 예정이다.
지하철	지하철	NNG	O
_	_	_	O
8	8	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
복정	복정	NNP	B-LOC
역	역	NNG	I-LOC
과	과	JC	O
_	_	_	O
5	5	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
마천역	마천역	NNP	B-LOC
을	을	JKO	O
_	_	_	O
연결하	연결하	VV	O
는	는	ETM	O
_	_	_	O
트램	트램	NNG	O
은	은	JX	O
_	_	_	O
트랜	트랜	NNP	O
짓몰	짓몰	VV	O
_	_	_	O
내	내	NNB	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
역	역	NNG	O
이	이	JKS	O
_	_	_	O
지나	지나	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
그중	그중	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
역	역	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
송파	송파	NNP	B-LOC
_	_	_	I-LOC
와이즈	와이즈	NNP	I-LOC
_	_	_	I-LOC
더샵	더샵	NNP	I-LOC
’	’	SS	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
운행될	운행되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## ‘슈가맨’ 현승민, 이제보니 허경환과 닮은 꼴현승민이 11년 만에 TV 무대에 모습을 드러낸 가운데, 허경환과 닮은 꼴 비교 사진이 눈길을 끈다.최근 한 온라인 커뮤니티 사이트에 '슈가맨 현승민 닮은꼴'이라는 제목으로 게시물이 게재됐다.한편, 20일 방송된 JTBC ‘투유 프로젝트-슈가맨’ 첫 방송에는 히트곡 ‘잊었니’의 주인공 H 현승민이 출연했다.11년 만에 TV에 출연한 현승민은 “한 3년 전에 싱글을 하나 냈었다”며 “지금은 금융업에 있다”고 말했다.그는 갑자기 활동을 중단한 이유에 대해 “‘잊었니’가 많은 인기를 얻어서 후속곡을 준비했었는데 잘 안됐었다.
## ‘<슈가맨:POH>’ <현승민:PER>, 이제보니 <허경환:PER>과 닮은 꼴<현승민:PER>이 <11년:NOH> 만에 TV 무대에 모습을 드러낸 가운데, <허경환:PER>과 닮은 꼴 비교 사진이 눈길을 끈다.최근 한 온라인 커뮤니티 사이트에 '<슈가맨:POH> <현승민:PER> 닮은꼴'이라는 제목으로 게시물이 게재됐다.한편, <20일:DAT> 방송된 <JTBC:ORG> ‘<투유 프로젝트-슈가맨:POH>’ 첫 방송에는 히트곡 ‘<잊었니:POH>’의 주인공 H <현승민:PER>이 출연했다.<11년:NOH> 만에 TV에 출연한 <현승민:PER>은 “한 <3년:NOH> 전에 싱글을 <하나:NOH> 냈었다”며 “지금은 금융업에 있다”고 말했다.그는 갑자기 활동을 중단한 이유에 대해 “‘잊었니’가 많은 인기를 얻어서 후속곡을 준비했었는데 잘 안됐었다.
‘	‘	SS	O
슈가맨	슈가맨	NNP	B-POH
’	’	SS	O
_	_	_	O
현승민	현승민	NNP	B-PER
,	,	SP	O
_	_	_	O
이제	이제	NNG	O
보	보	VV	O
니	니	EC	O
_	_	_	O
허경환	허경환	NNP	B-PER
과	과	JC	O
_	_	_	O
닮	닮	VV	O
은	은	ETM	O
_	_	_	O
꼴	꼴	NNG	O
현승민	현승민	NNP	B-PER
이	이	JKS	O
_	_	_	O
11	11	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
드러낸	드러내+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
허경환	허경환	NNP	B-PER
과	과	JC	O
_	_	_	O
닮	닮	VV	O
은	은	ETM	O
_	_	_	O
꼴	꼴	NNG	O
_	_	_	O
비교	비교	NNG	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O
최근	최근	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
온라인	온라인	NNG	O
_	_	_	O
커뮤니티	커뮤니티	NNG	O
_	_	_	O
사이트	사이트	NNG	O
에	에	JKB	O
_	_	_	O
'	'	SS	O
슈가맨	슈가맨	NNP	B-POH
_	_	_	O
현승민	현승민	NNP	B-PER
_	_	_	O
닮은꼴	닮은꼴	NNG	O
'	'	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
제목	제목	NNG	O
으로	으로	JKB	O
_	_	_	O
게시물	게시물	NNG	O
이	이	JKS	O
_	_	_	O
게재	게재되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O
한편	한편	MAG	O
,	,	SP	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
투유	투유	NNP	B-POH
_	_	_	I-POH
프로젝트	프로젝트	NNG	I-POH
-	-	SO	I-POH
슈가맨	슈가맨	NNP	I-POH
’	’	SS	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
방송	방송	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
히트	히트	NNG	O
곡	곡	NNG	O
_	_	_	O
‘	‘	SS	O
잊	잊	VV	B-POH
었	었	EP	I-POH
니	니	EF	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
주인공	주인공	NNG	O
_	_	_	O
H	H	SL	O
_	_	_	O
현승민	현승민	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
11	11	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
TV	TV	SL	O
에	에	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
현승민	현승민	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
한	한	MM	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
싱글	싱글	NNG	O
을	을	JKO	O
_	_	_	O
하나	하나	NR	B-NOH
_	_	_	O
냈었	내+었었	VV+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
금융업	금융업	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
그	그	NP	O
는	는	JX	O
_	_	_	O
갑자기	갑자기	MAG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
중단한	중단하+ㄴ	VV+ETM	O
_	_	_	O
이유	이유	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
잊	잊	VV	O
었	었	EP	O
니	니	EF	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
어서	어서	EC	O
_	_	_	O
후속	후속	NNG	O
곡	곡	NNG	O
을	을	JKO	O
_	_	_	O
준비	준비하	VV	O
했었	였었	EP	O
는데	는데	EC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
안	안+되	MAG+VV	O
됐었	었었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 홍 본부장은 “사고력 수학을 표방하는 교재는 많지만, 기존 객관식 문항을 서술형으로 형식만 바꿔 문제를 구성하는 등 겉만 사고력 수학일 뿐 실제로는 사고력 수학과 무관한 교재도 많다.
## <홍:PER> 본부장은 “사고력 수학을 표방하는 교재는 많지만, 기존 객관식 문항을 서술형으로 형식만 바꿔 문제를 구성하는 등 겉만 사고력 수학일 뿐 실제로는 사고력 수학과 무관한 교재도 많다.
홍	홍	NNP	B-PER
_	_	_	O
본부	본부	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
사고력	사고력	NNG	O
_	_	_	O
수학	수학	NNG	O
을	을	JKO	O
_	_	_	O
표방하	표방하	VV	O
는	는	ETM	O
_	_	_	O
교재	교재	NNG	O
는	는	JX	O
_	_	_	O
많	많	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
객관식	객관식	NNG	O
_	_	_	O
문항	문항	NNG	O
을	을	JKO	O
_	_	_	O
서술형	서술형	NNG	O
으로	으로	JKB	O
_	_	_	O
형식	형식	NNG	O
만	만	JX	O
_	_	_	O
바꿔	바꾸+어	VV+EC	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
구성하	구성하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
겉	겉	NNG	O
만	만	JX	O
_	_	_	O
사고력	사고력	NNG	O
_	_	_	O
수학	수학	NNG	O
일	일	NNG	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
실제로	실제로	MAG	O
는	는	JX	O
_	_	_	O
사고력	사고력	NNG	O
_	_	_	O
수학	수학	NNG	O
과	과	JC	O
_	_	_	O
무관한	무관하+ㄴ	VA+ETM	O
_	_	_	O
교재	교재	NNG	O
도	도	JX	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 16일 대리로 승진한 KEB하나은행 홍지원(37)씨의 사연이다.
## <16일:DAT> 대리로 승진한 <KEB하나은행:ORG> <홍지원:PER>(<37:NOH>)씨의 사연이다.
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
대리	대리	NNG	O
로	로	JKB	O
_	_	_	O
승진한	승진하+ㄴ	VV+ETM	O
_	_	_	O
KEB	KEB	SL	B-ORG
하나은행	하나은행	NNP	I-ORG
_	_	_	O
홍지원	홍지원	NNP	B-PER
(	(	SS	O
37	37	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
사연	사연	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 기존보다 전기요금 납부일 선택이 크게 확대된 것. 하지만 전기요금 납부일 선택 확대의 대상인 사용자는 국민ㆍ신한ㆍ기업ㆍ우리은행과 농협 자동이체 고객에 한정한다.또한 전기요금 청구서를 인터넷ㆍ휴대전화로 받고, 요금을 자동이체하고 있거나 새로 자동이체하는 고객일 필요가 있다.
## 기존보다 전기요금 납부일 선택이 크게 확대된 것. 하지만 전기요금 납부일 선택 확대의 대상인 사용자는 <국민:ORG>ㆍ<신한:ORG>ㆍ<기업:ORG>ㆍ<우리은행:ORG>과 <농협:ORG> 자동이체 고객에 한정한다.또한 전기요금 청구서를 인터넷ㆍ휴대전화로 받고, 요금을 자동이체하고 있거나 새로 자동이체하는 고객일 필요가 있다.
기존	기존	NNG	O
보다	보다	JKB	O
_	_	_	O
전기	전기	NNG	O
요금	요금	NNG	O
_	_	_	O
납부	납부	NNG	O
일	일	XSN	O
_	_	_	O
선택	선택	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
확대된	확대되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
하지만	하지만	MAJ	O
_	_	_	O
전기	전기	NNG	O
요금	요금	NNG	O
_	_	_	O
납부	납부	NNG	O
일	일	XSN	O
_	_	_	O
선택	선택	NNG	O
_	_	_	O
확대	확대	NNG	O
의	의	JKG	O
_	_	_	O
대상	대상	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
사용자	사용자	NNG	O
는	는	JX	O
_	_	_	O
국민	국민	NNG	B-ORG
ㆍ	ㆍ	SP	O
신한	신한	NNP	B-ORG
ㆍ	ㆍ	SP	O
기업	기업	NNG	B-ORG
ㆍ	ㆍ	SP	O
우리은행	우리은행	NNP	B-ORG
과	과	JC	O
_	_	_	O
농협	농협	NNP	B-ORG
_	_	_	O
자동	자동	NNG	O
이체	이체	NNG	O
_	_	_	O
고객	고객	NNG	O
에	에	JKB	O
_	_	_	O
한정한다	한정하+ㄴ다	VV+EF	O
.	.	SF	O
또한	또한	MAG	O
_	_	_	O
전기	전기	NNG	O
요금	요금	NNG	O
_	_	_	O
청구서	청구서	NNG	O
를	를	JKO	O
_	_	_	O
인터넷	인터넷	NNG	O
ㆍ	ㆍ	SP	O
휴대전화	휴대전화	NNG	O
로	로	JKB	O
_	_	_	O
받	받	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
요금	요금	NNG	O
을	을	JKO	O
_	_	_	O
자동	자동	NNG	O
이체	이체	NNG	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
거나	거나	EC	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
자동	자동	NNG	O
이체하	이체하	VV	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
일	일	NNG	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 또 2004년 도입된 ‘접대비 50만 원 실명제’가 유명무실해지면서 2009년 폐지된 사실을 언급하면서 “(현실적으로) 지켜지기 어려운 법은 결국 바뀌게 돼 있다”고도 했다.
## 또 <2004년:DAT> 도입된 ‘<접대비 50만 원 실명제:POH>’가 유명무실해지면서 <2009년:DAT> 폐지된 사실을 언급하면서 “(현실적으로) 지켜지기 어려운 법은 결국 바뀌게 돼 있다”고도 했다.
또	또	MAG	O
_	_	_	O
2004	2004	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
도입된	도입되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
접대비	접대비	NNG	B-POH
_	_	_	I-POH
50	50	SN	I-POH
만	만	NR	I-POH
_	_	_	I-POH
원	원	NNB	I-POH
_	_	_	I-POH
실명제	실명제	NNG	I-POH
’	’	SS	O
가	가	JKS	O
_	_	_	O
유명무실해	유명무실하+여	VA+EC	O
지	지	VX	O
면서	면서	EC	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
폐지된	폐지되+ㄴ	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
언급하	언급하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
(	(	SS	O
현실적	현실적	NNG	O
으로	으로	JKB	O
)	)	SS	O
_	_	_	O
지켜	지키+어	VV+EC	O
지	지	VX	O
기	기	ETN	O
_	_	_	O
어려	어렵	VA	O
운	ㄴ	ETM	O
_	_	_	O
법	법	NNB	O
은	은	JX	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
바뀌	바뀌	VV	O
게	게	EC	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 정경호는 영화 '거북이 달린다'(2009), '롤러코스터'(2013)를 비롯해 드라마 '순정에 반하다'(2015), '미씽나인'(2017) 등에서 다양한 배역의 연기를 소화했다.
## <정경호:PER>는 영화 '<거북이 달린다:POH>'(<2009:DAT>), '<롤러코스터:POH>'(<2013:DAT>)를 비롯해 드라마 '<순정에 반하다:POH>'(<2015:DAT>), '<미씽나인:POH>'(<2017:DAT>) 등에서 다양한 배역의 연기를 소화했다.
정경호	정경호	NNP	B-PER
는	는	JX	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
거북이	거북이	NNG	B-POH
_	_	_	I-POH
달린다	달리+ㄴ다	VV+EF	I-POH
'	'	SS	O
(	(	SS	O
2009	2009	SN	B-DAT
)	)	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
롤러코스터	롤러코스터	NNG	B-POH
'	'	SS	O
(	(	SS	O
2013	2013	SN	B-DAT
)	)	SS	O
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
'	'	SS	O
순정	순정	NNG	B-POH
에	에	JKB	I-POH
_	_	_	I-POH
반하	반하	VV	I-POH
다	다	EF	I-POH
'	'	SS	O
(	(	SS	O
2015	2015	SN	B-DAT
)	)	SS	O
,	,	SP	O
_	_	_	O
'	'	SS	O
미씽나	미씽나	NNG	B-POH
인	이+ㄴ	VCP+ETM	I-POH
'	'	SS	O
(	(	SS	O
2017	2017	SN	B-DAT
)	)	SS	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
배역	배역	NNG	O
의	의	JKG	O
_	_	_	O
연기	연기	NNG	O
를	를	JKO	O
_	_	_	O
소화	소화하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 가족 모두가 바쁘고 즐거운 하루였다.
## <가족:POH> 모두가 바쁘고 즐거운 하루였다.
가족	가족	NNG	B-POH
_	_	_	O
모두	모두	NNG	O
가	가	JKS	O
_	_	_	O
바쁘	바쁘	VA	O
고	고	EC	O
_	_	_	O
즐거	즐겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
하루	하루+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이 전 장관은 “별 효과가 없는 5·24조치 해제를 위해 대통령이 결심하기 어렵다면 참모들이 나서서 남북교류를 확대함으로써 대통령의 어깨를 가볍게 해야 한다”고 말했다.
## <이:PER> 전 장관은 “별 효과가 없는 <5·24조치:POH> 해제를 위해 대통령이 결심하기 어렵다면 참모들이 나서서 남북교류를 확대함으로써 대통령의 어깨를 가볍게 해야 한다”고 말했다.
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
별	별	MM	O
_	_	_	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
5	5	SN	B-POH
·	·	SP	I-POH
24	24	SN	I-POH
조치	조치	NNG	I-POH
_	_	_	O
해제	해제	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
결심하	결심하	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다면	다면	EC	O
_	_	_	O
참모	참모	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
나서서	나서+어서	VV+EC	O
_	_	_	O
남북	남북	NNP	O
교류	교류	NNG	O
를	를	JKO	O
_	_	_	O
확대함	확대하+ㅁ	VV+ETN	O
으로써	으로써	JKB	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
어깨	어깨	NNG	O
를	를	JKO	O
_	_	_	O
가볍	가볍	VA	O
게	게	EC	O
_	_	_	O
해야	하+여야	VX+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 전반 15분에 터진 바르셀로나의 첫 번째 골로 사실상 양 팀의 운명이 가려졌다.
## 전반 <15분:NOH>에 터진 <바르셀로나:ORG>의 첫 번째 골로 사실상 <양 팀:NOH>의 운명이 가려졌다.
전반	전반	NNG	O
_	_	_	O
15	15	SN	B-NOH
분	분	NNB	I-NOH
에	에	JKB	O
_	_	_	O
터진	터지+ㄴ	VV+ETM	O
_	_	_	O
바르셀로나	바르셀로나	NNP	B-ORG
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
골	골	NNG	O
로	로	JKB	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
양	양	MM	B-NOH
_	_	_	I-NOH
팀	팀	NNG	I-NOH
의	의	JKG	O
_	_	_	O
운명	운명	NNG	O
이	이	JKS	O
_	_	_	O
가려	가려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 내외연은 당권과 대권, 서울시장 후보를 이대표와 정고문 등 각 계파를 적절히 통제하는 「분할통치」의 지렛대로 삼아 당내 주도권을 한층 강화하려 할 것으로 보인다.
## 내외연은 당권과 대권, 서울시장 후보를 <이:PER>대표와 <정:PER>고문 등 각 계파를 적절히 통제하는 「분할통치」의 지렛대로 삼아 당내 주도권을 한층 강화하려 할 것으로 보인다.
내외	내외	NNG	O
연	연	NNG	O
은	은	JX	O
_	_	_	O
당권	당권	NNG	O
과	과	JC	O
_	_	_	O
대권	대권	NNG	O
,	,	SP	O
_	_	_	O
서울	서울	NNP	O
시장	시장	NNG	O
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
이	이	NNP	B-PER
대표	대표	NNG	O
와	와	JC	O
_	_	_	O
정	정	NNG	B-PER
고문	고문	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
각	각	MM	O
_	_	_	O
계파	계파	NNG	O
를	를	JKO	O
_	_	_	O
적절히	적절히	MAG	O
_	_	_	O
통제하	통제하	VV	O
는	는	ETM	O
_	_	_	O
「	「	SS	O
분할	분할	NNG	O
통치	통치	NNG	O
」	」	SS	O
의	의	JKG	O
_	_	_	O
지렛대	지렛대	NNG	O
로	로	JKB	O
_	_	_	O
삼	삼	VV	O
아	아	EC	O
_	_	_	O
당내	당내	NNG	O
_	_	_	O
주도권	주도권	NNG	O
을	을	JKO	O
_	_	_	O
한층	한층	MAG	O
_	_	_	O
강화하	강화하	VV	O
려	려	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

