## 1
## 대원들은 매주 1~2차례 무거운 배낭을 메고 구미 금오산을 뛰어서 오르는 훈련을 하고 있다.
## 대원들은 매주 <1:NOH>~<2차례:NOH> 무거운 배낭을 메고 <구미:LOC> <금오산:LOC>을 뛰어서 오르는 훈련을 하고 있다.
대원	대원	NNG	O
번째	번째	NNB	O
_	_	_	O
미니	미니	NNG	O
앨범	앨범	NNG	O
_	_	_	O
‘	‘	SS	O
챗셔	챗셔	NNG	B-POH
(	(	SS	O
CHAT	CHAT	SL	B-POH
-	-	SO	I-POH
SHIRE	SHIRE	SL	I-POH
)	)	SS	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
수록	수록	NNG	O
곡	곡	XSN	O
_	_	_	O
‘	‘	SS	O
푸르	푸르	VA	B-POH
던	던	ETM	I-POH
’	’	SS	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
티저	티저	NNG	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
공개한	공개하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
아이유	아이유	NNP	B-PER
의	의	JKG	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
발언	발언	NNG	O
이	이	JKS	O
_	_	_	O
재조명	재조명	NNG	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 아이유는 과거 MBC ‘음악여행 라라라’에 게스트로 출연했다.
## <아이유:PER>는 과거 <MBC:POH> ‘<음악여행 라라라:POH>’에 게스트로 출연했다.
아이유	아이유	NNP	B-PER
는	는	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
음악	음악	NNG	B-POH
여행	여행	NNG	I-POH
_	_	_	I-POH
라라라	라라라	IC	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 당시 방송에서 아이유는 “중학교 2학년 연습생 시절 가수 준비를 하면서 많이 위축되어 있었다.
## 당시 방송에서 <아이유:PER>는 “중학교 <2학년:NOH> 연습생 시절 가수 준비를 하면서 많이 위축되어 있었다.
당시	당시	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
아이유	아이유	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
중학교	중학교	NNG	O
_	_	_	O
2	2	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
연습	연습	NNG	O
생	생	XSN	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
위축되	위축되	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 한그루, 섹시+청순 엿보이는 과거 가수 시절
## <한그루:PER>, 섹시+청순 엿보이는 과거 가수 시절
한	한	MM	B-PER
그루	그루	NNB	I-PER
,	,	SP	O
_	_	_	O
섹시+	섹시++	NNG+SW	O
청순	청순	NNG	O
_	_	_	O
엿보이	엿보이	VV	O
는	는	ETM	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
시절	시절	NNG	O

## 6
## 색상은 블랙, 다크 카키 2가지이며 가격은 52만 원. 아이더 프리머스 다운재킷은 비즈니스 캐주얼 스타일의 헤비 다운으로 보온성은 물론이고 전체적으로 깔끔하고 세련된 디자인을 갖춘 점이 특징이다.
## 색상은 블랙, 다크 카키 <2가지:NOH>이며 가격은 <52만 원:MNY>. <아이더 프리머스:PER> 다운재킷은 비즈니스 캐주얼 스타일의 헤비 다운으로 보온성은 물론이고 전체적으로 깔끔하고 세련된 디자인을 갖춘 점이 특징이다.
색상	색상	NNG	O
은	은	JX	O
_	_	_	O
블랙	블랙	NNG	O
,	,	SP	O
_	_	_	O
다크	다크	NNG	O
_	_	_	O
카키	카키	NNG	O
_	_	_	O
2	2	SN	B-NOH
가지	가지	NNB	I-NOH
이	이	VCP	O
며	며	EC	O
_	_	_	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
52	52	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
아이더	아이더	NNP	B-PER
_	_	_	I-PER
프리	프리	NNG	I-PER
머스	머스	NNP	I-PER
_	_	_	O
다운재킷	다운재킷	NNG	O
은	은	JX	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
캐주얼	캐주얼	NNG	O
_	_	_	O
스타일	스타일	NNG	O
의	의	JKG	O
_	_	_	O
헤비	헤비	NNG	O
_	_	_	O
다운	다운	NNG	O
으로	으로	JKB	O
_	_	_	O
보온성	보온성	NNG	O
은	은	JX	O
_	_	_	O
물론	물론	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
전체적	전체적	NNG	O
으로	으로	JKB	O
_	_	_	O
깔끔하	깔끔하	VA	O
고	고	EC	O
_	_	_	O
세련된	세련되+ㄴ	VA+ETM	O
_	_	_	O
디자인	디자인	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
특징	특징	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 박지원 “DJ, 서거 전까지 대북송금특검에 불만”
## <박지원:PER> “DJ, 서거 전까지 대북송금특검에 불만”
박지원	박지원	NNP	B-PER
_	_	_	O
“	“	SS	O
DJ	DJ	SL	O
,	,	SP	O
_	_	_	O
서거	서거	NNG	O
_	_	_	O
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
대북	대북	NNG	O
송금	송금	NNG	O
특검	특검	NNG	O
에	에	JKB	O
_	_	_	O
불만	불만	NNG	O
”	”	SS	O

## 8
## 류현진은 다저스 투수 가운데 가장 먼저 라이브 피칭을 시작했다.
## <류현진:PER>은 <다저스:ORG> 투수 가운데 가장 먼저 라이브 피칭을 시작했다.
류현진	류현진	NNP	B-PER
은	은	JX	O
_	_	_	O
다저스	다저스	NNP	B-ORG
_	_	_	O
투수	투수	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
라이브	라이브	NNG	O
_	_	_	O
피칭	피칭	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## '삼시세끼' 박신혜, 옥택연에게 "더럽게 말 안듣네" 구박
## '<삼시세끼:POH>' <박신혜:PER>, <옥택연:PER>에게 "더럽게 말 안듣네" 구박
'	'	SS	O
삼시세끼	삼시세끼	NNP	B-POH
'	'	SS	O
_	_	_	O
박신혜	박신혜	NNP	B-PER
,	,	SP	O
_	_	_	O
옥택연	옥택연	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
"	"	SS	O
더럽	더럽	VA	O
게	게	EC	O
_	_	_	O
말	말	NNG	O
_	_	_	O
안	안	MAG	O
듣	듣	VV	O
네	네	EF	O
"	"	SS	O
_	_	_	O
구박	구박	NNG	O

## 10
## 꽃샘추위로 쌀쌀했던 9일 낮 12시 서울대 교정. 학생 50여 명이 서울대 언어교육원 1층 쌀국수 프랜차이즈 식당 앞에서 줄을 길게 섰다.
## 꽃샘추위로 쌀쌀했던 <9일:DAT> <낮 12시:TIM> <서울대:LOC> 교정. 학생 <50여 명:NOH>이 <서울대 언어교육원:LOC> 1층 쌀국수 프랜차이즈 식당 앞에서 줄을 길게 섰다.
꽃샘추위	꽃샘추위	NNG	O
로	로	JKB	O
_	_	_	O
쌀쌀	쌀쌀하	VA	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
낮	낮	NNG	B-TIM
_	_	_	I-TIM
12	12	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
대	대	NNG	I-LOC
_	_	_	O
교정	교정	NNG	O
.	.	SF	O
_	_	_	O
학생	학생	NNG	O
_	_	_	O
50	50	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
서울	서울	NNP	B-LOC
대	대	NNG	I-LOC
_	_	_	I-LOC
언어	언어	NNG	I-LOC
교육	교육	NNG	I-LOC
원	원	XSN	I-LOC
_	_	_	O
1	1	SN	O
층	층	NNG	O
_	_	_	O
쌀	쌀	NNG	O
국수	국수	NNG	O
_	_	_	O
프랜차이즈	프랜차이즈	NNG	O
_	_	_	O
식당	식당	NNG	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
줄	줄	NNG	O
을	을	JKO	O
_	_	_	O
길	길	VA	O
게	게	EC	O
_	_	_	O
섰	서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 11
## ‘2015 무한도전 가요제’에는 가수 아이유, 밴드 혁오, 자이언티, 지드래곤, 태양, 박진영, 윤상 등이 참여한다.
## ‘<2015:DAT> <무한도전 가요제:POH>’에는 가수 <아이유:PER>, <밴드 혁오:PER>, <자이언티:PER>, <지드래곤:PER>, <태양:PER>, <박진영:PER>, <윤상:PER> 등이 참여한다.
‘	‘	SS	O
2015	2015	SN	B-DAT
_	_	_	O
무한도전	무한도전	NNP	B-POH
_	_	_	I-POH
가요제	가요제	NNG	I-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
아이유	아이유	NNP	B-PER
,	,	SP	O
_	_	_	O
밴드	밴드	NNG	B-PER
_	_	_	I-PER
혁	혁	NNG	I-PER
오	오	NNP	I-PER
,	,	SP	O
_	_	_	O
자이언티	자이언티	NNG	B-PER
,	,	SP	O
_	_	_	O
지드래곤	지드래곤	NNP	B-PER
,	,	SP	O
_	_	_	O
태양	태양	NNP	B-PER
,	,	SP	O
_	_	_	O
박진영	박진영	NNP	B-PER
,	,	SP	O
_	_	_	O
윤상	윤상	NNP	B-PER
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
참여한다	참여하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 한편 ‘2015 무한도전 가요제’는 이날 오후 8시 강원 평창군의 동계올림픽 스키점프경기장인 알펜시아 스키점프대에서 개최된다.
## 한편 ‘<2015:DAT> <무한도전 가요제:POH>’는 이날 <오후 8시:TIM> <강원:LOC> <평창군:LOC>의 동계올림픽 스키점프경기장인 <알펜시아:LOC> 스키점프대에서 개최된다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
2015	2015	SN	B-DAT
_	_	_	O
무한도전	무한도전	NNP	B-POH
_	_	_	I-POH
가요제	가요제	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
강원	강원	NNP	B-LOC
_	_	_	O
평창군	평창군	NNP	B-LOC
의	의	JKG	O
_	_	_	O
동계	동계	NNG	O
올림픽	올림픽	NNG	O
_	_	_	O
스키	스키	NNG	O
점프	점프	NNG	O
경기장	경기장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
알펜시아	알펜시아	NNP	B-LOC
_	_	_	O
스키	스키	NNG	O
점프대	점프대	NNG	O
에서	에서	JKB	O
_	_	_	O
개최된다	개최되+ㄴ다	VV+EF	O
.	.	SF	O

