## 1
## 코스콤은 2011년 자매결연 이후 쪽방촌 주민 김장김치 및 냉방용품 지원과 저소득 계층을 위한 명절 음식 구입에 필요한 물품 등을 15차례에 걸쳐 대신시장에서 샀다.
## <코스콤:ORG>은 <2011년:DAT> 자매결연 이후 쪽방촌 주민 김장김치 및 냉방용품 지원과 저소득 계층을 위한 명절 음식 구입에 필요한 물품 등을 <15차례:NOH>에 걸쳐 대신시장에서 샀다.
코스콤	코스콤	NNP	B-ORG
성북동	성북동	NNP	I-LOC
)	)	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
순하	순하	VA	O
지	지	EC	O
도	도	JX	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
별난	별나+ㄴ	VA+ETM	O
_	_	_	O
손녀	손녀	NNG	O
_	_	_	O
키우	키우	VV	O
느라	느라	EC	O
_	_	_	O
외출	외출	NNG	O
_	_	_	O
한	한	MM	O
번	번	NNB	O
_	_	_	O
못하	못하	VV	O
는	는	ETM	O
_	_	_	O
친정	친정	NNG	O
엄마	엄마	NNG	O
가	가	JKS	O
_	_	_	O
건강	건강	NNG	O
이	이	JKS	O
_	_	_	O
나빠져	나빠지+어	VV+EC	O
_	_	_	O
요즘	요즘	NNG	O
_	_	_	O
병원	병원	NNG	O
에	에	JKB	O
_	_	_	O
다닌다	다니+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
애	애	NNG	O
한테	한테	JKB	O
_	_	_	O
소홀해	소홀하+여	VA+EC	O
져서	지+어서	VX+EC	O
_	_	_	O
오히려	오히려	MAG	O
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
미안하	미안하	VA	O
다고	다고	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
가슴	가슴	NNG	O
이	이	JKS	O
_	_	_	O
찡	찡하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 계약금은 분양가의 10%이며 중도금은 무이자로 대출받을 수 있다.
## 계약금은 분양가의 <10%:PNT>이며 중도금은 무이자로 대출받을 수 있다.
계약금	계약금	NNG	O
은	은	JX	O
_	_	_	O
분양가	분양가	NNG	O
의	의	JKG	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
이	이	VCP	O
며	며	EC	O
_	_	_	O
중도금	중도금	NNG	O
은	은	JX	O
_	_	_	O
무이자	무이자	NNG	O
로	로	JKB	O
_	_	_	O
대출	대출	NNG	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 서울시 관계자는 “특히 입주 상점이 자주 바뀌는 번화가 주상복합 건물에서 주민의 민원과 갈등이 많다”고 말했다.
## <서울시:ORG> 관계자는 “특히 입주 상점이 자주 바뀌는 번화가 주상복합 건물에서 주민의 민원과 갈등이 많다”고 말했다.
서울시	서울시	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
특히	특히	MAG	O
_	_	_	O
입주	입주	NNG	O
_	_	_	O
상점	상점	NNG	O
이	이	JKS	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
바뀌	바뀌	VV	O
는	는	ETM	O
_	_	_	O
번화가	번화가	NNG	O
_	_	_	O
주상	주상	NNG	O
복합	복합	NNG	O
_	_	_	O
건물	건물	NNG	O
에서	에서	JKB	O
_	_	_	O
주민	주민	NNG	O
의	의	JKG	O
_	_	_	O
민원	민원	NNG	O
과	과	JC	O
_	_	_	O
갈등	갈등	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 부산 깡통시장 야시장 (부산 중구 중구로 33번길 32, 매일 오후 7시 30분~자정)부산 깡통시장은 피난시절 깡통제품을 많이 판매해 붙여진 이름이라고 한다.
## <부산:LOC> 깡통시장 야시장 (<부산:LOC> <중구:LOC> <중구로 33번길 32:LOC>, 매일 <오후 7시 30분~자정:DUR>)<부산 깡통시장:ORG>은 피난시절 깡통제품을 많이 판매해 붙여진 이름이라고 한다.
부산	부산	NNP	B-LOC
_	_	_	O
깡통	깡통	NNG	O
시장	시장	NNG	O
_	_	_	O
야시장	야시장	NNG	O
_	_	_	O
(	(	SS	O
부산	부산	NNP	B-LOC
_	_	_	O
중	중	NNG	B-LOC
구	구	NNG	I-LOC
_	_	_	O
중	중	NNG	B-LOC
구	구	NNG	I-LOC
로	로	JKB	I-LOC
_	_	_	I-LOC
33	33	SN	I-LOC
번	번	NNB	I-LOC
길	길	NNG	I-LOC
_	_	_	I-LOC
32	32	SN	I-LOC
,	,	SP	O
_	_	_	O
매일	매일	MAG	O
_	_	_	O
오후	오후	NNG	B-DUR
_	_	_	I-DUR
7	7	SN	I-DUR
시	시	NNB	I-DUR
_	_	_	I-DUR
30	30	SN	I-DUR
분	분	NNB	I-DUR
~	~	SO	I-DUR
자정	자정	NNG	I-DUR
)	)	SS	O
부산	부산	NNP	B-ORG
_	_	_	I-ORG
깡통	깡통	NNG	I-ORG
시장	시장	NNG	I-ORG
은	은	JX	O
_	_	_	O
피난	피난	NNG	O
시절	시절	NNG	O
_	_	_	O
깡통	깡통	NNG	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
판매해	판매하+여	VV+EC	O
_	_	_	O
붙	붙이	VV	O
여	어	EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
이름	이름	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 검찰은 이날 오후 현철스님로부터 넘겨받은 대불공사 지출영수증 등 관련장부의 일부를 공개했으며, 11일쯤 80억원 사용처에 대한 수사결과를 발표할 예정이다.
## 검찰은 이날 오후 <현철:PER>스님로부터 넘겨받은 대불공사 지출영수증 등 관련장부의 일부를 공개했으며, <11일:DAT>쯤 <80억원:MNY> 사용처에 대한 수사결과를 발표할 예정이다.
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	O
_	_	_	O
현철	현철	NNP	B-PER
스님	스님	NNG	O
로부터	로부터	JKB	O
_	_	_	O
넘겨받	넘겨받	VV	O
은	은	ETM	O
_	_	_	O
대불	대불	NNG	O
공사	공사	NNG	O
_	_	_	O
지출	지출	NNG	O
영수증	영수증	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관련	관련	NNG	O
장부	장부	NNG	O
의	의	JKG	O
_	_	_	O
일부	일부	NNG	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
쯤	쯤	XSN	O
_	_	_	O
80	80	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
사용	사용	NNG	O
처	처	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
수사	수사	NNG	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
발표할	발표하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 한편 카쉐어링 서비스는 10분 단위로 차량 이용이 가능해 전기차를 쉽게 경험할 수 있고, 전기차가 배차된 그린존(차고지)에 충전기를 설치하기 때문에 충전 인프라 확대에도 기여해 국내 친환경차의 테스트베드(Test Bed)로써 각광받고 있다.
## 한편 카쉐어링 서비스는 <10분:NOH> 단위로 차량 이용이 가능해 전기차를 쉽게 경험할 수 있고, 전기차가 배차된 그린존(차고지)에 충전기를 설치하기 때문에 충전 인프라 확대에도 기여해 국내 친환경차의 테스트베드(Test Bed)로써 각광받고 있다.
한편	한편	MAG	O
_	_	_	O
카쉐어링	카쉐어링	NNG	O
_	_	_	O
서비스	서비스	NNG	O
는	는	JX	O
_	_	_	O
10	10	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
단위	단위	NNG	O
로	로	JKB	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
이용	이용	NNG	O
이	이	JKS	O
_	_	_	O
가능해	가능하+여	VA+EC	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
쉽	쉽	VA	O
게	게	EC	O
_	_	_	O
경험할	경험하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
가	가	JKS	O
_	_	_	O
배차된	배차되+ㄴ	VV+ETM	O
_	_	_	O
그린존	그린존	NNG	O
(	(	SS	O
차고	차고	NNG	O
지	지	XSN	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
충전기	충전기	NNG	O
를	를	JKO	O
_	_	_	O
설치하	설치하	VV	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
충전	충전	NNG	O
_	_	_	O
인프라	인프라	NNG	O
_	_	_	O
확대	확대	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
기여해	기여하+여	VV+EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
친환경	친환경	NNG	O
차	차	NNG	O
의	의	JKG	O
_	_	_	O
테스트	테스트	NNG	O
베드	베드	NNG	O
(	(	SS	O
Test	Test	SL	O
_	_	_	O
Bed	Bed	SL	O
)	)	SS	O
로써	로써	JKB	O
_	_	_	O
각광	각광	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 특히 이번 그린카의 제주 ‘아이오닉 일렉트릭’ 이용 데이터 분석으로 전기차의 주행거리가 길어지고 향후 충전 인프라가 확대되면 장거리 운행에도 전기차가 활용될 것으로 기대된다.
## 특히 이번 <그린카:ORG>의 <제주:LOC> ‘<아이오닉 일렉트릭:POH>’ 이용 데이터 분석으로 전기차의 주행거리가 길어지고 향후 충전 인프라가 확대되면 장거리 운행에도 전기차가 활용될 것으로 기대된다.
특히	특히	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
그린	그린	NNG	B-ORG
카	카	NNP	I-ORG
의	의	JKG	O
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	O
‘	‘	SS	O
아이오닉	아이오닉	NNG	B-POH
_	_	_	I-POH
일렉트릭	일렉트릭	NNP	I-POH
’	’	SS	O
_	_	_	O
이용	이용	NNG	O
_	_	_	O
데이터	데이터	NNG	O
_	_	_	O
분석	분석	NNG	O
으로	으로	JKB	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
의	의	JKG	O
_	_	_	O
주행	주행	NNG	O
거리	거리	NNG	O
가	가	JKS	O
_	_	_	O
길	길	VA	O
어	어	EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
충전	충전	NNG	O
_	_	_	O
인프라	인프라	NNG	O
가	가	JKS	O
_	_	_	O
확대되	확대되	VV	O
면	면	EC	O
_	_	_	O
장거리	장거리	NNG	O
_	_	_	O
운행	운행	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
전	전	NNG	O
기차	기차	NNG	O
가	가	JKS	O
_	_	_	O
활용될	활용되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대된다	기대되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 교회가 공공매입 의사를 시에 전달한 시점은 지난해 7월. 시의 실무자는 탁상감정가(상권을 고려하지 않은 매매가)로 26억원을 전달했다.
## 교회가 공공매입 의사를 시에 전달한 시점은 지난해 <7월:DAT>. 시의 실무자는 탁상감정가(상권을 고려하지 않은 매매가)로 <26억원:MNY>을 전달했다.
교회	교회	NNG	O
가	가	JKS	O
_	_	_	O
공공	공공	NNG	O
매입	매입	NNG	O
_	_	_	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
시	시	NNG	O
에	에	JKB	O
_	_	_	O
전달한	전달하+ㄴ	VV+ETM	O
_	_	_	O
시점	시점	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
.	.	SF	O
_	_	_	O
시	시	NNG	O
의	의	JKG	O
_	_	_	O
실무자	실무자	NNG	O
는	는	JX	O
_	_	_	O
탁상	탁상	NNG	O
감정가	감정가	NNG	O
(	(	SS	O
상권	상권	NNG	O
을	을	JKO	O
_	_	_	O
고려하	고려하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
매매	매매	NNG	O
가	가	JKS	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
26	26	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 7세용 상상리더 2단계는 ‘낱말 쓰기’, ‘문장 완성하기’ 단원을 통해 초등학교 입학 전 기초 국어 실력을 다질 수 있다.
## <7세:NOH>용 상상리더 <2단계:NOH>는 ‘낱말 쓰기’, ‘문장 완성하기’ 단원을 통해 초등학교 입학 전 기초 국어 실력을 다질 수 있다.
7	7	SN	B-NOH
세용	세용	NNP	O
_	_	_	O
상상	상상	NNG	O
리더	리더	NNG	O
_	_	_	O
2	2	SN	B-NOH
단계	단계	NNG	I-NOH
는	는	JX	O
_	_	_	O
‘	‘	SS	O
낱말	낱말	NNG	O
_	_	_	O
쓰	쓰	VV	O
기	기	ETN	O
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
문장	문장	NNG	O
_	_	_	O
완성하	완성하	VV	O
기	기	ETN	O
’	’	SS	O
_	_	_	O
단원	단원	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
초등학교	초등학교	NNG	O
_	_	_	O
입학	입학	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
기초	기초	NNG	O
_	_	_	O
국어	국어	NNG	O
_	_	_	O
실력	실력	NNG	O
을	을	JKO	O
_	_	_	O
다질	다지+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 1970년대 핀란드는 원전을 세우면서 미국과 프랑스의 원자력 폐기물 관리 기술을 빠르게 접목시켰다.
## <1970년대:DUR> <핀란드:ORG>는 원전을 세우면서 <미국:ORG>과 <프랑스:ORG>의 원자력 폐기물 관리 기술을 빠르게 접목시켰다.
1970	1970	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
핀란드	핀란드	NNP	B-ORG
는	는	JX	O
_	_	_	O
원전	원전	NNG	O
을	을	JKO	O
_	_	_	O
세우	세우	VV	O
면서	면서	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
과	과	JC	O
_	_	_	O
프랑스	프랑스	NNP	B-ORG
의	의	JKG	O
_	_	_	O
원자력	원자력	NNG	O
_	_	_	O
폐기물	폐기물	NNG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
빠르	빠르	VA	O
게	게	EC	O
_	_	_	O
접목	접목	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 전자담배를 이용하는 남성의 비율은 7.1%로 2014년(4.4%)보다 오히려 2.7%포인트 증가했다.
## 전자담배를 이용하는 남성의 비율은 <7.1%:PNT>로 <2014년:DAT>(<4.4%:PNT>)보다 오히려 <2.7%포인트:PNT> 증가했다.
전자	전자	NNG	O
담배	담배	NNG	O
를	를	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
남성	남성	NNG	O
의	의	JKG	O
_	_	_	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
7.1	7.1	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
(	(	SS	O
4.4	4.4	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
오히려	오히려	MAG	O
_	_	_	O
2.7	2.7	SN	B-PNT
%	%	SW	I-PNT
포인트	포인트	NNG	I-PNT
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 커튼 뒤의 김태형 리더십은 더 힘을 받을 것이다.
## 커튼 뒤의 <김태형:PER> 리더십은 더 힘을 받을 것이다.
커튼	커튼	NNG	O
_	_	_	O
뒤	뒤	NNG	O
의	의	JKG	O
_	_	_	O
김태형	김태형	NNP	B-PER
_	_	_	O
리더십	리더십	NNG	O
은	은	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 김식 야구팀장 seek@joongang.co.kr◆관련기사[김식의 야구노트] 팀워크 깨면 불려간다,
## <김식:PER> 야구팀장 <seek@joongang.co.kr:POH>◆관련기사[<김식의 야구노트:POH>] 팀워크 깨면 불려간다,
김	김	NNP	B-PER
식	식	XSN	I-PER
_	_	_	O
야구팀	야구팀	NNG	O
장	장	XPN	O
_	_	_	O
seek	seek	SL	B-POH
@	@	SW	I-POH
joongang	joongang	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
◆	◆	SW	O
관련	관련	NNG	O
기사	기사	NNG	O
[	[	SS	O
김	김	NNP	B-POH
식	식	XSN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
야구	야구	NNG	I-POH
노트	노트	NNG	I-POH
]	]	SS	O
_	_	_	O
팀워크	팀워크	NNG	O
_	_	_	O
깨	깨	VV	O
면	면	EC	O
_	_	_	O
불려	불리+어	VV+EC	O
간다	가+ㄴ다	VX+EC	O
,	,	SP	O

