## 1
## 윤현숙, ‘애플힙’ 비결은 ‘30분 스트레칭’
## <윤현숙:PER>, ‘애플힙’ 비결은 ‘<30분:DUR> 스트레칭’
윤현숙	윤현숙	NNP	B-PER
드러냈	드러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 특히 신라문화권에 속하는 이 3개 도시는 역사적·공간적으로 밀접한 생활권이기도 하다.
## 특히 신라문화권에 속하는 이 <3개:NOH> 도시는 역사적·공간적으로 밀접한 생활권이기도 하다.
특히	특히	MAG	O
_	_	_	O
신라	신라	NNP	O
문화권	문화권	NNG	O
에	에	JKB	O
_	_	_	O
속하	속하	VV	O
는	는	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
도시	도시	NNG	O
는	는	JX	O
_	_	_	O
역사적	역사적	NNG	O
·	·	SP	O
공간적	공간적	NNG	O
으로	으로	JKB	O
_	_	_	O
밀접한	밀접하+ㄴ	VA+ETM	O
_	_	_	O
생활권	생활권	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

