## 1
## 【서울=뉴시스】
## 【<서울:LOC>=<뉴시스:ORG>】
【	【	SS	O
_	_	_	O
과정	과정	NNG	O
을	을	JKO	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
드라마	드라마	NNG	O
로	로	JKB	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
평일	평일	NNG	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
9	9	SN	I-TIM
시	시	NNB	I-TIM
에	에	JKB	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## ‘별이 되어 빛나리 이하율’ ‘별이 되어 빛나리 이하율’온라인 중앙일보[사진 KBS2 ‘별이 되어 빛나리’ 캡처]
## ‘<별이 되어 빛나리:POH> <이하율:PER>’ ‘<별이 되어 빛나리:POH> <이하율:PER>’<온라인 중앙일보:ORG>[사진 <KBS2:POH> ‘<별이 되어 빛나리:POH>’ 캡처]
‘	‘	SS	O
별	별	NNG	B-POH
이	이	JKC	I-POH
_	_	_	I-POH
되	되	VV	I-POH
어	어	EC	I-POH
_	_	_	I-POH
빛나리	빛나리	NNG	I-POH
_	_	_	O
이하율	이하율	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
별	별	NNG	B-POH
이	이	JKC	I-POH
_	_	_	I-POH
되	되	VV	I-POH
어	어	EC	I-POH
_	_	_	I-POH
빛나리	빛나리	NNG	I-POH
_	_	_	O
이하율	이하율	NNP	B-PER
’	’	SS	O
온라인	온라인	NNG	B-ORG
_	_	_	I-ORG
중앙일보	중앙일보	NNP	I-ORG
[	[	SS	O
사진	사진	NNG	O
_	_	_	O
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
‘	‘	SS	O
별	별	NNG	B-POH
이	이	JKC	I-POH
_	_	_	I-POH
되	되	VV	I-POH
어	어	EC	I-POH
_	_	_	I-POH
빛나리	빛나리	NNG	I-POH
’	’	SS	O
_	_	_	O
캡처	캡처	NNG	O
]	]	SS	O

## 6
## 군사학과 특별전형은 학생부 성적순으로 1차 합격자를 선발하고 학생부(80%), 면접(10%), 체력검정(10%)으로 2차 평가한 후 수능최저학력기준(국어·영어·수학 3개 영역의 등급 합산이 14등급 이내)을 적용해 최종 합격자를 선정한다.
## 군사학과 특별전형은 학생부 성적순으로 <1차:NOH> 합격자를 선발하고 학생부(<80%:PNT>), 면접(<10%:PNT>), 체력검정(<10%:PNT>)으로 <2차:NOH> 평가한 후 수능최저학력기준(국어·영어·수학 <3개:NOH> 영역의 등급 합산이 <14등급:NOH> 이내)을 적용해 최종 합격자를 선정한다.
군사학	군사학	NNG	O
과	과	JC	O
_	_	_	O
특별	특별	NNG	O
전형	전형	NNG	O
은	은	JX	O
_	_	_	O
학생부	학생부	NNG	O
_	_	_	O
성적순	성적순	NNG	O
으로	으로	JKB	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
합격자	합격자	NNG	O
를	를	JKO	O
_	_	_	O
선발하	선발하	VV	O
고	고	EC	O
_	_	_	O
학생	학생	NNG	O
부	부	XSN	O
(	(	SS	O
80	80	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
면접	면접	NNG	O
(	(	SS	O
10	10	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
,	,	SP	O
_	_	_	O
체력검정	체력검정	NNG	O
(	(	SS	O
10	10	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
평가한	평가하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
수능	수능	NNG	O
최저	최저	NNG	O
학력	학력	NNG	O
기준	기준	NNG	O
(	(	SS	O
국어	국어	NNG	O
·	·	SP	O
영어	영어	NNP	O
·	·	SP	O
수학	수학	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
영역	영역	NNG	O
의	의	JKG	O
_	_	_	O
등급	등급	NNG	O
_	_	_	O
합산	합산	NNG	O
이	이	JKS	O
_	_	_	O
14	14	SN	B-NOH
등급	등급	NNG	I-NOH
_	_	_	O
이내	이내	MAG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
적용해	적용하+여	VV+EC	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
합격자	합격자	NNG	O
를	를	JKO	O
_	_	_	O
선정한다	선정하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 수시모집 원서접수는 9월 9일부터 15일까지다.
## 수시모집 원서접수는 <9월 9일부터 15일:DUR>까지다.
수시	수시	NNG	O
모집	모집	NNG	O
_	_	_	O
원서	원서	NNG	O
접수	접수	NNG	O
는	는	JX	O
_	_	_	O
9	9	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
9	9	SN	I-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
15	15	SN	I-DUR
일	일	NNB	I-DUR
까지	까지+이	JX+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 당초 보험 업무는 보험점포에서 허용되지 않았지만 금융당국의 규제 완화로 이달부터 2017년 6월까지 한시적으로 보험 업무도 허용된다.
## 당초 보험 업무는 보험점포에서 허용되지 않았지만 <금융당국:ORG>의 규제 완화로 이달부터 <2017년 6월:DAT>까지 한시적으로 보험 업무도 허용된다.
당초	당초	NNG	O
_	_	_	O
보험	보험	NNG	O
_	_	_	O
업무	업무	NNG	O
는	는	JX	O
_	_	_	O
보험	보험	NNG	O
점포	점포	NNG	O
에서	에서	JKB	O
_	_	_	O
허용되	허용되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
금융	금융	NNG	B-ORG
당국	당국	NNG	I-ORG
의	의	JKG	O
_	_	_	O
규제	규제	NNG	O
_	_	_	O
완화	완화	NNG	O
로	로	JKB	O
_	_	_	O
이달	이달	NNG	O
부터	부터	JX	O
_	_	_	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
한시적	한시적	NNG	O
으로	으로	JKB	O
_	_	_	O
보험	보험	NNG	O
_	_	_	O
업무	업무	NNG	O
도	도	JX	O
_	_	_	O
허용된다	허용되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## SOC 예산은 2015년 24조8000억 원(추경 포함 26조1000억 원), 올해 23조7000억 원 등 3년째 감소 추세다.
## SOC 예산은 <2015년:DAT> <24조8000억 원:MNY>(추경 포함 <26조1000억 원:MNY>), 올해 <23조7000억 원:MNY> 등 <3년째:NOH> 감소 추세다.
SOC	SOC	SL	O
_	_	_	O
예산	예산	NNG	O
은	은	JX	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
24	24	SN	B-MNY
조	조	NNG	I-MNY
8000	8000	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
추경	추경	NNG	O
_	_	_	O
포함	포함	NNG	O
_	_	_	O
26	26	SN	B-MNY
조	조	NNG	I-MNY
1000	1000	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
,	,	SP	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
23	23	SN	B-MNY
조	조	NNG	I-MNY
7000	7000	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
등	등	NNB	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
째	째	XSN	I-NOH
_	_	_	O
감소	감소	NNG	O
_	_	_	O
추세	추세+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## ◇일정 ▲24일=출국, 동경도착, 일왕내외 예방, 재일동포 리셉션, 단독 정상회담, 일왕내외 주최 공식만찬 ▲25일=국회연설 및 국회지도자 접견, 일본경제단체 주최 오찬, 와세다대 학위 수여식, 일본 정계 지도자 접견 및 각계 유력인사 다과회, 총리내외 주최 만찬 ▲26일=한일정상내외 조찬, 확대정상회담 및 공동 기자회견, 중국 향발, 상해도착, 상해 임시정부 청사 시찰, 상해시장 내외 접견 및 만찬 ▲27일=로신공원 시찰, 폭동지구 시찰, 상해주재 상사원 오찬, 북경도착, 북경주재 상사원 리셉션 ▲28일=한중정상회담 및 협정 서명식, 한중경제인 오찬, 만리장성 시찰, 강택민주석 주최 공식만찬 ▲29일=북경대 연설, 기자회견, 이붕총리내외 접견 및 만찬 ▲30일=천진한국전용공단 시찰, 귀국.
## ◇일정 ▲<24일:DAT>=출국, 동경도착, 일왕내외 예방, 재일동포 리셉션, 단독 정상회담, 일왕내외 주최 공식만찬 ▲<25일:DAT>=국회연설 및 국회지도자 접견, <일본경제단체:ORG> 주최 오찬, <와세다대:ORG> 학위 수여식, <일본:ORG> 정계 지도자 접견 및 각계 유력인사 다과회, 총리내외 주최 만찬 ▲<26일:DAT>=<한일:ORG>정상내외 조찬, 확대정상회담 및 공동 기자회견, <중국:ORG> 향발, 상해도착, <상해 임시정부 청사:LOC> 시찰, 상해시장 내외 접견 및 만찬 ▲<27일:DAT>=<로신공원:LOC> 시찰, 폭동지구 시찰, 상해주재 상사원 오찬, <북경:LOC>도착, <북경:LOC>주재 상사원 리셉션 ▲<28일:DAT>=<한중:ORG>정상회담 및 협정 서명식, <한중:ORG>경제인 <오찬:PER>, 만리장성 시찰, <강택민:PER>주석 주최 공식만찬 ▲<29일:DAT>=<북경대:ORG> 연설, 기자회견, <이붕:PER>총리내외 접견 및 만찬 ▲<30일:DAT>=<천진한국전용공단:ORG> 시찰, 귀국.
◇	◇	SW	O
일정	일정	NNG	O
_	_	_	O
▲	▲	SW	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
출국	출국	NNG	O
,	,	SP	O
_	_	_	O
동경	동경	NNP	O
도착	도착	NNG	O
,	,	SP	O
_	_	_	O
일	일	NNP	O
왕	왕	NNG	O
내외	내외	NNG	O
_	_	_	O
예방	예방	NNG	O
,	,	SP	O
_	_	_	O
재일	재일	NNG	O
동포	동포	NNG	O
_	_	_	O
리셉션	리셉션	NNG	O
,	,	SP	O
_	_	_	O
단독	단독	NNG	O
_	_	_	O
정상	정상	NNG	O
회담	회담	NNG	O
,	,	SP	O
_	_	_	O
일	일	NNP	O
왕	왕	NNG	O
내외	내외	NNG	O
_	_	_	O
주최	주최	NNG	O
_	_	_	O
공식	공식	NNG	O
만찬	만찬	NNG	O
_	_	_	O
▲	▲	SW	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
국회	국회	NNG	O
연설	연설	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
국회	국회	NNG	O
지도자	지도자	NNG	O
_	_	_	O
접견	접견	NNG	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
경제	경제	NNG	I-ORG
단체	단체	NNG	I-ORG
_	_	_	O
주최	주최	NNG	O
_	_	_	O
오찬	오찬	NNG	O
,	,	SP	O
_	_	_	O
와세다대	와세다대	NNP	B-ORG
_	_	_	O
학위	학위	NNG	O
_	_	_	O
수여식	수여식	NNG	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
정계	정계	NNG	O
_	_	_	O
지도자	지도자	NNG	O
_	_	_	O
접견	접견	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
각계	각계	NNG	O
_	_	_	O
유력	유력	NNG	O
인사	인사	NNG	O
_	_	_	O
다과회	다과회	NNG	O
,	,	SP	O
_	_	_	O
총리	총리	NNG	O
내외	내외	NNG	O
_	_	_	O
주최	주최	NNG	O
_	_	_	O
만찬	만찬	NNG	O
_	_	_	O
▲	▲	SW	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
한일	한일	NNP	B-ORG
정상	정상	NNG	O
내외	내외	NNG	O
_	_	_	O
조찬	조찬	NNG	O
,	,	SP	O
_	_	_	O
확대	확대	NNG	O
정상	정상	NNG	O
회담	회담	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
,	,	SP	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
향발	향발	NNG	O
,	,	SP	O
_	_	_	O
상해	상해	NNP	O
도착	도착	NNG	O
,	,	SP	O
_	_	_	O
상해	상해	NNP	B-LOC
_	_	_	I-LOC
임시	임시	NNG	I-LOC
정부	정부	NNG	I-LOC
_	_	_	I-LOC
청사	청사	NNG	I-LOC
_	_	_	O
시찰	시찰	NNG	O
,	,	SP	O
_	_	_	O
상해	상해	NNP	O
시장	시장	NNG	O
_	_	_	O
내외	내외	NNG	O
_	_	_	O
접견	접견	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
만찬	만찬	NNG	O
_	_	_	O
▲	▲	SW	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
로	로	XSN	B-LOC
신공원	신공원	NNP	I-LOC
_	_	_	O
시찰	시찰	NNG	O
,	,	SP	O
_	_	_	O
폭동	폭동	NNG	O
지구	지구	NNG	O
_	_	_	O
시찰	시찰	NNG	O
,	,	SP	O
_	_	_	O
상해	상해	NNP	O
주재	주재	NNG	O
_	_	_	O
상사원	상사원	NNG	O
_	_	_	O
오찬	오찬	NNG	O
,	,	SP	O
_	_	_	O
북경	북경	NNP	B-LOC
도착	도착	NNG	O
,	,	SP	O
_	_	_	O
북경	북경	NNP	B-LOC
주재	주재	NNG	O
_	_	_	O
상사원	상사원	NNG	O
_	_	_	O
리셉션	리셉션	NNG	O
_	_	_	O
▲	▲	SW	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
한중	한중	NNP	B-ORG
정상	정상	NNG	O
회담	회담	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
협정	협정	NNG	O
_	_	_	O
서명	서명	NNG	O
식	식	XSN	O
,	,	SP	O
_	_	_	O
한중	한중	NNP	B-ORG
경제	경제	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
오찬	오찬	NNG	B-PER
,	,	SP	O
_	_	_	O
만리장성	만리장성	NNP	O
_	_	_	O
시찰	시찰	NNG	O
,	,	SP	O
_	_	_	O
강택민	강택민	NNP	B-PER
주석	주석	NNG	O
_	_	_	O
주최	주최	NNG	O
_	_	_	O
공식	공식	NNG	O
만찬	만찬	NNG	O
_	_	_	O
▲	▲	SW	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
북경대	북경대	NNP	B-ORG
_	_	_	O
연설	연설	NNG	O
,	,	SP	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
,	,	SP	O
_	_	_	O
이붕	이붕	NNP	B-PER
총리	총리	NNG	O
내외	내외	NNG	O
_	_	_	O
접견	접견	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
만찬	만찬	NNG	O
_	_	_	O
▲	▲	SW	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
=	=	SW	O
천진	천진	NNG	B-ORG
한국	한국	NNP	I-ORG
전용	전용	NNG	I-ORG
공단	공단	NNG	I-ORG
_	_	_	O
시찰	시찰	NNG	O
,	,	SP	O
_	_	_	O
귀국	귀국	NNG	O
.	.	SF	O

## 11
## 그럼요 당연하죠 네네치킨”이라 적었다.
## 그럼요 당연하죠 <네네치킨:ORG>”이라 적었다.
그럼	그럼	IC	O
요	요	JX	O
_	_	_	O
당연하	당연하	VA	O
죠	죠	EC	O
_	_	_	O
네네	네네	MM	B-ORG
치킨	치킨	NNG	I-ORG
”	”	SS	O
이라	이라	JKQ	O
_	_	_	O
적	적	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이에 2일 오전 네네치킨은 대표이사 현철호 명의의 사과문을 통해 “고 노무현 대통령 합성사진 페이스북 게재로 국민여러분께 심려를 끼쳐드린 점 진심으로 사과 드립니다”라면서 “있어서는 안 될 일이 발생해 저희도 너무 당황스럽고 참담한 심정”이라 설명했다.
## 이에 <2일:DAT> 오전 <네네치킨:ORG>은 대표이사 <현철호:PER> 명의의 사과문을 통해 “고 <노무현:PER> 대통령 합성사진 <페이스북:POH> 게재로 국민여러분께 심려를 끼쳐드린 점 진심으로 사과 드립니다”라면서 “있어서는 안 될 일이 발생해 저희도 너무 당황스럽고 참담한 심정”이라 설명했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
네네	네네	MM	B-ORG
치킨	치킨	NNG	I-ORG
은	은	JX	O
_	_	_	O
대표	대표	NNG	O
이사	이사	NNG	O
_	_	_	O
현철호	현철호	NNP	B-PER
_	_	_	O
명의	명의	NNG	O
의	의	JKG	O
_	_	_	O
사과문	사과문	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
고	고	JKQ	O
_	_	_	O
노무현	노무현	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
합성	합성	NNG	O
사진	사진	NNG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
_	_	_	O
게재	게재	NNG	O
로	로	JKB	O
_	_	_	O
국민	국민	NNG	O
여러분	여러분	NP	O
께	께	JKB	O
_	_	_	O
심려	심려	NNG	O
를	를	JKO	O
_	_	_	O
끼쳐	끼치+어	VV+EC	O
드린	드리+ㄴ	VX+ETM	O
_	_	_	O
점	점	NNB	O
_	_	_	O
진심	진심	NNG	O
으로	으로	JKB	O
_	_	_	O
사과	사과	NNG	O
_	_	_	O
드립니다	드리+ㅂ니다	VV+EF	O
”	”+이	SS+VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
있	있	VA	O
어서	어서	EC	O
는	는	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
발생해	발생하+여	VV+EC	O
_	_	_	O
저희	저희	NP	O
도	도	JX	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
당황스럽	당황스럽	VA	O
고	고	EC	O
_	_	_	O
참담한	참담하+ㄴ	VA+ETM	O
_	_	_	O
심정	심정	NNG	O
”	”	SS	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 최지우-이서진, 산토리니 언덕서 연인처럼 앉아 나눈 얘기는…
## <최지우:PER>-<이서진:PER>, <산토리니:LOC> 언덕서 연인처럼 앉아 나눈 얘기는…
최지우	최지우	NNP	B-PER
-	-	SO	O
이서진	이서진	NNP	B-PER
,	,	SP	O
_	_	_	O
산토리니	산토리니	NNP	B-LOC
_	_	_	O
언덕	언덕	NNG	O
서	서	JKB	O
_	_	_	O
연인	연인	NNG	O
처럼	처럼	JKB	O
_	_	_	O
앉	앉	VV	O
아	아	EC	O
_	_	_	O
나눈	나누+ㄴ	VV+ETM	O
_	_	_	O
얘기	얘기	NNG	O
는	는	JX	O
…	…	SE	O

## 14
## 대방건설도 진주혁신도시에서 12월에 747가구 규모의 아파트를 분양할 예정이다.
## <대방건설:ORG>도 <진주혁신도시:LOC>에서 <12월:DAT>에 <747가구:NOH> 규모의 아파트를 분양할 예정이다.
대방	대방	NNP	B-ORG
건설	건설	NNG	I-ORG
도	도	JX	O
_	_	_	O
진주	진주	NNP	B-LOC
혁신	혁신	NNG	I-LOC
도시	도시	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
747	747	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
아파트	아파트	NNG	O
를	를	JKO	O
_	_	_	O
분양할	분양하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

