## 1
## 김 소희는 "원래 체급이 46㎏이라 (올려서 경기를 하느라)외국 선수들에 비해 신장, 힘 차이가 나서 올림픽 기간 동안 웨이트트레이닝을 많이 했었다"면서 "멘탈이 약해서 부담감이 컸는데 심리 치료 등을 통해 많이 좋아졌다"고 말했다.
## 김 소희는 "원래 체급이 <46㎏:NOH>이라 (올려서 경기를 하느라)외국 선수들에 비해 신장, 힘 차이가 나서 올림픽 기간 동안 웨이트트레이닝을 많이 했었다"면서 "멘탈이 약해서 부담감이 컸는데 심리 치료 등을 통해 많이 좋아졌다"고 말했다.
김	김	NNP	O
시뮬레이션	시뮬레이션	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
허환	허환	NNG	B-PER
,	,	SP	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
패션	패션	NNG	O
_	_	_	O
컬렉션	컬렉션	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	B-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
뉴욕	뉴욕	NNP	B-LOC
_	_	_	O
컬렉션	컬렉션	NNG	O
에	에	JKB	O
_	_	_	O
진출한	진출하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
제너럴	제너럴	NNG	B-POH
_	_	_	I-POH
아이디어	아이디어	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
최범석	최범석	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
그리	그리	MAG	B-POH
디어스	디어스	NNP	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
박윤희	박윤희	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
반달	반달	NNG	B-POH
리스트	리스트	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
양희민	양희민	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
더	더	MAG	B-POH
_	_	_	I-POH
스튜디오	스튜디오	NNG	I-POH
_	_	_	I-POH
케이	케이	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
홍혜진	홍혜진	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
오	오	NNP	B-POH
아이오아	아이오아	NNP	I-POH
이	이	JKS	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
정예	정예	NNG	B-PER
슬	슬	NNG	I-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
하상백	하상백	NNP	B-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
하상백	하상백	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
딤에크레스	딤에크레스	NNG	B-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
김홍범	김홍범	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
라이	라이	NNP	B-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
이	이	MM	B-PER
청청	청청	NNG	I-PER
_	_	_	O
디자이너	디자이너	NNG	O
가	가	JKS	O
_	_	_	O
패션쇼	패션쇼	NNG	O
를	를	JKO	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 콩 100g의 단백질 함유량은 40∼43g으로 이는 쇠고기의 21g과 비교해 두 배 이상 많고, 다른 식물과 비교해도 크게 높다.
## 콩 <100g:NOH>의 단백질 함유량은 <40:NOH>∼<43g:NOH>으로 이는 쇠고기의 <21g:NOH>과 비교해 <두 배:PNT> 이상 많고, 다른 식물과 비교해도 크게 높다.
콩	콩	NNG	O
_	_	_	O
100	100	SN	B-NOH
g	g	SL	I-NOH
의	의	JKG	O
_	_	_	O
단백질	단백질	NNG	O
_	_	_	O
함유량	함유량	NNG	O
은	은	JX	O
_	_	_	O
40	40	SN	B-NOH
∼	∼	SO	O
43	43	SN	B-NOH
g	g	SL	I-NOH
으로	으로	JKB	O
_	_	_	O
이	이	NP	O
는	는	JX	O
_	_	_	O
쇠고기	쇠고기	NNG	O
의	의	JKG	O
_	_	_	O
21	21	SN	B-NOH
g	g	SL	I-NOH
과	과	JC	O
_	_	_	O
비교해	비교하+여	VV+EC	O
_	_	_	O
두	두	MM	B-PNT
_	_	_	I-PNT
배	배	NNG	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
많	많	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
식물	식물	NNG	O
과	과	JKB	O
_	_	_	O
비교해도	비교하+여도	VV+EC	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 8
## tvN '문제적 남자'에 게스트로 출연한 최정문이 역대급 스펙을 자랑했다.
## <tvN:POH> '<문제적 남자:POH>'에 게스트로 출연한 <최정문:PER>이 역대급 스펙을 자랑했다.
tvN	tvN	SL	B-POH
_	_	_	O
'	'	SS	O
문제	문제	NNG	B-POH
적	적	XSN	I-POH
_	_	_	I-POH
남자	남자	NNG	I-POH
'	'	SS	O
에	에	JKB	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
최정문	최정문	NNP	B-PER
이	이	JKS	O
_	_	_	O
역대	역대	NNG	O
급	급	NNG	O
_	_	_	O
스펙	스펙	NNG	O
을	을	JKO	O
_	_	_	O
자랑	자랑하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 25일 방송분에는 서울대학교 공대 출신 최정문이 출연했다.
## <25일:DAT> 방송분에는 <서울대학교:ORG> 공대 출신 <최정문:PER>이 출연했다.
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송	방송	NNG	O
분	분	XSN	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-ORG
대학교	대학교	NNG	I-ORG
_	_	_	O
공대	공대	NNG	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
최정문	최정문	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이날 최정문은 7세 때 최연소 멘사 회원이 된 것에 대해 "어린이 회원을 잘 안 뽑는데 내가 처음 뽑을 때 시험을 봤다"며 당시 받은 인증서를 공개했다.
## 이날 <최정문:PER>은 <7세:NOH> 때 최연소 <멘사:ORG> 회원이 된 것에 대해 "어린이 회원을 잘 안 뽑는데 내가 처음 뽑을 때 시험을 봤다"며 당시 받은 인증서를 공개했다.
이날	이날	NNG	O
_	_	_	O
최정문	최정문	NNP	B-PER
은	은	JX	O
_	_	_	O
7	7	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
때	때	NNG	O
_	_	_	O
최	최	XPN	O
연소	연소	NNG	O
_	_	_	O
멘사	멘사	NNP	B-ORG
_	_	_	O
회원	회원	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
"	"	SS	O
어린이	어린이	NNG	O
_	_	_	O
회원	회원	NNG	O
을	을	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
뽑	뽑	VV	O
는데	는데	EC	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
뽑	뽑	VV	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
시험	시험	NNG	O
을	을	JKO	O
_	_	_	O
봤	+았	+EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
인증서	인증서	NNG	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이는 세종대가 계속적으로 추진하고 있는 융복합대학으로의 성격을 그대로 담고 있어, 그 의의가 크다.
## 이는 <세종대:ORG>가 계속적으로 추진하고 있는 융복합대학으로의 성격을 그대로 담고 있어, 그 의의가 크다.
이	이	NP	O
는	는	JX	O
_	_	_	O
세종대	세종대	NNP	B-ORG
가	가	JKS	O
_	_	_	O
계속적	계속적	NNG	O
으로	으로	JKB	O
_	_	_	O
추진하	추진하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
융	융	NNG	O
복합	복합	NNG	O
대학	대학	NNG	O
으로	으로	JKB	O
의	의	JKG	O
_	_	_	O
성격	성격	NNG	O
을	을	JKO	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
담	담	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
의의	의의	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 헬러가 헬먼의 와인 약 175병을 소유하고 있었다.
## <헬러가 헬먼:PER>의 와인 약 <175병:NOH>을 소유하고 있었다.
헬러	헬러	NNP	B-PER
가	가	JKS	I-PER
_	_	_	I-PER
헬먼	헬먼	NNP	I-PER
의	의	JKG	O
_	_	_	O
와인	와인	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
175	175	SN	B-NOH
병	병	NNG	I-NOH
을	을	JKO	O
_	_	_	O
소유하	소유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## “많이 뛰지 못한 순서대로 (클럽월드컵) 투입을 결정할 계획”이라고 농담한 것도 같은 맥락이다.
## “많이 뛰지 못한 순서대로 (<클럽월드컵:POH>) 투입을 결정할 계획”이라고 농담한 것도 같은 맥락이다.
“	“	SS	O
많이	많이	MAG	O
_	_	_	O
뛰	뛰	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
순서	순서	NNG	O
대로	대로	JX	O
_	_	_	O
(	(	SS	O
클럽	클럽	NNG	B-POH
월드컵	월드컵	NNG	I-POH
)	)	SS	O
_	_	_	O
투입	투입	NNG	O
을	을	JKO	O
_	_	_	O
결정할	결정하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
농담한	농담하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
맥락	맥락	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 역시 3편에서 처음 등장한 익룡 프테라노돈은 공중에서 사람을 낚아챈 뒤 긴 부리로 쪼아 먹어 공포감을
## 역시 <3편:NOH>에서 처음 등장한 익룡 프테라노돈은 공중에서 사람을 낚아챈 뒤 긴 부리로 쪼아 먹어 공포감을
역시	역시	MAG	O
_	_	_	O
3	3	SN	B-NOH
편	편	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
등장한	등장하+ㄴ	VV+ETM	O
_	_	_	O
익룡	익룡	NNG	O
_	_	_	O
프테라노돈	프테라노돈	NNG	O
은	은	JX	O
_	_	_	O
공중	공중	NNG	O
에서	에서	JKB	O
_	_	_	O
사람	사람	NNG	O
을	을	JKO	O
_	_	_	O
낚아챈	낚아채+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
긴	길+ㄴ	VA+ETM	O
_	_	_	O
부리	부리	NNG	O
로	로	JKB	O
_	_	_	O
쪼	쪼	VV	O
아	아	EC	O
_	_	_	O
먹	먹	VV	O
어	어	EC	O
_	_	_	O
공포감	공포감	NNG	O
을	을	JKO	O

