## 1
## 10일 서울시의회 도시계획관리위원회는 6억 원 이상 9억 원 미만의 주택을 매매할 경우 거래가의 0.9% 이내인 현행 부동산 중개보수요율을 0.5% 이내로 조정하는 등의 내용으로 관련 조례 개정안을 의결했다.
## <10일:DAT> <서울시:ORG>의회 도시계획관리위원회는 <6억 원:MNY> 이상 <9억 원:MNY> 미만의 주택을 매매할 경우 거래가의 <0.9%:PNT> 이내인 현행 부동산 중개보수요율을 <0.5%:PNT> 이내로 조정하는 등의 내용으로 관련 조례 개정안을 의결했다.
10	10	SN	B-DAT
을	을	JKO	O
_	_	_	O
의결	의결하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이날 의결된 개정안에는 3억 원 이상 6억 원 미만의 임대차 거래 시 부동산 중개보수율을 현행 0.8% 이내에서 0.4% 이내로 낮추는 내용도 포함됐으며 시의회는 13일 본회의에서 조례개정안을 확정한다.
## 이날 의결된 개정안에는 <3억 원:MNY> 이상 <6억 원:MNY> 미만의 임대차 거래 시 부동산 중개보수율을 현행 <0.8%:PNT> 이내에서 <0.4%:PNT> 이내로 낮추는 내용도 포함됐으며 시의회는 <13일:DAT> 본회의에서 조례개정안을 확정한다.
이날	이날	NNG	O
_	_	_	O
의결된	의결되+ㄴ	VV+ETM	O
_	_	_	O
개정안	개정안	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
3	3	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
이상	이상	NNG	O
_	_	_	O
6	6	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
미만	미만	NNG	O
의	의	JKG	O
_	_	_	O
임대차	임대차	NNG	O
_	_	_	O
거래	거래	NNG	O
_	_	_	O
시	시	NNB	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
중개	중개	NNG	O
보수	보수	NNG	O
율	율	XSN	O
을	을	JKO	O
_	_	_	O
현행	현행	NNG	O
_	_	_	O
0.8	0.8	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이내	이내	NNG	O
에서	에서	JKB	O
_	_	_	O
0.4	0.4	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이내	이내	NNG	O
로	로	JKB	O
_	_	_	O
낮추	낮추	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
도	도	JX	O
_	_	_	O
포함	포함되	VV	O
됐	었	EP	O
으며	으며	EC	O
_	_	_	O
시의회	시의회	NNG	O
는	는	JX	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
본회의	본회의	NNG	O
에서	에서	JKB	O
_	_	_	O
조례	조례	NNG	O
개정안	개정안	NNG	O
을	을	JKO	O
_	_	_	O
확정한다	확정하+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 이에 따라 주택을 6억 원에 매매할 경우 기존에는 최고 540만 원의 중개수수료를 내야 했지만 앞으로는 최대 300만 원만 부담하면 되는 것이다.
## 이에 따라 주택을 <6억 원:MNY>에 매매할 경우 기존에는 최고 <540만 원:MNY>의 중개수수료를 내야 했지만 앞으로는 최대 <300만 원:MNY>만 부담하면 되는 것이다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
주택	주택	NNG	O
을	을	JKO	O
_	_	_	O
6	6	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
매매할	매매하+ㄹ	VV+ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
기존	기존	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
540	540	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
중개	중개	NNG	O
수수료	수수료	NNG	O
를	를	JKO	O
_	_	_	O
내야	내+어야	VV+EC	O
_	_	_	O
했	+었	+EP	O
지만	지만	EC	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
만	만	JX	O
_	_	_	O
부담하	부담하	VV	O
면	면	EC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 문화체육관광부의 충북 관광객 통계(9월말 기준)에 따르면 올해 충북을 찾은 관광객은 총 1434만 명으로 이 가운데 약 45%인 648만 명이 단양을 다녀갔다.
## <문화체육관광부:ORG>의 <충북:LOC> 관광객 통계(<9월말:DAT> 기준)에 따르면 올해 <충북:LOC>을 찾은 관광객은 총 <1434만 명:NOH>으로 이 가운데 약 <45%:PNT>인 <648만 명:NOH>이 <단양:LOC>을 다녀갔다.
문화	문화	NNG	B-ORG
체육	체육	NNG	I-ORG
관광부	관광부	NNG	I-ORG
의	의	JKG	O
_	_	_	O
충북	충북	NNP	B-LOC
_	_	_	O
관광객	관광객	NNG	O
_	_	_	O
통계	통계	NNG	O
(	(	SS	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
말	말	NNB	I-DAT
_	_	_	O
기준	기준	NNG	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
충북	충북	NNP	B-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
관광객	관광객	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
1434	1434	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
이	이	MM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
45	45	SN	B-PNT
%	%	SW	I-PNT
인	이+ㄴ	VCP+ETM	O
_	_	_	O
648	648	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
단양	단양	NNP	B-LOC
을	을	JKO	O
_	_	_	O
다녀갔	다녀가+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 두산 김태형 감독은 번트를 대고 덕아웃에 들어오는 그를 보고 너털웃음을 터트렸다.
## <두산:ORG> <김태형:PER> 감독은 번트를 대고 덕아웃에 들어오는 그를 보고 너털웃음을 터트렸다.
두산	두산	NNP	B-ORG
_	_	_	O
김태형	김태형	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
번트	번트	NNG	O
를	를	JKO	O
_	_	_	O
대	대	VV	O
고	고	EC	O
_	_	_	O
덕아웃	덕아웃	NNG	O
에	에	JKB	O
_	_	_	O
들어오	들어오	VV	O
는	는	ETM	O
_	_	_	O
그	그	NP	O
를	를	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
너털웃음	너털웃음	NNG	O
을	을	JKO	O
_	_	_	O
터트	터트리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 대통령이 매주 직접 상임위를 주재해 난상토론을 거쳐 정책을 결정하는 것이 최선이나 대통령이 주재할 수 없을 때는 각 부처의 이해관계에서 자유로운 청와대의 수석참모가 간사로서 회의를 진행하는 것이 순리다.
## 대통령이 매주 직접 상임위를 주재해 난상토론을 거쳐 정책을 결정하는 것이 최선이나 대통령이 주재할 수 없을 때는 각 부처의 이해관계에서 자유로운 <청와대:ORG>의 수석참모가 간사로서 회의를 진행하는 것이 순리다.
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
상임	상임	NNG	O
위	위	NNG	O
를	를	JKO	O
_	_	_	O
주재해	주재하+여	VV+EC	O
_	_	_	O
난상	난상	NNG	O
토론	토론	NNG	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
결정하	결정하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
최선	최선	NNG	O
이나	이나	JC	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
주재할	주재하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
각	각	MM	O
_	_	_	O
부처	부처	NNG	O
의	의	JKG	O
_	_	_	O
이해관계	이해관계	NNG	O
에서	에서	JKB	O
_	_	_	O
자유로	자유롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
의	의	JKG	O
_	_	_	O
수석	수석	NNG	O
참모	참모	NNG	O
가	가	JKS	O
_	_	_	O
간사	간사	NNG	O
로서	로서	JKB	O
_	_	_	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
진행하	진행하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
순리	순리+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## NSC 사무처 조직은 NSC나 상임위를 소집하고 기록을 유지하는 데 충분한 서너 명의 전담 직원만으로 구성해 외교안보수석 휘하에 유지하는 것으로 충분하다.
## <NSC 사무처:ORG> 조직은 <NSC:ORG>나 상임위를 소집하고 기록을 유지하는 데 충분한 서너 명의 전담 직원만으로 구성해 외교안보수석 휘하에 유지하는 것으로 충분하다.
NSC	NSC	SL	B-ORG
_	_	_	I-ORG
사무처	사무처	NNG	I-ORG
_	_	_	O
조직	조직	NNG	O
은	은	JX	O
_	_	_	O
NSC	NSC	SL	B-ORG
나	나	JC	O
_	_	_	O
상임	상임	NNG	O
위	위	NNG	O
를	를	JKO	O
_	_	_	O
소집하	소집하	VV	O
고	고	EC	O
_	_	_	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
유지하	유지하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
충분한	충분하+ㄴ	VA+ETM	O
_	_	_	O
서너	서너	MM	O
_	_	_	O
명	명	NNB	O
의	의	JKG	O
_	_	_	O
전담	전담	NNG	O
_	_	_	O
직원	직원	NNG	O
만	만	JX	O
으로	으로	JKB	O
_	_	_	O
구성해	구성하+여	VV+EC	O
_	_	_	O
외교	외교	NNG	O
안보	안보	NNG	O
수석	수석	NNG	O
_	_	_	O
휘하	휘하	NNG	O
에	에	JKB	O
_	_	_	O
유지하	유지하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
충분하	충분하	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 마이꿈은 의약품 판매 등 다양한 곳에서 활용할 수 있는 키오스크도 개발 중이다.
## <마이꿈:ORG>은 의약품 판매 등 다양한 곳에서 활용할 수 있는 키오스크도 개발 중이다.
마이	마이	NNG	B-ORG
꿈	꿈	NNG	I-ORG
은	은	JX	O
_	_	_	O
의약품	의약품	NNG	O
_	_	_	O
판매	판매	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
에서	에서	JKB	O
_	_	_	O
활용할	활용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
키오스크	키오스크	NNG	O
도	도	JX	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## [손진호 어문기자의 말글 나들이]시치미 떼다
## [<손진호:PER> 어문기자의 말글 나들이]시치미 떼다
[	[	SS	O
손진호	손진호	NNP	B-PER
_	_	_	O
어문	어문	NNG	O
기자	기자	NNG	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
글	글	NNG	O
_	_	_	O
나들이	나들이	NNG	O
]	]	SS	O
시치미	시치미	NNG	O
_	_	_	O
떼	떼	VV	O
다	다	EF	O

## 10
## 9일 밤부터는 시간당 30㎜의 매우 강한 비가 내리는 곳이 많아 산간 계곡, 농수로, 하천 등에서는 갑자기 불어난 급류에 대비해야 한다.
## <9일:DAT> 밤부터는 시간당 <30㎜:NOH>의 매우 강한 비가 내리는 곳이 많아 산간 계곡, 농수로, 하천 등에서는 갑자기 불어난 급류에 대비해야 한다.
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밤	밤	NNG	O
부터	부터	JX	O
는	는	JX	O
_	_	_	O
시간	시간	NNG	O
당	당	XSN	O
_	_	_	O
30	30	SN	B-NOH
㎜	㎜	SW	I-NOH
의	의	JKG	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
비	비	NNG	O
가	가	JKS	O
_	_	_	O
내리	내리	VV	O
는	는	ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
아	아	EC	O
_	_	_	O
산간	산간	NNG	O
_	_	_	O
계곡	계곡	NNG	O
,	,	SP	O
_	_	_	O
농	농	NNG	O
수로	수로	NNG	O
,	,	SP	O
_	_	_	O
하천	하천	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
갑자기	갑자기	MAG	O
_	_	_	O
불어난	불어나+ㄴ	VV+ETM	O
_	_	_	O
급류	급류	NNG	O
에	에	JKB	O
_	_	_	O
대비해야	대비하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 11
## 금융권에서는 이날 야간에 대출 승인이 처리되면 대출 승인액이 9조 원을 훌쩍 넘길 것이라는 전망이 나오고 있다.
## 금융권에서는 이날 야간에 대출 승인이 처리되면 대출 승인액이 <9조 원:MNY>을 훌쩍 넘길 것이라는 전망이 나오고 있다.
금융	금융	NNG	O
권	권	XSN	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
야간	야간	NNG	O
에	에	JKB	O
_	_	_	O
대출	대출	NNG	O
_	_	_	O
승인	승인	NNG	O
이	이	JKS	O
_	_	_	O
처리되	처리되	VV	O
면	면	EC	O
_	_	_	O
대출	대출	NNG	O
_	_	_	O
승인	승인	NNG	O
액	액	XSN	O
이	이	JKS	O
_	_	_	O
9	9	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
훌쩍	훌쩍	MAG	O
_	_	_	O
넘길	넘기+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
전망	전망	NNG	O
이	이	JKS	O
_	_	_	O
나오	나오	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 지난 4월 한류월드 도시개발구역 M1~M3블록에서 선보인 ‘킨텍스 원시티’는 아파트 청약에서 1순위에서만 고양시 최초로 1만185명이 몰리며 최고 58대 1의 경쟁률을 기록했고, 오피스텔 청약에서는 최고 197대 1의 최고 경쟁률을 기록하며 압도적인 성적으로 일산신도시 일대 부동산 기록을 다시 쓰고 있다.
## 지난 <4월:DAT> <한류월드 도시개발구역 M1~M3블록:LOC>에서 선보인 ‘<킨텍스 원시티:POH>’는 아파트 청약에서 <1순위:NOH>에서만 <고양시:LOC> 최초로 <1만185명:NOH>이 몰리며 최고 <58대 1:NOH>의 경쟁률을 기록했고, 오피스텔 청약에서는 최고 <197대 1:NOH>의 최고 경쟁률을 기록하며 압도적인 성적으로 <일산:LOC>신도시 일대 부동산 기록을 다시 쓰고 있다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
한류	한류	NNG	B-LOC
월드	월드	NNG	I-LOC
_	_	_	I-LOC
도시	도시	NNG	I-LOC
개발	개발	NNG	I-LOC
구역	구역	NNG	I-LOC
_	_	_	I-LOC
M	M	SL	I-LOC
1	1	SN	I-LOC
~	~	SO	I-LOC
M	M	SL	I-LOC
3	3	SN	I-LOC
블록	블록	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
킨	킨	NNP	B-POH
텍스	텍스	NNG	I-POH
_	_	_	I-POH
원	원	NNB	I-POH
시티	시티	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
청약	청약	NNG	O
에서	에서	JKB	O
_	_	_	O
1	1	SN	B-NOH
순위	순위	NNG	I-NOH
에서	에서	JKB	O
만	만	JX	O
_	_	_	O
고양시	고양시	NNP	B-LOC
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
185	185	SN	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
몰리	몰리	VV	O
며	며	EC	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
58	58	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
의	의	JKG	O
_	_	_	O
경쟁률	경쟁률	NNG	O
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
오피스텔	오피스텔	NNG	O
_	_	_	O
청약	청약	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
197	197	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
의	의	JKG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
경쟁률	경쟁률	NNG	O
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
압도적	압도적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
성적	성적	NNG	O
으로	으로	JKB	O
_	_	_	O
일산	일산	NNP	B-LOC
신도시	신도시	NNG	O
_	_	_	O
일대	일대	NNG	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
쓰	쓰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 미 정부는 난민구호단체에 대해서도 4일 이메일을 보내서 트럼프의 행정명령 서명 이전에 미국 입국이 예정되어있던 난민들이 빠르면 6일부터 다시 입국을 재개할 수 있으며 2월 17일 입국예정자까지 들어올 수 있다고 알린 것으로 AP통신이 확인했다.
## <미 정부:ORG>는 난민구호단체에 대해서도 <4일:DAT> 이메일을 보내서 <트럼프:PER>의 행정명령 서명 이전에 <미국:ORG> 입국이 예정되어있던 난민들이 빠르면 <6일:DAT>부터 다시 입국을 재개할 수 있으며 <2월 17일:DAT> 입국예정자까지 들어올 수 있다고 알린 것으로 <AP통신:POH>이 확인했다.
미	미	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
는	는	JX	O
_	_	_	O
난민	난민	NNG	O
구호	구호	NNG	O
단체	단체	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
이메일	이메일	NNG	O
을	을	JKO	O
_	_	_	O
보내서	보내+어서	VV+EC	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
의	의	JKG	O
_	_	_	O
행정명령	행정명령	NNG	O
_	_	_	O
서명	서명	NNG	O
_	_	_	O
이전	이전	NNG	O
에	에	JKB	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
입국	입국	NNG	O
이	이	JKS	O
_	_	_	O
예정되	예정되	VV	O
어	어	EC	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
난민	난민	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
빠르	빠르	VA	O
면	면	EC	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
입국	입국	NNG	O
을	을	JKO	O
_	_	_	O
재개할	재개하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
으며	으며	EC	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
입국	입국	NNG	O
예정	예정	NNG	O
자	자	NNB	O
까지	까지	JX	O
_	_	_	O
들어올	들어오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
알린	알리+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
AP	AP	SL	B-POH
통신	통신	NNG	I-POH
이	이	JKS	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 서천군 청소년수련관은 아름답고 울창한 소나무 숲과 생명이 솟아나는 백사장이 인접해 있어 지난해에도 가족 단위로 찾아와 돗자리를 펴고 대회도 참여하고 휴양도 즐기는 모습을 많이 볼 수 있었다.
## <서천군:LOC> 청소년수련관은 아름답고 울창한 소나무 숲과 생명이 솟아나는 백사장이 인접해 있어 지난해에도 가족 단위로 찾아와 돗자리를 펴고 대회도 참여하고 휴양도 즐기는 모습을 많이 볼 수 있었다.
서천군	서천군	NNP	B-LOC
_	_	_	O
청소년	청소년	NNG	O
수련	수련	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
아름답	아름답	VA	O
고	고	EC	O
_	_	_	O
울창한	울창하+ㄴ	VA+ETM	O
_	_	_	O
소나무	소나무	NNG	O
_	_	_	O
숲	숲	NNG	O
과	과	JC	O
_	_	_	O
생명	생명	NNG	O
이	이	JKS	O
_	_	_	O
솟아나	솟아나	VV	O
는	는	ETM	O
_	_	_	O
백사장	백사장	NNG	O
이	이	JKS	O
_	_	_	O
인접해	인접하+여	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
지난해	지난해	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
단위	단위	NNG	O
로	로	JKB	O
_	_	_	O
찾아	찾아오	VV	O
와	아	EC	O
_	_	_	O
돗자리	돗자리	NNG	O
를	를	JKO	O
_	_	_	O
펴	펴	VV	O
고	고	EC	O
_	_	_	O
대회	대회	NNG	O
도	도	JX	O
_	_	_	O
참여하	참여하	VV	O
고	고	EC	O
_	_	_	O
휴양	휴양	NNG	O
도	도	JX	O
_	_	_	O
즐기	즐기	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이번 거래에서 해당 건물의 가치는 구매가보다 높은 28억5000만달러로 책정되는 등 쿠슈너에 유리한 조항들이 다수 포함됐던 것으로 알려졌다.
## 이번 거래에서 해당 건물의 가치는 구매가보다 높은 <28억5000만달러:MNY>로 책정되는 등 쿠슈너에 유리한 조항들이 다수 포함됐던 것으로 알려졌다.
이번	이번	NNG	O
_	_	_	O
거래	거래	NNG	O
에서	에서	JKB	O
_	_	_	O
해당	해당	NNG	O
_	_	_	O
건물	건물	NNG	O
의	의	JKG	O
_	_	_	O
가치	가치	NNG	O
는	는	JX	O
_	_	_	O
구매	구매	NNG	O
가	가	XSN	O
보다	보다	JKB	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
28	28	SN	B-MNY
억	억	NR	I-MNY
5000	5000	SN	I-MNY
만	만	NR	I-MNY
달러	달러	NNB	I-MNY
로	로	JKB	O
_	_	_	O
책정되	책정되	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
쿠슈너	쿠슈너	NNP	O
에	에	JKB	O
_	_	_	O
유리한	유리하+ㄴ	VA+ETM	O
_	_	_	O
조항	조항	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
다수	다수	NNG	O
_	_	_	O
포함	포함되	VV	O
됐	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

