## 1
## 새누리당 중앙당 부대변인으로 구성된 부대변인단은 5, 6일 제주를 찾아 ‘여름휴가 제주에서 보내기’ 캠페인을 펼쳤다.
## <새누리당:ORG> <중앙당:ORG> 부대변인으로 구성된 부대변인단은 <5:DAT>, <6일:DAT> <제주:LOC>를 찾아 ‘여름휴가 <제주:LOC>에서 보내기’ 캠페인을 펼쳤다.
새누리당	새누리당	NNP	B-ORG
는	는	JX	O
_	_	_	O
113	113	SN	B-POH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## -_-+조기자 : 컥... 저는 조촐하게 PC 연결해서 스팀 게임들 하고 있습니다 하하. 저는 사회자니까 여기까지만.. 크. 꿀비타 : 이외에도 숱한 분들이 많이 계시죠. 너무 글이 길어져서 다 소개를 못 해드렸는데, 부산에 '이상한 트로이'님 처럼 직접 캐비닛을 제작하시는 장인분도 계시고, '자넷'님 처럼 체감형 기기들을 전문적으로 모으시는 분들도 계시지요.
## -_-+<조:PER>기자 : 컥... 저는 조촐하게 PC 연결해서 스팀 게임들 하고 있습니다 하하. 저는 사회자니까 여기까지만.. 크. <꿀비타:PER> : 이외에도 숱한 분들이 많이 계시죠. 너무 글이 길어져서 다 소개를 못 해드렸는데, <부산:LOC>에 '<이상한 트로이:PER>'님 처럼 직접 캐비닛을 제작하시는 장인분도 계시고, '<자넷:PER>'님 처럼 체감형 기기들을 전문적으로 모으시는 분들도 계시지요.
-	-	SO	O
_	_	SW	O
-+	-++	SO+SW	O
조	조	NNP	B-PER
기자	기자	NNG	O
_	_	_	O
:	:	SP	O
_	_	_	O
컥	컥	MAG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
_	_	_	O
저	저	NP	O
는	는	JX	O
_	_	_	O
조촐하	조촐하	VA	O
게	게	EC	O
_	_	_	O
PC	PC	SL	O
_	_	_	O
연결해서	연결하+여서	VV+EC	O
_	_	_	O
스팀	스팀	NNG	O
_	_	_	O
게임	게임	NNG	O
들	들	XSN	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
습니다	습니다	EC	O
_	_	_	O
하하	하하	IC	O
.	.	SF	O
_	_	_	O
저	저	NP	O
는	는	JX	O
_	_	_	O
사회	사회	NNG	O
자	자	VV	O
니까	니까	EC	O
_	_	_	O
여기	여기	NP	O
까지	까지	JX	O
만	만	JX	O
.	.	SF	O
.	.	SF	O
_	_	_	O
크	크	NNG	O
.	.	SF	O
_	_	_	O
꿀	꿀	NNG	B-PER
비타	비타	NNG	I-PER
_	_	_	O
:	:	SP	O
_	_	_	O
이외	이외	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
숱한	숱하+ㄴ	VA+ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
계시	계시	VV	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
글	글	NNG	O
이	이	JKS	O
_	_	_	O
길	길	VA	O
어	어	EC	O
져서	지+어서	VX+EC	O
_	_	_	O
다	다	MAG	O
_	_	_	O
소개	소개	NNG	O
를	를	JKO	O
_	_	_	O
못	못	MAG	O
_	_	_	O
해	하+여	VV+EC	O
드	드리	VX	O
렸	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
부산	부산	NNP	B-LOC
에	에	JKB	O
_	_	_	O
'	'	SS	O
이상한	이상하+ㄴ	VA+ETM	B-PER
_	_	_	I-PER
트로이	트로이	NNP	I-PER
'	'	SS	O
님	님	XSN	O
_	_	_	O
처럼	처럼	JKB	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
캐비닛	캐비닛	NNG	O
을	을	JKO	O
_	_	_	O
제작하	제작하	VV	O
시	시	EP	O
는	는	ETM	O
_	_	_	O
장인분	장인분	NNP	O
도	도	JX	O
_	_	_	O
계시	계시	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
'	'	SS	O
자넷	자넷	NNP	B-PER
'	'	SS	O
님	님	XSN	O
_	_	_	O
처럼	처럼	JKB	O
_	_	_	O
체감	체감	NNG	O
형	형	XSN	O
_	_	_	O
기기	기기	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
전문적	전문적	NNG	O
으로	으로	JKB	O
_	_	_	O
모으	모으	VV	O
시	시	EP	O
는	는	ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
계시	계시	VV	O
지요	지요	EF	O
.	.	SF	O

## 7
## PST 전용 LV샤프트에는 전체의 휘어지는 강도를 균일화하는 ‘스트렝스 이퀄라이징(STRENGTH EQUALIZING)’ 설계를 채택해 휘는 감은 유지하고 뒤틀리는 방향은 강해져 안심하고 스윙을 할 수 있다.
## <PST:ORG> 전용 LV샤프트에는 전체의 휘어지는 강도를 균일화하는 ‘<스트렝스 이퀄라이징:POH>(<STRENGTH EQUALIZING:POH>)’ 설계를 채택해 휘는 감은 유지하고 뒤틀리는 방향은 강해져 안심하고 스윙을 할 수 있다.
PST	PST	SL	B-ORG
_	_	_	O
전용	전용	NNG	O
_	_	_	O
LV	LV	SL	O
샤프트	샤프트	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
전체	전체	NNG	O
의	의	JKG	O
_	_	_	O
휘어지	휘어지	VV	O
는	는	ETM	O
_	_	_	O
강도	강도	NNG	O
를	를	JKO	O
_	_	_	O
균일화하	균일화하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
스트	스트	NNG	B-POH
렝	렝	NNP	I-POH
스	스	NNG	I-POH
_	_	_	I-POH
이퀄	이퀄	NNG	I-POH
라이징	라이징	NNG	I-POH
(	(	SS	O
STRENGTH	STRENGTH	SL	B-POH
_	_	_	I-POH
EQUALIZING	EQUALIZING	SL	I-POH
)	)	SS	O
’	’	SS	O
_	_	_	O
설계	설계	NNG	O
를	를	JKO	O
_	_	_	O
채택해	채택하+여	VV+EC	O
_	_	_	O
휘	휘	VV	O
는	는	ETM	O
_	_	_	O
감	감	VV	O
은	은	ETM	O
_	_	_	O
유지하	유지하	VV	O
고	고	EC	O
_	_	_	O
뒤틀리	뒤틀리	VV	O
는	는	ETM	O
_	_	_	O
방향	방향	NNG	O
은	은	JX	O
_	_	_	O
강해	강하+여	VA+EC	O
져	지+어	VX+EC	O
_	_	_	O
안심하	안심하	VV	O
고	고	EC	O
_	_	_	O
스윙	스윙	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 드라이버와 동일한 제법으로 만들어진 페어웨이우드의 본체는 신 트리플 유닛 구조를 채택 고비중의 텅스텐을 전모델보다 약200% 이상 배합하여 보다 철저한 저중심으로 비거리와 방향성의 최적화를 추구했다.
## 드라이버와 동일한 제법으로 만들어진 <페어웨이우드:POH>의 본체는 신 트리플 유닛 구조를 채택 고비중의 텅스텐을 전모델보다 약<200%:PNT> 이상 배합하여 보다 철저한 저중심으로 비거리와 방향성의 최적화를 추구했다.
드라이버	드라이버	NNG	O
와	와	JC	O
_	_	_	O
동일한	동일하+ㄴ	VA+ETM	O
_	_	_	O
제법	제법	MAG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
페어웨이	페어웨이	NNG	B-POH
우드	우드	NNG	I-POH
의	의	JKG	O
_	_	_	O
본체	본체	NNG	O
는	는	JX	O
_	_	_	O
신	신	NNG	O
_	_	_	O
트리플	트리플	NNG	O
_	_	_	O
유닛	유닛	NNG	O
_	_	_	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
채택	채택	NNG	O
_	_	_	O
고	고	NNP	O
비중	비중	NNG	O
의	의	JKG	O
_	_	_	O
텅스텐	텅스텐	NNG	O
을	을	JKO	O
_	_	_	O
전	전	MM	O
모델	모델	NNG	O
보다	보다	JKB	O
_	_	_	O
약	약	MM	O
200	200	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
배합하	배합하	VV	O
여	여	EC	O
_	_	_	O
보다	보다	MAG	O
_	_	_	O
철저한	철저하+ㄴ	VA+ETM	O
_	_	_	O
저	저	XPN	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
비거리	비거리	NNG	O
와	와	JC	O
_	_	_	O
방향성	방향성	NNG	O
의	의	JKG	O
_	_	_	O
최적화	최적화	NNG	O
를	를	JKO	O
_	_	_	O
추구	추구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 박근혜 대통령이 직무를 잘 수행하고 있다는 평가가 2주 연속 역대 대통령 최저치인 4%에 머물렀다고 한국갤럽이 2일 발표했다.
## <박근혜:PER> 대통령이 직무를 잘 수행하고 있다는 평가가 <2주:NOH> 연속 역대 대통령 최저치인 <4%:PNT>에 머물렀다고 <한국갤럽:ORG>이 <2일:DAT> 발표했다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
직무	직무	NNG	O
를	를	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
수행하	수행하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
평가	평가	NNG	O
가	가	JKS	O
_	_	_	O
2	2	SN	B-NOH
주	주	NNB	I-NOH
_	_	_	O
연속	연속	NNG	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
최저치	최저치	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
4	4	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
머물	머무르	VV	O
렀	었	EP	O
다고	다고	EC	O
_	_	_	O
한국갤럽	한국갤럽	NNP	B-ORG
이	이	JKS	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 특히 감독 10명 중 7명이 공격농구에 표를 던져 눈길을 끌었다.
## 특히 감독 <10명:NOH> 중 <7명:NOH>이 공격농구에 표를 던져 눈길을 끌었다.
특히	특히	MAG	O
_	_	_	O
감독	감독	NNG	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
중	중	NNB	O
_	_	_	O
7	7	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
공격	공격	NNG	O
농구	농구	NNG	O
에	에	JKB	O
_	_	_	O
표	표	NNG	O
를	를	JKO	O
_	_	_	O
던져	던지+어	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 아울러 재벌 개혁의 필요성에는 86%, 국회의 상법 개정에는 69%, 전ㆍ월세 상한제에는 59%가 찬성 의견을 냈다.
## 아울러 재벌 개혁의 필요성에는 <86%:PNT>, 국회의 상법 개정에는 <69%:PNT>, 전ㆍ월세 상한제에는 <59%:PNT>가 찬성 의견을 냈다.
아울러	아울러	MAG	O
_	_	_	O
재벌	재벌	NNG	O
_	_	_	O
개혁	개혁	NNG	O
의	의	JKG	O
_	_	_	O
필요성	필요성	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
86	86	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
국회	국회	NNG	O
의	의	JKG	O
_	_	_	O
상법	상법	NNG	O
_	_	_	O
개정	개정	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
69	69	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
전	전	MM	O
ㆍ	ㆍ	SP	O
월세	월세	NNG	O
_	_	_	O
상한	상한	NNG	O
제	제	XSN	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
59	59	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
찬성	찬성	NNG	O
_	_	_	O
의견	의견	NNG	O
을	을	JKO	O
_	_	_	O
냈	내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 경찰은 “장 씨가 군 생활 중 어려움은 없던 것으로 안다”며 “과거 우울증이나 전과 전력도 없는 것으로 확인됐다”고 밝혔다.
## 경찰은 “<장:PER> 씨가 군 생활 중 어려움은 없던 것으로 안다”며 “과거 우울증이나 전과 전력도 없는 것으로 확인됐다”고 밝혔다.
경찰	경찰	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
장	장	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
군	군	NNG	O
_	_	_	O
생활	생활	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
어려움	어려움	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
안다	알+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
과거	과거	NNG	O
_	_	_	O
우울증	우울증	NNG	O
이나	이나	JC	O
_	_	_	O
전	전	NNG	O
과	과	JC	O
_	_	_	O
전력	전력	NNG	O
도	도	JX	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 미래에셋증권은 S6가 올해 5600만대 판매될 것이라고 전망했다.
## <미래에셋증권:ORG>은 <S6:POH>가 올해 <5600만대:NOH> 판매될 것이라고 전망했다.
미래에셋증권	미래에셋증권	NNP	B-ORG
은	은	JX	O
_	_	_	O
S	S	SL	B-POH
6	6	SN	I-POH
가	가	JKS	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
5600	5600	SN	B-NOH
만	만	NR	I-NOH
대	대	NNB	I-NOH
_	_	_	O
판매될	판매되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
전망	전망하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 남경필 지사는 독일 방문 기간인 지난 15일 오후(현지 시각) "새누리당이 해체 후 재창당을 하지 않으면 중대결심을 할 것"이라고 밝혔으며, 귀국 직후 탈당 의사를 공개한 바 있다.
## <남경필:PER> 지사는 <독일:LOC> 방문 기간인 지난 <15일:DAT> 오후(현지 시각) "<새누리당:ORG>이 해체 후 재창당을 하지 않으면 중대결심을 할 것"이라고 밝혔으며, 귀국 직후 탈당 의사를 공개한 바 있다.
남경필	남경필	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
는	는	JX	O
_	_	_	O
독일	독일	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
_	_	_	O
기간	기간	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
(	(	SS	O
현지	현지	NNG	O
_	_	_	O
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
"	"	SS	O
새누리당	새누리당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
해체	해체	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
재	재	XPN	O
창당	창당	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면	으면	EC	O
_	_	_	O
중대	중대	NNG	O
결심	결심	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
귀국	귀국	NNG	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
탈당	탈당	NNG	O
_	_	_	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
공개한	공개하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

