## 1
## 전날까지 이글 1개에 버디 13개, 보기는 단 2개 밖에 하지 않았던 그는 최종라운드 13번홀까지 버디 1개에 보기를 2개나 기록하면서 1타를 잃고 있었다.
## 전날까지 이글 <1개:NOH>에 버디 <13개:NOH>, 보기는 단 <2개:NOH> 밖에 하지 않았던 그는 최종라운드 <13번홀:NOH>까지 버디 <1개:NOH>에 보기를 <2개:NOH>나 기록하면서 <1타:NOH>를 잃고 있었다.
전날	전날	NNG	O
## <안:PER> 지사는 이날 “‘인서울’이 아니면 ‘루저’가 되는 촌스러운 <대한민국:ORG>을 바꾸자”라며 자치 분권의 중요성을 거듭 강조했다.
안	안	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
인	인	NNP	O
서울	서울	NNP	O
’	’	SS	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
면	면	EC	O
_	_	_	O
‘	‘	SS	O
루저	루저	NNG	O
’	’	SS	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
촌스러	촌스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
바꾸	바꾸	VV	O
자	자	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
자치	자치	NNG	O
_	_	_	O
분권	분권	NNG	O
의	의	JKG	O
_	_	_	O
중요성	중요성	NNG	O
을	을	JKO	O
_	_	_	O
거듭	거듭	MAG	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 새누리당 정우택 원내대표가 “전인범 전 특전사령관이 사드배치 문제에 대해 매우 옳은 말을 했다”며 더불어민주당 문재인 전 대표가 새겨들어야 할 말이라고 주장했다.
## <새누리당:ORG> <정우택:PER> 원내대표가 “<전인범:PER> 전 특전사령관이 <사드:POH>배치 문제에 대해 매우 옳은 말을 했다”며 <더불어민주당:ORG> <문재인:PER> 전 대표가 새겨들어야 할 말이라고 주장했다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
정우택	정우택	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
“	“	SS	O
전인범	전인범	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
특전	특전	NNG	O
사령관	사령관	NNG	O
이	이	JKS	O
_	_	_	O
사드	사드	NNP	B-POH
배치	배치	NNG	O
_	_	_	O
문제	문제	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
옳	옳	VA	O
은	은	ETM	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
문재인	문재인	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
새겨들	새겨듣	VV	O
어야	어야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
말	말	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 정우택 원내대표는 7일 오전 국회에서 열린 원내대책회의에서 “다른 쪽도 아닌 더불어민주당 의원이 개최한 토론회에서 ‘중국의 경제적 압력에 절대 굴하지 않고 기존 합의는 존중해야 한다고 선언해야 한다’고 말했다”며 “특전사 사령관 출신다운 옳은 말이다”라고 말했다.
## <정우택:PER> 원내대표는 <7일:DAT> 오전 국회에서 열린 원내대책회의에서 “다른 쪽도 아닌 <더불어민주당:ORG> 의원이 개최한 토론회에서 ‘<중국:ORG>의 경제적 압력에 절대 굴하지 않고 기존 합의는 존중해야 한다고 선언해야 한다’고 말했다”며 “특전사 사령관 출신다운 옳은 말이다”라고 말했다.
정우택	정우택	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
원내	원내	NNG	O
대책	대책	NNG	O
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
다른	다른	MM	O
_	_	_	O
쪽	쪽	NNB	O
도	도	JX	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
개최한	개최하+ㄴ	VV+ETM	O
_	_	_	O
토론회	토론회	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경제적	경제적	NNG	O
_	_	_	O
압력	압력	NNG	O
에	에	JKB	O
_	_	_	O
절대	절대	NNG	O
_	_	_	O
굴하	굴하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
합의	합의	NNG	O
는	는	JX	O
_	_	_	O
존중해야	존중하+여야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
선언해야	선언하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
특전	특전	NNG	O
사	사	NNG	O
_	_	_	O
사령관	사령관	NNG	O
_	_	_	O
출신	출신	NNG	O
다	답	XSA	O
운	ㄴ	ETM	O
_	_	_	O
옳	옳	VA	O
은	은	ETM	O
_	_	_	O
말	말	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 정 원내대표는 “문재인 전 대표가 새겨들어야 할 말”이라며 “문 전 대표는 말 그대로 국방안보분야 조언과 자문역할 할 분이 이처럼 소신 있게 한 말조차 흘려들을 것인지 자신의 분명한 입장을 밝혀야 한다”고 촉구했다.
## <정:PER> 원내대표는 “<문재인:PER> 전 대표가 새겨들어야 할 말”이라며 “<문:PER> 전 대표는 말 그대로 국방안보분야 조언과 자문역할 할 분이 이처럼 소신 있게 한 말조차 흘려들을 것인지 자신의 분명한 입장을 밝혀야 한다”고 촉구했다.
정	정	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
새겨들	새겨듣	VV	O
어야	어야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
말	말	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
문	문	NNG	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
국방	국방	NNG	O
안보	안보	NNG	O
분야	분야	NNG	O
_	_	_	O
조언	조언	NNG	O
과	과	JC	O
_	_	_	O
자문	자문	NNG	O
역할	역할	NNG	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
분	분	NNB	O
이	이	JKS	O
_	_	_	O
이	이	NP	O
처럼	처럼	JKB	O
_	_	_	O
소신	소신	NNG	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
한	하+ㄴ	VX+ETM	O
_	_	_	O
말	말	NNG	O
조차	조차	JX	O
_	_	_	O
흘려들	흘려듣	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
분명한	분명하+ㄴ	VA+ETM	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
밝혀야	밝히+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
촉구	촉구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이어 “안보관이 불안하고 의구심을 사는 사람은 결코 대한민국의 대통령의 자격이 없다”며 “언제까지 사드에 대해 차기 정부에서 검토하겠다는 식의 애매모호한 말만 계속할 것인지 엄중히 묻지 않을 수가 없다”고 밝혔다.
## 이어 “안보관이 불안하고 의구심을 사는 사람은 결코 <대한민국:ORG>의 대통령의 자격이 없다”며 “언제까지 <사드:POH>에 대해 차기 정부에서 검토하겠다는 식의 애매모호한 말만 계속할 것인지 엄중히 묻지 않을 수가 없다”고 밝혔다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
안보	안보	NNG	O
관	관	XSN	O
이	이	JKS	O
_	_	_	O
불안하	불안하	VA	O
고	고	EC	O
_	_	_	O
의구심	의구심	NNG	O
을	을	JKO	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
결코	결코	MAG	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
자격	자격	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
언제	언제	NP	O
까지	까지	JX	O
_	_	_	O
사드	사드	NNP	B-POH
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
차기	차기	NNG	O
_	_	_	O
정부	정부	NNG	O
에서	에서	JKB	O
_	_	_	O
검토하	검토하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
식	식	NNB	O
의	의	JKG	O
_	_	_	O
애매모호한	애매모호하+ㄴ	VA+ETM	O
_	_	_	O
말	말	NNG	O
만	만	JX	O
_	_	_	O
계속할	계속하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
엄중히	엄중히	MAG	O
_	_	_	O
묻	묻	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한편 문재인 캠프에 합류한 전인범 전 특전사령관은 지난 6일 이철희 민주당 의원이 국회 의원회관에서 개최한 국방 안보 정책 관련 토론회에 참석해, 사드 배치 논란과 관련해 “사드와 관련해 첫째, 우리는 절대 중국의 경제적 압력에 굴복하지 않고 둘째, 기존 합의는 존중한다고 선언해야 한다.
## 한편 <문재인:PER> 캠프에 합류한 <전인범:PER> 전 특전사령관은 지난 <6일:DAT> <이철희:PER> <민주당:ORG> 의원이 국회 의원회관에서 개최한 국방 안보 정책 관련 토론회에 참석해, <사드:POH> 배치 논란과 관련해 “<사드:POH>와 관련해 첫째, 우리는 절대 <중국:ORG>의 경제적 압력에 굴복하지 않고 둘째, 기존 합의는 존중한다고 선언해야 한다.
한편	한편	MAG	O
_	_	_	O
문재인	문재인	NNP	B-PER
_	_	_	O
캠프	캠프	NNG	O
에	에	JKB	O
_	_	_	O
합류한	합류하+ㄴ	VV+ETM	O
_	_	_	O
전인범	전인범	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
특전	특전	NNG	O
사령관	사령관	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
이철희	이철희	NNP	B-PER
_	_	_	O
민주당	민주당	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
국회	국회	NNG	O
_	_	_	O
의원	의원	NNG	O
회관	회관	NNG	O
에서	에서	JKB	O
_	_	_	O
개최한	개최하+ㄴ	VV+ETM	O
_	_	_	O
국방	국방	NNG	O
_	_	_	O
안보	안보	NNG	O
_	_	_	O
정책	정책	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
토론회	토론회	NNG	O
에	에	JKB	O
_	_	_	O
참석해	참석하+여	VV+EC	O
,	,	SP	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
_	_	_	O
논란	논란	NNG	O
과	과	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
“	“	SS	O
사드	사드	NNP	B-POH
와	와	JC	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
첫째	첫째	NR	O
,	,	SP	O
_	_	_	O
우리	우리	NP	O
는	는	JX	O
_	_	_	O
절대	절대	MAG	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경제적	경제적	NNG	O
_	_	_	O
압력	압력	NNG	O
에	에	JKB	O
_	_	_	O
굴복하	굴복하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
둘째	둘째	NR	O
,	,	SP	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
합의	합의	NNG	O
는	는	JX	O
_	_	_	O
존중한다고	존중하+ㄴ다고	VV+EC	O
_	_	_	O
선언해야	선언하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## 김한솔의 시신 확인설에 대해서는 아직 가족이 찾아와 시신을 요구한 적이 없으며 이와 관련된 언론 보도는 모두 진실이 아니라고 부인했다.
## <김한솔:PER>의 시신 확인설에 대해서는 아직 가족이 찾아와 시신을 요구한 적이 없으며 이와 관련된 언론 보도는 모두 진실이 아니라고 부인했다.
김한솔	김한솔	NNP	B-PER
의	의	JKG	O
_	_	_	O
시신	시신	NNG	O
_	_	_	O
확인	확인	NNG	O
설	설	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
가족	가족	NNG	O
이	이	JKS	O
_	_	_	O
찾아	찾아오	VV	O
와	아	EC	O
_	_	_	O
시신	시신	NNG	O
을	을	JKO	O
_	_	_	O
요구한	요구하+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
으며	으며	EC	O
_	_	_	O
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
언론	언론	NNG	O
_	_	_	O
보도	보도	NNG	O
는	는	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
진실	진실	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라고	라고	EC	O
_	_	_	O
부인	부인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 미국의 북한전문매체 자유아시아방송(RFA)은 12일 북한 소식통을 인용해 “북한 당국이 김일성 생일을 앞두고 혜산-삼지연 철길 개통식을 준비하고 있다”고 보도했다.
## <미국:ORG>의 <북한:ORG>전문매체 <자유아시아방송:POH>(<RFA:POH>)은 <12일:DAT> <북한:ORG> 소식통을 인용해 “<북한:ORG> 당국이 <김일성:PER> 생일을 앞두고 <혜산:LOC>-<삼지연:LOC> 철길 개통식을 준비하고 있다”고 보도했다.
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
북한	북한	NNP	B-ORG
전문	전문	NNG	O
매체	매체	NNG	O
_	_	_	O
자유아시아방송	자유아시아방송	NNP	B-POH
(	(	SS	O
RFA	RFA	SL	B-POH
)	)	SS	O
은	은	JX	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
소식통	소식통	NNG	O
을	을	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
_	_	_	O
당국	당국	NNG	O
이	이	JKS	O
_	_	_	O
김일성	김일성	NNP	B-PER
_	_	_	O
생일	생일	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
혜산	혜산	NNP	B-LOC
-	-	SO	O
삼지연	삼지연	NNP	B-LOC
_	_	_	O
철길	철길	NNG	O
_	_	_	O
개통식	개통식	NNG	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 워싱턴DC와 테네시·메릴랜드 등 10여 개 주가 폭설과 강추위로 비상사태를 선포했다.
## <워싱턴DC:LOC>와 <테네시:LOC>·<메릴랜드:LOC> 등 <10여 개:NOH> 주가 폭설과 강추위로 비상사태를 선포했다.
워싱턴	워싱턴	NNP	B-LOC
DC	DC	SL	I-LOC
와	와	JC	O
_	_	_	O
테네시	테네시	NNP	B-LOC
·	·	SP	O
메릴랜드	메릴랜드	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
_	_	_	O
주가	주가	NNG	O
_	_	_	O
폭설	폭설	NNG	O
과	과	JC	O
_	_	_	O
강추위	강추위	NNG	O
로	로	JKB	O
_	_	_	O
비상사태	비상사태	NNG	O
를	를	JKO	O
_	_	_	O
선포	선포하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이어 “이번 대회에서 최전방 공격수와 섀도우 스트라이커 역할을 유주안(17·매탄고)과 나눠 맡겼는데, 호흡이 좋았다.
## 이어 “이번 대회에서 최전방 공격수와 섀도우 스트라이커 역할을 <유주안:PER>(<17:NOH>·<매탄고:ORG>)과 나눠 맡겼는데, 호흡이 좋았다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
최전방	최전방	NNG	O
_	_	_	O
공격수	공격수	NNG	O
와	와	JC	O
_	_	_	O
섀도우	섀도우	NNP	O
_	_	_	O
스트라이커	스트라이커	NNG	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
유주안	유주안	NNP	B-PER
(	(	SS	O
17	17	SN	B-NOH
·	·	SP	O
매탄	매탄	NNP	B-ORG
고	고	JKQ	I-ORG
)	)	SS	O
과	과	JKB	O
_	_	_	O
나눠	나누+어	VV+EC	O
_	_	_	O
맡	맡기	VV	O
겼	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
호흡	호흡	NNG	O
이	이	JKS	O
_	_	_	O
좋	좋	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 올리베라가 30세로 적지 않은 나이임에도 사이닝보너스 2800만 달러를 포함해 총액 6250만 달러(약 688억원)의 초특급 계약을 맺었다.
## <올리베라:PER>가 <30세:NOH>로 적지 않은 나이임에도 사이닝보너스 <2800만 달러:MNY>를 포함해 총액 <6250만 달러:MNY>(약 <688억원:MNY>)의 초특급 계약을 맺었다.
올	올	NNG	B-PER
리베라	리베라	NNP	I-PER
가	가	JKS	O
_	_	_	O
30	30	SN	B-NOH
세	세	NNB	I-NOH
로	로	JKB	O
_	_	_	O
적	적	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
나이	나이	NNG	O
임	이+ㅁ	VCP+ETN	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
사	사	NNG	O
이닝	이닝	NNG	O
보너스	보너스	NNG	O
_	_	_	O
2800	2800	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
를	를	JKO	O
_	_	_	O
포함	포함	NNG	O
해	해	NNG	O
_	_	_	O
총액	총액	NNG	O
_	_	_	O
6250	6250	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
688	688	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
의	의	JKG	O
_	_	_	O
초특급	초특급	NNG	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

