## 1
## 한국 LG화학도 부푼 꿈을 안고 2015년 중국 동부 난징에, 삼성SDI도 시안에 배터리 공장을 세웠다.
## <한국 LG화학:ORG>도 부푼 꿈을 안고 <2015년:DAT> <중국 동부 난징:LOC>에, <삼성SDI:ORG>도 <시안:LOC>에 배터리 공장을 세웠다.
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
대학원	대학원	NNG	O
생	생	XSN	O
에	에	JKB	O
_	_	_	O
한해	한하+여	VV+EC	O
_	_	_	O
지원하	지원하	VV	O
지만	지만	EC	O
_	_	_	O
차츰	차츰	MAG	O
_	_	_	O
대학생	대학생	NNG	O
까지	까지	JX	O
_	_	_	O
확대할	확대하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘X3 보너스 포인트 프로모션’에 참여하기 위해서는 5월 13일까지 대한항공 홈페이지를 통해 아코르 호텔 예약을 하고 6월 30일까지 숙박하면 된다.
## ‘<X3 보너스 포인트 프로모션:POH>’에 참여하기 위해서는 <5월 13일:DAT>까지 <대한항공:ORG> 홈페이지를 통해 <아코르 호텔:LOC> 예약을 하고 <6월 30일:DAT>까지 숙박하면 된다.
‘	‘	SS	O
X	X	SL	B-POH
3	3	SN	I-POH
_	_	_	I-POH
보너스	보너스	NNG	I-POH
_	_	_	I-POH
포인트	포인트	NNG	I-POH
_	_	_	I-POH
프로모션	프로모션	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
참여하	참여하	VV	O
기	기	ETN	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
13	13	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
_	_	_	O
홈페이지	홈페이지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
아코르	아코르	NNG	B-LOC
_	_	_	I-LOC
호텔	호텔	NNG	I-LOC
_	_	_	O
예약	예약	NNG	O
을	을	JKO	O
_	_	_	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
30	30	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
숙박하	숙박하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 적립된 포인트를 스카이 마일리지로 전환하기 위해서는 ‘르클럽아코르호텔스’ 회원 계정에서 스카이패스로 포인트 자동 전환을 신청하면 된다.
## 적립된 포인트를 스카이 마일리지로 전환하기 위해서는 ‘<르클럽아코르호텔스:POH>’ 회원 계정에서 스카이패스로 포인트 자동 전환을 신청하면 된다.
적립된	적립되+ㄴ	VV+ETM	O
_	_	_	O
포인트	포인트	NNG	O
를	를	JKO	O
_	_	_	O
스카이	스카이	NNG	O
_	_	_	O
마일리지	마일리지	NNG	O
로	로	JKB	O
_	_	_	O
전환하	전환하	VV	O
기	기	ETN	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
르	르	NNP	B-POH
클럽	클럽	NNG	I-POH
아코르	아코르	NNG	I-POH
호텔	호텔	NNG	I-POH
스	스	NNG	I-POH
’	’	SS	O
_	_	_	O
회원	회원	NNG	O
_	_	_	O
계정	계정	NNG	O
에서	에서	JKB	O
_	_	_	O
스카이	스카이	NNG	O
패스	패스	NNG	O
로	로	JKB	O
_	_	_	O
포인트	포인트	NNG	O
_	_	_	O
자동	자동	NNG	O
_	_	_	O
전환	전환	NNG	O
을	을	JKO	O
_	_	_	O
신청하	신청하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 『우리 국민의 의지와 능력은 더이상 끌려다니는 것이 아닌 북을 끌어당기는 대북정책을 추진해나갈 수 있게 하고 있다』고 통일원은 못박고 있다.
## 『우리 국민의 의지와 능력은 더이상 끌려다니는 것이 아닌 북을 끌어당기는 대북정책을 추진해나갈 수 있게 하고 있다』고 <통일원:ORG>은 못박고 있다.
『	『	SS	O
우리	우리	NP	O
_	_	_	O
국민	국민	NNG	O
의	의	JKG	O
_	_	_	O
의지	의지	NNG	O
와	와	JC	O
_	_	_	O
능력	능력	NNG	O
은	은	JX	O
_	_	_	O
더	더	MAG	O
이상	이상	NNG	O
_	_	_	O
끌려	끌리+어	VV+EC	O
다니	다니	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
북	북	NNG	O
을	을	JKO	O
_	_	_	O
끌어당기	끌어당기	VV	O
는	는	ETM	O
_	_	_	O
대북	대북	NNG	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
추진해	추진해	NNP	O
나갈	나갈	NNG	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
통일원	통일원	NNG	B-ORG
은	은	JX	O
_	_	_	O
못	못	NNG	O
박	박	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 카카오톡으로 매장을 홍보하는 법, 모바일을 이용한 일대일 소비자 상담, 방문 기록으로 손님 흐름을 분석하는 법 등을 전한 지난달 9일 강의에는 가맹점주 100여 명이 몰렸다.
## <카카오톡:POH>으로 매장을 홍보하는 법, 모바일을 이용한 일대일 소비자 상담, 방문 기록으로 손님 흐름을 분석하는 법 등을 전한 지난달 <9일:DAT> 강의에는 가맹점주 <100여 명:NOH>이 몰렸다.
카카오톡	카카오톡	NNP	B-POH
으로	으로	JKB	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
홍보하	홍보하	VV	O
는	는	ETM	O
_	_	_	O
법	법	NNB	O
,	,	SP	O
_	_	_	O
모바일	모바일	NNG	O
을	을	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
일대일	일대일	NNG	O
_	_	_	O
소비자	소비자	NNG	O
_	_	_	O
상담	상담	NNG	O
,	,	SP	O
_	_	_	O
방문	방문	NNG	O
_	_	_	O
기록	기록	NNG	O
으로	으로	JKB	O
_	_	_	O
손님	손님	NNG	O
_	_	_	O
흐름	흐름	NNG	O
을	을	JKO	O
_	_	_	O
분석하	분석하	VV	O
는	는	ETM	O
_	_	_	O
법	법	NNB	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
전한	전하+ㄴ	VV+ETM	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
강의	강의	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
가맹점	가맹점	NNG	O
주	주	XSN	O
_	_	_	O
100	100	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
몰	몰리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ‘SNL 코리아’ 예원 셀프 디스? “예의 바른 태도로 선배들에 예쁨 받아”가수 예원이 ‘셀프 디스’로 웃음을 자아냈다.
## ‘<SNL 코리아:POH>’ <예원:PER> 셀프 디스? “예의 바른 태도로 선배들에 예쁨 받아”가수 <예원:PER>이 ‘셀프 디스’로 웃음을 자아냈다.
‘	‘	SS	O
SNL	SNL	SL	B-POH
_	_	_	I-POH
코리아	코리아	NNP	I-POH
’	’	SS	O
_	_	_	O
예원	예원	NNG	B-PER
_	_	_	O
셀프	셀프	NNG	O
_	_	_	O
디스	디스	NNG	O
?	?	SF	O
_	_	_	O
“	“	SS	O
예의	예의	NNG	O
_	_	_	O
바른	바르+ㄴ	VA+ETM	O
_	_	_	O
태도	태도	NNG	O
로	로	JKB	O
_	_	_	O
선배	선배	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
예쁨	예쁘+ㅁ	VA+ETN	O
_	_	_	O
받	받	VV	O
아	아	EF	O
”	”	SS	O
가수	가수	NNG	O
_	_	_	O
예원이	예원이	NNP	O
_	_	_	O
‘	‘	SS	O
셀프	셀프	NNG	O
_	_	_	O
디스	디스	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
자아냈	자아내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 주인공 소년은 죽은 소녀와 함께 비를 피했던 수수밭에서 정신을 잃고, 고등학생이 된 뒤 다시 그 수수밭에서 한 여학생과 키스를 한다.
## 주인공 소년은 죽은 소녀와 함께 비를 피했던 수수밭에서 정신을 잃고, 고등학생이 된 뒤 다시 그 수수밭에서 <한 여학생:NOH>과 키스를 한다.
주인공	주인공	NNG	O
_	_	_	O
소년	소년	NNG	O
은	은	JX	O
_	_	_	O
죽	죽	VV	O
은	은	ETM	O
_	_	_	O
소녀	소녀	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
비	비	NNG	O
를	를	JKO	O
_	_	_	O
피	피하	VV	O
했	었	EP	O
던	던	ETM	O
_	_	_	O
수수	수수	NNG	O
밭	밭	NNG	O
에서	에서	JKB	O
_	_	_	O
정신	정신	NNG	O
을	을	JKO	O
_	_	_	O
잃	잃	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
고등학생	고등학생	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
그	그	MM	O
_	_	_	O
수수	수수	NNG	O
밭	밭	NNG	O
에서	에서	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
여학생	여학생	NNG	I-NOH
과	과	JKB	O
_	_	_	O
키스	키스	NNG	O
를	를	JKO	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 대한민국 자체가 건강해야 한다.
## <대한민국:ORG> 자체가 건강해야 한다.
대한민국	대한민국	NNP	B-ORG
_	_	_	O
자체	자체	NNG	O
가	가	JKS	O
_	_	_	O
건강해야	건강하+여야	VA+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 11
## 安 ‘깜깜이 대선’ 직전 주말 앞두고 승부수…중도·보수 응답할까
## <安:PER> ‘깜깜이 대선’ 직전 주말 앞두고 승부수…중도·보수 응답할까
安	安	SH	B-PER
_	_	_	O
‘	‘	SS	O
깜깜이	깜깜이	NNG	O
_	_	_	O
대선	대선	NNG	O
’	’	SS	O
_	_	_	O
직전	직전	NNG	O
_	_	_	O
주말	주말	NNG	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
승부수	승부수	NNG	O
…	…	SE	O
중도	중도	NNG	O
·	·	SP	O
보수	보수	NNG	O
_	_	_	O
응답할까	응답하+ㄹ까	VV+EF	O

## 12
## 무대에는 2막 1장을 제외하고 커다란 샹들리에가 내내 등장한다.
## 무대에는 <2막:NOH> <1장:NOH>을 제외하고 커다란 샹들리에가 내내 등장한다.
무대	무대	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
2	2	SN	B-NOH
막	막	NNB	I-NOH
_	_	_	O
1	1	SN	B-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
제외하	제외하	VV	O
고	고	EC	O
_	_	_	O
커다란	커다랗+ㄴ	VA+ETM	O
_	_	_	O
샹들리에	샹들리에	NNG	O
가	가	JKS	O
_	_	_	O
내내	내내	MAG	O
_	_	_	O
등장한다	등장하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 그리고 황 총장은 공천 심사에 복귀했다.
## 그리고 <황:PER> 총장은 공천 심사에 복귀했다.
그리고	그리고	MAJ	O
_	_	_	O
황	황	NNP	B-PER
_	_	_	O
총장	총장	NNG	O
은	은	JX	O
_	_	_	O
공천	공천	NNG	O
_	_	_	O
심사	심사	NNG	O
에	에	JKB	O
_	_	_	O
복귀	복귀하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이에 ‘연기 선생님’ 박신양은 답답한 표정과 함께 “배우 인생 27년, 최대 고비를 만났다”는 내레이션을 덧붙여 ‘배우학교’에서 이들이 어떤 변화를 맞이할지 첫 방송을 향한 기대감을 더한다.
## 이에 ‘연기 선생님’ <박신양:PER>은 답답한 표정과 함께 “배우 인생 <27년:NOH>, 최대 고비를 만났다”는 내레이션을 덧붙여 ‘<배우학교:POH>’에서 이들이 어떤 변화를 맞이할지 첫 방송을 향한 기대감을 더한다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
연기	연기	NNG	O
_	_	_	O
선생님	선생님	NNG	O
’	’	SS	O
_	_	_	O
박신양	박신양	NNP	B-PER
은	은	JX	O
_	_	_	O
답답한	답답하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
“	“	SS	O
배우	배우	NNG	O
_	_	_	O
인생	인생	NNG	O
_	_	_	O
27	27	SN	B-NOH
년	년	NNB	I-NOH
,	,	SP	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
고비	고비	NNG	O
를	를	JKO	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
내레이션	내레이션	NNG	O
을	을	JKO	O
_	_	_	O
덧붙	덧붙이	VV	O
여	어	EC	O
_	_	_	O
‘	‘	SS	O
배우	배우	NNG	B-POH
학교	학교	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
변화	변화	NNG	O
를	를	JKO	O
_	_	_	O
맞이할지	맞이하+ㄹ지	VV+EC	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
방송	방송	NNG	O
을	을	JKO	O
_	_	_	O
향한	향하+ㄴ	VV+ETM	O
_	_	_	O
기대감	기대감	NNG	O
을	을	JKO	O
_	_	_	O
더한다	더하+ㄴ다	VV+EF	O
.	.	SF	O

