## 1
## 홍준표 자유한국당 대선후보가 21일 이른바 ‘성범죄 모의’ 논란과 관련해 “들은 얘기일 뿐 관여하지 않았다”고 해명했지만, 홍 후보에 대한 비난과 분노 여론이 들끓고 있다.
## <홍준표:PER> <자유한국당:ORG> 대선후보가 <21일:DAT> 이른바 ‘성범죄 모의’ 논란과 관련해 “들은 얘기일 뿐 관여하지 않았다”고 해명했지만, <홍:PER> 후보에 대한 비난과 분노 여론이 들끓고 있다.
홍준표	홍준표	NNP	B-PER
## 검찰은 이와 관련, <북구부평1동:LOC> <강신영법무사사무소:ORG> 직원 <이선미:PER>씨(<21:NOH>)가 <93년5월:DAT>부터 올<8월:DAT>까지 <양:PER>씨와 짜고 <1억여원:MNY> 상당의 등록세영수증 <40장:NOH>을 위조해 이중 <1천여만원:MNY>을 받은 혐의로 구속영장을 청구하고 <강:PER>씨의 관련여부를 조사중이다.
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련	관련	NNG	O
,	,	SP	O
_	_	_	O
북구	북구	NNP	B-LOC
부평	부평	NNP	I-LOC
1	1	SN	I-LOC
동	동	NNG	I-LOC
_	_	_	O
강신영	강신영	NNP	B-ORG
법무사	법무사	NNG	I-ORG
사무소	사무소	NNG	I-ORG
_	_	_	O
직원	직원	NNG	O
_	_	_	O
이선미	이선미	NNP	B-PER
씨	씨	NNB	O
(	(	SS	O
21	21	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
93	93	SN	B-DAT
년	년	NNB	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
올	오+ㄹ	VV+ETM	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
양	양	NNP	B-PER
씨	씨	NNB	O
와	와	JKB	O
_	_	_	O
짜	짜	VV	O
고	고	EC	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
여	여	XSN	I-MNY
원	원	NNB	I-MNY
_	_	_	O
상당	상당	NNG	O
의	의	JKG	O
_	_	_	O
등록세	등록세	NNG	O
영수증	영수증	NNG	O
_	_	_	O
40	40	SN	B-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
위조해	위조하+여	VV+EC	O
_	_	_	O
이중	이중	NNG	O
_	_	_	O
1	1	SN	B-MNY
천	천	NR	I-MNY
여	여	XSN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
구속	구속	NNG	O
영장	영장	NNG	O
을	을	JKO	O
_	_	_	O
청구하	청구하	VV	O
고	고	EC	O
_	_	_	O
강	강	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
관련	관련	NNG	O
여부	여부	NNG	O
를	를	JKO	O
_	_	_	O
조사	조사	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 마하 와치랄롱꼰 왕세자(64·사진)가 이르면 다음 달 1일 1972년 왕세자가 된 지 44년 만에 태국 짜끄리 왕조 10번째 왕(라마 10세)에 오른다.
## <마하 와치랄롱꼰:PER> 왕세자(<64:NOH>·사진)가 이르면 다음 달 <1일:DAT> <1972년:DAT> 왕세자가 된 지 <44년:NOH> 만에 <태국:ORG> <짜끄리 왕조:DUR> <10번:NOH>째 왕(<라마 10세:PER>)에 오른다.
마하	마하	NNB	B-PER
_	_	_	I-PER
와치	와치+이	NNG+VCP	I-PER
랄	랄	ETM	I-PER
롱	롱	NNG	I-PER
꼰	꼬+ㄴ	VV+ETM	I-PER
_	_	_	O
왕세자	왕세자	NNG	O
(	(	SS	O
64	64	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
가	가	JKS	O
_	_	_	O
이르	이르	VA	O
면	면	EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
달	달	NNG	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
1972	1972	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
왕세자	왕세자	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
44	44	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
태국	태국	NNP	B-ORG
_	_	_	O
짜끄리	짜끄리	NNG	B-DUR
_	_	_	I-DUR
왕조	왕조	NNG	I-DUR
_	_	_	O
10	10	SN	B-NOH
번째	번째	NNB	O
_	_	_	O
왕	왕	NNG	O
(	(	SS	O
라마	라마	NNG	B-PER
_	_	_	I-PER
10	10	SN	I-PER
세	세	NNB	I-PER
)	)	SS	O
에	에	JKB	O
_	_	_	O
오른다	오르+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 더불어민주당은 27일 황교안 대통령 권한대행 겸 국무총리가 특검 수사기간 연장을 불허한 데 대해 황 권한대행 탄핵에 공감하고 야4당과 공조하기로 했다.
## <더불어민주당:ORG>은 <27일:DAT> <황교안:PER> 대통령 권한대행 겸 국무총리가 특검 수사기간 연장을 불허한 데 대해 <황:PER> 권한대행 탄핵에 공감하고 야<4당:NOH>과 공조하기로 했다.
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
은	은	JX	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
황교안	황교안	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
권한	권한	NNG	O
대행	대행	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
국무총리	국무총리	NNG	O
가	가	JKS	O
_	_	_	O
특검	특검	NNG	O
_	_	_	O
수사	수사	NNG	O
기간	기간	NNG	O
_	_	_	O
연장	연장	NNG	O
을	을	JKO	O
_	_	_	O
불허한	불허하+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
황	황	NNP	B-PER
_	_	_	O
권한	권한	NNG	O
대행	대행	NNG	O
_	_	_	O
탄핵	탄핵	NNG	O
에	에	JKB	O
_	_	_	O
공감하	공감하	VV	O
고	고	EC	O
_	_	_	O
야	야	IC	O
4	4	SN	B-NOH
당	당	NNG	I-NOH
과	과	JC	O
_	_	_	O
공조하	공조하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 양양군의회는 이미 통합반대 결의문을 채택했고 관내 각급 사회단체가 참여하는 반대추진위를 구성, 범군민 궐기대회를 열어 통합을 저지할 움직임을 보이고 있다.
## <양양군의회:ORG>는 이미 통합반대 결의문을 채택했고 관내 각급 사회단체가 참여하는 반대추진위를 구성, <범군민 궐기대회:POH>를 열어 통합을 저지할 움직임을 보이고 있다.
양양군	양양군	NNP	B-ORG
의회	의회	NNG	I-ORG
는	는	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
통합	통합	NNG	O
반대	반대	NNG	O
_	_	_	O
결의문	결의문	NNG	O
을	을	JKO	O
_	_	_	O
채택	채택하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
관내	관내	NNG	O
_	_	_	O
각급	각급	NNG	O
_	_	_	O
사회단체	사회단체	NNG	O
가	가	JKS	O
_	_	_	O
참여하	참여하	VV	O
는	는	ETM	O
_	_	_	O
반대	반대	NNG	O
추진	추진	NNG	O
위	위	NNG	O
를	를	JKO	O
_	_	_	O
구성	구성	NNG	O
,	,	SP	O
_	_	_	O
범	범	NNG	B-POH
군민	군민	NNG	I-POH
_	_	_	I-POH
궐기	궐기	NNG	I-POH
대회	대회	NNG	I-POH
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
통합	통합	NNG	O
을	을	JKO	O
_	_	_	O
저지할	저지하+ㄹ	VV+ETM	O
_	_	_	O
움직임	움직임	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 뮤지컬이라면 싱어팀에서 이미 충분히 ‘맛’을 봤던 레퍼토리가 아닌가. 집을 싸 한국으로 돌아온 이은율은 무작정 ‘명성황후’ 오디션에 원서를 넣었다.
## 뮤지컬이라면 싱어팀에서 이미 충분히 ‘맛’을 봤던 레퍼토리가 아닌가. 집을 싸 <한국:LOC>으로 돌아온 <이은율:PER>은 무작정 ‘<명성황후:POH>’ 오디션에 원서를 넣었다.
뮤지컬	뮤지컬	NNG	O
이	이	VCP	O
라면	라면	EC	O
_	_	_	O
싱어	싱어	NNG	O
팀	팀	NNG	O
에서	에서	JKB	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
충분히	충분히	MAG	O
_	_	_	O
‘	‘	SS	O
맛	맛	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
봤	+았	+EP	O
던	던	ETM	O
_	_	_	O
레퍼토리	레퍼토리	NNG	O
가	가	JKC	O
_	_	_	O
아닌가	아니+ㄴ가	VCN+EF	O
.	.	SF	O
_	_	_	O
집	집	NNG	O
을	을	JKO	O
_	_	_	O
싸	싸+아	VV+EC	O
_	_	_	O
한국	한국	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
돌아온	돌아오+ㄴ	VV+ETM	O
_	_	_	O
이은율	이은율	NNP	B-PER
은	은	JX	O
_	_	_	O
무작정	무작정	NNG	O
_	_	_	O
‘	‘	SS	O
명성황후	명성황후	NNP	B-POH
’	’	SS	O
_	_	_	O
오디션	오디션	NNG	O
에	에	JKB	O
_	_	_	O
원서	원서	NNG	O
를	를	JKO	O
_	_	_	O
넣	넣	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 종로 토익학원 파고다의 스토커 토익은 토익 수강생들이 거부감을 느낄 수 있는 기존 토익 강의들의 정형화된 설명 방식이나 맹목적인 주입식 암기를 최대한 배제한다.
## <종로:LOC> 토익학원 <파고다:ORG>의 <스토커 토익:POH>은 토익 수강생들이 거부감을 느낄 수 있는 기존 토익 강의들의 정형화된 설명 방식이나 맹목적인 주입식 암기를 최대한 배제한다.
종로	종로	NNP	B-LOC
_	_	_	O
토익	토익	NNG	O
학원	학원	NNG	O
_	_	_	O
파고다	파고다	NNG	B-ORG
의	의	JKG	O
_	_	_	O
스토커	스토커	NNG	B-POH
_	_	_	I-POH
토익	토익	NNG	I-POH
은	은	JX	O
_	_	_	O
토익	토익	NNG	O
_	_	_	O
수강생	수강생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
거부감	거부감	NNG	O
을	을	JKO	O
_	_	_	O
느낄	느끼+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
토익	토익	NNG	O
_	_	_	O
강의	강의	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
정형	정형	NNG	O
화	화	XSN	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
설명	설명	NNG	O
_	_	_	O
방식	방식	NNG	O
이나	이나	JC	O
_	_	_	O
맹목적	맹목적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
주입식	주입식	NNG	O
_	_	_	O
암기	암기	NNG	O
를	를	JKO	O
_	_	_	O
최대한	최대한	NNG	O
_	_	_	O
배제한다	배제하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 서울 노원경찰서는 28일 오후 8시쯤 서울 하계동의 한 아파트 6층 복도에서 ‘박근혜를 사랑하는 모임(박사모)’ 회원 조모(62)씨가 아래로 뛰어내려 숨졌다고 30일 밝혔다.
## <서울:LOC> <노원경찰서:ORG>는 <28일:DAT> <오후 8시:TIM>쯤 <서울:LOC> <하계동:LOC>의 한 아파트 <6층:NOH> 복도에서 ‘<박근혜를 사랑하는 모임:ORG>(<박사모:ORG>)’ 회원 <조:PER>모(<62:NOH>)씨가 아래로 뛰어내려 숨졌다고 <30일:DAT> 밝혔다.
서울	서울	NNP	B-LOC
_	_	_	O
노원	노원	NNP	B-ORG
경찰서	경찰서	NNG	I-ORG
는	는	JX	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
쯤	쯤	XSN	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
하계동	하계동	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
6	6	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
복도	복도	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
박근혜	박근혜	NNP	B-ORG
를	를	JKO	I-ORG
_	_	_	I-ORG
사랑하	사랑하	VV	I-ORG
는	는	ETM	I-ORG
_	_	_	I-ORG
모임	모임	NNG	I-ORG
(	(	SS	O
박사모	박사모	NNP	B-ORG
)	)	SS	O
’	’	SS	O
_	_	_	O
회원	회원	NNG	O
_	_	_	O
조모	조모	NNG	O
(	(	SS	O
62	62	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
아래	아래	NNG	O
로	로	JKB	O
_	_	_	O
뛰어내려	뛰어내리+어	VV+EC	O
_	_	_	O
숨	숨지	VV	O
졌	었	EP	O
다고	다고	EC	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 경기 종료 휘슬이 울린 직후엔 또 한 번 감동의 울음바다가 펼쳐졌다.포르투갈은 다소 이른 시간에 '해결사'를 잃고도 끈끈한 수비 축구와 위력적인 역습으로 챔피언의 자리에 오르며 집중력을 보여줬다.
## <경기:LOC> 종료 휘슬이 울린 직후엔 또 <한 번:NOH> 감동의 울음바다가 펼쳐졌다.<포르투갈:ORG>은 다소 이른 시간에 '해결사'를 잃고도 끈끈한 수비 축구와 위력적인 역습으로 챔피언의 자리에 오르며 집중력을 보여줬다.
경기	경기	NNG	B-LOC
_	_	_	O
종료	종료	NNG	O
_	_	_	O
휘슬	휘슬	NNG	O
이	이	JKS	O
_	_	_	O
울린	울리+ㄴ	VV+ETM	O
_	_	_	O
직후	직후	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
감동	감동	NNG	O
의	의	JKG	O
_	_	_	O
울음바다	울음바다	NNG	O
가	가	JKC	O
_	_	_	O
펼쳐	펼쳐지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O
포르투갈	포르투갈	NNP	B-ORG
은	은	JX	O
_	_	_	O
다소	다소	MAG	O
_	_	_	O
이른	이르+ㄴ	VA+ETM	O
_	_	_	O
시간	시간	NNG	O
에	에	JKB	O
_	_	_	O
'	'	SS	O
해결사	해결사	NNG	O
'	'	SS	O
를	를	JKO	O
_	_	_	O
잃	잃	VV	O
고도	고도	EC	O
_	_	_	O
끈끈한	끈끈하+ㄴ	VA+ETM	O
_	_	_	O
수비	수비	NNG	O
_	_	_	O
축구	축구	NNG	O
와	와	JC	O
_	_	_	O
위력	위력	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
역습	역습	NNG	O
으로	으로	JKB	O
_	_	_	O
챔피언	챔피언	NNG	O
의	의	JKG	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
며	며	EC	O
_	_	_	O
집중력	집중력	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어+주	EC+VX	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 우 원내대표는 이날 국회에서 열린 최고위원회의에서 “이석준 국무조정실장으로부터 (특검연장 불승인과 관련한) 전화가 왔다”며 황 권한대행의 결정에 유감을 표했다.
## <우:PER> 원내대표는 이날 <국회:ORG>에서 열린 최고위원회의에서 “<이석준:PER> 국무조정실장으로부터 (특검연장 불승인과 관련한) 전화가 왔다”며 <황:PER> 권한대행의 결정에 유감을 표했다.
우	우	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
국회	국회	NNG	B-ORG
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
최고	최고	NNG	O
위원	위원	NNG	O
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
이석준	이석준	NNP	B-PER
_	_	_	O
국무	국무	NNG	O
조정	조정	NNG	O
실장	실장	NNG	O
으로부터	으로부터	JKB	O
_	_	_	O
(	(	SS	O
특검	특검	NNG	O
연장	연장	NNG	O
_	_	_	O
불승인	불승인	NNG	O
과	과	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
)	)	SS	O
_	_	_	O
전화	전화	NNG	O
가	가	JKS	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
황	황	NNP	B-PER
_	_	_	O
권한	권한	NNG	O
대행	대행	NNG	O
의	의	JKG	O
_	_	_	O
결정	결정	NNG	O
에	에	JKB	O
_	_	_	O
유감	유감	NNG	O
을	을	JKO	O
_	_	_	O
표	표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

