## 1
## 권선택 시장은 “오늘은 집안에 있던 물건들이 새 주인을 만나는 날”이라며 “시민 참여가 많을수록 기부액이 많아진다”며 참가를 독려했다.
## <권선택:PER> 시장은 “오늘은 집안에 있던 물건들이 새 주인을 만나는 날”이라며 “시민 참여가 많을수록 기부액이 많아진다”며 참가를 독려했다.
권선택	권선택	NNP	B-PER
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
의미	의미	NNG	O
를	를	JKO	O
_	_	_	O
부여하	부여하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 당시 구스만의 체포는 2012년부터 집권한 니에토 정부의 최대 성과로 평가되기도 했다.
## 당시 <구스만:PER>의 체포는 <2012년:DAT>부터 집권한 <니에토:PER> 정부의 최대 성과로 평가되기도 했다.
당시	당시	NNG	O
_	_	_	O
구스만	구스만	NNP	B-PER
의	의	JKG	O
_	_	_	O
체포	체포	NNG	O
는	는	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
집권한	집권하+ㄴ	VV+ETM	O
_	_	_	O
니에토	니에토	NNP	B-PER
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
성과	성과	NNG	O
로	로	JKB	O
_	_	_	O
평가되	평가되	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 2016년 2월 상가 경매, 수익형 부동산 투자 전문가들이 설립한 소딧(SODIT)은 "모두가 웃을 수 있는 금융", 금융의 사회적 역할에 충실 한다는 Social Credit의 줄임 말을 사명으로 택했다.
## <2016년 2월:DAT> 상가 경매, 수익형 부동산 투자 전문가들이 설립한 <소딧:ORG>(<SODIT:ORG>)은 "모두가 웃을 수 있는 금융", 금융의 사회적 역할에 충실 한다는 Social Credit의 줄임 말을 사명으로 택했다.
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
상가	상가	NNG	O
_	_	_	O
경매	경매	NNG	O
,	,	SP	O
_	_	_	O
수익	수익	NNG	O
형	형	XSN	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
설립한	설립하+ㄴ	VV+ETM	O
_	_	_	O
소딧	소딧	NNG	B-ORG
(	(	SS	O
SODIT	SODIT	SL	B-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
"	"	SS	O
모두	모두	NNG	O
가	가	JKS	O
_	_	_	O
웃	웃	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
금융	금융	NNG	O
"	"	SS	O
,	,	SP	O
_	_	_	O
금융	금융	NNG	O
의	의	JKG	O
_	_	_	O
사회적	사회적	NNG	O
_	_	_	O
역할	역할	NNG	O
에	에	JKB	O
_	_	_	O
충실	충실	NNG	O
_	_	_	O
한다는	하+ㄴ다는	XSV+ETM	O
_	_	_	O
Social	Social	SL	O
_	_	_	O
Credit	Credit	SL	O
의	의	JKG	O
_	_	_	O
줄임	줄이+ㅁ	VV+ETN	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
사명	사명	NNG	O
으로	으로	JKB	O
_	_	_	O
택	택하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 최고 시속은 200㎞고, 멈춘 상태에서 시속 100㎞까지 도달하는 데 5초밖에 걸리지 않는다.
## 최고 시속은 <200㎞:NOH>고, 멈춘 상태에서 <시속 100㎞:NOH>까지 도달하는 데 <5초:DUR>밖에 걸리지 않는다.
최고	최고	NNG	O
_	_	_	O
시속	시속	NNG	O
은	은	JX	O
_	_	_	O
200	200	SN	B-NOH
㎞	㎞	SW	I-NOH
고	고	JKQ	O
,	,	SP	O
_	_	_	O
멈춘	멈추+ㄴ	VV+ETM	O
_	_	_	O
상태	상태	NNG	O
에서	에서	JKB	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
100	100	SN	I-NOH
㎞	㎞	SW	I-NOH
까지	까지	JX	O
_	_	_	O
도달하	도달하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
5	5	SN	B-DUR
초	초	NNB	I-DUR
밖에	밖에	JX	O
_	_	_	O
걸리	걸리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 9
## 이번 연휴기간 중 지난해보다 30%가량 늘어난 약 21만 명의 중국인 관광객이 한국을 찾을 것으로 기대되면서 화장품 여행 등 관련 업종들이 상승세를 이어갔다.
## 이번 연휴기간 중 지난해보다 <30%:PNT>가량 늘어난 약 <21만 명:NOH>의 중국인 관광객이 <한국:LOC>을 찾을 것으로 기대되면서 화장품 여행 등 관련 업종들이 상승세를 이어갔다.
이번	이번	NNG	O
_	_	_	O
연휴	연휴	NNG	O
기간	기간	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
지난해	지난해	NNG	O
보다	보다	JKB	O
_	_	_	O
30	30	SN	B-PNT
%	%	SW	I-PNT
가량	가량	XSN	O
_	_	_	O
늘어난	늘어나+ㄴ	VV+ETM	O
_	_	_	O
약	약	MM	O
_	_	_	O
21	21	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
관광객	관광객	NNG	O
이	이	JKS	O
_	_	_	O
한국	한국	NNP	B-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대되	기대되	VV	O
면서	면서	EC	O
_	_	_	O
화장품	화장품	NNG	O
_	_	_	O
여행	여행	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
업종	업종	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
상승세	상승세	NNG	O
를	를	JKO	O
_	_	_	O
이	잇	VV	O
어	어+가	EC+VX	O
갔	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 뉴욕타임스도 4일 익명의 수사관계자를 인용해 파룩이 ‘국제 테러리즘’ 혐의로 연방수사국(FBI)의 수사를 받아왔던 인물과 소셜네트워크서비스(SNS)를 통해 접촉하며 ‘소프트 커넥션(약한 연계)’을 형성했다고 보도했다.
## <뉴욕타임스:ORG>도 <4일:DAT> 익명의 수사관계자를 인용해 파룩이 ‘국제 테러리즘’ 혐의로 <연방수사국:ORG>(<FBI:ORG>)의 수사를 받아왔던 인물과 소셜네트워크서비스(SNS)를 통해 접촉하며 ‘소프트 커넥션(약한 연계)’을 형성했다고 보도했다.
뉴욕타임스	뉴욕타임스	NNP	B-ORG
도	도	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
익명	익명	NNG	O
의	의	JKG	O
_	_	_	O
수사	수사	NNG	O
관계자	관계자	NNG	O
를	를	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
파	파	NNG	O
룩	룩	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
국제	국제	NNG	O
_	_	_	O
테러리즘	테러리즘	NNG	O
’	’	SS	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
연방	연방	NNG	B-ORG
수사	수사	NNG	I-ORG
국	국	XSN	I-ORG
(	(	SS	O
FBI	FBI	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아+오	EC+VX	O
왔	았	EP	O
던	던	ETM	O
_	_	_	O
인물	인물	NNG	O
과	과	JC	O
_	_	_	O
소셜	소셜	NNG	O
네트워크	네트워크	NNG	O
서비스	서비스	NNG	O
(	(	SS	O
SNS	SNS	SL	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
접촉하	접촉하	VV	O
며	며	EC	O
_	_	_	O
‘	‘	SS	O
소프트	소프트	NNG	O
_	_	_	O
커넥션	커넥션	NNG	O
(	(	SS	O
약한	약하+ㄴ	VA+ETM	O
_	_	_	O
연계	연계	NNG	O
)	)	SS	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
형성	형성하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## ▲이것은 원고와 피고 신정휴간의 두 사람사이에서의 문제이므로 제3자가 알기 어렵고, 또 어떠한 행위가 있었느냐 없었느냐의 문제에 그치지 않고 어떠한 의미에서 그러한 행위가 있었느냐 하는 것을 파악하는 것이어서 상당히 고민하였다.
## ▲이것은 원고와 피고 신정휴간의 <두 사람:NOH>사이에서의 문제이므로 제<3자:NOH>가 알기 어렵고, 또 어떠한 행위가 있었느냐 없었느냐의 문제에 그치지 않고 어떠한 의미에서 그러한 행위가 있었느냐 하는 것을 파악하는 것이어서 상당히 고민하였다.
▲	▲	SW	O
이것	이것	NP	O
은	은	JX	O
_	_	_	O
원고	원고	NNG	O
와	와	JC	O
_	_	_	O
피고	피고	NNG	O
_	_	_	O
신정휴	신정휴	NNP	O
간	간	XSN	O
의	의	JKG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
사이	사이	NNG	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
문제	문제	NNG	O
이	이	VCP	O
므로	므로	EC	O
_	_	_	O
제	제	XPN	O
3	3	SN	B-NOH
자	자	NNB	I-NOH
가	가	JKS	O
_	_	_	O
알	알	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
또	또	MAG	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
행위	행위	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
느냐	느냐	EC	O
_	_	_	O
없	없	VA	O
었	었	EP	O
느냐	느냐	EC	O
의	의	JKG	O
_	_	_	O
문제	문제	NNG	O
에	에	JKB	O
_	_	_	O
그치	그치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
의미	의미	NNG	O
에서	에서	JKB	O
_	_	_	O
그러한	그러하+ㄴ	VA+ETM	O
_	_	_	O
행위	행위	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
느냐	느냐	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
파악하	파악하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
어서	어서	EC	O
_	_	_	O
상당히	상당히	MAG	O
_	_	_	O
고민하	고민하	VV	O
였	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 100% 자연산 모짜렐라 치즈로 만들어지는 치즈롤카츠는 커팅 시 자연스럽게 흘러내리는 치즈의 모습으로 시각적 즐거움을 선사한다.
## <100%:PNT> 자연산 모짜렐라 치즈로 만들어지는 치즈롤카츠는 커팅 시 자연스럽게 흘러내리는 치즈의 모습으로 시각적 즐거움을 선사한다.
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
자연산	자연산	NNG	O
_	_	_	O
모짜렐라	모짜렐라	NNP	O
_	_	_	O
치즈	치즈	NNG	O
로	로	JKB	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
치즈	치즈	NNG	O
롤	롤	NNG	O
카츠	카츠	NNP	O
는	는	JX	O
_	_	_	O
커팅	커팅	NNG	O
_	_	_	O
시	시	NNB	O
_	_	_	O
자연스럽	자연스럽	VA	O
게	게	EC	O
_	_	_	O
흘러내리	흘러내리	VV	O
는	는	ETM	O
_	_	_	O
치즈	치즈	NNG	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
으로	으로	JKB	O
_	_	_	O
시각적	시각적	NNG	O
_	_	_	O
즐거움	즐거움	NNG	O
을	을	JKO	O
_	_	_	O
선사한다	선사하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 우발적 사고인지, 베트남 선원의 계획적 범행인지는 아직 밝혀지지 않았다.
## 우발적 사고인지, <베트남:ORG> 선원의 계획적 범행인지는 아직 밝혀지지 않았다.
우발적	우발적	NNG	O
_	_	_	O
사고	사고	NNG	O
인지	이+ㄴ지	VCP+EC	O
,	,	SP	O
_	_	_	O
베트남	베트남	NNP	B-ORG
_	_	_	O
선원	선원	NNG	O
의	의	JKG	O
_	_	_	O
계획적	계획적	NNG	O
_	_	_	O
범행	범행	NNG	O
인지	이+ㄴ지	VCP+EC	O
는	는	JX	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
밝혀지	밝혀지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

