## 1
## 손수현 측, 이해준 감독과 결별설 부인 “잘 만나고 있다”
## <손수현:PER> 측, <이해준:PER> 감독과 결별설 부인 “잘 만나고 있다”
손수현	손수현	NNP	B-PER
_	_	_	O
참석할	참석하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
기념우표	기념우표	NNG	O
도	도	JX	O
_	_	_	O
발행할	발행하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 2016년에는 남녀 참가자 통틀어 메달리스트(72타)를 차지하기도 했다.
## <2016년:DAT>에는 남녀 참가자 통틀어 메달리스트(<72타:NOH>)를 차지하기도 했다.
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
남녀	남녀	NNG	O
_	_	_	O
참가자	참가자	NNG	O
_	_	_	O
통틀어	통틀어	MAG	O
_	_	_	O
메달리스트	메달리스트	NNG	O
(	(	SS	O
72	72	SN	B-NOH
타	타	NNG	I-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
차지하	차지하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## ■ 문태국&문지영 듀오 리사이틀｜6월15일 오후8시｜서울 LG아트센터2014년 파블로 카잘스 첼로 콩쿠르에서 한국인 최초로 우승한 첼리스트 문태국(사진 왼쪽), 2014년 제네바 콩쿠르와 2015년 부소니 콩쿠르에서 역시 한국인 최초로 우승한 피아니스트 문지영(사진 오른쪽)의 듀오 리사이틀이 열린다.
## ■ <문태국:PER>&<문지영:PER> 듀오 리사이틀｜<6월15일:DAT> <오후8시:TIM>｜<서울 LG아트센터:LOC><2014년:DAT> <파블로 카잘스 첼로 콩쿠르:POH>에서 한국인 최초로 우승한 첼리스트 <문태국:PER>(사진 왼쪽), <2014년:DAT> <제네바 콩쿠르:POH>와 <2015년:DAT> <부소니 콩쿠르:POH>에서 역시 한국인 최초로 우승한 피아니스트 <문지영:PER>(사진 오른쪽)의 듀오 리사이틀이 열린다.
■	■	SW	O
_	_	_	O
문태국	문태국	NNP	B-PER
&	&	SW	O
문지영	문지영	NNP	B-PER
_	_	_	O
듀오	듀오	NNG	O
_	_	_	O
리사이틀	리사이틀	NNG	O
｜	｜	SW	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
15	15	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
｜	｜	SW	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
LG	LG	SL	I-LOC
아트	아트	NNG	I-LOC
센터	센터	NNG	I-LOC
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
파블로	파블로	NNP	B-POH
_	_	_	I-POH
카잘스	카잘스	NNP	I-POH
_	_	_	I-POH
첼로	첼로	NNG	I-POH
_	_	_	I-POH
콩쿠르	콩쿠르	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
우승한	우승하+ㄴ	VV+ETM	O
_	_	_	O
첼리스트	첼리스트	NNG	O
_	_	_	O
문태국	문태국	NNP	B-PER
(	(	SS	O
사진	사진	NNG	O
_	_	_	O
왼쪽	왼쪽	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
제네바	제네바	NNP	B-POH
_	_	_	I-POH
콩쿠르	콩쿠르	NNG	I-POH
와	와	JC	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
부소니	부소니	NNP	B-POH
_	_	_	I-POH
콩쿠르	콩쿠르	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
우승한	우승하+ㄴ	VV+ETM	O
_	_	_	O
피아니스트	피아니스트	NNG	O
_	_	_	O
문지영	문지영	NNP	B-PER
(	(	SS	O
사진	사진	NNG	O
_	_	_	O
오른쪽	오른쪽	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
듀오	듀오	NNG	O
_	_	_	O
리사이틀	리사이틀	NNG	O
이	이	JKS	O
_	_	_	O
열린다	열리+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 위안부 문제, 징용시설 유네스코 세계문화유산 등재 문제, 후쿠시마 인근 해역 수산물 수입 문제 등 여러 현안을 두고 양국 정부가 사사건건 정면충돌하고 있기 때문이다.
## <위안부:ORG> 문제, 징용시설 유네스코 세계문화유산 등재 문제, <후쿠시마:LOC> 인근 해역 수산물 수입 문제 등 여러 현안을 두고 <양:NOH>국 정부가 사사건건 정면충돌하고 있기 때문이다.
위안부	위안부	NNG	B-ORG
_	_	_	O
문제	문제	NNG	O
,	,	SP	O
_	_	_	O
징용	징용	NNG	O
시설	시설	NNG	O
_	_	_	O
유네스코	유네스코	NNG	O
_	_	_	O
세계	세계	NNG	O
문화유산	문화유산	NNG	O
_	_	_	O
등재	등재	NNG	O
_	_	_	O
문제	문제	NNG	O
,	,	SP	O
_	_	_	O
후쿠시마	후쿠시마	NNP	B-LOC
_	_	_	O
인근	인근	NNG	O
_	_	_	O
해역	해역	NNG	O
_	_	_	O
수산물	수산물	NNG	O
_	_	_	O
수입	수입	NNG	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
현안	현안	NNG	O
을	을	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
양국	양국	NNG	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
사사건건	사사건건	MAG	O
_	_	_	O
정면	정면	NNG	O
충돌	충돌	NNG	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 그러면서 “연기를 그만두고 아르바이트를 찾으러 갔는데 나이가 많아서 안 써주더라. 식당에서 설거지 알바를 했다”며 “한 달에 50만원 정도를 받았는데, 내가 오늘 5만원치 일을 했다는 것이 너무 행복했다.
## 그러면서 “연기를 그만두고 아르바이트를 찾으러 갔는데 나이가 많아서 안 써주더라. 식당에서 설거지 알바를 했다”며 “<한 달:NOH>에 <50만원:MNY> 정도를 받았는데, 내가 오늘 <5만원:MNY>치 일을 했다는 것이 너무 행복했다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
연기	연기	NNG	O
를	를	JKO	O
_	_	_	O
그만두	그만두	VV	O
고	고	EC	O
_	_	_	O
아르바이트	아르바이트	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
으러	으러	EC	O
_	_	_	O
갔	가+았	VV+EP	O
는데	는데	EC	O
_	_	_	O
나이	나이	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
아서	아서	EC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
써	+어	+EC	O
주	주	VX	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
식당	식당	NNG	O
에서	에서	JKB	O
_	_	_	O
설거지	설거지	NNG	O
_	_	_	O
알바	알바	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
한	한	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
에	에	JKB	O
_	_	_	O
50	50	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
정도	정도	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
오늘	오늘	NNG	O
_	_	_	O
5	5	SN	B-MNY
만원	만원하	VV	I-MNY
치	지	EC	O
_	_	_	O
일	일	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
행복	행복하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 서울 남대문서로 호송된 한 위원장은 오후 2시10분부터 1층 수사과 조사실에서 공무집행방해 등 9가지 혐의에 대해 조사를 받고 있다.
## <서울:LOC> <남대문:LOC>서로 호송된 <한:PER> 위원장은 <오후 2시10분:TIM>부터 <1층:NOH> 수사과 조사실에서 공무집행방해 등 <9가지:NOH> 혐의에 대해 조사를 받고 있다.
서울	서울	NNP	B-LOC
_	_	_	O
남대문	남대문	NNP	B-LOC
서	서	XSN	O
로	로	JKB	O
_	_	_	O
호송된	호송되+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	B-PER
_	_	_	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
10	10	SN	I-TIM
분	분	NNB	I-TIM
부터	부터	JX	O
_	_	_	O
1	1	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
수사	수사	NNG	O
과	과	XSN	O
_	_	_	O
조사	조사	NNG	O
실	실	XSN	O
에서	에서	JKB	O
_	_	_	O
공무	공무	NNG	O
집행	집행	NNG	O
방해	방해	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
9	9	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
혐의	혐의	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 제가 국회의원 한 번 더 하려고 출마한 것이 아니다.
## 제가 국회의원 <한 번:NOH> 더 하려고 출마한 것이 아니다.
제	제	NP	O
가	가	JKS	O
_	_	_	O
국회의원	국회의원	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
더	더	MAG	O
_	_	_	O
하	하	VV	O
려고	려고	EC	O
_	_	_	O
출마한	출마하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
.	.	SF	O

## 12
## 관북리 유적과 부소산성은 사비 시기(538~660년) 정교하게 만든 백제 왕궁 시설을 볼 수 있고, 능산리고분군은 백제 고분 양식의 변천 과정을 보여준다.
## <관북리 유적:LOC>과 <부소산성:LOC>은 <사비 시기:DUR>(<538~660년:DUR>) 정교하게 만든 <백제:ORG> 왕궁 시설을 볼 수 있고, <능산리고분군:LOC>은 <백제:ORG> 고분 양식의 변천 과정을 보여준다.
관북리	관북리	NNP	B-LOC
_	_	_	I-LOC
유적	유적	NNG	I-LOC
과	과	JC	O
_	_	_	O
부소산성	부소산성	NNG	B-LOC
은	은	JX	O
_	_	_	O
사비	사비	NNG	B-DUR
_	_	_	I-DUR
시기	시기	NNG	I-DUR
(	(	SS	O
538	538	SN	B-DUR
~	~	SO	I-DUR
660	660	SN	I-DUR
년	년	NNB	I-DUR
)	)	SS	O
_	_	_	O
정교하	정교하	VA	O
게	게	EC	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
백제	백제	NNP	B-ORG
_	_	_	O
왕궁	왕궁	NNG	O
_	_	_	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
능산리	능산리	NNP	B-LOC
고분	고분	NNG	I-LOC
군	군	NNB	I-LOC
은	은	JX	O
_	_	_	O
백제	백제	NNP	B-ORG
_	_	_	O
고분	고분	NNG	O
_	_	_	O
양식	양식	NNG	O
의	의	JKG	O
_	_	_	O
변천	변천	NNG	O
_	_	_	O
과정	과정	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

