## 1
## 부동산전문가들은 “청약통장 1순위 조건이 완화되면서 우수한 입지를 갖춘 수원 영통의 첫 분양단지인 영통 라온 프라이빗의 1순위 청약열기가 더욱 뜨거워질 것으로 보인다”며 “또한 오는 4월부터 민간택지의 분양가상한제 폐지에 따른 수혜단지로도 각광받고 있다”고 설명했다.
## 부동산전문가들은 “청약통장 <1순위:NOH> 조건이 완화되면서 우수한 입지를 갖춘 <수원:LOC> <영통:LOC>의 첫 분양단지인 <영통 라온 프라이빗:ORG>의 <1순위:NOH> 청약열기가 더욱 뜨거워질 것으로 보인다”며 “또한 오는 <4월:DAT>부터 민간택지의 분양가상한제 폐지에 따른 수혜단지로도 각광받고 있다”고 설명했다.
부동산	부동산	NNG	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
관중	관중	NNG	O
으로	으로	JKB	O
_	_	_	O
지켜보	지켜보	VV	O
는	는	ETM	O
_	_	_	O
올림픽	올림픽	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 2010년 4543만 원이던 20, 30대의 전세보증금은 연평균 8.3% 증가해 2014년 6253만 원 수준으로 올랐다.
## <2010년:DAT> <4543만 원:MNY>이던 <20:NOH>, <30대:NOH>의 전세보증금은 연평균 <8.3%:PNT> 증가해 <2014년:DAT> <6253만 원:MNY> 수준으로 올랐다.
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
4543	4543	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	VCP	O
던	던	ETM	O
_	_	_	O
20	20	SN	B-NOH
,	,	SP	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
전세	전세	NNG	O
보증금	보증금	NNG	O
은	은	JX	O
_	_	_	O
연평균	연평균	NNG	O
_	_	_	O
8.3	8.3	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가해	증가하+여	VV+EC	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
6253	6253	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
수준	수준	NNG	O
으로	으로	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## LG 선수들이 맹활약한 박인태를 놀린 사연
## <LG:ORG> 선수들이 맹활약한 <박인태:PER>를 놀린 사연
LG	LG	SL	B-ORG
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
맹활약한	맹활약하+ㄴ	VV+ETM	O
_	_	_	O
박인태	박인태	NNP	B-PER
를	를	JKO	O
_	_	_	O
놀린	놀리+ㄴ	VV+ETM	O
_	_	_	O
사연	사연	NNG	O

## 6
## 선예 둘째 임신, 첫날 출산 2년만에…"축하축하~순산하세요" 네티즌 축하 봇물
## <선예:PER> 둘째 임신, 첫날 출산 <2년만:NOH>에…"축하축하~순산하세요" 네티즌 축하 봇물
선예	선예	NNG	B-PER
_	_	_	O
둘째	둘째	NR	O
_	_	_	O
임신	임신	NNG	O
,	,	SP	O
_	_	_	O
첫날	첫날	NNG	O
_	_	_	O
출산	출산	NNG	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
…	…	SE	O
"	"	SS	O
축하	축하	NNG	O
축하	축하	NNG	O
~	~	SO	O
순산하	순산하	VV	O
세요	세요	EF	O
"	"	SS	O
_	_	_	O
네티즌	네티즌	NNG	O
_	_	_	O
축하	축하	NNG	O
_	_	_	O
봇물	봇물	NNG	O

## 7
## 악몽 같은 기억은 오캘러 골프장에 모두 묻어두고 왔다.
## 악몽 같은 기억은 <오캘러 골프장:LOC>에 모두 묻어두고 왔다.
악몽	악몽	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기억	기억	NNG	O
은	은	JX	O
_	_	_	O
오캘러	오캘러	NNG	B-LOC
_	_	_	I-LOC
골프장	골프장	NNG	I-LOC
에	에	JKB	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
묻	묻	VV	O
어	어	EC	O
두	두	VX	O
고	고	EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 강풀이 드림팩토리 앞에 있는 아파트와 마트 이름을 대라는 등 연락한 이가 내가 맞는지 검증을 했다.
## <강풀:PER>이 <드림팩토리:LOC> 앞에 있는 아파트와 마트 이름을 대라는 등 연락한 이가 내가 맞는지 검증을 했다.
강풀	강풀	NNG	B-PER
이	이	JKS	O
_	_	_	O
드림	드림	NNG	B-LOC
팩토리	팩토리	NNG	I-LOC
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
아파트	아파트	NNG	O
와	와	JC	O
_	_	_	O
마트	마트	NNG	O
_	_	_	O
이름	이름	NNG	O
을	을	JKO	O
_	_	_	O
대	대	VV	O
라는	라는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
연락한	연락하+ㄴ	VV+ETM	O
_	_	_	O
이	이	NNB	O
가	가	JKS	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
맞	맞	VV	O
는지	는지	EC	O
_	_	_	O
검증	검증	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 4년 연속 올스타전에 출전한 데이비스가 MVP가 된 것은 처음이다.
## <4년:NOH> 연속 <올스타전:POH>에 출전한 <데이비스:PER>가 MVP가 된 것은 처음이다.
4	4	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
연속	연속	NNG	O
_	_	_	O
올스타	올스타	NNG	B-POH
전	전	XSN	I-POH
에	에	JKB	O
_	_	_	O
출전한	출전하+ㄴ	VV+ETM	O
_	_	_	O
데이비스	데이비스	NNP	B-PER
가	가	JKS	O
_	_	_	O
MVP	MVP	SL	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 지난해 8월 서울 청담동에 매장을 연 여행가방 브랜드 하트만은 견고한 재질과 기술력으로 실용성을 높이고 클래식한 디자인으로 멋까지 더해 인기를 얻고 있다.
## 지난해 <8월:DAT> <서울:LOC> <청담동:LOC>에 매장을 연 여행가방 브랜드 <하트만:ORG>은 견고한 재질과 기술력으로 실용성을 높이고 클래식한 디자인으로 멋까지 더해 인기를 얻고 있다.
지난해	지난해	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
청담동	청담동	NNP	B-LOC
에	에	JKB	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
연	열+ㄴ	VV+ETM	O
_	_	_	O
여행	여행	NNG	O
가방	가방	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
하트만	하트만	NNP	B-ORG
은	은	JX	O
_	_	_	O
견고한	견고하+ㄴ	VA+ETM	O
_	_	_	O
재질	재질	NNG	O
과	과	JC	O
_	_	_	O
기술력	기술력	NNG	O
으로	으로	JKB	O
_	_	_	O
실용성	실용성	NNG	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
고	고	EC	O
_	_	_	O
클래식	클래식	NNG	O
한	하+ㄴ	XSA+ETM	O
_	_	_	O
디자인	디자인	NNG	O
으로	으로	JKB	O
_	_	_	O
멋	멋	NNG	O
까지	까지	JX	O
_	_	_	O
더해	더하+여	VV+EC	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 하트만은 미국 상류층의 명품 여행가방으로 알려져 있다.
## <하트만:ORG>은 <미국:ORG> 상류층의 명품 여행가방으로 알려져 있다.
하트만	하트만	NNP	B-ORG
은	은	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
상류층	상류층	NNG	O
의	의	JKG	O
_	_	_	O
명품	명품	NNG	O
_	_	_	O
여행	여행	NNG	O
가방	가방	NNG	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 펜스 부통령은 일본을 방문 중이던 19일 요코스카(橫須賀) 미군기지에 정박한 핵 항공모함 로널드 레이건호 선상에서 가진 CNN과의 인터뷰에서 “북한이 아시아·태평양 지역에서 가장 위험하고 가장 즉각적인 위협이라는 것은 의문의 여지가 없다.
## <펜스:PER> 부통령은 <일본:LOC>을 방문 중이던 <19일:DAT> <요코스카(橫須賀) 미군기지:LOC>에 정박한 핵 항공모함 <로널드 레이건호:POH> 선상에서 가진 <CNN:ORG>과의 인터뷰에서 “<북한:ORG>이 <아시아:LOC>·<태평양:LOC> 지역에서 가장 위험하고 가장 즉각적인 위협이라는 것은 의문의 여지가 없다.
펜스	펜스	NNG	B-PER
_	_	_	O
부통령	부통령	NNG	O
은	은	JX	O
_	_	_	O
일본	일본	NNP	B-LOC
을	을	JKO	O
_	_	_	O
방문	방문	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
요코스카	요코스카	NNP	B-LOC
(	(	SS	I-LOC
橫須賀	橫須賀	SH	I-LOC
)	)	SS	I-LOC
_	_	_	I-LOC
미군	미군	NNG	I-LOC
기지	기지	NNG	I-LOC
에	에	JKB	O
_	_	_	O
정박한	정박하+ㄴ	VV+ETM	O
_	_	_	O
핵	핵	NNG	O
_	_	_	O
항공모함	항공모함	NNG	O
_	_	_	O
로널드	로널드	NNP	B-POH
_	_	_	I-POH
레이건	레이건	NNP	I-POH
호	호	XSN	I-POH
_	_	_	O
선상	선상	NNG	O
에서	에서	JKB	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
CNN	CNN	SL	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
아시아	아시아	NNP	B-LOC
·	·	SP	O
태평양	태평양	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
위험하	위험하	VA	O
고	고	EC	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
즉각적	즉각적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
위협	위협	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
의문	의문	NNG	O
의	의	JKG	O
_	_	_	O
여지	여지	NNB	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 특히 맥용과 윈도우용 MS 오피스를 비교해보면 윈도우용이 한층 더 온전한 기능을 제공한다.
## 특히 맥용과 윈도우용 <MS 오피스:POH>를 비교해보면 윈도우용이 한층 더 온전한 기능을 제공한다.
특히	특히	MAG	O
_	_	_	O
맥	맥	NNG	O
용	용	XSN	O
과	과	JC	O
_	_	_	O
윈도우	윈도우	NNG	O
용	용	XSN	O
_	_	_	O
MS	MS	SL	B-POH
_	_	_	I-POH
오피스	오피스	NNG	I-POH
를	를	JKO	O
_	_	_	O
비교해	비교하+여	VV+EC	O
보	보	VX	O
면	면	EC	O
_	_	_	O
윈도우	윈도우	NNG	O
용	용	XSN	O
이	이	JKS	O
_	_	_	O
한층	한층	MAG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
온전한	온전하+ㄴ	VA+ETM	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

