## 1
## 차세대 친환경연료로 각광받고 있는 수소전지 연구자가 대나무 박사가 된 이유는 뭘까? 박 교수는 2000년 고향 지인들에게서 대나무에 무늬를 입히는 기술을 개발해 달라는 부탁을 받았다.
## 차세대 친환경연료로 각광받고 있는 수소전지 연구자가 대나무 박사가 된 이유는 뭘까? <박:PER> 교수는 <2000년:DAT> 고향 지인들에게서 대나무에 무늬를 입히는 기술을 개발해 달라는 부탁을 받았다.
차세대	차세대	NNG	O
## 경기 후 행사장을 찾은 <슈틸리케:PER> 감독은 팬들에게 감사인사를 전하는 한편 더 열성적인 성원을 부탁했다.
경기	경기	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
행사장	행사장	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
슈틸리케	슈틸리케	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
감사	감사	NNG	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
전하	전하	VV	O
는	는	ETM	O
_	_	_	O
한편	한편	NNG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
열성적	열성적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
성원	성원	NNG	O
을	을	JKO	O
_	_	_	O
부탁	부탁하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 고아성, 이준과 부부? SBS ‘풍문으로 들었소’ 엄청난 캐스팅 ‘눈길’
## <고아성:PER>, <이준:PER>과 부부? <SBS:POH> ‘<풍문으로 들었소:POH>’ 엄청난 캐스팅 ‘눈길’
고	고	NNP	B-PER
아성	아성	NNG	I-PER
,	,	SP	O
_	_	_	O
이준	이준	NNP	B-PER
과	과	JC	O
_	_	_	O
부부	부부	NNG	O
?	?	SF	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
풍문	풍문	NNG	B-POH
으로	으로	JKB	I-POH
_	_	_	I-POH
들	듣	VV	I-POH
었	었	EP	I-POH
소	소	EF	I-POH
’	’	SS	O
_	_	_	O
엄청난	엄청나+ㄴ	VA+ETM	O
_	_	_	O
캐스팅	캐스팅	NNG	O
_	_	_	O
‘	‘	SS	O
눈길	눈길	NNG	O
’	’	SS	O

## 11
## 상반기 중 주택담보대출을 받은 대출자가 실직이나 폐업으로 빚을 갚을 형편이 안 되면 1년간 원금 상환을 유예해주는 방안 등이 도입된다.
## 상반기 중 주택담보대출을 받은 대출자가 실직이나 폐업으로 빚을 갚을 형편이 안 되면 <1년간:DUR> 원금 상환을 유예해주는 방안 등이 도입된다.
상반기	상반기	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
주택	주택	NNG	O
담보대출	담보대출	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
대출자	대출자	NNG	O
가	가	JKS	O
_	_	_	O
실직	실직	NNG	O
이나	이나	JC	O
_	_	_	O
폐업	폐업	NNG	O
으로	으로	JKB	O
_	_	_	O
빚	빚	NNG	O
을	을	JKO	O
_	_	_	O
갚	갚	VV	O
을	을	ETM	O
_	_	_	O
형편	형편	NNG	O
이	이	JKC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
면	면	EC	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
원금	원금	NNG	O
_	_	_	O
상환	상환	NNG	O
을	을	JKO	O
_	_	_	O
유예해	유예하+어	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
도입된다	도입되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 한진그룹 주력사인 대한항공은 올해 3월 피지 사이클론, 4월 일본 구마모토 지진 피해 이재민 구호품을 지원하는 등 활발한 사회공헌 활동을 해오고 있다.
## <한진그룹:ORG> 주력사인 <대한항공:ORG>은 올해 <3월:DAT> <피지:LOC> 사이클론, <4월:DAT> <일본:LOC> <구마모토:LOC> 지진 피해 이재민 구호품을 지원하는 등 활발한 사회공헌 활동을 해오고 있다.
한진그룹	한진그룹	NNP	B-ORG
_	_	_	O
주력	주력	NNG	O
사	사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
피	피	VV	B-LOC
지	지	EC	I-LOC
_	_	_	O
사이클론	사이클론	NNG	O
,	,	SP	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
구마모토	구마모토	NNP	B-LOC
_	_	_	O
지진	지진	NNG	O
_	_	_	O
피해	피해	NNG	O
_	_	_	O
이재민	이재민	NNG	O
_	_	_	O
구호품	구호품	NNG	O
을	을	JKO	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
활발한	활발하+ㄴ	VA+ETM	O
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
오	오	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## ‘최정윤 남편 윤태준’배우 최정윤이 ‘해피투게더3’에 출연해 화제가 된 가운데, 과거 최정윤의 남편 윤태준이 ‘애프터스쿨’ 유이의 열성팬임을 밝힌 사실이 눈길을 끌고 있다.
## ‘<최정윤:PER> 남편 <윤태준:PER>’배우 <최정윤:PER>이 ‘<해피투게더3:POH>’에 출연해 화제가 된 가운데, 과거 <최정윤:PER>의 남편 <윤태준:PER>이 ‘<애프터스쿨:ORG>’ <유이:PER>의 열성팬임을 밝힌 사실이 눈길을 끌고 있다.
‘	‘	SS	O
최정윤	최정윤	NNP	B-PER
_	_	_	O
남편	남편	NNG	O
_	_	_	O
윤태준	윤태준	NNP	B-PER
’	’	SS	O
배우	배우	NNG	O
_	_	_	O
최정윤	최정윤	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
해피투게더	해피투게더	NNP	B-POH
3	3	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
최정윤	최정윤	NNP	B-PER
의	의	JKG	O
_	_	_	O
남편	남편	NNG	O
_	_	_	O
윤태준	윤태준	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
애프터	애프터	NNG	B-ORG
스쿨	스쿨	NNG	I-ORG
’	’	SS	O
_	_	_	O
유이	유이	NNP	B-PER
의	의	JKG	O
_	_	_	O
열성	열성	NNG	O
팬	팬	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## 최정윤과 유이는 2012년 KBS ‘해피투게더3’에 게스트로 출연한 적이 있다.
## <최정윤:PER>과 <유이:PER>는 <2012년:DAT> <KBS:POH> ‘<해피투게더3:POH>’에 게스트로 출연한 적이 있다.
최정윤	최정윤	NNP	B-PER
과	과	JC	O
_	_	_	O
유이	유이	NNG	B-PER
는	는	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
KBS	KBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
해피투게더	해피투게더	NNP	B-POH
3	3	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

