## 1
## 스포트라이트팀이 취재한 결과 2012년부터 서울과 경기도, 경상도에서 집단감염이 4개 병원에서 발생해 사망자는 3명, 감염자는 126명에 달했다.
## 스포트라이트팀이 취재한 결과 <2012년:DAT>부터 <서울:LOC>과 <경기도:LOC>, <경상도:LOC>에서 집단감염이 <4개:NOH> 병원에서 발생해 사망자는 <3명:NOH>, 감염자는 <126명:NOH>에 달했다.
스포트라이트	스포트라이트	NNG	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 오종택 기자
## <오종택:PER> 기자
오종택	오종택	NNP	B-PER
_	_	_	O
기자	기자	NNG	O

## 8
## 한신 팬들은 ‘죽음의 방문경기(死のロ一ド)’ 때문에 한신이 성적을 내기가 어렵다고 항변합니다.
## <한신:ORG> 팬들은 ‘죽음의 방문경기(死のロ一ド)’ 때문에 <한신:ORG>이 성적을 내기가 어렵다고 항변합니다.
한신	한신	NNP	B-ORG
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
죽음	죽음	NNG	O
의	의	JKG	O
_	_	_	O
방문	방문	NNG	O
경기	경기	NNG	O
(	(	SS	O
死	死	SH	O
のロ	のロ	SL	O
一	一	SH	O
ド	ド	SL	O
)	)	SS	O
’	’	SS	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
한신	한신	NNP	B-ORG
이	이	JKS	O
_	_	_	O
성적	성적	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
기	기	ETN	O
가	가	JKS	O
_	_	_	O
어렵	어렵	VA	O
다고	다고	EC	O
_	_	_	O
항변합니다	항변하+ㅂ니다	VV+EF	O
.	.	SF	O

## 9
## 설 특집 파일럿 방송을 시작으로 ‘MLT-06’까지 우승을 차지했고요. 잠정 하차 후 5개월 만에 나선 ‘MLT-17’에서도 변함없는 인기로 1위를 차지한 바 있습니다.
## <설:DAT> 특집 파일럿 방송을 시작으로 ‘<MLT-06:POH>’까지 우승을 차지했고요. 잠정 하차 후 <5개월:DAT> 만에 나선 ‘<MLT-17:POH>’에서도 변함없는 인기로 <1위:NOH>를 차지한 바 있습니다.
설	설	NNG	B-DAT
_	_	_	O
특집	특집	NNG	O
_	_	_	O
파일럿	파일럿	NNG	O
_	_	_	O
방송	방송	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
MLT	MLT	SL	B-POH
-	-	SO	I-POH
06	06	SN	I-POH
’	’	SS	O
까지	까지	JX	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
고	고	EC	O
요	요	JX	O
.	.	SF	O
_	_	_	O
잠정	잠정	NNG	O
_	_	_	O
하차	하차	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
5	5	SN	B-DAT
개월	개월	NNB	I-DAT
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
MLT	MLT	SL	B-POH
-	-	SO	I-POH
17	17	SN	I-POH
’	’	SS	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
변함없	변함없	VA	O
는	는	ETM	O
_	_	_	O
인기	인기	NNG	O
로	로	JKB	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
습니다	습니다	EF	O
.	.	SF	O

## 10
## 14차전 종료 시점까지 상금 1위 선수는 9월 열리는 미국여자프로골프(LPGA)투어 메이저대회인 에비앙챔피언십 출전권이 주어진다.
## <14차전:NOH> 종료 시점까지 상금 <1위:NOH> 선수는 <9월:DAT> 열리는 <미국여자프로골프:POH>(<LPGA:POH>)투어 메이저대회인 <에비앙챔피언십:POH> 출전권이 주어진다.
14	14	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
_	_	_	O
종료	종료	NNG	O
_	_	_	O
시점	시점	NNG	O
까지	까지	JX	O
_	_	_	O
상금	상금	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
미국	미국	NNP	B-POH
여자	여자	NNG	I-POH
프로	프로	NNG	I-POH
골프	골프	NNG	I-POH
(	(	SS	O
LPGA	LPGA	SL	B-POH
)	)	SS	O
투어	투어	NNG	O
_	_	_	O
메이저	메이저	NNG	O
대회	대회	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
에비앙	에비앙	NNP	B-POH
챔피언십	챔피언십	NNG	I-POH
_	_	_	O
출전권	출전권	NNG	O
이	이	JKS	O
_	_	_	O
주어진다	주어지+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 그래서 후배가 1등을 했다”고 그때 상황을 설명했다.
## 그래서 후배가 <1등:NOH>을 했다”고 그때 상황을 설명했다.
그래서	그래서	MAJ	O
_	_	_	O
후배	후배	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
등	등	NNB	I-NOH
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
그때	그때	NNG	O
_	_	_	O
상황	상황	NNG	O
을	을	JKO	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 안현수는 “선배가 나중에 나와 후배를 불렀는데 헬맷을 쓰고 오라고 하더라. 헬맷을 쓰고 갔더니 머리를 때리더라. 나보다 내 후배가 더 많이 맞았다”고 털어놨다.
## <안현수:PER>는 “선배가 나중에 나와 후배를 불렀는데 헬맷을 쓰고 오라고 하더라. 헬맷을 쓰고 갔더니 머리를 때리더라. 나보다 내 후배가 더 많이 맞았다”고 털어놨다.
안현수	안현수	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
선배	선배	NNG	O
가	가	JKS	O
_	_	_	O
나중	나중	NNG	O
에	에	JKB	O
_	_	_	O
나	나오	VV	O
와	아	EC	O
_	_	_	O
후배	후배	NNG	O
를	를	JKO	O
_	_	_	O
불	부르	VV	O
렀	었	EP	O
는데	는데	EC	O
_	_	_	O
헬맷	헬맷	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
고	고	EC	O
_	_	_	O
오	오	VV	O
라고	라고	EC	O
_	_	_	O
하	하	VV	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
헬맷	헬맷	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
고	고	EC	O
_	_	_	O
갔	가+았	VV+EP	O
더니	더니	EC	O
_	_	_	O
머리	머리	NNG	O
를	를	JKO	O
_	_	_	O
때리	때리	VV	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
나	나	NP	O
보다	보다	JKB	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
후배	후배	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
털어	털어놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O

