## 1
## 아울러 우승자에게는 상금 5,000만 원과 게임 내 해당 선수의 구단 정보를 바탕으로 한 '우승자 팀 컬러' 적용 영예가 주어지며, 준우승자에게는 2,000만 원의 상금이 지급된다.개막 경기부터 흥미로운 대전이 이어진다.
## 아울러 우승자에게는 상금 <5,000만 원:MNY>과 게임 내 해당 선수의 구단 정보를 바탕으로 한 '우승자 팀 컬러' 적용 영예가 주어지며, 준우승자에게는 <2,000만 원:MNY>의 상금이 지급된다.개막 경기부터 흥미로운 대전이 이어진다.
아울러	아울러	MAG	O
흥미로	흥미롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
대전	대전	NNG	O
이	이	JKS	O
_	_	_	O
이어진다	이어지+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 다시 말해 러시아의 식량부족이 결코 날씨때문이 아니란 점이 분명해지고 있다.
## 다시 말해 <러시아:LOC>의 식량부족이 결코 날씨때문이 아니란 점이 분명해지고 있다.
다시	다시	MAG	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
러시아	러시아	NNP	B-LOC
의	의	JKG	O
_	_	_	O
식량	식량	NNG	O
부족	부족	NNG	O
이	이	JKS	O
_	_	_	O
결코	결코	MAG	O
_	_	_	O
날씨	날씨	NNG	O
때문	때문	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
란	란	ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
분명해	분명하+여	VA+EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 그렇다고 지금 동교동의 「정신적이고 실제적인」 소유주가 나설 입장은 못된다.
## 그렇다고 지금 <동교동:LOC>의 「정신적이고 실제적인」 소유주가 나설 입장은 못된다.
그렇	그렇	VA	O
다고	다고	EC	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
동교동	동교동	NNP	B-LOC
의	의	JKG	O
_	_	_	O
「	「	SS	O
정신적	정신적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
실제	실제	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
」	」	SS	O
_	_	_	O
소유주	소유주	NNG	O
가	가	JKS	O
_	_	_	O
나설	나서+ㄹ	VV+ETM	O
_	_	_	O
입장	입장	NNG	O
은	은	JX	O
_	_	_	O
못된다	못되+ㄴ다	VA+EF	O
.	.	SF	O

## 4
## 슈가맨 파파야 주연정 “보험 설계사”, 조은새 “트로트 가수 활동”…고나은은? ‘배우 활동’
## <슈가맨:POH> <파파야:ORG> <주연정:PER> “보험 설계사”, <조은새:PER> “트로트 가수 활동”…<고나은:PER>은? ‘배우 활동’
슈가맨	슈가맨	NNP	B-POH
_	_	_	O
파파야	파파야	NNG	B-ORG
_	_	_	O
주	주	XPN	B-PER
연정	연정	NNG	I-PER
_	_	_	O
“	“	SS	O
보험	보험	NNG	O
_	_	_	O
설계사	설계사	NNG	O
”	”	SS	O
,	,	SP	O
_	_	_	O
조은	조은	NNP	B-PER
새	새	NNG	I-PER
_	_	_	O
“	“	SS	O
트로트	트로트	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
활동	활동	NNG	O
”	”	SS	O
…	…	SE	O
고나	고나	NNP	B-PER
은은	은은	NNG	O
?	?	SF	O
_	_	_	O
‘	‘	SS	O
배우	배우	NNG	O
_	_	_	O
활동	활동	NNG	O
’	’	SS	O

## 5
## 상주~영덕 고속도로 뚫리면…내륙 오지 청송·영양 ‘천지개벽’
## <상주:LOC>~<영덕:LOC> 고속도로 뚫리면…내륙 오지 <청송:LOC>·<영양:LOC> ‘천지개벽’
상주	상주	NNP	B-LOC
~	~	SO	O
영덕	영덕	NNP	B-LOC
_	_	_	O
고속도로	고속도로	NNG	O
_	_	_	O
뚫리	뚫리	VV	O
면	면	EC	O
…	…	SE	O
내륙	내륙	NNG	O
_	_	_	O
오지	오지	NNG	O
_	_	_	O
청송	청송	NNP	B-LOC
·	·	SP	O
영양	영양	NNG	B-LOC
_	_	_	O
‘	‘	SS	O
천지개벽	천지개벽	NNG	O
’	’	SS	O

## 6
## 콘텐트로는 ‘라인망가(일본식 만화)’와 ‘라인뉴스’ ‘라인뮤직’ ‘라인TV’ ‘라인라이브’ 등이 풍부하게 제공돼 라인을 쓰면서 그대로 TV나 뉴스를 보거나, 음악을 들을 수 있다.
## 콘텐트로는 ‘<라인망가:POH>(일본식 만화)’와 ‘<라인뉴스:POH>’ ‘<라인뮤직:POH>’ ‘<라인TV:POH>’ ‘<라인라이브:POH>’ 등이 풍부하게 제공돼 <라인:POH>을 쓰면서 그대로 TV나 뉴스를 보거나, 음악을 들을 수 있다.
콘텐트	콘텐트	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
라인	라인	NNG	B-POH
망가	망가	NNG	I-POH
(	(	SS	O
일본식	일본식	NNG	O
_	_	_	O
만화	만화	NNG	O
)	)	SS	O
’	’	SS	O
와	와	JC	O
_	_	_	O
‘	‘	SS	O
라인	라인	NNG	B-POH
뉴스	뉴스	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
라인	라인	NNG	B-POH
뮤직	뮤직	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
라인	라인	NNP	B-POH
TV	TV	SL	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
라인	라인	NNG	B-POH
라이브	라이브	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
풍부하	풍부하	VA	O
게	게	EC	O
_	_	_	O
제공돼	제공되+어	VV+EC	O
_	_	_	O
라인	라인	NNG	B-POH
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
면서	면서	EC	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
TV	TV	SL	O
나	나	JC	O
_	_	_	O
뉴스	뉴스	NNG	O
를	를	JKO	O
_	_	_	O
보	보	VV	O
거나	거나	EC	O
,	,	SP	O
_	_	_	O
음악	음악	NNG	O
을	을	JKO	O
_	_	_	O
들	듣	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 심지어는 4% 이하로 보는 전문가도 있다고 전했다.
## 심지어는 <4%:PNT> 이하로 보는 전문가도 있다고 전했다.
심지어	심지어	MAG	O
는	는	JX	O
_	_	_	O
4	4	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이하	이하	NNG	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
전문가	전문가	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이번 행사는 내야지정석과 4층 스카이존, 외야잔디자유석에 한한다.LA타임스 “류현진 27일 불펜피칭 가능” 왼쪽 어깨 통증으로 재활 중인 류현진(28·LA 다저스)이 본격적으로 복귀 수순을 밟을 전망이다.
## 이번 행사는 내야지정석과 <4층:NOH> 스카이존, 외야잔디자유석에 한한다.<LA타임스:POH> “<류현진:PER> <27일:DAT> 불펜피칭 가능” 왼쪽 어깨 통증으로 재활 중인 <류현진:PER>(<28:NOH>·<LA 다저스:ORG>)이 본격적으로 복귀 수순을 밟을 전망이다.
이번	이번	NNG	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
내야	내야	NNG	O
지정석	지정석	NNG	O
과	과	JC	O
_	_	_	O
4	4	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
스카이	스카이	NNG	O
존	존	NNG	O
,	,	SP	O
_	_	_	O
외야	외야	NNG	O
잔디	잔디	NNG	O
자유	자유	NNG	O
석	석	XSN	O
에	에	JKB	O
_	_	_	O
한한다	한하+ㄴ다	VV+EF	O
.	.	SF	O
LA	LA	SL	B-POH
타임스	타임스	NNP	I-POH
_	_	_	O
“	“	SS	O
류현진	류현진	NNP	B-PER
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
불펜	불펜	NNG	O
피칭	피칭	NNG	O
_	_	_	O
가능	가능	NNG	O
”	”	SS	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
어깨	어깨	NNG	O
_	_	_	O
통증	통증	NNG	O
으로	으로	JKB	O
_	_	_	O
재활	재활	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
류현진	류현진	NNP	B-PER
(	(	SS	O
28	28	SN	B-NOH
·	·	SP	O
LA	LA	SL	B-ORG
_	_	_	I-ORG
다저스	다저스	NNP	I-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
본격적	본격적	NNG	O
으로	으로	JKB	O
_	_	_	O
복귀	복귀	NNG	O
_	_	_	O
수순	수순	NNG	O
을	을	JKO	O
_	_	_	O
밟	밟	VV	O
을	을	ETM	O
_	_	_	O
전망	전망	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 고소득자임에도 직장 가입자의 피부양자로 등록되면 건강보험료를 한 푼도 안 내는 등 무임승차하는 사람이 많기 때문이다.
## 고소득자임에도 직장 가입자의 피부양자로 등록되면 건강보험료를 <한 푼:NOH>도 안 내는 등 무임승차하는 사람이 많기 때문이다.
고소득	고소득	NNG	O
자	자	XSN	O
임에도	이+ㅁ에도	VCP+EC	O
_	_	_	O
직장	직장	NNG	O
_	_	_	O
가입자	가입자	NNG	O
의	의	JKG	O
_	_	_	O
피	피	XPN	O
부양	부양	NNG	O
자	자	XSN	O
로	로	JKB	O
_	_	_	O
등록되	등록되	VV	O
면	면	EC	O
_	_	_	O
건강	건강	NNG	O
보험료	보험료	NNG	O
를	를	JKO	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
푼	푼	NNB	I-NOH
도	도	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
무임승차하	무임승차하	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 35년에 걸친 식민통치 시대는 제국주의 시대의 팽창정책이 낳은 예외적 기간이며 한·일 국교 정상화는 양국간 수천 년에 걸친 오랜 국제관계가 정상화 또는 복원된 것임을 50주년을 맞는 이번 기회에 재인식할 필요가 있다.2차 대전 종전 50주년이 되던 1995년, 무라야마 총리는 한국에 대한 식민통치와 중국 침략을 일본 제국주의의 잘못으로 일괄 사과했다.
## <35년:DUR>에 걸친 식민통치 시대는 제국주의 시대의 팽창정책이 낳은 예외적 기간이며 <한·일:ORG> 국교 정상화는 <양:NOH>국간 수천 년에 걸친 오랜 국제관계가 정상화 또는 복원된 것임을 <50주년:NOH>을 맞는 이번 기회에 재인식할 필요가 있다.<2차:NOH> <대전:LOC> 종전 <50주년:NOH>이 되던 <1995년:DAT>, <무라야마:PER> 총리는 <한국:ORG>에 대한 식민통치와 <중국:ORG> 침략을 <일본:ORG> 제국주의의 잘못으로 일괄 사과했다.
35	35	SN	B-DUR
년	년	NNB	I-DUR
에	에	JKB	O
_	_	_	O
걸친	걸치+ㄴ	VV+ETM	O
_	_	_	O
식민	식민	NNG	O
통치	통치	NNG	O
_	_	_	O
시대	시대	NNG	O
는	는	JX	O
_	_	_	O
제국주의	제국주의	NNG	O
_	_	_	O
시대	시대	NNG	O
의	의	JKG	O
_	_	_	O
팽창	팽창	NNG	O
정책	정책	NNG	O
이	이	JKS	O
_	_	_	O
낳	낳	VV	O
은	은	ETM	O
_	_	_	O
예외적	예외적	NNG	O
_	_	_	O
기간	기간	NNG	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
한	한	NNP	B-ORG
·	·	SP	I-ORG
일	일	NNP	I-ORG
_	_	_	O
국교	국교	NNG	O
_	_	_	O
정상화	정상화	NNG	O
는	는	JX	O
_	_	_	O
양국	양국	NNG	O
간	간	NNB	O
_	_	_	O
수천	수천	NR	O
_	_	_	O
년	년	NNB	O
에	에	JKB	O
_	_	_	O
걸친	걸치+ㄴ	VV+ETM	O
_	_	_	O
오랜	오랜	MM	O
_	_	_	O
국제	국제	NNG	O
관계	관계	NNG	O
가	가	JKS	O
_	_	_	O
정상화	정상화	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
복원된	복원되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
50	50	SN	B-NOH
주년	주년	NNB	I-NOH
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
는	는	ETM	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
기회	기회	NNG	O
에	에	JKB	O
_	_	_	O
재인식할	재인식하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
대전	대전	NNG	B-LOC
_	_	_	O
종전	종전	NNG	O
_	_	_	O
50	50	SN	B-NOH
주년	주년	NNB	I-NOH
이	이	JKC	O
_	_	_	O
되	되	VV	O
던	던	ETM	O
_	_	_	O
1995	1995	SN	B-DAT
년	년	NNB	I-DAT
,	,	SP	O
_	_	_	O
무라야마	무라야마	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
식민	식민	NNG	O
통치	통치	NNG	O
와	와	JC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
침략	침략	NNG	O
을	을	JKO	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
제국주의	제국주의	NNG	O
의	의	JKG	O
_	_	_	O
잘못	잘못	NNG	O
으로	으로	JKB	O
_	_	_	O
일괄	일괄	NNG	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## “속으로 ‘저 자가 웬일이지’라고 생각하는 사람이 많을 것”이라는 농담으로 말문을 연 그는 트럼프를 향한 독설을 날리기 시작했다.
## “속으로 ‘저 자가 웬일이지’라고 생각하는 사람이 많을 것”이라는 농담으로 말문을 연 그는 <트럼프:PER>를 향한 독설을 날리기 시작했다.
“	“	SS	O
속	속	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
저	저	MM	O
_	_	_	O
자	자	NNB	O
가	가	JKS	O
_	_	_	O
웬일	웬일	NNG	O
이	이	VCP	O
지	지	EF	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
생각하	생각하	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
농담	농담	NNG	O
으로	으로	JKB	O
_	_	_	O
말문	말문	NNG	O
을	을	JKO	O
_	_	_	O
연	열+ㄴ	VV+ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
를	를	JKO	O
_	_	_	O
향한	향하+ㄴ	VV+ETM	O
_	_	_	O
독설	독설	NNG	O
을	을	JKO	O
_	_	_	O
날리	날리	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 2012년 이명박 전 대통령의 내곡동 사저부지 의혹 사건을 수사했던 특검팀은 서울 통의동 금융감독원 연수원에서 사저부지 매입 계약 등과 관련된 자료를 임의제출 형식으로 제출받았다.
## <2012년:DAT> <이명박:PER> 전 대통령의 <내곡동:LOC> 사저부지 의혹 사건을 수사했던 특검팀은 <서울:LOC> <통의동:LOC> <금융감독원 연수원:LOC>에서 사저부지 매입 계약 등과 관련된 자료를 임의제출 형식으로 제출받았다.
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이명박	이명박	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
내곡동	내곡동	NNP	B-LOC
_	_	_	O
사저	사저	NNG	O
부지	부지	NNG	O
_	_	_	O
의혹	의혹	NNG	O
_	_	_	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
수사	수사하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
특검	특검	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
통의동	통의동	NNP	B-LOC
_	_	_	O
금융감독원	금융감독원	NNG	B-LOC
_	_	_	I-LOC
연수원	연수원	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
사저	사저	NNG	O
부지	부지	NNG	O
_	_	_	O
매입	매입	NNG	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
등	등	NNB	O
과	과	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
임의	임의	NNG	O
제출	제출	NNG	O
_	_	_	O
형식	형식	NNG	O
으로	으로	JKB	O
_	_	_	O
제출	제출	NNG	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 풍납토성의 백제 왕성 진위를 떠나 주민들에게 먼저 적절한 조치가 이뤄져야 한다.
## <풍납토성:LOC>의 <백제 왕성:LOC> 진위를 떠나 주민들에게 먼저 적절한 조치가 이뤄져야 한다.
풍납	풍납	NNP	B-LOC
토성	토성	NNG	I-LOC
의	의	JKG	O
_	_	_	O
백제	백제	NNP	B-LOC
_	_	_	I-LOC
왕	왕	NNG	I-LOC
성	성	XSN	I-LOC
_	_	_	O
진위	진위	NNG	O
를	를	JKO	O
_	_	_	O
떠나	떠나+아	VV+EC	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
적절한	적절하+ㄴ	VA+ETM	O
_	_	_	O
조치	조치	NNG	O
가	가	JKS	O
_	_	_	O
이뤄져야	이루어지+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

