## 1
## 정 원내대표는 “우 수석이 기관 증인으로 채택됐으니 나오는 게 원칙이고 증언을 해주는 것이 지금으로선 맞다고 생각한다”고 말했다.
## <정:PER> 원내대표는 “<우:PER> 수석이 기관 증인으로 채택됐으니 나오는 게 원칙이고 증언을 해주는 것이 지금으로선 맞다고 생각한다”고 말했다.
정	정	NNP	B-PER
_	_	_	O
이	이	NP	O
들	들	XSN	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
카메라	카메라	NNG	O
_	_	_	O
테스트	테스트	NNG	O
와	와	JC	O
_	_	_	O
SNS	SNS	SL	O
_	_	_	O
소셜	소셜	NNG	O
투표	투표	NNG	O
를	를	JKO	O
_	_	_	O
진행해	진행하+여	VV+EC	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
모델	모델	NNG	O
을	을	JKO	O
_	_	_	O
선정한다	선정하+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 최종 선정된 3명에게는 2016년 한 해 동안 ‘훼라민Q’를 대표하는 소비자 모델로 활동할 수 있는 자격을 준다.
## 최종 선정된 <3명:NOH>에게는 <2016년:DUR> <한 해:DUR> 동안 ‘<훼라민Q:POH>’를 대표하는 소비자 모델로 활동할 수 있는 자격을 준다.
최종	최종	NNG	O
_	_	_	O
선정된	선정되+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
2016	2016	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
한	한	MM	B-DUR
_	_	_	I-DUR
해	해	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
‘	‘	SS	O
훼	훼	NNG	B-POH
라민	라민	NNP	I-POH
Q	Q	SL	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
대표하	대표하	VV	O
는	는	ETM	O
_	_	_	O
소비자	소비자	NNG	O
_	_	_	O
모델	모델	NNG	O
로	로	JKB	O
_	_	_	O
활동할	활동하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
자격	자격	NNG	O
을	을	JKO	O
_	_	_	O
준다	주+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## [스포츠동아]
## [<스포츠동아:ORG>]
[	[	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
]	]	SS	O

## 5
## 더욱이 대통령은 지난 20일 수석비서관회의와 어제 시정연설에서 최씨 의혹에 관해 “사과”라는 말도, “오해”라는 말도, “속았다”는 말도 하지 않았다.
## 더욱이 대통령은 지난 <20일:DAT> 수석비서관회의와 어제 시정연설에서 <최:PER>씨 의혹에 관해 “사과”라는 말도, “오해”라는 말도, “속았다”는 말도 하지 않았다.
더욱이	더욱이	MAG	O
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
수석	수석	NNG	O
비서관	비서관	NNG	O
회의	회의	NNG	O
와	와	JKB	O
_	_	_	O
어제	어제	MAG	O
_	_	_	O
시정연설	시정연설	NNG	O
에서	에서	JKB	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
의혹	의혹	NNG	O
에	에	JKB	O
_	_	_	O
관해	관하+여	VV+EC	O
_	_	_	O
“	“	SS	O
사과	사과	NNG	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
말	말	NNG	O
도	도	JX	O
,	,	SP	O
_	_	_	O
“	“	SS	O
오해	오해	NNG	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
말	말	NNG	O
도	도	JX	O
,	,	SP	O
_	_	_	O
“	“	SS	O
속	속	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
도	도	JX	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 박 대통령의 개헌 주장이 설득력을 얻기 위해선 최소한의 전제 조건들이 있다.
## <박:PER> 대통령의 개헌 주장이 설득력을 얻기 위해선 최소한의 전제 조건들이 있다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
개헌	개헌	NNG	O
_	_	_	O
주장	주장	NNG	O
이	이	JKS	O
_	_	_	O
설득력	설득력	NNG	O
을	을	JKO	O
_	_	_	O
얻	얻	VV	O
기	기	ETN	O
_	_	_	O
위해선	위하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
최소한	최소한	NNG	O
의	의	JKG	O
_	_	_	O
전제	전제	NNG	O
_	_	_	O
조건	조건	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 관련 연구는 세계적인 학술지 ‘PAIN’에 거재 되었다.
## 관련 연구는 세계적인 학술지 ‘<PAIN:POH>’에 거재 되었다.
관련	관련	NNG	O
_	_	_	O
연구	연구	NNG	O
는	는	JX	O
_	_	_	O
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
학술지	학술지	NNG	O
_	_	_	O
‘	‘	SS	O
PAIN	PAIN	SL	B-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
거재	거재	NNG	O
_	_	_	O
되	되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ▽매입임대〓가구당 3000만원씩 지원되며 대출한도는 주택신용보증기금의 보증서 범위에서 설정된다.
## ▽매입임대〓가구당 <3000만원:MNY>씩 지원되며 대출한도는 주택신용보증기금의 보증서 범위에서 설정된다.
▽	▽	SW	O
매입	매입	NNG	O
임대	임대	NNG	O
〓	〓	SW	O
가구	가구	NNG	O
당	당	XSN	O
_	_	_	O
3000	3000	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
씩	씩	XSN	O
_	_	_	O
지원	지원	NNG	O
되	되	XSV	O
며	며	EC	O
_	_	_	O
대출	대출	NNG	O
한도	한도	NNG	O
는	는	JX	O
_	_	_	O
주택	주택	NNG	O
신용보증기금	신용보증기금	NNG	O
의	의	JKG	O
_	_	_	O
보증서	보증서	NNG	O
_	_	_	O
범위	범위	NNG	O
에서	에서	JKB	O
_	_	_	O
설정된다	설정되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 한국과 마찬가지로 고위직 공무원일수록 일이 주는 책임과 스트레스는 많지만 이에 따른 보상이 제대로 이뤄지지 않아 우수 인력이 들어오지 않거나 일찍 빠져나간다는 지적이 있었다.
## <한국:ORG>과 마찬가지로 고위직 공무원일수록 일이 주는 책임과 스트레스는 많지만 이에 따른 보상이 제대로 이뤄지지 않아 우수 인력이 들어오지 않거나 일찍 빠져나간다는 지적이 있었다.
한국	한국	NNP	B-ORG
과	과	JKB	O
_	_	_	O
마찬가지	마찬가지	NNG	O
로	로	JKB	O
_	_	_	O
고위	고위	NNG	O
직	직	NNG	O
_	_	_	O
공무원	공무원	NNG	O
일수록	이+ㄹ수록	VCP+EC	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
책임	책임	NNG	O
과	과	JC	O
_	_	_	O
스트레스	스트레스	NNG	O
는	는	JX	O
_	_	_	O
많	많	VA	O
지만	지만	EC	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
보상	보상	NNG	O
이	이	JKS	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
이뤄지	이루어지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
우수	우수	NNG	O
_	_	_	O
인력	인력	NNG	O
이	이	JKS	O
_	_	_	O
들어오	들어오	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
거나	거나	EC	O
_	_	_	O
일찍	일찍	MAG	O
_	_	_	O
빠져나간다는	빠져나가+ㄴ다는	VV+ETM	O
_	_	_	O
지적	지적	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 온라인 중앙일보‘마이리틀텔레비전 김구라’ [사진 ‘마이 리틀 텔레비전’ 캡처]
## 온라인 <중앙일보:ORG>‘<마이리틀텔레비전:POH> <김구라:PER>’ [사진 ‘<마이 리틀 텔레비전:POH>’ 캡처]
온라인	온라인	NNG	O
_	_	_	O
중앙일보	중앙일보	NNP	B-ORG
‘	‘	SS	O
마이	마이	NNG	B-POH
리틀	리틀	NNG	I-POH
텔레비전	텔레비전	NNG	I-POH
_	_	_	O
김구라	김구라	NNP	B-PER
’	’	SS	O
_	_	_	O
[	[	SS	O
사진	사진	NNG	O
_	_	_	O
‘	‘	SS	O
마이	마이	NNG	B-POH
_	_	_	I-POH
리틀	리틀	NNG	I-POH
_	_	_	I-POH
텔레비전	텔레비전	NNG	I-POH
’	’	SS	O
_	_	_	O
캡처	캡처	NNG	O
]	]	SS	O

## 11
## 고시원 주인은 “40대 남자가 도통 방안에서 나오지 않고 어쩌다 외출하면 며칠씩 돌아오지 않는다”고 전했다.
## 고시원 주인은 “<40대:NOH> 남자가 도통 방안에서 나오지 않고 어쩌다 외출하면 며칠씩 돌아오지 않는다”고 전했다.
고시	고시	NNG	O
원	원	XSN	O
_	_	_	O
주인	주인	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
40	40	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
남자	남자	NNG	O
가	가	JKS	O
_	_	_	O
도통	도통	MAG	O
_	_	_	O
방	방	NNG	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
나오	나오	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
어쩌다	어쩌다	MAG	O
_	_	_	O
외출하	외출하	VV	O
면	면	EC	O
_	_	_	O
며칠	며칠	NNG	O
씩	씩	XSN	O
_	_	_	O
돌아오	돌아오	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## PK가 전통적으로 야도였다는 점과 호남 출신이 많은 인구구조, 여기에 새누리당 분당으로 보수 양당 체제가 구축되면서 PK의 보수응집력이 약화된 점 등이 야풍이 거세게 불고 있는 요인이라는 지적이다.
## <PK:LOC>가 전통적으로 야도였다는 점과 <호남:LOC> 출신이 많은 인구구조, 여기에 <새누리당:ORG> 분당으로 보수 <양:NOH>당 체제가 구축되면서 <PK:LOC>의 보수응집력이 약화된 점 등이 야풍이 거세게 불고 있는 요인이라는 지적이다.
PK	PK	SL	B-LOC
가	가	JKS	O
_	_	_	O
전통적	전통적	NNG	O
으로	으로	JKB	O
_	_	_	O
야	야	NNG	O
도	도+이	NNG+VCP	O
였	었	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
과	과	JC	O
_	_	_	O
호남	호남	NNP	B-LOC
_	_	_	O
출신	출신	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
인구	인구	NNG	O
구조	구조	NNG	O
,	,	SP	O
_	_	_	O
여기	여기	NP	O
에	에	JKB	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
분당	분당	NNP	O
으로	으로	JKB	O
_	_	_	O
보수	보수	NNG	O
_	_	_	O
양당	양당	NNG	O
_	_	_	O
체제	체제	NNG	O
가	가	JKS	O
_	_	_	O
구축되	구축되	VV	O
면서	면서	EC	O
_	_	_	O
PK	PK	SL	B-LOC
의	의	JKG	O
_	_	_	O
보수	보수	NNG	O
응집력	응집력	NNG	O
이	이	JKS	O
_	_	_	O
약화된	약화되+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
야풍	야풍	NNG	O
이	이	JKS	O
_	_	_	O
거세	거세	VA	O
게	게	EC	O
_	_	_	O
불	불	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
요인	요인	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
지적	지적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 사이버대 최대 규모의 캠퍼스와 교육 설비는 재학생 만족도가 높다.
## <사이버대:ORG> 최대 규모의 캠퍼스와 교육 설비는 재학생 만족도가 높다.
사이버	사이버	NNG	B-ORG
대	대	NNG	I-ORG
_	_	_	O
최대	최대	NNG	O
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
캠퍼스	캠퍼스	NNG	O
와	와	JC	O
_	_	_	O
교육	교육	NNG	O
_	_	_	O
설비	설비	NNG	O
는	는	JX	O
_	_	_	O
재학생	재학생	NNG	O
_	_	_	O
만족도	만족도	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 익명을 요구한 홍콩정청 보안기구의 한 고위관리는 지난 92년 9월부터 최근까지 홍콩주변 해역에서 발생한 공격과 해적행위 98건에 대해 홍콩정청이 비밀 보고서들을 작성해 이날 유엔에 넘겼으며 이중에는 한국과 북한선박이 중국해군에 의해 공격받고 강제로 나포당한 사례가 두건이나 포함돼 있다고 이날 밝혔다.
## 익명을 요구한 <홍콩정청 보안기구:ORG>의 한 고위관리는 지난 <92년 9월:DAT>부터 최근까지 <홍콩:LOC>주변 해역에서 발생한 공격과 해적행위 <98건:NOH>에 대해 <홍콩정청:ORG>이 비밀 보고서들을 작성해 이날 <유엔:ORG>에 넘겼으며 이중에는 <한국:ORG>과 <북한:ORG>선박이 <중국해군:ORG>에 의해 공격받고 강제로 나포당한 사례가 <두건:NOH>이나 포함돼 있다고 이날 밝혔다.
익명	익명	NNG	O
을	을	JKO	O
_	_	_	O
요구한	요구하+ㄴ	VV+ETM	O
_	_	_	O
홍콩	홍콩	NNP	B-ORG
정청	정청	NNG	I-ORG
_	_	_	I-ORG
보안	보안	NNG	I-ORG
기구	기구	NNG	I-ORG
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
고위	고위	NNG	O
관리	관리	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
92	92	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
9	9	SN	I-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
최근	최근	NNG	O
까지	까지	JX	O
_	_	_	O
홍콩	홍콩	NNP	B-LOC
주변	주변	NNG	O
_	_	_	O
해역	해역	NNG	O
에서	에서	JKB	O
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
공격	공격	NNG	O
과	과	JC	O
_	_	_	O
해적	해적	NNG	O
행위	행위	NNG	O
_	_	_	O
98	98	SN	B-NOH
건	건	NNB	I-NOH
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
홍콩	홍콩	NNP	B-ORG
정청	정청	NNG	I-ORG
이	이	JKS	O
_	_	_	O
비밀	비밀	NNG	O
_	_	_	O
보고서	보고서	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
작성해	작성하+여	VV+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
유엔	유엔	NNP	B-ORG
에	에	JKB	O
_	_	_	O
넘	넘기	VV	O
겼	었	EP	O
으며	으며	EC	O
_	_	_	O
이	이	MM	O
중	중	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
과	과	JC	O
_	_	_	O
북한	북한	NNP	B-ORG
선박	선박	NNG	O
이	이	JKS	O
_	_	_	O
중국	중국	NNP	B-ORG
해군	해군	NNG	I-ORG
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
공격	공격	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
강제	강제	NNG	O
로	로	JKB	O
_	_	_	O
나포당한	나포당하+ㄴ	VV+ETM	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
두건	두건	NNG	B-NOH
이나	이나	JX	O
_	_	_	O
포함돼	포함되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 울산은 2경기에서 단 한 골도 넣지 못해 골에 대한 갈증이 남다르다.
## <울산:ORG>은 <2경기:NOH>에서 단 <한 골:NOH>도 넣지 못해 골에 대한 갈증이 남다르다.
울산	울산	NNP	B-ORG
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
경기	경기	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
단	단	MM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
골	골	NNG	I-NOH
도	도	JX	O
_	_	_	O
넣	넣	VV	O
지	지	EC	O
_	_	_	O
못해	못하+여	VX+EC	O
_	_	_	O
골	골	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
갈증	갈증	NNG	O
이	이	JKS	O
_	_	_	O
남다르	남다르	VA	O
다	다	EF	O
.	.	SF	O

## 16
## ‘dhks****’는 “태극기 이미지 다 훼손하네. 삼일절에 태극기 게양하면 극우친박 응원하는 거 같아 꺼려질 지경이다”라고 했으며, ‘hd79****’도 “태극기가 극우의 상징이 될까봐 두렵다.
## ‘dhks****’는 “태극기 이미지 다 훼손하네. <삼일절:DAT>에 태극기 게양하면 극우친박 응원하는 거 같아 꺼려질 지경이다”라고 했으며, ‘hd79****’도 “태극기가 극우의 상징이 될까봐 두렵다.
‘	‘	SS	O
dhks	dhks	SL	O
*	*	SW	O
*	*	SW	O
*	*	SW	O
*	*	SW	O
’	’	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
태극기	태극기	NNG	O
_	_	_	O
이미지	이미지	NNG	O
_	_	_	O
다	다	MAG	O
_	_	_	O
훼손하	훼손하	VV	O
네	네	EF	O
.	.	SF	O
_	_	_	O
삼일절	삼일절	NNG	B-DAT
에	에	JKB	O
_	_	_	O
태극기	태극기	NNG	O
_	_	_	O
게양하	게양하	VV	O
면	면	EC	O
_	_	_	O
극우	극우	NNG	O
친	친	XPN	O
박	박	NNP	O
_	_	_	O
응원하	응원하	VV	O
는	는	ETM	O
_	_	_	O
거	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EC	O
_	_	_	O
꺼려	꺼리+어	VV+EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
지경	지경	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
했	+였	+EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
hd	hd	SL	O
79	79	SN	O
*	*	SW	O
*	*	SW	O
*	*	SW	O
*	*	SW	O
’	’	SS	O
도	도	JX	O
_	_	_	O
“	“	SS	O
태극기	태극기	NNG	O
가	가	JKS	O
_	_	_	O
극우	극우	NNG	O
의	의	JKG	O
_	_	_	O
상징	상징	NNG	O
이	이	JKC	O
_	_	_	O
될까	되+ㄹ까	VV+EC	O
봐	보+아	VX+EC	O
_	_	_	O
두렵	두렵	VA	O
다	다	EF	O
.	.	SF	O

