## 1
## 올스타 15회 선정된 농구계 전설“여정을 함께해 고마웠다”며 작별 또 한 명의 미국프로농구(NBA) 전설이 코트를 떠난다.
## 올스타 <15회:NOH> 선정된 농구계 전설“여정을 함께해 고마웠다”며 작별 또 한 명의 <미국프로농구:ORG>(<NBA:ORG>) 전설이 코트를 떠난다.
올스타	올스타	NNG	O
다가가	다가가+아	VV+EC	O
_	_	_	O
살펴보	살펴보	VV	O
니	니	EC	O
_	_	_	O
참새	참새+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
흰색	흰색	NNG	O
_	_	_	O
참새	참새	NNG	O
는	는	JX	O
_	_	_	O
태어나서	태어나+아서	VV+EC	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
신기	신기하	VA	O
했	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
한동안	한동안	NNG	O
_	_	_	O
참새	참새	NNG	O
가	가	JKS	O
_	_	_	O
움직이	움직이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
찍	찍	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 96세. 총모자란 조선시대 관모의 하나인 갓의 모자 부분이다.
## <96세:NOH>. 총모자란 <조선시대:DUR> 관모의 <하나:NOH>인 갓의 모자 부분이다.
96	96	SN	B-NOH
세	세	NNB	I-NOH
.	.	SF	O
_	_	_	O
총모자	총모자	NNG	O
란	란	JX	O
_	_	_	O
조선	조선	NNP	B-DUR
시대	시대	NNG	I-DUR
_	_	_	O
관모	관모	NNG	O
의	의	JKG	O
_	_	_	O
하나	하나	NNG	B-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
갓	갓	NNG	O
의	의	JKG	O
_	_	_	O
모자	모자	NNG	O
_	_	_	O
부분	부분	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 조정교부금 배분 기준도 재정력 지수 반영 비율을 20%에서 30%로 높이고 징수 실적 비율은 30%에서 20%로 낮추기로 했다.
## 조정교부금 배분 기준도 재정력 지수 반영 비율을 <20%:PNT>에서 <30%:PNT>로 높이고 징수 실적 비율은 <30%:PNT>에서 <20%:PNT>로 낮추기로 했다.
조정	조정	NNG	O
교부금	교부금	NNG	O
_	_	_	O
배분	배분	NNG	O
_	_	_	O
기준	기준	NNG	O
도	도	JX	O
_	_	_	O
재정	재정	NNG	O
력	력	XSN	O
_	_	_	O
지수	지수	NNG	O
_	_	_	O
반영	반영	NNG	O
_	_	_	O
비율	비율	NNG	O
을	을	JKO	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
에서	에서	JKB	O
_	_	_	O
30	30	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
높이	높이	VV	O
고	고	EC	O
_	_	_	O
징수	징수	NNG	O
_	_	_	O
실적	실적	NNG	O
_	_	_	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
30	30	SN	B-PNT
%	%	SW	I-PNT
에서	에서	JKB	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
낮추	낮추	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 정정순 행자부 지방재정세제실장은 “지난해의 경우 경기도 조정교부금 2조6000억원 중 1조4000억원을 6개 시가 우선 가져가고 나머지 1조2000억원을 25개 시·군이 나눠 가졌다”며 “이로 인해 지자체 간 양극화가 더욱 심해지고 있다는 게 정부의 판단”이라고 설명했다.
## <정정순:PER> <행자부:ORG> 지방재정세제실장은 “지난해의 경우 <경기도:ORG> 조정교부금 <2조6000억원:MNY> 중 <1조4000억원:MNY>을 <6개:NOH> 시가 우선 가져가고 나머지 <1조2000억원:MNY>을 <25개:NOH> 시·군이 나눠 가졌다”며 “이로 인해 지자체 간 양극화가 더욱 심해지고 있다는 게 정부의 판단”이라고 설명했다.
정정순	정정순	NNP	B-PER
_	_	_	O
행자부	행자부	NNG	B-ORG
_	_	_	O
지방	지방	NNG	O
재정	재정	NNG	O
세제	세제	NNG	O
실장	실장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
지난해	지난해	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
경기	경기	NNG	B-ORG
도	도	JX	I-ORG
_	_	_	O
조정	조정	NNG	O
교부금	교부금	NNG	O
_	_	_	O
2	2	SN	B-MNY
조	조	NNG	I-MNY
6000	6000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
중	중	NNG	O
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
4000	4000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시	시	NNG	O
가	가	JKS	O
_	_	_	O
우선	우선	MAG	O
_	_	_	O
가져가	가져가	VV	O
고	고	EC	O
_	_	_	O
나머지	나머지	NNG	O
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
2000	2000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
25	25	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시	시	NNG	O
·	·	SP	O
군	군	NNG	O
이	이	JKS	O
_	_	_	O
나눠	나누+어	VV+EC	O
_	_	_	O
가	가지	VV	O
졌	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이	이	NP	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
지자체	지자체	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
양극화	양극화	NNG	O
가	가	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
심해	심하+여	VA+EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
판단	판단	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 익명을 원한 업계 관계자는 “2011년 동일본 대지진 이후 ‘원전 방사능 공포’가 어느 정도 사라지면서 홋카이도산 생크림을 듬뿍 쓴 제품에 대한 거부감이 줄어든 것도 영향을 미쳤다”고 말했다.
## 익명을 원한 업계 관계자는 “<2011년:DAT> <동일본 대지진:POH> 이후 ‘원전 방사능 공포’가 어느 정도 사라지면서 <홋카이도:LOC>산 생크림을 듬뿍 쓴 제품에 대한 거부감이 줄어든 것도 영향을 미쳤다”고 말했다.
익명	익명	NNG	O
을	을	JKO	O
_	_	_	O
원한	원하+ㄴ	VV+ETM	O
_	_	_	O
업계	업계	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
2011	2011	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
동	동	NNG	B-POH
일본	일본	NNP	I-POH
_	_	_	I-POH
대지진	대지진	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
‘	‘	SS	O
원전	원전	NNG	O
_	_	_	O
방사능	방사능	NNG	O
_	_	_	O
공포	공포	NNG	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
정도	정도	NNG	O
_	_	_	O
사라지	사라지	VV	O
면서	면서	EC	O
_	_	_	O
홋카이도	홋카이도	NNP	B-LOC
산	산	XSN	O
_	_	_	O
생	생	XPN	O
크림	크림	NNG	O
을	을	JKO	O
_	_	_	O
듬뿍	듬뿍	MAG	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
제품	제품	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
거부감	거부감	NNG	O
이	이	JKS	O
_	_	_	O
줄어든	줄어들+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 공연 때마다 ‘할 수 있을까’ 생각했는데 올해는 ‘열심히 해야지’라는 생각만 들어요.” 같은 국립발레단의 수석무용수인 박슬기(31), 김리회(30)와 나이 차는 꽤 난다.
## 공연 때마다 ‘할 수 있을까’ 생각했는데 올해는 ‘열심히 해야지’라는 생각만 들어요.” 같은 <국립발레단:ORG>의 수석무용수인 <박슬기:PER>(<31:NOH>), <김리회:PER>(<30:NOH>)와 나이 차는 꽤 난다.
공연	공연	NNG	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
‘	‘	SS	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을까	을까	EF	O
’	’	SS	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
는데	는데	EC	O
_	_	_	O
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
열심히	열심히	MAG	O
_	_	_	O
해야지	하+여야지	VV+EF	O
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
생각	생각	NNG	O
만	만	JX	O
_	_	_	O
들	들	VV	O
어요	어요	EF	O
.	.	SF	O
”	”	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
국립	국립	NNG	B-ORG
발레	발레	NNG	I-ORG
단	단	XSN	I-ORG
의	의	JKG	O
_	_	_	O
수석	수석	NNG	O
무용수	무용수	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
박슬기	박슬기	NNP	B-PER
(	(	SS	O
31	31	SN	B-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
김리	김리	NNP	B-PER
회	회	XSN	I-PER
(	(	SS	O
30	30	SN	B-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
나이	나이	NNG	O
_	_	_	O
차	차	NNG	O
는	는	JX	O
_	_	_	O
꽤	꽤	MAG	O
_	_	_	O
난다	나+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## CJ는 기업으로 국가에 보답한다는 ‘사업보국(事業報國)’의 정신으로 출발한 기업답게 밀가루와 식용유, 조미료 등 다양한 제품의 국산화에 성공했다.
## <CJ:ORG>는 기업으로 국가에 보답한다는 ‘사업보국(事業報國)’의 정신으로 출발한 기업답게 밀가루와 식용유, 조미료 등 다양한 제품의 국산화에 성공했다.
CJ	CJ	SL	B-ORG
는	는	JX	O
_	_	_	O
기업	기업	NNG	O
으로	으로	JKB	O
_	_	_	O
국가	국가	NNG	O
에	에	JKB	O
_	_	_	O
보답한다는	보답하+ㄴ다는	VV+ETM	O
_	_	_	O
‘	‘	SS	O
사업	사업	NNG	O
보국	보국	NNG	O
(	(	SS	O
事業報國	事業報國	SH	O
)	)	SS	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
정신	정신	NNG	O
으로	으로	JKB	O
_	_	_	O
출발한	출발하+ㄴ	VV+ETM	O
_	_	_	O
기업	기업	NNG	O
답	답	XSA	O
게	게	EC	O
_	_	_	O
밀가루	밀가루	NNG	O
와	와	JC	O
_	_	_	O
식용유	식용유	NNG	O
,	,	SP	O
_	_	_	O
조미료	조미료	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
국산화	국산화	NNG	O
에	에	JKB	O
_	_	_	O
성공	성공하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 물론 수치만 놓고 보면 코리아 세일 페스타가 얼어붙은 소비 심리를 다소간 녹인 측면은 있다.
## 물론 수치만 놓고 보면 <코리아 세일 페스타:POH>가 얼어붙은 소비 심리를 다소간 녹인 측면은 있다.
물론	물론	MAG	O
_	_	_	O
수치	수치	NNG	O
만	만	JX	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
보	보	VX	O
면	면	EC	O
_	_	_	O
코리아	코리아	NNP	B-POH
_	_	_	I-POH
세일	세일	NNG	I-POH
_	_	_	I-POH
페스타	페스타	NNP	I-POH
가	가	JKS	O
_	_	_	O
얼어붙	얼어붙	VV	O
은	은	ETM	O
_	_	_	O
소비	소비	NNG	O
_	_	_	O
심리	심리	NNG	O
를	를	JKO	O
_	_	_	O
다소간	다소간	MAG	O
_	_	_	O
녹인	녹이+ㄴ	VV+ETM	O
_	_	_	O
측면	측면	NNG	O
은	은	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 박상민 교수는 “현재 한국인들의 하루 평균 커피 소비량인 0.7잔은 건강을 염려할 수준이 아니다”며 “하루 3잔 미만의 커피는 폐경기 여성들의 골절을 예방하고 뼈를 건강하게 할 수 있다”고 말했다.
## <박상민:PER> 교수는 “현재 한국인들의 하루 평균 커피 소비량인 <0.7잔:NOH>은 건강을 염려할 수준이 아니다”며 “하루 <3잔:NOH> 미만의 커피는 폐경기 여성들의 골절을 예방하고 뼈를 건강하게 할 수 있다”고 말했다.
박상민	박상민	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
현재	현재	MAG	O
_	_	_	O
한국인	한국인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
커피	커피	NNG	O
_	_	_	O
소비량	소비량	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
0.7	0.7	SN	B-NOH
잔	잔	NNG	I-NOH
은	은	JX	O
_	_	_	O
건강	건강	NNG	O
을	을	JKO	O
_	_	_	O
염려할	염려하+ㄹ	VV+ETM	O
_	_	_	O
수준	수준	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
하루	하루	NNG	O
_	_	_	O
3	3	SN	B-NOH
잔	잔	NNG	I-NOH
_	_	_	O
미만	미만	NNG	O
의	의	JKG	O
_	_	_	O
커피	커피	NNG	O
는	는	JX	O
_	_	_	O
폐경기	폐경기	NNG	O
_	_	_	O
여성	여성	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
골절	골절	NNG	O
을	을	JKO	O
_	_	_	O
예방하	예방하	VV	O
고	고	EC	O
_	_	_	O
뼈	뼈	NNG	O
를	를	JKO	O
_	_	_	O
건강하	건강하	VA	O
게	게	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이번 논문은 미국 국립과학도서관에서 발행하는 국제 학술지인 ‘플로스원(Plos One)’ 최신호에 발표됐다.
## 이번 논문은 <미국:ORG> 국립과학도서관에서 발행하는 국제 학술지인 ‘<플로스원:POH>(<Plos One:POH>)’ 최신호에 발표됐다.
이번	이번	NNG	O
_	_	_	O
논문	논문	NNG	O
은	은	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
국립	국립	NNG	O
과학	과학	NNG	O
도서관	도서관	NNG	O
에서	에서	JKB	O
_	_	_	O
발행하	발행하	VV	O
는	는	ETM	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
학술지	학술지	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
플로스	플로스	NNP	B-POH
원	원	NNB	I-POH
(	(	SS	O
Plos	Plos	SL	B-POH
_	_	_	I-POH
One	One	SL	I-POH
)	)	SS	O
’	’	SS	O
_	_	_	O
최신	최신	NNG	O
호	호	NNB	O
에	에	JKB	O
_	_	_	O
발표	발표되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 국정화 반대 여론 중에는 “한 종의 국정교과서는 국가가 역사 해석을 독점하는 것”이란 우려가 반영돼 있다.
## 국정화 반대 여론 중에는 “<한 종:NOH>의 국정교과서는 국가가 역사 해석을 독점하는 것”이란 우려가 반영돼 있다.
국정	국정	NNG	O
화	화	XSN	O
_	_	_	O
반대	반대	NNG	O
_	_	_	O
여론	여론	NNG	O
_	_	_	O
중	중	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
한	한	MM	B-NOH
_	_	_	I-NOH
종	종	NNG	I-NOH
의	의	JKG	O
_	_	_	O
국정	국정	NNG	O
교과서	교과서	NNG	O
는	는	JX	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
역사	역사	NNG	O
_	_	_	O
해석	해석	NNG	O
을	을	JKO	O
_	_	_	O
독점하	독점하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
란	란	ETM	O
_	_	_	O
우려	우려	NNG	O
가	가	JKS	O
_	_	_	O
반영돼	반영되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 홍상수X김민희 ‘밤의 해변에서 혼자’ 청불 판정 “불륜, 청소년에 유해”
## <홍상수:PER>X<김민희:PER> ‘<밤의 해변에서 혼자:POH>’ 청불 판정 “불륜, 청소년에 유해”
홍상수	홍상수	NNP	B-PER
X	X	SL	O
김민희	김민희	NNP	B-PER
_	_	_	O
‘	‘	SS	O
밤	밤	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
해변	해변	NNG	I-POH
에서	에서	JKB	I-POH
_	_	_	I-POH
혼자	혼자	NNG	I-POH
’	’	SS	O
_	_	_	O
청불	청불	NNP	O
_	_	_	O
판정	판정	NNG	O
_	_	_	O
“	“	SS	O
불륜	불륜	NNG	O
,	,	SP	O
_	_	_	O
청소년	청소년	NNG	O
에	에	JKB	O
_	_	_	O
유해	유해	NNG	O
”	”	SS	O

## 14
## 게이트맨, 더 견고한 ‘아이언후크 시리즈’ 출시 디지털 도어록 게이트맨은 디자인과 구조를 혁신적으로 향상시킨 ‘아이언후크(IH, Iron Hook) 시리즈’ 를 출시했다고 6일 밝혔다.
## <게이트맨:ORG>, 더 견고한 ‘<아이언후크 시리즈:POH>’ 출시 디지털 도어록 <게이트맨:ORG>은 디자인과 구조를 혁신적으로 향상시킨 ‘<아이언후크(IH, Iron Hook) 시리즈:POH>’ 를 출시했다고 <6일:DAT> 밝혔다.
게이트맨	게이트맨	NNG	B-ORG
,	,	SP	O
_	_	_	O
더	더	MAG	O
_	_	_	O
견고한	견고하+ㄴ	VA+ETM	O
_	_	_	O
‘	‘	SS	O
아이언	아이언	NNG	B-POH
후크	후크	NNP	I-POH
_	_	_	I-POH
시리즈	시리즈	NNG	I-POH
’	’	SS	O
_	_	_	O
출시	출시	NNG	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
도어록	도어록	NNG	O
_	_	_	O
게이트맨	게이트맨	NNG	B-ORG
은	은	JX	O
_	_	_	O
디자인	디자인	NNG	O
과	과	JC	O
_	_	_	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
혁신적	혁신적	NNG	O
으로	으로	JKB	O
_	_	_	O
향상	향상	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
‘	‘	SS	O
아이언	아이언	NNG	B-POH
후크	후크	NNP	I-POH
(	(	SS	I-POH
IH	IH	SL	I-POH
,	,	SP	I-POH
_	_	_	I-POH
Iron	Iron	SL	I-POH
_	_	_	I-POH
Hook	Hook	SL	I-POH
)	)	SS	I-POH
_	_	_	I-POH
시리즈	시리즈	NNG	I-POH
’	’	SS	O
_	_	_	O
를	를	JKO	O
_	_	_	O
출시	출시하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

