## 1
## 재계에선 이 부회장이 추후 삼성전자 이사회 의장은 맡되 대표이사(CEO)는 맡지 않을 것이란 추측도 나온다.
## 재계에선 <이:PER> 부회장이 추후 <삼성전자 이사회:ORG> 의장은 맡되 대표이사(CEO)는 맡지 않을 것이란 추측도 나온다.
재계	재계	NNG	O
의	의	JKG	O
_	_	_	O
무	무	XPN	B-PER
케시	케시	NNP	I-PER
_	_	_	I-PER
암	암	NNG	I-PER
바니	바니	NNP	I-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
다수	다수	NNG	O
_	_	_	O
종업원	종업원	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
양질	양질	NNG	O
의	의	JKG	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
전파하	전파하	VV	O
는	는	ETM	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
효율적	효율적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
수단	수단	NNG	O
은	은	JX	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
기술	기술	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 2016 코파 아메리카와 유로2016 우승국간의 대결 성사 여부는 불투명하다.
## <2016:DAT> <코파 아메리카:POH>와 <유로:POH><2016:DAT> 우승국간의 대결 성사 여부는 불투명하다.
2016	2016	SN	B-DAT
_	_	_	O
코파	코파	NNG	B-POH
_	_	_	I-POH
아메리카	아메리카	NNP	I-POH
와	와	JC	O
_	_	_	O
유로	유로	NNG	B-POH
2016	2016	SN	B-DAT
_	_	_	O
우승	우승	NNG	O
국	국	XSN	O
간	간	NNB	O
의	의	JKG	O
_	_	_	O
대결	대결	NNG	O
_	_	_	O
성사	성사	NNG	O
_	_	_	O
여부	여부	NNG	O
는	는	JX	O
_	_	_	O
불투명하	불투명하	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 하지만 두 달 후인 8월에 롯데홀딩스 최대 지분(28.1%)을 가진 광윤사 대표이사에 오르고, 아버지 신격호 총괄회장이 “후계자는 신동주”라고 말하는 위임 메시지 동영상을 공개하는 등 이번 주총을 준비해 왔다.
## 하지만 <두 달:NOH> 후인 <8월:DAT>에 <롯데홀딩스:ORG> 최대 지분(<28.1%:PNT>)을 가진 <광윤사:ORG> 대표이사에 오르고, 아버지 <신격호:PER> 총괄회장이 “후계자는 <신동주:PER>”라고 말하는 위임 메시지 동영상을 공개하는 등 이번 주총을 준비해 왔다.
하지만	하지만	MAJ	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
_	_	_	O
후	후	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
롯데홀딩스	롯데홀딩스	NNP	B-ORG
_	_	_	O
최대	최대	NNG	O
_	_	_	O
지분	지분	NNG	O
(	(	SS	O
28.1	28.1	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
광윤사	광윤사	NNP	B-ORG
_	_	_	O
대표이사	대표이사	NNG	O
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
아버지	아버지	NNG	O
_	_	_	O
신격호	신격호	NNP	B-PER
_	_	_	O
총괄	총괄	NNG	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
후계자	후계자	NNG	O
는	는	JX	O
_	_	_	O
신동주	신동주	NNP	B-PER
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
위임	위임	NNG	O
_	_	_	O
메시지	메시지	NNG	O
_	_	_	O
동영상	동영상	NNG	O
을	을	JKO	O
_	_	_	O
공개하	공개하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
주총	주총	NNG	O
을	을	JKO	O
_	_	_	O
준비해	준비하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 말레이시아는 협상을 통해 출국 금지자들을 맞교환한 후 북한과 외교를 단절하려 했다.
## <말레이시아:ORG>는 협상을 통해 출국 금지자들을 맞교환한 후 <북한:ORG>과 외교를 단절하려 했다.
말레이시아	말레이시아	NNP	B-ORG
는	는	JX	O
_	_	_	O
협상	협상	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
출국	출국	NNG	O
_	_	_	O
금지	금지	NNG	O
자	자	XSN	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
맞교환한	맞교환하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
과	과	JC	O
_	_	_	O
외교	외교	NNG	O
를	를	JKO	O
_	_	_	O
단절하	단절하	VV	O
려	려	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 경찰은 오후 1시 수색견을 동원했고 군 특공대도 투입시켰다.
## 경찰은 <오후 1시:TIM> 수색견을 동원했고 <군 특공대:ORG>도 투입시켰다.
경찰	경찰	NNG	O
은	은	JX	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
1	1	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
수색견	수색견	NNG	O
을	을	JKO	O
_	_	_	O
동원	동원하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
군	군	NNG	B-ORG
_	_	_	I-ORG
특공대	특공대	NNG	I-ORG
도	도	JX	O
_	_	_	O
투입	투입	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 인천시는 14, 15일 100년 전 근대 건축물이 몰려 있는 중구 인천아트플랫폼 일대에서 ‘개항장문화지구 근대거리 페스티벌’을 연다.
## <인천시:ORG>는 <14:DAT>, <15일:DAT> <100년:NOH> 전 근대 건축물이 몰려 있는 <중구 인천아트플랫폼:LOC> 일대에서 ‘<개항장문화지구 근대거리 페스티벌:POH>’을 연다.
인천시	인천시	NNP	B-ORG
는	는	JX	O
_	_	_	O
14	14	SN	B-DAT
,	,	SP	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
100	100	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
근대	근대	NNG	O
_	_	_	O
건축물	건축물	NNG	O
이	이	JKS	O
_	_	_	O
몰려	몰리+어	VV+EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
중	중	NNG	B-LOC
구	구	NNG	I-LOC
_	_	_	I-LOC
인천	인천	NNP	I-LOC
아트	아트	NNG	I-LOC
플랫폼	플랫폼	NNG	I-LOC
_	_	_	O
일대	일대	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
개항장	개항장	NNG	B-POH
문화	문화	NNG	I-POH
지구	지구	NNG	I-POH
_	_	_	I-POH
근대	근대	NNG	I-POH
거리	거리	XSV	I-POH
_	_	_	I-POH
페스티벌	페스티벌	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
연다	열+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 보고서는 “북한 당국은 생존 조건이 잔혹하고 수용자들에게 강제노동을 시키며 살아나올 것으로 기대할 수 없는 정치범 수용소를 운영하고 있다”고 지적했다.
## 보고서는 “<북한:ORG> 당국은 생존 조건이 잔혹하고 수용자들에게 강제노동을 시키며 살아나올 것으로 기대할 수 없는 정치범 수용소를 운영하고 있다”고 지적했다.
보고서	보고서	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
_	_	_	O
당국	당국	NNG	O
은	은	JX	O
_	_	_	O
생존	생존	NNG	O
_	_	_	O
조건	조건	NNG	O
이	이	JKS	O
_	_	_	O
잔혹하	잔혹하	VA	O
고	고	EC	O
_	_	_	O
수용자	수용자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
강제	강제	NNG	O
노동	노동	NNG	O
을	을	JKO	O
_	_	_	O
시키	시키	VV	O
며	며	EC	O
_	_	_	O
살	살	VV	O
아	아	EC	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대할	기대하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
정치범	정치범	NNG	O
_	_	_	O
수용소	수용소	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 본보기집은 태전동 산 4-1번지에 마련돼 있다.
## 본보기집은 <태전동 산 4-1번지:LOC>에 마련돼 있다.
본보기	본보기	NNG	O
집	집	NNG	O
은	은	JX	O
_	_	_	O
태전동	태전동	NNP	B-LOC
_	_	_	I-LOC
산	산	NNG	I-LOC
_	_	_	I-LOC
4	4	SN	I-LOC
-	-	SO	I-LOC
1	1	SN	I-LOC
번지	번지	NNG	I-LOC
에	에	JKB	O
_	_	_	O
마련돼	마련되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 이후 7월 한국과 함께 중국 동영상 사이트에서 동시 공개하기 위해 지난달 30일 현지 방송담당 정책부서인 국가신문출판광전총국에 10회분의 제작 완료분을 전달했다.
## 이후 <7월:DAT> <한국:LOC>과 함께 <중국:LOC> 동영상 사이트에서 동시 공개하기 위해 지난달 <30일:DAT> 현지 방송담당 정책부서인 <국가신문출판광전총국:ORG>에 <10회:NOH>분의 제작 완료분을 전달했다.
이후	이후	NNG	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
한국	한국	NNP	B-LOC
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
사이트	사이트	NNG	O
에서	에서	JKB	O
_	_	_	O
동시	동시	NNG	O
_	_	_	O
공개하	공개하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
현지	현지	NNG	O
_	_	_	O
방송	방송	NNG	O
담당	담당	NNG	O
_	_	_	O
정책	정책	NNG	O
부서	부서	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
국가	국가	NNG	B-ORG
신문	신문	NNG	I-ORG
출판	출판	NNG	I-ORG
광전	광전	NNG	I-ORG
총국	총국	NNG	I-ORG
에	에	JKB	O
_	_	_	O
10	10	SN	B-NOH
회	회	NNB	I-NOH
분	분	XSN	O
의	의	JKG	O
_	_	_	O
제작	제작	NNG	O
_	_	_	O
완료	완료	NNG	O
분	분	XSN	O
을	을	JKO	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 발행인인 성낙인 총장 등으로 구성된 운영위원회는 “사칙상 편집권이 누구에게도 귀속돼 있지 않아 편집권 침해는 성립될 수 없다”고 밝혔다.
## 발행인인 <성낙인:PER> 총장 등으로 구성된 운영위원회는 “사칙상 편집권이 누구에게도 귀속돼 있지 않아 편집권 침해는 성립될 수 없다”고 밝혔다.
발행인	발행인	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
성낙인	성낙인	NNP	B-PER
_	_	_	O
총장	총장	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
운영	운영	NNG	O
위원회	위원회	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
사칙	사칙	NNG	O
상	상	XSN	O
_	_	_	O
편집권	편집권	NNG	O
이	이	JKS	O
_	_	_	O
누구	누구	NP	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
귀속돼	귀속되+어	VV+EC	O
_	_	_	O
있	있	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
편집권	편집권	NNG	O
_	_	_	O
침해	침해	NNG	O
는	는	JX	O
_	_	_	O
성립될	성립되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 울리 슈틸리케(62·독일) 대표팀 감독은 11일 천안에서 펼쳐진 캐나다와의 친선경기 후반 21분 황희찬을 교체로 투입했다.
## <울리 슈틸리케:PER>(<62:NOH>·<독일:LOC>) 대표팀 감독은 <11일:DAT> <천안:LOC>에서 펼쳐진 <캐나다:ORG>와의 친선경기 <후반 21분:TIM> <황희찬:PER>을 교체로 투입했다.
울리	울리	NNP	B-PER
_	_	_	I-PER
슈틸리케	슈틸리케	NNP	I-PER
(	(	SS	O
62	62	SN	B-NOH
·	·	SP	O
독일	독일	NNP	B-LOC
)	)	SS	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
천안	천안	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
펼쳐진	펼쳐지+ㄴ	VV+ETM	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
친선	친선	NNG	O
경기	경기	NNG	O
_	_	_	O
후반	후반	NNG	B-TIM
_	_	_	I-TIM
21	21	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
황희찬	황희찬	NNP	B-PER
을	을	JKO	O
_	_	_	O
교체	교체	NNG	O
로	로	JKB	O
_	_	_	O
투입	투입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘힐링캠프’ 유준상, “ 이 방송은 유재석에게 바치는 방송” 왜?
## ‘<힐링캠프:POH>’ <유준상:PER>, “ 이 방송은 <유재석:PER>에게 바치는 방송” 왜?
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
_	_	_	O
유준상	유준상	NNP	B-PER
,	,	SP	O
_	_	_	O
“	“	SS	O
_	_	_	O
이	이	MM	O
_	_	_	O
방송	방송	NNG	O
은	은	JX	O
_	_	_	O
유재석	유재석	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
바치	바치	VV	O
는	는	ETM	O
_	_	_	O
방송	방송	NNG	O
”	”	SS	O
_	_	_	O
왜	왜	MAG	O
?	?	SF	O

## 14
## 특히 4대강 사업지인 충남 공주보와 경북 상주보의 물을 인근 저수지에 보내기 위해 747억 원 규모의 도수로(導水路) 공사를 올해 새로 시작하기로 했다.
## 특히 <4대강:NOH> 사업지인 <충남 공주보:LOC>와 <경북 상주보:LOC>의 물을 인근 저수지에 보내기 위해 <747억 원:MNY> 규모의 도수로(導水路) 공사를 올해 새로 시작하기로 했다.
특히	특히	MAG	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNG	I-NOH
강	강	NNG	I-NOH
_	_	_	O
사업	사업	NNG	O
지	지	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
충남	충남	NNP	B-LOC
_	_	_	I-LOC
공주	공주	NNP	I-LOC
보	보	XSN	I-LOC
와	와	JKB	O
_	_	_	O
경북	경북	NNP	B-LOC
_	_	_	I-LOC
상	상	XSN	I-LOC
주보	주보	NNG	I-LOC
의	의	JKG	O
_	_	_	O
물	물	NNG	O
을	을	JKO	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
저수지	저수지	NNG	O
에	에	JKB	O
_	_	_	O
보내	보내	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
747	747	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
도수로	도수로	NNG	O
(	(	SS	O
導水路	導水路	SH	O
)	)	SS	O
_	_	_	O
공사	공사	NNG	O
를	를	JKO	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
시작하	시작하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이렇듯 삼성전자 호재가 있는 평택에 총 5705가구 미니신도시급 규모의 ‘자이’ 아파트가 들어선다.
## 이렇듯 <삼성전자:ORG> 호재가 있는 <평택:LOC>에 총 <5705가구:NOH> 미니신도시급 규모의 ‘<자이:POH>’ 아파트가 들어선다.
이렇	이렇	VA	O
듯	듯	EC	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
_	_	_	O
호재	호재	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
평택	평택	NNP	B-LOC
에	에	JKB	O
_	_	_	O
총	총	MM	O
_	_	_	O
5705	5705	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
미니	미니	NNG	O
신도시	신도시	NNG	O
급	급	NNG	O
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
자이	자이	NNP	B-POH
’	’	SS	O
_	_	_	O
아파트	아파트	NNG	O
가	가	JKS	O
_	_	_	O
들어선다	들어서+ㄴ다	VV+EF	O
.	.	SF	O

