## 1
## 서울대가 올해 자연과학대학 신입생을 대상으로 글쓰기 능력 평가를 실시한다.
## <서울대:ORG>가 올해 자연과학대학 신입생을 대상으로 글쓰기 능력 평가를 실시한다.
서울대	서울대	NNP	B-ORG
## 최 씨는 지난해 여름 수도권과 강원도의 워터파크 3곳과 야외수영장 1곳의 샤워실에서 여성들이 샤워하는 모습을 몰래 촬영한 혐의가 있다.
## <최:PER> 씨는 지난해 여름 <수도권:LOC>과 <강원도:LOC>의 워터파크 <3곳:NOH>과 야외수영장 <1곳:NOH>의 샤워실에서 여성들이 샤워하는 모습을 몰래 촬영한 혐의가 있다.
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
여름	여름	NNG	O
_	_	_	O
수도권	수도권	NNG	B-LOC
과	과	JC	O
_	_	_	O
강원도	강원도	NNP	B-LOC
의	의	JKG	O
_	_	_	O
워터파크	워터파크	NNP	O
_	_	_	O
3	3	SN	B-NOH
곳	곳	NNG	I-NOH
과	과	JC	O
_	_	_	O
야외	야외	NNG	O
수영장	수영장	NNG	O
_	_	_	O
1	1	SN	B-NOH
곳	곳	NNG	I-NOH
의	의	JKG	O
_	_	_	O
샤워	샤워	NNG	O
실	실	XSN	O
에서	에서	JKB	O
_	_	_	O
여성	여성	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
샤워하	샤워하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
몰래	몰래	MAG	O
_	_	_	O
촬영한	촬영하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 동영상에는 여성, 아동 등 100여 명의 얼굴과 신체가 그대로 노출됐으며 ‘워터파크 몰카’라 불리며 유포돼 논란이 커졌다.
## 동영상에는 여성, 아동 등 <100여 명:NOH>의 얼굴과 신체가 그대로 노출됐으며 ‘워터파크 몰카’라 불리며 유포돼 논란이 커졌다.
동영상	동영상	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
여성	여성	NNG	O
,	,	SP	O
_	_	_	O
아동	아동	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
100	100	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
얼굴	얼굴	NNG	O
과	과	JC	O
_	_	_	O
신체	신체	NNG	O
가	가	JKS	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
노출	노출되	VV	O
됐	었	EP	O
으며	으며	EC	O
_	_	_	O
‘	‘	SS	O
워터	워터	NNG	O
파크	파크	NNG	O
_	_	_	O
몰카	몰카	NNG	O
’	’	SS	O
라	라	JKQ	O
_	_	_	O
불리	불리	VV	O
며	며	EC	O
_	_	_	O
유포돼	유포되+어	VV+EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
커	커지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 미국 채권과 달러 등 유동성에도 투자한다.
## <미국:ORG> 채권과 달러 등 유동성에도 투자한다.
미국	미국	NNP	B-ORG
_	_	_	O
채권	채권	NNG	O
과	과	JC	O
_	_	_	O
달러	달러	NNB	O
_	_	_	O
등	등	NNB	O
_	_	_	O
유동성	유동성	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
투자한다	투자하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 아베 신조 내각은 주한대사 일시 귀국 등 강경조치 이후 지지율이 올라간 것에 고무돼 있다.
## <아베 신조:PER> 내각은 주한대사 일시 귀국 등 강경조치 이후 지지율이 올라간 것에 고무돼 있다.
아베	아베	NNP	B-PER
_	_	_	I-PER
신조	신조	NNP	I-PER
_	_	_	O
내각	내각	NNG	O
은	은	JX	O
_	_	_	O
주한	주한	NNG	O
대사	대사	NNG	O
_	_	_	O
일시	일시	NNG	O
_	_	_	O
귀국	귀국	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
강경	강경	NNG	O
조치	조치	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
지지율	지지율	NNG	O
이	이	JKS	O
_	_	_	O
올라간	올라가+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
고무돼	고무되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## ‘악스트’는 주요 문학출판사들의 문예지와 맞먹는 판매부수로 돌풍을 일으켜 화제가 됐다.
## ‘<악스트:POH>’는 주요 문학출판사들의 문예지와 맞먹는 판매부수로 돌풍을 일으켜 화제가 됐다.
‘	‘	SS	O
악	악	NNG	B-POH
스트	스트	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
문학	문학	NNG	O
출판사	출판사	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
문예지	문예지	NNG	O
와	와	JC	O
_	_	_	O
맞먹	맞먹	VV	O
는	는	ETM	O
_	_	_	O
판매	판매	NNG	O
부수	부수	NNG	O
로	로	JKB	O
_	_	_	O
돌풍	돌풍	NNG	O
을	을	JKO	O
_	_	_	O
일으켜	일으키+어	VV+EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 블룸버그는 “무엇보다 캐머런은 EU 신규 규제가 주는 충격을 완화할 수 있는 장치를 따냈다”고 보도했다.
## <블룸버그:PER>는 “무엇보다 <캐머런:PER>은 <EU:ORG> 신규 규제가 주는 충격을 완화할 수 있는 장치를 따냈다”고 보도했다.
블룸버그	블룸버그	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
캐머런	캐머런	NNP	B-PER
은	은	JX	O
_	_	_	O
EU	EU	SL	B-ORG
_	_	_	O
신규	신규	NNG	O
_	_	_	O
규제	규제	NNG	O
가	가	JKS	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
충격	충격	NNG	O
을	을	JKO	O
_	_	_	O
완화할	완화하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
장치	장치	NNG	O
를	를	JKO	O
_	_	_	O
따	따+아	VV+EC	O
냈	내+었	VX+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 우즈 역시 여전히 자신의 건강 상태에 대해 확신을 못하는 상황에서 허리 통증 없이 대회를 치르는 것을 최우선 과제로 삼았다.
## <우즈:PER> 역시 여전히 자신의 건강 상태에 대해 확신을 못하는 상황에서 허리 통증 없이 대회를 치르는 것을 최우선 과제로 삼았다.
우즈	우즈	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
여전히	여전히	MAG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
건강	건강	NNG	O
_	_	_	O
상태	상태	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
확신	확신	NNG	O
을	을	JKO	O
_	_	_	O
못하	못하	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
허리	허리	NNG	O
_	_	_	O
통증	통증	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
치르	치르	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
최우선	최우선	NNG	O
_	_	_	O
과제	과제	NNG	O
로	로	JKB	O
_	_	_	O
삼	삼	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 中 관광객 주문 폭주에 싱글벙글
## <中:ORG> 관광객 주문 폭주에 싱글벙글
中	中	SH	B-ORG
_	_	_	O
관광객	관광객	NNG	O
_	_	_	O
주문	주문	NNG	O
_	_	_	O
폭주	폭주	NNG	O
에	에	JKB	O
_	_	_	O
싱글벙글	싱글벙글	MAG	O

## 12
## 0%대 지지율을 보유한 나머지 좀비 후보들로 답이 보이나”라며 “자유당 정권재창출을 위한 가장 파격적인 인재, 좌파에게서도 표를 가져올 수 있는 가장 강력한 확장성, 김용민 외에 답이 있나? 저는 자유당의 안희정”이라고 주장했다.
## <0%:PNT>대 지지율을 보유한 나머지 좀비 후보들로 답이 보이나”라며 “<자유당:ORG> 정권재창출을 위한 가장 파격적인 인재, 좌파에게서도 표를 가져올 수 있는 가장 강력한 확장성, <김용민:PER> 외에 답이 있나? 저는 <자유당:ORG>의 <안희정:PER>”이라고 주장했다.
0	0	SN	B-PNT
%	%	SW	I-PNT
대	대	XSN	O
_	_	_	O
지지율	지지율	NNG	O
을	을	JKO	O
_	_	_	O
보유한	보유하+ㄴ	VV+ETM	O
_	_	_	O
나머지	나머지	NNG	O
_	_	_	O
좀비	좀비	NNG	O
_	_	_	O
후보	후보	NNG	O
들	들	XSN	O
로	로	JKB	O
_	_	_	O
답	답	NNG	O
이	이	JKS	O
_	_	_	O
보이나	보이나	NNP	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
자유당	자유당	NNP	B-ORG
_	_	_	O
정권	정권	NNG	O
재	재	XPN	O
창출	창출	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
파격적	파격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
인재	인재	NNG	O
,	,	SP	O
_	_	_	O
좌파	좌파	NNG	O
에게서	에게서	JKB	O
도	도	JX	O
_	_	_	O
표	표	NNG	O
를	를	JKO	O
_	_	_	O
가져올	가져오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
강력한	강력하+ㄴ	VA+ETM	O
_	_	_	O
확장	확장	NNG	O
성	성	XSN	O
,	,	SP	O
_	_	_	O
김용민	김용민	NNP	B-PER
_	_	_	O
외	외	NNB	O
에	에	JKB	O
_	_	_	O
답	답	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
나	나	EF	O
?	?	SF	O
_	_	_	O
저	저	NP	O
는	는	JX	O
_	_	_	O
자유당	자유당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
안희정	안희정	NNP	B-PER
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 김 씨는 “자유당이 계속 제명조치를 고집한다면 법적 소송을 통해 당원지위를 회복하겠다”고 재차 강조하며 “자력으로 자유당의 희망을 만들겠다”고 했다.
## <김:PER> 씨는 “<자유당:ORG>이 계속 제명조치를 고집한다면 법적 소송을 통해 당원지위를 회복하겠다”고 재차 강조하며 “자력으로 <자유당:ORG>의 희망을 만들겠다”고 했다.
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
자유당	자유당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
제명	제명	NNG	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
고집한다면	고집하+ㄴ다면	VV+EC	O
_	_	_	O
법적	법적	NNG	O
_	_	_	O
소송	소송	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
당원	당원	NNG	O
지위	지위	NNG	O
를	를	JKO	O
_	_	_	O
회복하	회복하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
재차	재차	MAG	O
_	_	_	O
강조하	강조하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
자력	자력	NNG	O
으로	으로	JKB	O
_	_	_	O
자유당	자유당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
희망	희망	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 김 씨는 지난 17일 자유한국당에 입당했다가 이날 오후 8시 입당 8시간에 ‘제명’ 처리를 당했다.
## <김:PER> 씨는 지난 <17일:DAT> <자유한국당:ORG>에 입당했다가 이날 <오후 8시:TIM> 입당 <8시간:NOH>에 ‘제명’ 처리를 당했다.
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자유	자유	NNG	B-ORG
한국	한국	NNP	I-ORG
당	당	NNG	I-ORG
에	에	JKB	O
_	_	_	O
입당	입당하	VV	O
했	였	EP	O
다가	다가	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
입당	입당	NNG	O
_	_	_	O
8	8	SN	B-NOH
시간	시간	NNB	I-NOH
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
제명	제명	NNG	O
’	’	SS	O
_	_	_	O
처리	처리	NNG	O
를	를	JKO	O
_	_	_	O
당	당하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 구글은 올해 1년 차 운영 과정에서 얻은 피드백을 바탕으로 스타트업의 성장에 실질적으로 도움이 되는 프로그램들을 확충해나갈 예정이다.
## <구글:ORG>은 올해 <1년:DAT> 차 운영 과정에서 얻은 피드백을 바탕으로 스타트업의 성장에 실질적으로 도움이 되는 프로그램들을 확충해나갈 예정이다.
구글	구글	NNG	B-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
1	1	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
차	차	NNB	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
얻	얻	VV	O
은	은	ETM	O
_	_	_	O
피드백	피드백	NNG	O
을	을	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
스타트	스타트	NNG	O
업	업	NNG	O
의	의	JKG	O
_	_	_	O
성장	성장	NNG	O
에	에	JKB	O
_	_	_	O
실질적	실질적	NNG	O
으로	으로	JKB	O
_	_	_	O
도움	도움	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
프로그램	프로그램	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
확충해	확충하+여	VV+EC	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 브라운스커피는 △근로계약서 작성 △초과근무 수당 지급 △정규직 전환 기회 마련 등을 준수하고 있다.
## <브라운스커피:PER>는 △근로계약서 작성 △초과근무 수당 지급 △정규직 전환 기회 마련 등을 준수하고 있다.
브라운스	브라운스	NNP	B-PER
커피	커피	NNG	I-PER
는	는	JX	O
_	_	_	O
△	△	SW	O
근로	근로	NNG	O
계약서	계약서	NNG	O
_	_	_	O
작성	작성	NNG	O
_	_	_	O
△	△	SW	O
초과	초과	NNG	O
근무	근무	NNG	O
_	_	_	O
수당	수당	NNG	O
_	_	_	O
지급	지급	NNG	O
_	_	_	O
△	△	SW	O
정규직	정규직	NNG	O
_	_	_	O
전환	전환	NNG	O
_	_	_	O
기회	기회	NNG	O
_	_	_	O
마련	마련	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
준수하	준수하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 17
## 미국과 일본프로야구를 거치며 이름을 날린 갈베스는 5월 대체 선수로 입단해 15경기서 10승4패 방어율 2.47을 기록하며 승승장구했다.
## <미국:ORG>과 <일본프로야구:ORG>를 거치며 이름을 날린 <갈베스:PER>는 <5월:DAT> 대체 선수로 입단해 <15경기:NOH>서 <10승:NOH><4패:NOH> <방어율 2.47:PNT>을 기록하며 승승장구했다.
미국	미국	NNP	B-ORG
과	과	JC	O
_	_	_	O
일본	일본	NNP	B-ORG
프로야구	프로야구	NNG	I-ORG
를	를	JKO	O
_	_	_	O
거치	거치	VV	O
며	며	EC	O
_	_	_	O
이름	이름	NNG	O
을	을	JKO	O
_	_	_	O
날린	날리+ㄴ	VV+ETM	O
_	_	_	O
갈베스	갈베스	NNP	B-PER
는	는	JX	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
대체	대체	NNG	O
_	_	_	O
선수	선수	NNG	O
로	로	JKB	O
_	_	_	O
입단해	입단하+여	VV+EC	O
_	_	_	O
15	15	SN	B-NOH
경기	경기	NNG	I-NOH
서	서	JKB	O
_	_	_	O
10	10	SN	B-NOH
승	승	NNB	I-NOH
4	4	SN	B-NOH
패	패	NNB	I-NOH
_	_	_	O
방어율	방어율	NNG	B-PNT
_	_	_	I-PNT
2.47	2.47	SN	I-PNT
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
승승장구	승승장구하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 18
## 2. 최소한 원서 마감 1시간 전에는 마무리하자대학 원서 접수는 9일(수)부터 15일(화) 사이에 3일 이상 진행한다는 공동 원칙만 있을 뿐 접수 기간, 마감 시간 등은 대학 자율적으로 결정합니다.
## <2:NOH>. 최소한 원서 마감 <1시간:NOH> 전에는 마무리하자대학 원서 접수는 <9일:DAT>(<수:DAT>)부터 <15일:DAT>(<화:DAT>) 사이에 <3일:DAT> 이상 진행한다는 공동 원칙만 있을 뿐 접수 기간, 마감 시간 등은 대학 자율적으로 결정합니다.
2	2	SN	B-NOH
.	.	SF	O
_	_	_	O
최소한	최소한	NNG	O
_	_	_	O
원서	원서	NNG	O
_	_	_	O
마감	마감	NNG	O
_	_	_	O
1	1	SN	B-NOH
시간	시간	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
마무리	마무리	NNG	O
하자	하자	NNG	O
대학	대학	NNG	O
_	_	_	O
원서	원서	NNG	O
_	_	_	O
접수	접수	NNG	O
는	는	JX	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
수	수	NNG	B-DAT
)	)	SS	O
부터	부터	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
화	화	NNG	B-DAT
)	)	SS	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
진행한다는	진행하+ㄴ다는	VV+ETM	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
원칙	원칙	NNG	O
만	만	JX	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
접수	접수	NNG	O
_	_	_	O
기간	기간	NNG	O
,	,	SP	O
_	_	_	O
마감	마감	NNG	O
_	_	_	O
시간	시간	NNG	O
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
대학	대학	NNG	O
_	_	_	O
자율적	자율적	NNG	O
으로	으로	JKB	O
_	_	_	O
결정합니다	결정하+ㅂ니다	VV+EF	O
.	.	SF	O

