## 1
## 28일 국립생태원에 따르면 이번에 확인된 영동지역 번식지는 2012년 국립환경과학원에 의해 조사된 60여쌍의 왜가리와 해오라기의 집단번식지다.
## <28일:DAT> <국립생태원:ORG>에 따르면 이번에 확인된 <영동:LOC>지역 번식지는 <2012년:DAT> <국립환경과학원:ORG>에 의해 조사된 <60여쌍:NOH>의 왜가리와 해오라기의 집단번식지다.
28	28	SN	B-DAT
에	에	JKB	O
_	_	_	O
집단	집단	NNG	O
_	_	_	O
서식하	서식하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
은	은	JX	O
_	_	_	O
국립	국립	NNG	B-ORG
생태	생태	NNG	I-ORG
원	원	XSN	I-ORG
이	이	JKS	O
_	_	_	O
시행하	시행하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
전국	전국	NNG	O
자연	자연	NNG	O
환경	환경	NNG	O
조사	조사	NNG	O
일환	일환	NNG	O
으로	으로	JKB	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
영동	영동	NNP	B-LOC
지역	지역	NNG	O
일대	일대	NNG	O
_	_	_	O
조류	조류	NNG	O
_	_	_	O
봄철	봄철	NNG	O
_	_	_	O
번식	번식	NNG	O
_	_	_	O
서식	서식	NNG	O
현황	현황	NNG	O
_	_	_	O
조사	조사	NNG	O
’	’	SS	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
관찰	관찰되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 민물가마우지는 한강 및 낙동강 하구일대에서 번식하는 것으로 알려져 있지만 내륙 중심에 위치한 영동지역에서 발견된 것은 이번이 처음이다.
## <민물가마우지:POH>는 <한강:LOC> 및 <낙동강:LOC> 하구일대에서 번식하는 것으로 알려져 있지만 내륙 중심에 위치한 <영동:LOC>지역에서 발견된 것은 이번이 처음이다.
민물가마우지	민물가마우지	NNG	B-POH
는	는	JX	O
_	_	_	O
한강	한강	NNP	B-LOC
_	_	_	O
및	및	MAG	O
_	_	_	O
낙동강	낙동강	NNP	B-LOC
_	_	_	O
하구	하구	NNG	O
일대	일대	NNG	O
에서	에서	JKB	O
_	_	_	O
번식하	번식하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
내륙	내륙	NNG	O
_	_	_	O
중심	중심	NNG	O
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
영동	영동	NNP	B-LOC
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
발견된	발견되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 이 지역주민들은 “‘검은새’가 약 2년 전부터 나타났다”고 말했다.
## 이 지역주민들은 “‘검은새’가 약 <2년:DAT> 전부터 나타났다”고 말했다.
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
주민	주민	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
검	검	VA	O
은	은	ETM	O
새	새	MM	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
약	약	MM	O
_	_	_	O
2	2	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 생태원 연구진은 “세계적으로 늘어나는 추세인 민물가마우지가 국내에서도 번식지의 확대를 통해 텃새화되고 있는 과정으로 판단된다”며 “민물가마우지가 조사된 지역은 먹이에 충분한 저수지를 끼고 있는 산림 사면으로 둥지를 짓고 짝짓기를 하는 등 번식지로 확실히 적응한 것으로 추정된다”고 밝혔다.
## 생태원 연구진은 “세계적으로 늘어나는 추세인 <민물가마우지:POH>가 국내에서도 번식지의 확대를 통해 텃새화되고 있는 과정으로 판단된다”며 “<민물가마우지:POH>가 조사된 지역은 먹이에 충분한 저수지를 끼고 있는 산림 사면으로 둥지를 짓고 짝짓기를 하는 등 번식지로 확실히 적응한 것으로 추정된다”고 밝혔다.
생태	생태	NNG	O
원	원	XSN	O
_	_	_	O
연구	연구	NNG	O
진	진	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
세계적	세계적	NNG	O
으로	으로	JKB	O
_	_	_	O
늘어나	늘어나	VV	O
는	는	ETM	O
_	_	_	O
추세	추세	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
민물가마우지	민물가마우지	NNG	B-POH
가	가	JKS	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
번식지	번식지	NNG	O
의	의	JKG	O
_	_	_	O
확대	확대	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
텃새	텃새	NNG	O
화	화	XSN	O
되	되	XSV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
으로	으로	JKB	O
_	_	_	O
판단된다	판단되+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
민물가마우지	민물가마우지	NNG	B-POH
가	가	JKS	O
_	_	_	O
조사된	조사되+ㄴ	VV+ETM	O
_	_	_	O
지역	지역	NNG	O
은	은	JX	O
_	_	_	O
먹이	먹이	NNG	O
에	에	JKB	O
_	_	_	O
충분한	충분하+ㄴ	VA+ETM	O
_	_	_	O
저수지	저수지	NNG	O
를	를	JKO	O
_	_	_	O
끼	끼	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
산림	산림	NNG	O
_	_	_	O
사면	사면	NNG	O
으로	으로	JKB	O
_	_	_	O
둥지	둥지	NNG	O
를	를	JKO	O
_	_	_	O
짓	짓	VV	O
고	고	EC	O
_	_	_	O
짝	짝	NNG	O
짓	짓	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
번식	번식	NNG	O
지로	지로	NNG	O
_	_	_	O
확실히	확실히	MAG	O
_	_	_	O
적응한	적응하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정된다	추정되+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 생태원은 향후 전국자연환경조사를 통해 우리나라 조류생태의 현황 및 생물의 서식환경 등 특이사항에 대한 추가적인 연구할 추진할 계획이다.
## <생태원:ORG>은 향후 전국자연환경조사를 통해 우리나라 조류생태의 현황 및 생물의 서식환경 등 특이사항에 대한 추가적인 연구할 추진할 계획이다.
생태	생태	NNG	B-ORG
원	원	XSN	I-ORG
은	은	JX	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
전국	전국	NNG	O
자연환경	자연환경	NNG	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
우리나라	우리나라	NNG	O
_	_	_	O
조류	조류	NNG	O
생태	생태	NNG	O
의	의	JKG	O
_	_	_	O
현황	현황	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
생물	생물	NNG	O
의	의	JKG	O
_	_	_	O
서식	서식	NNG	O
환경	환경	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
특이	특이	NNG	O
사항	사항	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
추가적	추가적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
연구할	연구하+ㄹ	VV+ETM	O
_	_	_	O
추진할	추진하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 민물가마우지는 대표적인 잠수성 조류로 발에는 물갈퀴가 있어 2m 이상의 수심까지 잠수하여 물고기를 잡아먹는다.
## <민물가마우지:POH>는 대표적인 잠수성 조류로 발에는 물갈퀴가 있어 <2m:NOH> 이상의 수심까지 잠수하여 물고기를 잡아먹는다.
민물가마우지	민물가마우지	NNG	B-POH
는	는	JX	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
잠수	잠수	NNG	O
성	성	XSN	O
_	_	_	O
조류	조류	NNG	O
로	로	JKB	O
_	_	_	O
발	발	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
물갈퀴	물갈퀴	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
2	2	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
이상	이상	NNG	O
의	의	JKG	O
_	_	_	O
수심	수심	NNG	O
까지	까지	JX	O
_	_	_	O
잠수하	잠수하	VV	O
여	여	EC	O
_	_	_	O
물고기	물고기	NNG	O
를	를	JKO	O
_	_	_	O
잡아먹	잡아먹	VV	O
는다	는다	EF	O
.	.	SF	O

## 8
## 이제 26일부터는 페이인포 사이트뿐 아니라 각 은행 영업점과 인터넷·모바일뱅킹을 통해서도 계좌 변경이 가능해진다.
## 이제 <26일:DAT>부터는 <페이인포:POH> 사이트뿐 아니라 각 은행 영업점과 인터넷·모바일뱅킹을 통해서도 계좌 변경이 가능해진다.
이제	이제	MAG	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
는	는	JX	O
_	_	_	O
페이	페이	NNG	B-POH
인포	인포	NNG	I-POH
_	_	_	O
사이트	사이트	NNG	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
각	각	MM	O
_	_	_	O
은행	은행	NNG	O
_	_	_	O
영업	영업	NNG	O
점	점	XSN	O
과	과	JC	O
_	_	_	O
인터넷	인터넷	NNG	O
·	·	SP	O
모바일	모바일	NNG	O
뱅킹	뱅킹	NNG	O
을	을	JKO	O
_	_	_	O
통해서	통하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
계좌	계좌	NNG	O
_	_	_	O
변경	변경	NNG	O
이	이	JKS	O
_	_	_	O
가능해	가능하+여	VA+EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 9
## 7월 금융당국이 내놓은 가계부채 종합관리 방안에 따라 은행들이 내년부터 소득 및 채무 상황을 꼼꼼히 따지는 등 대출심사를 강화하기로 했지만 집단대출은 대상에서 빠졌다.
## <7월:DAT> <금융당국:ORG>이 내놓은 가계부채 종합관리 방안에 따라 은행들이 내년부터 소득 및 채무 상황을 꼼꼼히 따지는 등 대출심사를 강화하기로 했지만 집단대출은 대상에서 빠졌다.
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
금융	금융	NNG	B-ORG
당국	당국	NNG	I-ORG
이	이	JKS	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
가계	가계	NNG	O
부채	부채	NNG	O
_	_	_	O
종합	종합	NNG	O
관리	관리	NNG	O
_	_	_	O
방안	방안	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
은행	은행	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
내년	내년	NNG	O
부터	부터	JX	O
_	_	_	O
소득	소득	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
채무	채무	NNG	O
_	_	_	O
상황	상황	NNG	O
을	을	JKO	O
_	_	_	O
꼼꼼히	꼼꼼히	MAG	O
_	_	_	O
따지	따지	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
대출	대출	NNG	O
심사	심사	NNG	O
를	를	JKO	O
_	_	_	O
강화하	강화하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
_	_	_	O
집단	집단	NNG	O
대출	대출	NNG	O
은	은	JX	O
_	_	_	O
대상	대상	NNG	O
에서	에서	JKB	O
_	_	_	O
빠	빠지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 국내 주요 음악차트 1위에 오르자, ‘가수 박진영’의 부활이 화제가 됐지만, 동시에 ‘팀 킬 아니냐’는 비판도 받았다.
## 국내 주요 음악차트 <1위:NOH>에 오르자, ‘가수 <박진영:PER>’의 부활이 화제가 됐지만, 동시에 ‘팀 킬 아니냐’는 비판도 받았다.
국내	국내	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
음악	음악	NNG	O
차트	차트	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
자	자	EC	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
가수	가수	NNG	O
_	_	_	O
박진영	박진영	NNP	B-PER
’	’	SS	O
의	의	JKG	O
_	_	_	O
부활	부활	NNG	O
이	이	JKS	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
팀	팀	NNG	O
_	_	_	O
킬	킬	NNG	O
_	_	_	O
아니	아니	VCN	O
냐	냐	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
비판	비판	NNG	O
도	도	JX	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 현대자동차 노조가 해외 공장 생산량까지 노사가 합의하고, 정년을 만 65세까지 늘려 달라는 임금 및 단체협약 요구안을 마련해 논란이 일고 있다.
## <현대자동차:ORG> 노조가 해외 공장 생산량까지 노사가 합의하고, 정년을 <만 65세:NOH>까지 늘려 달라는 임금 및 단체협약 요구안을 마련해 논란이 일고 있다.
현대자동차	현대자동차	NNP	B-ORG
_	_	_	O
노조	노조	NNG	O
가	가	JKS	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
공장	공장	NNG	O
_	_	_	O
생산량	생산량	NNG	O
까지	까지	JX	O
_	_	_	O
노사	노사	NNG	O
가	가	JKS	O
_	_	_	O
합의하	합의하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
정년	정년	NNG	O
을	을	JKO	O
_	_	_	O
만	만	MM	B-NOH
_	_	_	I-NOH
65	65	SN	I-NOH
세	세	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
늘려	늘리+어	VV+EC	O
_	_	_	O
달	달	VX	O
라는	라는	ETM	O
_	_	_	O
임금	임금	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
단체	단체	NNG	O
협약	협약	NNG	O
_	_	_	O
요구	요구	NNG	O
안	안	NNG	O
을	을	JKO	O
_	_	_	O
마련해	마련하+여	VV+EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
일	일	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 김관진 국가안보실장, 청와대서 합의문 발표 “함축성이 있는 목표 달성이 가능했다”
## <김관진:PER> 국가안보실장, <청와대:ORG>서 합의문 발표 “함축성이 있는 목표 달성이 가능했다”
김관진	김관진	NNP	B-PER
_	_	_	O
국가	국가	NNG	O
안보	안보	NNG	O
실장	실장	NNG	O
,	,	SP	O
_	_	_	O
청와대	청와대	NNP	B-ORG
서	서	JKB	O
_	_	_	O
합의	합의	NNG	O
문	문	XSN	O
_	_	_	O
발표	발표	NNG	O
_	_	_	O
“	“	SS	O
함축성	함축성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
목표	목표	NNG	O
_	_	_	O
달성	달성	NNG	O
이	이	JKS	O
_	_	_	O
가능	가능하	VA	O
했	였	EP	O
다	다	EF	O
”	”	SS	O

## 13
## '썰전' 강용석, "박원순 대… " 말 실수 폭소 강용석이 박원순 시장을 언급하는 과정에서 말실수를 해 화제가 되고 있다.
## '<썰전:POH>' <강용석:PER>, "<박원순:PER> 대… " 말 실수 폭소 <강용석:PER>이 <박원순:PER> 시장을 언급하는 과정에서 말실수를 해 화제가 되고 있다.
'	'	SS	O
썰	썰	NNG	B-POH
전	전	NNP	I-POH
'	'	SS	O
_	_	_	O
강용석	강용석	NNP	B-PER
,	,	SP	O
_	_	_	O
"	"	SS	O
박원순	박원순	NNP	B-PER
_	_	_	O
대	대	NNG	O
…	…	SE	O
_	_	_	O
"	"	SS	O
_	_	_	O
말	말	NNG	O
_	_	_	O
실수	실수	NNG	O
_	_	_	O
폭소	폭소	NNG	O
_	_	_	O
강용석	강용석	NNP	B-PER
이	이	JKS	O
_	_	_	O
박원순	박원순	NNP	B-PER
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
언급하	언급하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
말실수	말실수	NNG	O
를	를	JKO	O
_	_	_	O
해	해	NNG	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## 강용석은 6월18일 방송된 JTBC ‘독한 혀들의 전쟁-썰전’(이하 썰전)에서 박원순 서울시장을 언급하려다 말실수를 하고 말았다.
## <강용석:PER>은 <6월18일:DAT> 방송된 <JTBC:POH> ‘<독한 혀들의 전쟁-썰전:POH>’(이하 <썰전:POH>)에서 <박원순:PER> 서울시장을 언급하려다 말실수를 하고 말았다.
강용석	강용석	NNP	B-PER
은	은	JX	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
18	18	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
독한	독하+ㄴ	VA+ETM	B-POH
_	_	_	I-POH
혀	혀	NNG	I-POH
들	들	XSN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
전쟁	전쟁	NNG	I-POH
-	-	SO	I-POH
썰	썰	NNG	I-POH
전	전	NNP	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
썰	썰	NNG	B-POH
전	전	NNP	I-POH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
박원순	박원순	NNP	B-PER
_	_	_	O
서울	서울	NNP	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
언급하	언급하	VV	O
려다	려다	EC	O
_	_	_	O
말실수	말실수	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 남미와 유럽의 강호인 브라질과 독일이지만 올림픽에서는 금메달을 딴 적이 없다.
## <남미:LOC>와 <유럽:LOC>의 강호인 <브라질:ORG>과 <독일:ORG>이지만 올림픽에서는 금메달을 딴 적이 없다.
남미	남미	NNP	B-LOC
와	와	JC	O
_	_	_	O
유럽	유럽	NNP	B-LOC
의	의	JKG	O
_	_	_	O
강호인	강호인	NNP	O
_	_	_	O
브라질	브라질	NNP	B-ORG
과	과	JC	O
_	_	_	O
독일	독일	NNP	B-ORG
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
올림픽	올림픽	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
금메달	금메달	NNG	O
을	을	JKO	O
_	_	_	O
딴	따+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 16
## 그 결과를 통해 최종 설문안을 한 번 더 다듬었다.
## 그 결과를 통해 최종 설문안을 <한 번:NOH> 더 다듬었다.
그	그	MM	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
설문	설문	NNG	O
안	안	NNG	O
을	을	JKO	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
더	더	MAG	O
_	_	_	O
다듬	다듬	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 하지만 박 회장 측은 이를 달리 볼 수 있다.
## 하지만 <박:PER> 회장 측은 이를 달리 볼 수 있다.
하지만	하지만	MAJ	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

