## 1
## 박총장도 이 모임에 참석, 파장을 불러일으킨 이번 발언의 경위와 배경을 설명할 예정이다.
## <박:PER>총장도 이 모임에 참석, 파장을 불러일으킨 이번 발언의 경위와 배경을 <설:DAT>명할 예정이다.
박	박	NNP	B-PER
_	_	_	O
출원한	출원하+ㄴ	VV+ETM	O
_	_	_	O
젤	젤	NNG	B-POH
_	_	_	I-POH
컴포트	컴포트	NNG	I-POH
(	(	SS	O
Gel	Gel	SL	B-POH
_	_	_	I-POH
Comfort	Comfort	SL	I-POH
)	)	SS	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
장착	장착하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 자세한 사항은 홈페이지(www.ybmcall.com) 참조.
## 자세한 사항은 홈페이지(<www.ybmcall.com:POH>) 참조.
자세한	자세하+ㄴ	VA+ETM	O
_	_	_	O
사항	사항	NNG	O
은	은	JX	O
_	_	_	O
홈페이지	홈페이지	NNG	O
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
ybmcall	ybmcall	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
)	)	SS	O
_	_	_	O
참조	참조	NNG	O
.	.	SF	O

## 8
## 이처럼 경영 효율성과 투명성을 함께 높이는 노력에 힘입어 지난해 부채 7500억 원을 줄이고 2476억 원의 순이익을 냈다.
## 이처럼 경영 효율성과 투명성을 함께 높이는 노력에 힘입어 지난해 부채 <7500억 원:MNY>을 줄이고 <2476억 원:MNY>의 순이익을 냈다.
이	이	NP	O
처럼	처럼	JKB	O
_	_	_	O
경영	경영	NNG	O
_	_	_	O
효율	효율	NNG	O
성	성	XSN	O
과	과	JC	O
_	_	_	O
투명	투명	NNG	O
성	성	XSN	O
을	을	JKO	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
높이	높이	VV	O
는	는	ETM	O
_	_	_	O
노력	노력	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
부채	부채	NNG	O
_	_	_	O
7500	7500	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
고	고	EC	O
_	_	_	O
2476	2476	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
순이익	순이익	NNG	O
을	을	JKO	O
_	_	_	O
냈	내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 광복 70주년이 다가온다.
## <광복:POH> <70주년:NOH>이 다가온다.
광복	광복	NNG	B-POH
_	_	_	O
70	70	SN	B-NOH
주년	주년	NNB	I-NOH
이	이	JKS	O
_	_	_	O
다가온다	다가오+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 이에 이수근은 “채아 다음 주에 다른 사람이랑 열애설 나면? 우리 항상 그랬잖아”라고 말했다.
## 이에 <이수근:PER>은 “<채아:PER> 다음 주에 다른 사람이랑 열애설 나면? 우리 항상 그랬잖아”라고 말했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
이수근	이수근	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
채	채	NNB	B-PER
아	아	XSN	I-PER
_	_	_	O
다음	다음	NNG	O
_	_	_	O
주	주	NNG	O
에	에	JKB	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
사람	사람	NNG	O
이랑	이랑	JKB	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
_	_	_	O
나	나	VV	O
면	면	EF	O
?	?	SF	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
항상	항상	MAG	O
_	_	_	O
그	그렇	VA	O
랬	었	EP	O
잖아	잖아	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 매주 목요일, 전 경기 판정에 대한 평가 메일 수신모든 경기 심판들의 판정 평가 평균과 자신의 평점만 공개 잘한 부분, 못한 부분에 대해 세세히 코멘트 전달 프로축구심판들에게 목요일은 달갑지 않다.
## 매주 <목요일:DAT>, 전 경기 판정에 대한 평가 메일 수신모든 경기 심판들의 판정 평가 평균과 자신의 평점만 공개 잘한 부분, 못한 부분에 대해 세세히 코멘트 전달 프로축구심판들에게 <목요일:DAT>은 달갑지 않다.
매주	매주	MAG	O
_	_	_	O
목요일	목요일	NNG	B-DAT
,	,	SP	O
_	_	_	O
전	전	MM	O
_	_	_	O
경기	경기	NNP	O
_	_	_	O
판정	판정	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
평가	평가	NNG	O
_	_	_	O
메일	메일	NNG	O
_	_	_	O
수신	수신	NNG	O
모든	모든	MM	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
심판	심판	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
판정	판정	NNG	O
_	_	_	O
평가	평가	NNG	O
_	_	_	O
평균	평균	NNG	O
과	과	JC	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
평점	평점	NNG	O
만	만	JX	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
잘한	잘하+ㄴ	VV+ETM	O
_	_	_	O
부분	부분	NNG	O
,	,	SP	O
_	_	_	O
못한	못하+ㄴ	VV+ETM	O
_	_	_	O
부분	부분	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
세세히	세세히	MAG	O
_	_	_	O
코멘트	코멘트	NNG	O
_	_	_	O
전달	전달	NNG	O
_	_	_	O
프로	프로	NNG	O
축구	축구	NNG	O
심판	심판	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
목요일	목요일	NNG	B-DAT
은	은	JX	O
_	_	_	O
달갑	달갑	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 박 대통령이 물러나고 사드 배치에 부정적 입장을 보여온 야당이 정권을 잡으면 변화가 있을 수 있다는 판단에서다.
## <박:PER> 대통령이 물러나고 <사드:POH> 배치에 부정적 입장을 보여온 야당이 정권을 잡으면 변화가 있을 수 있다는 판단에서다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
물러나	물러나	VV	O
고	고	EC	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
에	에	JKB	O
_	_	_	O
부정적	부정적	NNG	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
야당	야당	NNG	O
이	이	JKS	O
_	_	_	O
정권	정권	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
으면	으면	EC	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
판단	판단	NNG	O
에서	에서+이	JKB+VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 이 때문에 최근 한국을 찾는 중국 학자들은 시간을 벌기 위해 이구동성으로 한국이 사드 배치를 서두르지 말아야 한다고 목청을 높인다.
## 이 때문에 최근 <한국:ORG>을 찾는 <중국:ORG> 학자들은 시간을 벌기 위해 이구동성으로 <한국:ORG>이 <사드:POH> 배치를 서두르지 말아야 한다고 목청을 높인다.
이	이	MM	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
한국	한국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
학자	학자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
이구동성	이구동성	NNG	O
으로	으로	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
를	를	JKO	O
_	_	_	O
서두르	서두르	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
아야	아야	EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
목청	목청	NNG	O
을	을	JKO	O
_	_	_	O
높인다	높이+ㄴ다	VV+EF	O
.	.	SF	O

