## 1
## 1995년생 삼총사가 3년 만에 국내 무대에서 재격돌한다는 점은 새로운 흥행요소로 손꼽히고 있다.
## <1995년:DAT>생 <삼총사:NOH>가 <3년:DUR> 만에 국내 무대에서 재격돌한다는 점은 새로운 흥행요소로 손꼽히고 있다.
1995	1995	SN	B-DAT
놨	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 지난 8일 방송한 tvN ‘현장토크쇼 택시’(이하 ‘택시’)에는 박진희가 출연했다.
## 지난 <8일:DAT> 방송한 <tvN:POH> ‘<현장토크쇼 택시:POH>’(이하 ‘<택시:POH>’)에는 <박진희:PER>가 출연했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
tvN	tvN	SL	B-POH
_	_	_	O
‘	‘	SS	O
현장	현장	NNG	B-POH
토크쇼	토크쇼	NNG	I-POH
_	_	_	I-POH
택시	택시	NNG	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
‘	‘	SS	O
택시	택시	NNG	B-POH
’	’	SS	O
)	)	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
박진희	박진희	NNP	B-PER
가	가	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 좌파 성향의 오르테가 검찰총장은 반정부 시위가 격화하자 마두로 대통령이 추진 중인 제헌의회 구성을 통한 개헌과 반정부 시위에 대한 정부의 강경 진압을 비판해왔다.
## 좌파 성향의 <오르테가:PER> 검찰총장은 반정부 시위가 격화하자 <마두로:PER> 대통령이 추진 중인 제헌의회 구성을 통한 개헌과 반정부 시위에 대한 정부의 강경 진압을 비판해왔다.
좌파	좌파	NNG	O
_	_	_	O
성향	성향	NNG	O
의	의	JKG	O
_	_	_	O
오르테	오르테	NNP	B-PER
가	가	JKS	I-PER
_	_	_	O
검찰	검찰	NNG	O
총장	총장	NNG	O
은	은	JX	O
_	_	_	O
반정부	반정부	NNG	O
_	_	_	O
시위	시위	NNG	O
가	가	JKS	O
_	_	_	O
격화하	격화하	VV	O
자	자	EC	O
_	_	_	O
마두로	마두로	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
추진	추진	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
제헌	제헌	NNG	O
의회	의회	NNG	O
_	_	_	O
구성	구성	NNG	O
을	을	JKO	O
_	_	_	O
통한	통하+ㄴ	VV+ETM	O
_	_	_	O
개헌	개헌	NNG	O
과	과	JC	O
_	_	_	O
반정부	반정부	NNG	O
_	_	_	O
시위	시위	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
강경	강경	NNG	O
_	_	_	O
진압	진압	NNG	O
을	을	JKO	O
_	_	_	O
비판해	비판하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한편 tvN ‘싸우자 귀신아’는 귀신을 보는 능력을 없앨 돈을 벌기 위해 귀신을 때려잡는 ‘허당 퇴마사’ 박봉팔과 수능을 못 치른 한으로 귀신이 된 여고생 ‘오지랖 귀신’ 김현지가 동고동락하며 함께 귀신을 쫓는 이야기를 그린다.
## 한편 <tvN:PER> ‘<싸우자 귀신아:POH>’는 귀신을 보는 능력을 없앨 돈을 벌기 위해 귀신을 때려잡는 ‘허당 퇴마사’ <박봉팔:PER>과 수능을 못 치른 한으로 귀신이 된 여고생 ‘오지랖 귀신’ <김현지:PER>가 동고동락하며 함께 귀신을 쫓는 이야기를 그린다.
한편	한편	MAG	O
_	_	_	O
tvN	tvN	SL	B-PER
_	_	_	O
‘	‘	SS	O
싸우	싸우	VV	B-POH
자	자	EC	I-POH
_	_	_	I-POH
귀신	귀신	NNG	I-POH
아	아	JKV	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
귀신	귀신	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
능력	능력	NNG	O
을	을	JKO	O
_	_	_	O
없앨	없애+ㄹ	VV+ETM	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
귀신	귀신	NNG	O
을	을	JKO	O
_	_	_	O
때려잡	때려잡	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
허당	허당	NNG	O
_	_	_	O
퇴마사	퇴마사	NNG	O
’	’	SS	O
_	_	_	O
박봉	박봉	NNG	B-PER
팔	팔	NNG	I-PER
과	과	JC	O
_	_	_	O
수능	수능	NNG	O
을	을	JKO	O
_	_	_	O
못	못	MAG	O
_	_	_	O
치른	치르+ㄴ	VV+ETM	O
_	_	_	O
한	한	NNG	O
으로	으로	JKB	O
_	_	_	O
귀신	귀신	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
여고생	여고생	NNG	O
_	_	_	O
‘	‘	SS	O
오지랖	오지랖	NNG	O
_	_	_	O
귀신	귀신	NNG	O
’	’	SS	O
_	_	_	O
김현지	김현지	NNP	B-PER
가	가	JKS	O
_	_	_	O
동고동락하	동고동락하	VV	O
며	며	EC	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
귀신	귀신	NNG	O
을	을	JKO	O
_	_	_	O
쫓	쫓	VV	O
는	는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
그린다	그리+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 특히 17일 방영분에서는 신득예(전인화)가 친딸 사월(백진희)을 건축사로 성장시키고 남편 강만후(손창민)에게 복수하기 위해 건축사 마복녀로 이중생활을 시작하는 모습이 그려졌다.
## 특히 <17일:DAT> 방영분에서는 <신득예:PER>(<전인화:PER>)가 친딸 <사월:PER>(<백진희:PER>)을 건축사로 성장시키고 남편 <강만후:PER>(<손창민:PER>)에게 복수하기 위해 건축사 마복녀로 이중생활을 시작하는 모습이 그려졌다.
특히	특히	MAG	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방영	방영	NNG	O
분	분	XSN	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
신	신	NNG	B-PER
득	득	NNG	I-PER
예	예	NNG	I-PER
(	(	SS	O
전인화	전인화	NNP	B-PER
)	)	SS	O
가	가	JKS	O
_	_	_	O
친딸	친딸	NNG	O
_	_	_	O
사월	사월	NNG	B-PER
(	(	SS	O
백진희	백진희	NNP	B-PER
)	)	SS	O
을	을	JKO	O
_	_	_	O
건축사	건축사	NNG	O
로	로	JKB	O
_	_	_	O
성장	성장	NNG	O
시키	시키	XSV	O
고	고	EC	O
_	_	_	O
남편	남편	NNG	O
_	_	_	O
강만	강만	NNP	B-PER
후	후	NNG	I-PER
(	(	SS	O
손창민	손창민	NNP	B-PER
)	)	SS	O
에게	에게	JKB	O
_	_	_	O
복수하	복수하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
건축사	건축사	NNG	O
_	_	_	O
마복	마복	NNP	O
녀	녀	XSN	O
로	로	JKB	O
_	_	_	O
이중생활	이중생활	NNG	O
을	을	JKO	O
_	_	_	O
시작하	시작하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 장흥군 관계자는 “상인들 스스로 고령화된 시골 전통시장이라는 한계를 극복하기 위해 친절교육을 자주 진행한다”고 말했다.
## <장흥군:LOC> 관계자는 “상인들 스스로 고령화된 시골 전통시장이라는 한계를 극복하기 위해 친절교육을 자주 진행한다”고 말했다.
장흥군	장흥군	NNP	B-LOC
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
상인	상인	NNG	O
들	들	XSN	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
고령화된	고령화되+ㄴ	VV+ETM	O
_	_	_	O
시골	시골	NNG	O
_	_	_	O
전통	전통	NNG	O
시장	시장	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
한계	한계	NNG	O
를	를	JKO	O
_	_	_	O
극복하	극복하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
친절	친절	NNG	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ■ 동탄2신도시 등 뉴스테이 사업자 공모국토교통부와 주택도시보증공사는 경기 화성시 동탄2신도시와 경기 수원시 호매실지구에 기업형임대주택(뉴스테이)을 공급할 사업자를 21일 공모한다고 20일 밝혔다.
## ■ <동탄2신도시:LOC> 등 뉴스테이 사업자 <공모국토교통부:ORG>와 <주택도시보증공사:ORG>는 <경기:LOC> <화성시:LOC> <동탄2신도시:LOC>와 <경기:LOC> <수원시:LOC> <호매실지구:LOC>에 기업형임대주택(뉴스테이)을 공급할 사업자를 <21일:DAT> 공모한다고 <20일:DAT> 밝혔다.
■	■	SW	O
_	_	_	O
동탄	동탄	NNP	B-LOC
2	2	SN	I-LOC
신도시	신도시	NNG	I-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
뉴	뉴	NNG	O
스테이	스테이	NNG	O
_	_	_	O
사업자	사업자	NNG	O
_	_	_	O
공모	공모	NNG	B-ORG
국토	국토	NNG	I-ORG
교통	교통	NNG	I-ORG
부	부	XSN	I-ORG
와	와	JC	O
_	_	_	O
주택도시	주택도시	NNG	B-ORG
보증	보증	NNG	I-ORG
공사	공사	NNG	I-ORG
는	는	JX	O
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	O
화성시	화성시	NNP	B-LOC
_	_	_	O
동탄	동탄	NNP	B-LOC
2	2	SN	I-LOC
신도시	신도시	NNG	I-LOC
와	와	JC	O
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	O
수원시	수원시	NNP	B-LOC
_	_	_	O
호	호	NNB	B-LOC
매실	매실	NNG	I-LOC
지구	지구	NNG	I-LOC
에	에	JKB	O
_	_	_	O
기업	기업	NNG	O
형	형	XSN	O
임대주택	임대주택	NNG	O
(	(	SS	O
뉴	뉴	NNG	O
스테이	스테이	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
공급할	공급하+ㄹ	VV+ETM	O
_	_	_	O
사업자	사업자	NNG	O
를	를	JKO	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공모한다고	공모하+ㄴ다고	VV+EC	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

