## 1
## 매 학기가 시작되기 전에는 200만 원이 넘는 돈이 들어왔다.
## 매 학기가 시작되기 전에는 <200만 원:MNY>이 넘는 돈이 들어왔다.
매	매	MM	O
## '<엠카운트다운:POH>' <엑소:ORG> <시우민:PER> "나 꿍꼬도, <엑소엘:ORG> 꿍꼬또" …'남친돌' 등극
'	'	SS	O
엠	엠	NNG	B-POH
카운트다운	카운트다운	NNG	I-POH
'	'	SS	O
_	_	_	O
엑소	엑소	NNP	B-ORG
_	_	_	O
시	시	NNG	B-PER
우민	우민	NNG	I-PER
_	_	_	O
"	"	SS	O
나	나	NP	O
_	_	_	O
꿍꼬	꿍꼬	NNG	O
도	도	JX	O
,	,	SP	O
_	_	_	O
엑소	엑소	NNP	B-ORG
엘	에+ㄹ	JKB+JX	I-ORG
_	_	_	O
꿍꼬또	꿍꼬또	NNG	O
"	"	SS	O
_	_	_	O
…	…	SE	O
'	'	SS	O
남친	남친	NNG	O
돌	돌	NNG	O
'	'	SS	O
_	_	_	O
등극	등극	NNG	O

## 6
## 이런 주인공들에 대해 드라마평론가 공희정씨는 “대중문화는 기본적으로 시대상의 반영”이라며 “많은 사람의 공감을 살 소재를 찾은 자연스러운 결과”라고 풀이한다.
## 이런 주인공들에 대해 드라마평론가 <공희정:PER>씨는 “대중문화는 기본적으로 시대상의 반영”이라며 “많은 사람의 공감을 살 소재를 찾은 자연스러운 결과”라고 풀이한다.
이런	이런	MM	O
_	_	_	O
주인공	주인공	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
드라마	드라마	NNG	O
평론가	평론가	NNG	O
_	_	_	O
공희정	공희정	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
대중문화	대중문화	NNG	O
는	는	JX	O
_	_	_	O
기본적	기본적	NNG	O
으로	으로	JKB	O
_	_	_	O
시대상	시대상	NNG	O
의	의	JKG	O
_	_	_	O
반영	반영	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
의	의	JKG	O
_	_	_	O
공감	공감	NNG	O
을	을	JKO	O
_	_	_	O
살	사+ㄹ	VV+ETM	O
_	_	_	O
소재	소재	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
자연스러	자연스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
결과	결과	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
풀이한다	풀이하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 자정 전에 선적하려면 당초 계획의 절반 또는 3분의 1에 불과한 12~13시간 안에 작업을 끝내야 한다.
## <자정:TIM> 전에 선적하려면 당초 계획의 절반 또는 <3분의 1:PNT>에 불과한 <12:NOH>~<13시간:TIM> 안에 작업을 끝내야 한다.
자정	자정	NNG	B-TIM
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
선적하	선적하	VV	O
려면	려면	EC	O
_	_	_	O
당초	당초	NNG	O
_	_	_	O
계획	계획	NNG	O
의	의	JKG	O
_	_	_	O
절반	절반	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
3	3	SN	B-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
에	에	JKB	O
_	_	_	O
불과한	불과하+ㄴ	VA+ETM	O
_	_	_	O
12	12	SN	B-NOH
~	~	SO	O
13	13	SN	B-TIM
시간	시간	NNB	I-TIM
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
작업	작업	NNG	O
을	을	JKO	O
_	_	_	O
끝내야	끝내+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 8
## 매년 연말을 앞두고 사회복지공동모금회가 설치한 사랑의 열매 온도탑이다.
## 매년 연말을 앞두고 <사회복지공동모금회:ORG>가 설치한 <사랑의 열매 온도탑:POH>이다.
매년	매년	MAG	O
_	_	_	O
연말	연말	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
사회	사회	NNG	B-ORG
복지	복지	NNG	I-ORG
공동	공동	NNG	I-ORG
모금	모금	NNG	I-ORG
회	회	XSN	I-ORG
가	가	JKS	O
_	_	_	O
설치한	설치하+ㄴ	VV+ETM	O
_	_	_	O
사랑	사랑	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
열매	열매	NNG	I-POH
_	_	_	I-POH
온도	온도	NNG	I-POH
탑	탑	NNG	I-POH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 첨단연구단지를 비롯해 대학병원과 학교, 주거단지 생활시설 등이 들어설 예정이며, 제2의 코엑스로 불리는 특별계획구역(MICE산업단지) 등 대규모 개발 호재를 품고 있어 미래 가치는 더 상승할 것이라는 게 부동산 전문가들의 전망이다.
## 첨단연구단지를 비롯해 대학병원과 학교, 주거단지 생활시설 등이 들어설 예정이며, <제2:NOH>의 <코엑스:LOC>로 불리는 특별계획구역(<MICE산업단지:LOC>) 등 대규모 개발 호재를 품고 있어 미래 가치는 더 상승할 것이라는 게 부동산 전문가들의 전망이다.
첨단	첨단	NNG	O
연구	연구	NNG	O
단지	단지	NNG	O
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
대학	대학	NNG	O
병원	병원	NNG	O
과	과	JC	O
_	_	_	O
학교	학교	NNG	O
,	,	SP	O
_	_	_	O
주거	주거	NNG	O
단지	단지	NNG	O
_	_	_	O
생활	생활	NNG	O
시설	시설	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
들어설	들어서+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
의	의	JKG	O
_	_	_	O
코엑스	코엑스	NNP	B-LOC
로	로	JKB	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
특별	특별	NNG	O
계획	계획	NNG	O
구역	구역	NNG	O
(	(	SS	O
MICE	MICE	SL	B-LOC
산업	산업	NNG	I-LOC
단지	단지	NNG	I-LOC
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
대규모	대규모	NNG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
호재	호재	NNG	O
를	를	JKO	O
_	_	_	O
품	품	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
가치	가치	NNG	O
는	는	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
상승할	상승하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
전망	전망	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 국회 국방위원회도 현재 기술 수준과 개발 가능성 등을 따지겠다며 당초 어제 끝내려던 KFX 예산 심사를 29일까지로 연장했다.
## <국회 국방위원회:ORG>도 현재 기술 수준과 개발 가능성 등을 따지겠다며 당초 어제 끝내려던 <KFX:ORG> 예산 심사를 <29일:DAT>까지로 연장했다.
국회	국회	NNG	B-ORG
_	_	_	I-ORG
국방	국방	NNG	I-ORG
위원회	위원회	NNG	I-ORG
도	도	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
기술	기술	NNG	O
_	_	_	O
수준	수준	NNG	O
과	과	JC	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
가능성	가능성	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
따지	따지	VV	O
겠	겠	EP	O
다	다	EC	O
며	며	EC	O
_	_	_	O
당초	당초	NNG	O
_	_	_	O
어제	어제	MAG	O
_	_	_	O
끝내	끝내	VV	O
려던	려던	ETM	O
_	_	_	O
KFX	KFX	SL	B-ORG
_	_	_	O
예산	예산	NNG	O
_	_	_	O
심사	심사	NNG	O
를	를	JKO	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
로	로	JKB	O
_	_	_	O
연장	연장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 인도의 네루는 1955년 4월4월 반둥회의에서 「제국주의와 결합된 민족주의」와 「해방과 독립을 위한 민족주의」를 비교, 후자의 긍정적 기능을 역설했다.
## <인도:LOC>의 <네루:PER>는 <1955년 4월:DAT><4월:DAT> <반둥:LOC>회의에서 「제국주의와 결합된 민족주의」와 「해방과 독립을 위한 민족주의」를 비교, 후자의 긍정적 기능을 역설했다.
인도	인도	NNP	B-LOC
의	의	JKG	O
_	_	_	O
네루	네루	NNP	B-PER
는	는	JX	O
_	_	_	O
1955	1955	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
월	월	NNB	I-DAT
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
반둥	반둥	NNP	B-LOC
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
「	「	SS	O
제국주의	제국주의	NNG	O
와	와	JKB	O
_	_	_	O
결합된	결합되+ㄴ	VV+ETM	O
_	_	_	O
민족	민족	NNG	O
주의	주의	NNG	O
」	」	SS	O
와	와	JC	O
_	_	_	O
「	「	SS	O
해방	해방	NNG	O
과	과	JC	O
_	_	_	O
독립	독립	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
민족주의	민족주의	NNG	O
」	」	SS	O
를	를	JKO	O
_	_	_	O
비교	비교	NNG	O
,	,	SP	O
_	_	_	O
후자	후자	NNG	O
의	의	JKG	O
_	_	_	O
긍정적	긍정적	NNG	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
역설	역설하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## “(12월 임시국회의 마지막 날인) 8일 본회의에서 쟁점 법안과 선거구 획정안이 통과될 수 있다고 보세요?” 정 의장은 “진짜 모르겠다.
## “(<12월:DAT> 임시국회의 마지막 날인) <8일:DAT> 본회의에서 쟁점 법안과 선거구 획정안이 통과될 수 있다고 보세요?” <정:PER> 의장은 “진짜 모르겠다.
“	“	SS	O
(	(	SS	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
임시	임시	NNG	O
국회	국회	NNG	O
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
날	날	NNG	O
인	이+ㄴ	VCP+ETM	O
)	)	SS	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
본회의	본회의	NNG	O
에서	에서	JKB	O
_	_	_	O
쟁점	쟁점	NNG	O
_	_	_	O
법안	법안	NNG	O
과	과	JC	O
_	_	_	O
선거구	선거구	NNG	O
_	_	_	O
획정	획정	NNG	O
안	안	NNG	O
이	이	JKS	O
_	_	_	O
통과될	통과되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
보	보	VV	O
세요	세요	EF	O
?	?	SF	O
”	”	SS	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
진짜	진짜	NNG	O
_	_	_	O
모르	모르	VV	O
겠	겠	EP	O
다	다	EF	O
.	.	SF	O

