## 1
## 시민단체들은 이날 오전 서울 종로구 옛 일본대사관 앞에서 기자회견을 통해 ‘다케시마의 날’ 지정 철폐를 촉구했다.
## 시민단체들은 이날 오전 <서울:LOC> <종로구:LOC> 옛 <일본대사관:LOC> 앞에서 기자회견을 통해 ‘<다케시마의 날:POH>’ 지정 철폐를 촉구했다.
시민	시민	NNG	O
_	_	_	O
국내적	국내적	NNG	O
으로	으로	JKB	O
나	나	JX	O
_	_	_	O
국제적	국제적	NNG	O
으로	으로	JKB	O
_	_	_	O
의미	의미	NNG	O
가	가	JKS	O
_	_	_	O
각별한	각별하+ㄴ	VA+ETM	O
_	_	_	O
해	해+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 5
## TK지역에서 반 전 총장이 지지율 1위를 달리고 있는 것과는 대조적인 결과다.
## <TK지역:LOC>에서 <반:PER> 전 총장이 지지율 <1위:NOH>를 달리고 있는 것과는 대조적인 결과다.
TK	TK	SL	B-LOC
지역	지역	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
반	반	NNG	B-PER
_	_	_	O
전	전	NNG	O
_	_	_	O
총장	총장	NNG	O
이	이	JKS	O
_	_	_	O
지지율	지지율	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
달리	달리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
과	과	JKB	O
는	는	JX	O
_	_	_	O
대조적	대조적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
결과	결과+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## PK의 정당지지도가 요동친 것은 지난해 말부터다.
## <PK:LOC>의 정당지지도가 요동친 것은 지난해 말부터다.
PK	PK	SL	B-LOC
의	의	JKG	O
_	_	_	O
정당	정당	NNG	O
지지	지지	NNG	O
도	도	NNG	O
가	가	JKS	O
_	_	_	O
요동친	요동치+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
부터	부터+이	JX+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 카카오뮤직은 5일 오후 5시부터 7일 0시까지 이용자들을 대상으로 “‘토토가’에서 듣지 못해 아쉬웠던 노래”라는 주제로 설문조사를 진행했다.
## <카카오뮤직:ORG>은 <5일:DAT> <오후 5시:TIM>부터 <7일:DAT> <0시:TIM>까지 이용자들을 대상으로 “‘<토토가:POH>’에서 듣지 못해 아쉬웠던 노래”라는 주제로 설문조사를 진행했다.
카카오	카카오	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
5	5	SN	I-TIM
시	시	NNB	I-TIM
부터	부터	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
0	0	SN	B-TIM
시	시	NNB	I-TIM
까지	까지	JX	O
_	_	_	O
이용자	이용자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
토토	토토	NNP	B-POH
가	가	JKS	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
듣	듣	VV	O
지	지	EC	O
_	_	_	O
못해	못하+여	VX+EC	O
_	_	_	O
아쉬	아쉽	VA	O
웠	었	EP	O
던	던	ETM	O
_	_	_	O
노래	노래	NNG	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
설문	설문	NNG	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
진행	진행하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 해피투게더 김신영 하차→전현무 투입…“내가 못해서 그만두는 것” 대인배 인증
## <해피투게더:POH> <김신영:PER> 하차→<전현무:PER> 투입…“내가 못해서 그만두는 것” 대인배 인증
해피투게더	해피투게더	NNP	B-POH
_	_	_	O
김신영	김신영	NNP	B-PER
_	_	_	O
하차	하차	NNG	O
→	→	SW	O
전	전	MM	B-PER
현무	현무	NNG	I-PER
_	_	_	O
투입	투입	NNG	O
…	…	SE	O
“	“	SS	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
못해서	못하+여서	VV+EC	O
_	_	_	O
그만두	그만두	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
_	_	_	O
대	대	NNG	O
인배	인배	NNG	O
_	_	_	O
인증	인증	NNG	O

## 9
## 우지희 능률교육 콘텐츠개발본부 대리
## <우지희:PER> <능률교육:ORG> 콘텐츠개발본부 대리
우지희	우지희	NNP	B-PER
_	_	_	O
능률	능률	NNG	B-ORG
교육	교육	NNG	I-ORG
_	_	_	O
콘텐츠	콘텐츠	NNG	O
개발	개발	NNG	O
본부	본부	NNG	O
_	_	_	O
대리	대리	NNG	O

## 10
## 이어 홍 지사는 “큰 물줄기가 잡히면 작은 물줄기는 따라오게 된다.
## 이어 <홍:PER> 지사는 “큰 물줄기가 잡히면 작은 물줄기는 따라오게 된다.
이	잇	VV	O
어	어	EC	O
_	_	_	O
홍	홍	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
물줄기	물줄기	NNG	O
가	가	JKS	O
_	_	_	O
잡히	잡히	VV	O
면	면	EC	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
물줄기	물줄기	NNG	O
는	는	JX	O
_	_	_	O
따라오	따라오	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 한·러 양국은 나진-하산 공동 개발을 추진했지만 북한의 핵·미사일 위협 때문에 유야무야됐다.
## <한·러:ORG> <양:NOH>국은 <나진:LOC>-<하산:LOC> 공동 개발을 추진했지만 <북한:ORG>의 핵·미사일 위협 때문에 유야무야됐다.
한	한	NNP	B-ORG
·	·	SP	I-ORG
러	러	NNP	I-ORG
_	_	_	O
양국	양국	NNG	O
은	은	JX	O
_	_	_	O
나진	나진	NNP	B-LOC
-	-	SO	O
하산	하산	NNP	B-LOC
_	_	_	O
공동	공동	NNG	O
_	_	_	O
개발	개발	NNG	O
을	을	JKO	O
_	_	_	O
추진	추진하	VV	O
했	었	EP	O
지만	지만	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
핵	핵	NNG	O
·	·	SP	O
미사일	미사일	NNG	O
_	_	_	O
위협	위협	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
유야무야	유야무야되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 언제 어디서나 무엇이든지 빠르게 해야 하는 것. 그녀는 처음 한국에 와서 전화와 인터넷을 설치하려고 연락했더니 그날 바로 와서 TV를 무상으로 주면서까지 설치해준 것에 놀랐고, 신속하게 24시간 음식 배달을 해주는 세상이 있는가 싶었고, 동네 마트에서 장본 걸 집까지 배달해주는 것은 경이롭기까지 했다고 한다.
## 언제 어디서나 무엇이든지 빠르게 해야 하는 것. 그녀는 처음 <한국:LOC>에 와서 전화와 인터넷을 설치하려고 연락했더니 그날 바로 와서 TV를 무상으로 주면서까지 설치해준 것에 놀랐고, 신속하게 <24시간:NOH> 음식 배달을 해주는 세상이 있는가 싶었고, 동네 마트에서 장본 걸 집까지 배달해주는 것은 경이롭기까지 했다고 한다.
언제	언제	MAG	O
_	_	_	O
어디	어디	NP	O
서	서	JKB	O
나	나	JX	O
_	_	_	O
무엇	무엇	NP	O
이	이	VCP	O
든지	든지	EC	O
_	_	_	O
빠르	빠르	VA	O
게	게	EC	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
그녀	그녀	NP	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
한국	한국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
와서	+아서	+EC	O
_	_	_	O
전화	전화	NNG	O
와	와	JC	O
_	_	_	O
인터넷	인터넷	NNG	O
을	을	JKO	O
_	_	_	O
설치하	설치하	VV	O
려고	려고	EC	O
_	_	_	O
연락	연락하	VV	O
했	였	EP	O
더니	더니	EC	O
_	_	_	O
그날	그날	NNG	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
와서	+아서	+EC	O
_	_	_	O
TV	TV	SL	O
를	를	JKO	O
_	_	_	O
무상	무상	NNG	O
으로	으로	JKB	O
_	_	_	O
주	주	VV	O
면서	면서	EC	O
까지	까지	JX	O
_	_	_	O
설치해	설치하+여	VV+EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
신속하	신속하	VA	O
게	게	EC	O
_	_	_	O
24	24	SN	B-NOH
시간	시간	NNB	I-NOH
_	_	_	O
음식	음식	NNG	O
_	_	_	O
배달	배달	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
세상	세상	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는가	는가	EC	O
_	_	_	O
싶	싶	VX	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
동네	동네	NNG	O
_	_	_	O
마트	마트	NNG	O
에서	에서	JKB	O
_	_	_	O
장	장	NNG	O
본	보+ㄴ	VV+ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
집	집	NNG	O
까지	까지	JX	O
_	_	_	O
배달해	배달하+여	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
경이롭	경이롭	VA	O
기	기	ETN	O
까지	까지	JX	O
_	_	_	O
했	+였	+EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 근로자의 몫은 10~20%에 불과하다.
## 근로자의 몫은 <10:PNT>~<20%:PNT>에 불과하다.
근로자	근로자	NNG	O
의	의	JKG	O
_	_	_	O
몫	몫	NNG	O
은	은	JX	O
_	_	_	O
10	10	SN	B-PNT
~	~	SO	O
20	20	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다	다	EF	O
.	.	SF	O

## 14
## “빠른 박상영에 속수무책 당해…20초 만에 무너졌다”
## “빠른 <박상영:PER>에 속수무책 당해…<20초:NOH> 만에 무너졌다”
“	“	SS	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
박상영	박상영	NNP	B-PER
에	에	JKB	O
_	_	_	O
속수무책	속수무책	NNG	O
_	_	_	O
당해	당하+여	VV+EC	O
…	…	SE	O
20	20	SN	B-NOH
초	초	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
무너	무너지	VV	O
졌	었	EP	O
다	다	EF	O
”	”	SS	O

## 15
## 한스 마이어 IAEA대변인은 빈의 IAEA본부에서 『IAEA 사찰단원들이 매우 치밀한 사찰을 수행한 결과 남아공의 핵무기들이 모두 해체됐음이 확인됐다』고 밝혔다.
## <한스 마이어:PER> <IAEA:ORG>대변인은 <빈:LOC>의 <IAEA본부:ORG>에서 『<IAEA:ORG> 사찰단원들이 매우 치밀한 사찰을 수행한 결과 남아공의 핵무기들이 모두 해체됐음이 확인됐다』고 밝혔다.
한스	한스	NNP	B-PER
_	_	_	I-PER
마이어	마이어	NNP	I-PER
_	_	_	O
IAEA	IAEA	SL	B-ORG
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
빈	빈	NNP	B-LOC
의	의	JKG	O
_	_	_	O
IAEA	IAEA	SL	B-ORG
본부	본부	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
『	『	SS	O
IAEA	IAEA	SL	B-ORG
_	_	_	O
사찰	사찰	NNG	O
단원	단원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
치밀한	치밀하+ㄴ	VA+ETM	O
_	_	_	O
사찰	사찰	NNG	O
을	을	JKO	O
_	_	_	O
수행한	수행하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
남아공	남아공	NNP	O
의	의	JKG	O
_	_	_	O
핵	핵	NNG	O
무기	무기	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
해체	해체되	VV	O
됐	었	EP	O
음	음	ETN	O
이	이	JKS	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 문체부는 “국고 3000억 원을 투입하기 때문에 앞으로도 최소한의 관리 및 견제가 필요하다”고 주장한다.
## <문체부:ORG>는 “국고 <3000억 원:MNY>을 투입하기 때문에 앞으로도 최소한의 관리 및 견제가 필요하다”고 주장한다.
문체부	문체부	NNG	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
국고	국고	NNG	O
_	_	_	O
3000	3000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투입하	투입하	VV	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
최소한	최소한	NNG	O
의	의	JKG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
견제	견제	NNG	O
가	가	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주장한다	주장하+ㄴ다	VV+EF	O
.	.	SF	O

