## 1
## 소설가 오정희씨와의 만남을 기다리는 독자들이었다.
## 소설가 <오정희:PER>씨와의 만남을 기다리는 독자들이었다.
소설가	소설가	NNG	O
## <5일:DAT> <진:PER> 교수는 자신의 <트위터:POH> 계정에 “<정의당:ORG>에서 이런 XX들 구속시키는 법 좀 만들었으면”이라는 글과 함께 관련 기사를 링크했다.
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
진	지+ㄴ	VV+ETM	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
트위터	트위터	NNP	B-POH
_	_	_	O
계정	계정	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
정의당	정의당	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
XX	XX	SL	O
들	들	XSN	O
_	_	_	O
구속	구속	NNG	O
시키	시키	XSV	O
는	는	ETM	O
_	_	_	O
법	법	NNB	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
으면	으면	EF	O
”	”	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
기사	기사	NNG	O
를	를	JKO	O
_	_	_	O
링크	링크하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 해당 기사는 정 회장이 기업 공식 홈페이지를 통해 경비원 폭행에 대해 공식 사과했다는 내용이다.
## 해당 기사는 <정:PER> 회장이 기업 공식 홈페이지를 통해 경비원 폭행에 대해 공식 사과했다는 내용이다.
해당	해당	NNG	O
_	_	_	O
기사	기사	NNG	O
는	는	JX	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
홈페이지	홈페이지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
경비원	경비원	NNG	O
_	_	_	O
폭행	폭행	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
내용	내용	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 진 교수는 이어 ‘미스터피자’ 가맹점주 협회가 정 회장의 ‘갑질’을 추가로 폭로했다는 내용의 기사 하나를 더 소개 했다.
## <진:PER> 교수는 이어 ‘<미스터피자:ORG>’ 가맹점주 협회가 <정:PER> 회장의 ‘갑질’을 추가로 폭로했다는 내용의 기사 <하나:NOH>를 더 소개 했다.
진	진	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
이어	이어	MAG	O
_	_	_	O
‘	‘	SS	O
미스터피자	미스터피자	NNP	B-ORG
’	’	SS	O
_	_	_	O
가맹점	가맹점	NNG	O
주	주	XSN	O
_	_	_	O
협회	협회	NNG	O
가	가	JKS	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
갑	갑	NNG	O
질	질	XSN	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
폭로	폭로하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
기사	기사	NNG	O
_	_	_	O
하나	하나	NR	B-NOH
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
소개	소개	NNG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한편 정 회장은 논란이 가라앉지 않자 이날 ‘미스터피자’ 홈페이지에 “저의 불찰이다.
## 한편 <정:PER> 회장은 논란이 가라앉지 않자 이날 ‘<미스터피자:ORG>’ 홈페이지에 “저의 불찰이다.
한편	한편	MAG	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
가라앉	가라앉	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
자	자	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
미스터피자	미스터피자	NNP	B-ORG
’	’	SS	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
저	저	NP	O
의	의	JKG	O
_	_	_	O
불찰	불찰	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 새누리당 김영우 수석대변인은 브리핑에서 “참으로 안타까운 일”이라며 “최근 정치권이 국정원을 압박하는 상황에서 발생했다는 점에서 안타까움이 더욱 크다”고 말했다.
## <새누리당:ORG> <김영우:PER> 수석대변인은 브리핑에서 “참으로 안타까운 일”이라며 “최근 정치권이 <국정원:ORG>을 압박하는 상황에서 발생했다는 점에서 안타까움이 더욱 크다”고 말했다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
김영우	김영우	NNP	B-PER
_	_	_	O
수석	수석	NNG	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
브리핑	브리핑	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
참으로	참으로	MAG	O
_	_	_	O
안타까	안타깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
일	일	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
정치권	정치권	NNG	O
이	이	JKS	O
_	_	_	O
국정원	국정원	NNG	B-ORG
을	을	JKO	O
_	_	_	O
압박하	압박하	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
안타까움	안타깝+ㅁ	VA+ETN	O
이	이	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
크	크	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 박철(朴哲) 부총재보는 “새해들어 3년만기 회사채 등 장기금리가 치솟은 것은 작년까지 억눌려 있던 지표금리가 현실화하면서 나타난 현상”이라며 “적정치에 거의 근접했기 때문에채권거래가 다시 활성화되면 장기금리도 조만간 안정을 되찾을 것으로 본다”고 말했다.
## <박철:PER>(<朴哲:PER>) 부총재보는 “새해들어 <3년:DAT>만기 회사채 등 장기금리가 치솟은 것은 작년까지 억눌려 있던 지표금리가 현실화하면서 나타난 현상”이라며 “적정치에 거의 근접했기 때문에채권거래가 다시 활성화되면 장기금리도 조만간 안정을 되찾을 것으로 본다”고 말했다.
박철	박철	NNP	B-PER
(	(	SS	O
朴哲	朴哲	SH	B-PER
)	)	SS	O
_	_	_	O
부총재	부총재	NNG	O
보	보	XSN	O
는	는	JX	O
_	_	_	O
“	“	SS	O
새해	새해	NNG	O
들	들	VV	O
어	어	EC	O
_	_	_	O
3	3	SN	B-DAT
년	년	NNB	I-DAT
만기	만기	NNG	O
_	_	_	O
회사채	회사채	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
장기	장기	NNG	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
치솟	치솟	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
작년	작년	NNG	O
까지	까지	JX	O
_	_	_	O
억눌려	억눌리+어	VV+EC	O
_	_	_	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
지표	지표	NNG	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
현실화하	현실화하	VV	O
면서	면서	EC	O
_	_	_	O
나타난	나타나+ㄴ	VV+ETM	O
_	_	_	O
현상	현상	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
적정	적정	NNG	O
치	치	XSN	O
에	에	JKB	O
_	_	_	O
거의	거의	MAG	O
_	_	_	O
근접	근접하	VV	O
했	였	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
채권	채권	NNG	O
거래	거래	NNG	O
가	가	JKS	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
활성화되	활성화되	VV	O
면	면	EC	O
_	_	_	O
장기	장기	NNG	O
금리	금리	NNG	O
도	도	JX	O
_	_	_	O
조만간	조만간	MAG	O
_	_	_	O
안정	안정	NNG	O
을	을	JKO	O
_	_	_	O
되찾	되찾	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
본다	보+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 현재 피해자 540명이 5건의 소송을 진행하고 있다.
## 현재 피해자 <540명:NOH>이 <5건:NOH>의 소송을 진행하고 있다.
현재	현재	MAG	O
_	_	_	O
피해자	피해자	NNG	O
_	_	_	O
540	540	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
5	5	SN	B-NOH
건	건	NNB	I-NOH
의	의	JKG	O
_	_	_	O
소송	소송	NNG	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 하지만 느린 백업 속도, 누적된 불필요한 파일 등으로 새로운 맥북에 데이터를 복원할 때마다 개운한 맛이 없었습니다.
## 하지만 느린 백업 속도, 누적된 불필요한 파일 등으로 새로운 <맥북:POH>에 데이터를 복원할 때마다 개운한 맛이 없었습니다.
하지만	하지만	MAJ	O
_	_	_	O
느린	느리+ㄴ	VA+ETM	O
_	_	_	O
백업	백업	NNG	O
_	_	_	O
속도	속도	NNG	O
,	,	SP	O
_	_	_	O
누적된	누적되+ㄴ	VV+ETM	O
_	_	_	O
불필요한	불필요하+ㄴ	VA+ETM	O
_	_	_	O
파일	파일	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
맥	맥	NNG	B-POH
북	북	NNP	I-POH
에	에	JKB	O
_	_	_	O
데이터	데이터	NNG	O
를	를	JKO	O
_	_	_	O
복원할	복원하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
개운한	개운하+ㄴ	VA+ETM	O
_	_	_	O
맛	맛	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 14
## 이번에 타임머신 없이 새로운 맥북 세팅을 해보면서 느꼈던 부분은 생각했던 것보다 훨씬 수월했다는 점입니다.
## 이번에 타임머신 없이 새로운 <맥북:POH> 세팅을 해보면서 느꼈던 부분은 생각했던 것보다 훨씬 수월했다는 점입니다.
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
타임머신	타임머신	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
맥	맥	NNG	B-POH
북	북	NNP	I-POH
_	_	_	O
세팅	세팅	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
보	보	VX	O
면서	면서	EC	O
_	_	_	O
느	느끼	VV	O
꼈	었	EP	O
던	던	ETM	O
_	_	_	O
부분	부분	NNG	O
은	은	JX	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
보다	보다	JKB	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
수월	수월하	VA	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 15
## 한 지붕 아래 살아가며 아픔과 슬픔은 나누고 행복과 사랑은 키워나간다.
## <한 지붕:NOH> 아래 살아가며 아픔과 슬픔은 나누고 행복과 사랑은 키워나간다.
한	한	MM	B-NOH
_	_	_	I-NOH
지붕	지붕	NNG	I-NOH
_	_	_	O
아래	아래	NNG	O
_	_	_	O
살아가	살아가	VV	O
며	며	EC	O
_	_	_	O
아픔	아픔	NNG	O
과	과	JC	O
_	_	_	O
슬픔	슬픔	NNG	O
은	은	JX	O
_	_	_	O
나누	나누	VV	O
고	고	EC	O
_	_	_	O
행복	행복	NNG	O
과	과	JC	O
_	_	_	O
사랑	사랑	NNG	O
은	은	JX	O
_	_	_	O
키	키우	VV	O
워	어	EC	O
나간다	나가+ㄴ다	VX+EF	O
.	.	SF	O

## 16
## ‘빅월 페스티벌’은 빅월 클라이밍에 대한 국내 등반가들의 도전을 돕기 위해 빅월 클라이밍의 다양한 기술들을 도심 속 인공 암벽에서 자유롭게 펼칠 수 있도록 마련된 거벽 등반가들의 축제다.
## ‘<빅월 페스티벌:POH>’은 빅월 클라이밍에 대한 국내 등반가들의 도전을 돕기 위해 빅월 클라이밍의 다양한 기술들을 도심 속 인공 암벽에서 자유롭게 펼칠 수 있도록 마련된 거벽 등반가들의 축제다.
‘	‘	SS	O
빅월	빅월	NNG	B-POH
_	_	_	I-POH
페스티벌	페스티벌	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
빅월	빅월	NNG	O
_	_	_	O
클라이밍	클라이밍	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
등반	등반	NNG	O
가	가	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
도전	도전	NNG	O
을	을	JKO	O
_	_	_	O
돕	돕	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
빅월	빅월	NNG	O
_	_	_	O
클라이밍	클라이밍	NNG	O
의	의	JKG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
기술	기술	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
도심	도심	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
인공	인공	NNG	O
_	_	_	O
암벽	암벽	NNG	O
에서	에서	JKB	O
_	_	_	O
자유롭	자유롭	VA	O
게	게	EC	O
_	_	_	O
펼칠	펼치+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
마련된	마련되+ㄴ	VV+ETM	O
_	_	_	O
거벽	거벽	NNG	O
_	_	_	O
등반	등반	NNG	O
가	가	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
축제	축제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 17
## 이어 임수향은 "생각해 보니 제 이상형이 섹시한 사람이다"라며 "그러면서도 재밌어야 된다"고 강조했다.
## 이어 <임수향:PER>은 "생각해 보니 제 이상형이 섹시한 사람이다"라며 "그러면서도 재밌어야 된다"고 강조했다.
이어	이어	MAG	O
_	_	_	O
임수향	임수향	NNP	B-PER
은	은	JX	O
_	_	_	O
"	"	SS	O
생각해	생각하+여	VV+EC	O
_	_	_	O
보	보	VX	O
니	니	EC	O
_	_	_	O
제	저+의	NP+JKG	O
_	_	_	O
이상형	이상형	NNG	O
이	이	JKS	O
_	_	_	O
섹시한	섹시하+ㄴ	VA+ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	VCP	O
다	다	EF	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
그러	그러	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
재밌	재미있	VA	O
어야	어야	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

