## 1
## 미터에 찍힌 금액은 4100원. 기사가 도착 버튼을 눌렀다.
## 미터에 찍힌 금액은 <4100원:MNY>. 기사가 도착 버튼을 눌렀다.
미터	미터	NNB	O
영화	영화	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
아이	아이	NNG	O
돌	돌	NNG	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
엑소	엑소	NNP	B-ORG
의	의	JKG	O
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
도경수	도경수	NNP	B-PER
와	와	JKB	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
키스	키스	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
키스	키스	NNG	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
키스	키스	NNG	O
신	신	NNG	O
’	’	SS	O
도	도	JX	O
_	_	_	O
등장한다	등장하+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 25위 케빈 트웨이(13만6547달러)에 약 3만3000달러 이상 앞서 있어 시드 획득이 확실시되고 있다.
## <25위:NOH> <케빈 트웨이:PER>(<13만6547달러:MNY>)에 약 <3만3000달러:MNY> 이상 앞서 있어 시드 획득이 확실시되고 있다.
25	25	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
케빈	케빈	NNP	B-PER
_	_	_	I-PER
트웨이	트웨이	NNG	I-PER
(	(	SS	O
13	13	SN	B-MNY
만	만	NR	I-MNY
6547	6547	SN	I-MNY
달러	달러	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
_	_	_	O
약	약	MM	O
_	_	_	O
3	3	SN	B-MNY
만	만	NR	I-MNY
3000	3000	SN	I-MNY
달러	달러	NNB	I-MNY
_	_	_	O
이상	이상	NNG	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
시드	시드	NNP	O
_	_	_	O
획득	획득	NNG	O
이	이	JKS	O
_	_	_	O
확실시되	확실시되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 회원 28만 명의 국내 최대 견주 모임인 애견협회에는 이미 ‘칩’의 위험성에 대한 많은 논의가 있었다고 한다.
## 회원 <28만 명:NOH>의 국내 최대 견주 모임인 <애견협회:ORG>에는 이미 ‘칩’의 위험성에 대한 많은 논의가 있었다고 한다.
회원	회원	NNG	O
_	_	_	O
28	28	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
견주	견주	NNG	O
_	_	_	O
모임	모임	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
애견	애견	NNG	B-ORG
협회	협회	NNG	I-ORG
에	에	JKB	O
는	는	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
‘	‘	SS	O
칩	칩	NNG	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
위험성	위험성	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
논의	논의	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 사실 중국인 유학생의 유입은 한반도와 중국 대륙이 인적 교류를 시작한 이래 처음 있는 현상이다.
## 사실 중국인 유학생의 유입은 <한반도:LOC>와 <중국:ORG> 대륙이 인적 교류를 시작한 이래 처음 있는 현상이다.
사실	사실	MAG	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
유학생	유학생	NNG	O
의	의	JKG	O
_	_	_	O
유입	유입	NNG	O
은	은	JX	O
_	_	_	O
한반도	한반도	NNP	B-LOC
와	와	JC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
대륙	대륙	NNG	O
이	이	JKS	O
_	_	_	O
인적	인적	NNG	O
_	_	_	O
교류	교류	NNG	O
를	를	JKO	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
_	_	_	O
이래	이래	NNB	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
현상	현상	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 조직위는 또 범정부적 지원을 받아 선수촌이 개촌되는 26일부터 인천국제공항-광주간 KTX가 증편(1일 편도 2회→5회)돼 해외참가자 수송이 더욱 원활하게 펼쳐지고, 대테러·안전대책본부와 식음료 안전대책본부 등을 통해 ‘안전한 대회’ 실현도 차질 없이 준비되고 있다고 보고했다.
## 조직위는 또 범정부적 지원을 받아 선수촌이 개촌되는 <26일:DAT>부터 <인천국제공항:LOC>-<광주:LOC>간 <KTX:POH>가 증편(<1일:NOH> 편도 <2회:NOH>→<5회:NOH>)돼 해외참가자 수송이 더욱 원활하게 펼쳐지고, <대테러·안전대책본부:ORG>와 식음료 안전대책본부 등을 통해 ‘안전한 대회’ 실현도 차질 없이 준비되고 있다고 보고했다.
조직	조직	NNG	O
위	위	NNG	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
범	범	XPN	O
정부	정부	NNG	O
적	적	XSN	O
_	_	_	O
지원	지원	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
선수촌	선수촌	NNG	O
이	이	JKS	O
_	_	_	O
개	개	NNG	O
촌	촌	NNG	O
되	되	XSV	O
는	는	ETM	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
인천국제공항	인천국제공항	NNP	B-LOC
-	-	SO	O
광주	광주	NNP	B-LOC
간	간	NNB	O
_	_	_	O
KTX	KTX	SL	B-POH
가	가	JKS	O
_	_	_	O
증편	증편	NNG	O
(	(	SS	O
1	1	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
편도	편도	NNG	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
→	→	SW	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
)	)	SS	O
돼	되+어	XSV+EC	O
_	_	_	O
해외	해외	NNG	O
참가자	참가자	NNG	O
_	_	_	O
수송	수송	NNG	O
이	이	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
원활하	원활하	VA	O
게	게	EC	O
_	_	_	O
펼쳐지	펼쳐지	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
대	대	XPN	B-ORG
테러	테러	NNG	I-ORG
·	·	SP	I-ORG
안전	안전	NNG	I-ORG
대책	대책	NNG	I-ORG
본부	본부	NNG	I-ORG
와	와	JC	O
_	_	_	O
식음료	식음료	NNG	O
_	_	_	O
안전	안전	NNG	O
대책	대책	NNG	O
본부	본부	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
안전한	안전하+ㄴ	VA+ETM	O
_	_	_	O
대회	대회	NNG	O
’	’	SS	O
_	_	_	O
실현	실현	NNG	O
도	도	JX	O
_	_	_	O
차질	차질	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
준비되	준비되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
보고	보고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 전태풍은 계약 기간 2년, 첫 해 보수 총액 5억4000만 원(연봉 4억8600만 원+인센티브 5400만 원)에 KCC와 25일 자유계약선수(FA) 계약을 체결한다.
## <전태풍:PER>은 계약 기간 <2년:DUR>, 첫 해 보수 총액 <5억4000만 원:MNY>(연봉 <4억8600만 원:MNY>+인센티브 <5400만 원:MNY>)에 <KCC:ORG>와 <25일:DAT> <자유계약선수:POH>(<FA:POH>) 계약을 체결한다.
전	전	NNG	B-PER
태풍	태풍	NNG	I-PER
은	은	JX	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
,	,	SP	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
해	해	NNG	O
_	_	_	O
보수	보수	NNG	O
_	_	_	O
총액	총액	NNG	O
_	_	_	O
5	5	SN	B-MNY
억	억	NR	I-MNY
4000	4000	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
연봉	연봉	NNG	O
_	_	_	O
4	4	SN	B-MNY
억	억	NR	I-MNY
8600	8600	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원+	원++	NNB+SW	O
인센티브	인센티브	NNG	O
_	_	_	O
5400	5400	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
_	_	_	O
KCC	KCC	SL	B-ORG
와	와	JC	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자유	자유	NNG	B-POH
계약	계약	NNG	I-POH
선수	선수	NNG	I-POH
(	(	SS	O
FA	FA	SL	B-POH
)	)	SS	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
체결한다	체결하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 외교부가 공개한 자료에 따르면 최근 5년간 한국인 워홀러가 연루된 사건은 살인, 폭행, 사기, 교통사고를 포함해 모두 577 건이다.
## <외교부:ORG>가 공개한 자료에 따르면 최근 <5년간:DUR> 한국인 <워홀러:PER>가 연루된 사건은 살인, 폭행, 사기, 교통사고를 포함해 모두 <577 건:NOH>이다.
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
가	가	JKS	O
_	_	_	O
공개한	공개하+ㄴ	VV+ETM	O
_	_	_	O
자료	자료	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
5	5	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
워홀러	워홀러	NNG	B-PER
가	가	JKS	O
_	_	_	O
연루된	연루되+ㄴ	VV+ETM	O
_	_	_	O
사건	사건	NNG	O
은	은	JX	O
_	_	_	O
살인	살인	NNG	O
,	,	SP	O
_	_	_	O
폭행	폭행	NNG	O
,	,	SP	O
_	_	_	O
사기	사기	NNG	O
,	,	SP	O
_	_	_	O
교통사고	교통사고	NNG	O
를	를	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
577	577	SN	B-NOH
_	_	_	I-NOH
건	건	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 한국은 그동안 법­제도적 측면에서 유엔이 요구하는 남녀평등 수준을 이뤄냈으나, 「실질적 평등」에 이르지 못했으며, 좀더 적극적인 여성 정책이 앞으로의 과제라고 발표자들은 평가하고 있다.
## <한국:ORG>은 그동안 법­제도적 측면에서 <유엔:ORG>이 요구하는 남녀평등 수준을 이뤄냈으나, 「실질적 평등」에 이르지 못했으며, 좀더 적극적인 여성 정책이 앞으로의 과제라고 발표자들은 평가하고 있다.
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
법	법	NNG	O
­	­	SS	O
제도적	제도적	NNG	O
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
_	_	_	O
유엔	유엔	NNP	B-ORG
이	이	JKS	O
_	_	_	O
요구하	요구하	VV	O
는	는	ETM	O
_	_	_	O
남녀	남녀	NNG	O
평등	평등	NNG	O
_	_	_	O
수준	수준	NNG	O
을	을	JKO	O
_	_	_	O
이뤄	이루+어	VV+EC	O
냈	내+었	VX+EP	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
「	「	SS	O
실질적	실질적	NNG	O
_	_	_	O
평등	평등	NNG	O
」	」	SS	O
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
좀	좀	MAG	O
더	더	MAG	O
_	_	_	O
적극적	적극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
정책	정책	NNG	O
이	이	JKS	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
의	의	JKG	O
_	_	_	O
과제	과제+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
발표자	발표자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
평가하	평가하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 올해로 5회째를 맞은 ‘여성 컨퍼런스’는 한국지엠 세르지오 호샤(Sergio Rocha) 사장 겸 CEO, 제임스 김(James Kim) 사장 겸 COO, 황지나 홍보부문 부사장을 비롯한 임원진과 여성 직원 약 300여명이 참석한 가운데 개최됐다.
## 올해로 <5회:NOH>째를 맞은 ‘<여성 컨퍼런스:POH>’는 <한국지엠:ORG> <세르지오 호샤:PER>(<Sergio Rocha:PER>) 사장 겸 CEO, <제임스 김:PER>(<James Kim:PER>) 사장 겸 COO, <황지나:PER> 홍보부문 부사장을 비롯한 임원진과 여성 직원 약 <300여명:NOH>이 참석한 가운데 개최됐다.
올해	올해	NNG	O
로	로	JKB	O
_	_	_	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
째	째	XSN	O
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
여성	여성	NNG	B-POH
_	_	_	I-POH
컨퍼런스	컨퍼런스	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
지엠	지엠	NNP	I-ORG
_	_	_	O
세르지오	세르지오	NNP	B-PER
_	_	_	I-PER
호	호	NNB	I-PER
샤	샤	NNP	I-PER
(	(	SS	O
Sergio	Sergio	SL	B-PER
_	_	_	I-PER
Rocha	Rocha	SL	I-PER
)	)	SS	O
_	_	_	O
사장	사장	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
CEO	CEO	SL	O
,	,	SP	O
_	_	_	O
제임스	제임스	NNP	B-PER
_	_	_	I-PER
김	김	NNP	I-PER
(	(	SS	O
James	James	SL	B-PER
_	_	_	I-PER
Kim	Kim	SL	I-PER
)	)	SS	O
_	_	_	O
사장	사장	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
COO	COO	SL	O
,	,	SP	O
_	_	_	O
황지나	황지나	NNP	B-PER
_	_	_	O
홍보	홍보	NNG	O
부문	부문	NNG	O
_	_	_	O
부사장	부사장	NNG	O
을	을	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
임원	임원	NNG	O
진	진	XSN	O
과	과	JC	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
300	300	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
개최	개최되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 비리연루 의혹 김정행 대한체육회장… 2013년까지 6회연속 유도회장 역임
## 비리연루 의혹 <김정행:PER> 대한체육회장… <2013년:DAT>까지 <6회:NOH>연속 유도회장 역임
비리	비리	NNG	O
연루	연루	NNG	O
_	_	_	O
의혹	의혹	NNG	O
_	_	_	O
김정행	김정행	NNP	B-PER
_	_	_	O
대한체육회	대한체육회	NNP	O
장	장	XSN	O
…	…	SE	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
6	6	SN	B-NOH
회	회	NNB	I-NOH
연속	연속	NNG	O
_	_	_	O
유도	유도	NNG	O
회장	회장	NNG	O
_	_	_	O
역임	역임	NNG	O

## 14
## 아모레퍼시픽은 5월 가정의 달을 맞아 ‘타임 레스폰스 스프링 익스클루시브 콜렉션’을 한정적으로 선보였다.
## <아모레퍼시픽:ORG>은 <5월 가정의 달:DUR>을 맞아 ‘<타임 레스폰스 스프링 익스클루시브 콜렉션:POH>’을 한정적으로 선보였다.
아모레퍼시픽	아모레퍼시픽	NNP	B-ORG
은	은	JX	O
_	_	_	O
5	5	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
가정	가정	NNG	I-DUR
의	의	JKG	I-DUR
_	_	_	I-DUR
달	달	NNG	I-DUR
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
아	아	EC	O
_	_	_	O
‘	‘	SS	O
타임	타임	NNP	B-POH
_	_	_	I-POH
레스	레스	NNP	I-POH
폰스	폰스	NNG	I-POH
_	_	_	I-POH
스프링	스프링	NNG	I-POH
_	_	_	I-POH
익스	익스	NNP	I-POH
클루	클루	NNP	I-POH
시	시	NNG	I-POH
브	브	NNG	I-POH
_	_	_	I-POH
콜렉션	콜렉션	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
한정적	한정적	NNG	O
으로	으로	JKB	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## ‘타임 레스폰스 스프링 익스클루시브 콜렉션’은 안티에이징 케어를 위한 선물 세트로 아모레퍼시픽의 베스트 셀링 제품인 ‘타임 레스폰스 스킨 리뉴얼 젤 크림’과 이번 콜렉션을 위해 한정으로 선보인 ‘인텐시브 에이징-디파잉 나이트 트리트먼트’ 2종으로 구성됐다.
## ‘<타임 레스폰스 스프링 익스클루시브 콜렉션:POH>’은 안티에이징 케어를 위한 선물 세트로 <아모레퍼시픽:ORG>의 베스트 셀링 제품인 ‘<타임 레스폰스 스킨 리뉴얼 젤 크림:POH>’과 이번 콜렉션을 위해 한정으로 선보인 ‘<인텐시브 에이징-디파잉 나이트 트리트먼트:POH>’ <2종:NOH>으로 구성됐다.
‘	‘	SS	O
타임	타임	NNP	B-POH
_	_	_	I-POH
레스	레스	NNP	I-POH
폰스	폰스	NNG	I-POH
_	_	_	I-POH
스프링	스프링	NNG	I-POH
_	_	_	I-POH
익스	익스	NNP	I-POH
클루	클루	NNP	I-POH
시	시	NNG	I-POH
브	브	NNG	I-POH
_	_	_	I-POH
콜렉션	콜렉션	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
안티에이징	안티에이징	NNG	O
_	_	_	O
케어	케어	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
선물	선물	NNG	O
_	_	_	O
세트	세트	NNG	O
로	로	JKB	O
_	_	_	O
아모레퍼시픽	아모레퍼시픽	NNP	B-ORG
의	의	JKG	O
_	_	_	O
베스트	베스트	NNG	O
_	_	_	O
셀링	셀링	NNP	O
_	_	_	O
제품	제품	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
타임	타임	NNP	B-POH
_	_	_	I-POH
레스	레스	NNP	I-POH
폰스	폰스	NNG	I-POH
_	_	_	I-POH
스킨	스킨	NNG	I-POH
_	_	_	I-POH
리뉴얼	리뉴얼	NNG	I-POH
_	_	_	I-POH
젤	젤	NNG	I-POH
_	_	_	I-POH
크림	크림	NNG	I-POH
’	’	SS	O
과	과	JKB	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
콜렉션	콜렉션	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
한정	한정	NNG	O
으로	으로	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
인텐시브	인텐시브	NNG	B-POH
_	_	_	I-POH
에이징	에이징	NNG	I-POH
-	-	SO	I-POH
디	디	NNG	I-POH
파	파	NNG	I-POH
잉	잉	NNP	I-POH
_	_	_	I-POH
나이트	나이트	NNG	I-POH
_	_	_	I-POH
트리트먼트	트리트먼트	NNG	I-POH
’	’	SS	O
_	_	_	O
2	2	SN	B-NOH
종	종	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
구성	구성되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

