## 1
## 이수 하차, "나가수3 하차 MBC의 일방적인 결정…관객 반응 뜨거웠는데"
## <이수:PER> 하차, "<나가수3:POH> 하차 <MBC:ORG>의 일방적인 결정…관객 반응 뜨거웠는데"
이수	이수	NNG	B-PER
## KB저축은행도 영업점에 가지 않고도 스마트폰으로 간편하게 대출상품을 이용할 수 있는 ‘KB착한대출’ 앱을 출시해 중금리 대출시장에서 주목을 받고 있다.
## <KB저축은행:ORG>도 영업점에 가지 않고도 스마트폰으로 간편하게 대출상품을 이용할 수 있는 ‘<KB착한대출:POH>’ 앱을 출시해 중금리 대출시장에서 주목을 받고 있다.
KB	KB	SL	B-ORG
저축은행	저축은행	NNG	I-ORG
도	도	JX	O
_	_	_	O
영업	영업	NNG	O
점	점	XSN	O
에	에	JKB	O
_	_	_	O
가	가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고도	고도	EC	O
_	_	_	O
스마트폰	스마트폰	NNG	O
으로	으로	JKB	O
_	_	_	O
간편하	간편하	VA	O
게	게	EC	O
_	_	_	O
대출	대출	NNG	O
상품	상품	NNG	O
을	을	JKO	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
KB	KB	SL	B-POH
착한	착한	NNG	I-POH
대출	대출	NNG	I-POH
’	’	SS	O
_	_	_	O
앱	앱	NNG	O
을	을	JKO	O
_	_	_	O
출시해	출시하+여	VV+EC	O
_	_	_	O
중	중	NNG	O
금리	금리	NNG	O
_	_	_	O
대출	대출	NNG	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## ‘사람 사는 세상’은 노무현의 매력적 언어다.
## ‘<사람 사는 세상:ORG>’은 <노무현:PER>의 매력적 언어다.
‘	‘	SS	O
사람	사람	NNG	B-ORG
_	_	_	I-ORG
사	살	VV	I-ORG
는	는	ETM	I-ORG
_	_	_	I-ORG
세상	세상	NNG	I-ORG
’	’	SS	O
은	은	JX	O
_	_	_	O
노무현	노무현	NNP	B-PER
의	의	JKG	O
_	_	_	O
매력적	매력적	NNG	O
_	_	_	O
언어	언어+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 관청과 은행이 정상근무를 시작하고 굳게 잠겼던 상점의 문들도 하나 둘씩 열리고 있다.
## 관청과 은행이 정상근무를 시작하고 굳게 잠겼던 상점의 문들도 <하나:NOH> <둘:NOH>씩 열리고 있다.
관청	관청	NNG	O
과	과	JC	O
_	_	_	O
은행	은행	NNG	O
이	이	JKS	O
_	_	_	O
정상	정상	NNG	O
근무	근무	NNG	O
를	를	JKO	O
_	_	_	O
시작하	시작하	VV	O
고	고	EC	O
_	_	_	O
굳	굳	VA	O
게	게	EC	O
_	_	_	O
잠	잠기	VV	O
겼	었	EP	O
던	던	ETM	O
_	_	_	O
상점	상점	NNG	O
의	의	JKG	O
_	_	_	O
문	문	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
하나	하나	NR	B-NOH
_	_	_	O
둘	둘	NR	B-NOH
씩	씩	XSN	O
_	_	_	O
열리	열리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 화면 밝기를 기본 350nit(밝기의 단위)에서 최대 700nit로 전환하는 ‘아웃도어’ 기능은 화면의 선명함을 높여 일상생활뿐 아니라 캠핑과 같은 야외 활동에서도 다양한 콘텐트를 즐길 수 있게 해준다.
## 화면 밝기를 기본 <350nit:NOH>(밝기의 단위)에서 최대 <700nit로:NOH> 전환하는 ‘아웃도어’ 기능은 화면의 선명함을 높여 일상생활뿐 아니라 캠핑과 같은 야외 활동에서도 다양한 콘텐트를 즐길 수 있게 해준다.
화면	화면	NNG	O
_	_	_	O
밝기	밝기	NNG	O
를	를	JKO	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
350	350	SN	B-NOH
nit	nit	SL	I-NOH
(	(	SS	O
밝기	밝기	NNG	O
의	의	JKG	O
_	_	_	O
단위	단위	NNG	O
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
700	700	SN	B-NOH
nit	nit	SL	I-NOH
로	로	JKB	I-NOH
_	_	_	O
전환하	전환하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
아웃도어	아웃도어	NNG	O
’	’	SS	O
_	_	_	O
기능	기능	NNG	O
은	은	JX	O
_	_	_	O
화면	화면	NNG	O
의	의	JKG	O
_	_	_	O
선명함	선명하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
높	높이	VV	O
여	어	EC	O
_	_	_	O
일상생활	일상생활	NNG	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
캠핑	캠핑	NNG	O
과	과	JC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
야외	야외	NNG	O
_	_	_	O
활동	활동	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
콘텐트	콘텐트	NNG	O
를	를	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
해	하+여	VX+EC	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 8
## 그 하나는 욕망을 억제하는 수단으로 손가락을 잘랐는데 몇손가락을 잘랐느냐로 도의 정도를 가늠했었다.
## 그 <하나:NOH>는 욕망을 억제하는 수단으로 손가락을 잘랐는데 몇손가락을 잘랐느냐로 도의 정도를 가늠했었다.
그	그	MM	O
_	_	_	O
하나	하나	NNG	B-NOH
는	는	JX	O
_	_	_	O
욕망	욕망	NNG	O
을	을	JKO	O
_	_	_	O
억제하	억제하	VV	O
는	는	ETM	O
_	_	_	O
수단	수단	NNG	O
으로	으로	JKB	O
_	_	_	O
손가락	손가락	NNG	O
을	을	JKO	O
_	_	_	O
잘	자르	VV	O
랐	았	EP	O
는데	는데	EC	O
_	_	_	O
몇	몇	MM	O
손가락	손가락	NNG	O
을	을	JKO	O
_	_	_	O
잘	자르	VV	O
랐	았	EP	O
느냐	느냐	EC	O
로	로	JKB	O
_	_	_	O
도	도	NNB	O
의	의	JKG	O
_	_	_	O
정도	정도	NNG	O
를	를	JKO	O
_	_	_	O
가늠	가늠하	VV	O
했었	였었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이후 호주로 갈 예정이었지만 한반도 쪽으로 항로를 급변경했다.
## 이후 <호주:LOC>로 갈 예정이었지만 <한반도:LOC> 쪽으로 항로를 급변경했다.
이후	이후	NNG	O
_	_	_	O
호주	호주	NNP	B-LOC
로	로	JKB	O
_	_	_	O
갈	가+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
한반도	한반도	NNP	B-LOC
_	_	_	O
쪽	쪽	NNB	O
으로	으로	JKB	O
_	_	_	O
항로	항로	NNG	O
를	를	JKO	O
_	_	_	O
급	급	NNG	O
변경	변경하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 서초구 중학생의 자사고 진학 비율은 17.1%(844명)에서 19.2%(878명)로, 송파구는 9.2%(765명)에서 10.1%(767명)로 증가했다.
## <서초구:LOC> 중학생의 자사고 진학 비율은 <17.1%:PNT>(<844명:NOH>)에서 <19.2%:PNT>(<878명:NOH>)로, <송파구:LOC>는 <9.2%:PNT>(<765명:NOH>)에서 <10.1%:PNT>(<767명:NOH>)로 증가했다.
서초구	서초구	NNP	B-LOC
_	_	_	O
중학생	중학생	NNG	O
의	의	JKG	O
_	_	_	O
자사	자사	NNG	O
고	고	NNG	O
_	_	_	O
진학	진학	NNG	O
_	_	_	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
17.1	17.1	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
844	844	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
19.2	19.2	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
878	878	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
송파구	송파구	NNP	B-LOC
는	는	JX	O
_	_	_	O
9.2	9.2	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
765	765	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
10.1	10.1	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
767	767	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 한은이 상반기에 그 해 성장률 전망을 2%대로 조정한 건 2013년 이후 처음이다.
## <한은:ORG>이 상반기에 그 해 성장률 전망을 <2%:PNT>대로 조정한 건 <2013년:DAT> 이후 처음이다.
한은	한은	NNP	B-ORG
이	이	JKS	O
_	_	_	O
상반기	상반기	NNG	O
에	에	JKB	O
_	_	_	O
그	그	MM	O
_	_	_	O
해	해	NNG	O
_	_	_	O
성장률	성장률	NNG	O
_	_	_	O
전망	전망	NNG	O
을	을	JKO	O
_	_	_	O
2	2	SN	B-PNT
%	%	SW	I-PNT
대	대	XSN	O
로	로	JKB	O
_	_	_	O
조정한	조정하+ㄴ	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 이번 조사에 참여한 조선미 아주대 산학협력단 교수는 “2년이 지났는데도 피해자의 지원 문제가 해결되지 않아 생각이나 감정이 참사 당시에 머물러 있다”고 해석했다.
## 이번 조사에 참여한 <조선미:PER> <아주대 산학협력단:ORG> 교수는 “<2년:NOH>이 지났는데도 피해자의 지원 문제가 해결되지 않아 생각이나 감정이 참사 당시에 머물러 있다”고 해석했다.
이번	이번	NNG	O
_	_	_	O
조사	조사	NNG	O
에	에	JKB	O
_	_	_	O
참여한	참여하+ㄴ	VV+ETM	O
_	_	_	O
조선미	조선미	NNP	B-PER
_	_	_	O
아주대	아주대	NNP	B-ORG
_	_	_	I-ORG
산학	산학	NNG	I-ORG
협력	협력	NNG	I-ORG
단	단	MAG	I-ORG
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
이	이	JKS	O
_	_	_	O
지났	지나+았	VV+EP	O
는데	는데	EC	O
도	도	JX	O
_	_	_	O
피해자	피해자	NNG	O
의	의	JKG	O
_	_	_	O
지원	지원	NNG	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
해결되	해결되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
생각	생각	NNG	O
이나	이나	JC	O
_	_	_	O
감정	감정	NNG	O
이	이	JKS	O
_	_	_	O
참사	참사	NNG	O
_	_	_	O
당시	당시	NNG	O
에	에	JKB	O
_	_	_	O
머물	머무르	VV	O
러	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해석	해석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

