## 1
## 일자리가 늘어나는 대한민국을 실행에 옮기기 위한 세부 공약은 ‘청년들이 쉽게 취업할 수 있고, 엄마들이 걱정 없이 일할 수 있는 사회시스템 구축’ 등이었다.
## 일자리가 늘어나는 <대한민국:ORG>을 실행에 옮기기 위한 세부 공약은 ‘청년들이 쉽게 취업할 수 있고, 엄마들이 걱정 없이 일할 수 있는 사회시스템 구축’ 등이었다.
일자리	일자리	NNG	O
줘야	주+어야	VX+EC	O
하	하	VX	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
이라크	이라크	NNP	B-ORG
이라크	이라크	NNP	B-ORG
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
거칠	거칠	VA	O
었	었	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
아쉬움	아쉬움	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이진영 역시 부상으로 2할 대에 머물렀던 2015년을 빼곤 모두 3할 이상에 60타점 이상을 기록했다.
## <이진영:PER> 역시 부상으로 <2할:PNT> 대에 머물렀던 <2015년:DAT>을 빼곤 모두 <3할:PNT> 이상에 <60타점:NOH> 이상을 기록했다.
이진영	이진영	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
부상	부상	NNG	O
으로	으로	JKB	O
_	_	_	O
2	2	SN	B-PNT
할	할	NNB	I-PNT
_	_	_	O
대	대	NNB	O
에	에	JKB	O
_	_	_	O
머물	머무르	VV	O
렀	었	EP	O
던	던	ETM	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
을	을	JKO	O
_	_	_	O
빼	빼	VV	O
곤	곤	EC	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
3	3	SN	B-PNT
할	할	NNB	I-PNT
_	_	_	O
이상	이상	NNG	O
에	에	JKB	O
_	_	_	O
60	60	SN	B-NOH
타점	타점	NNG	I-NOH
_	_	_	O
이상	이상	NNG	O
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 배우 전도연(43)은 늘 로맨스의 최전선에 서 있었다.
## 배우 <전도연:PER>(<43:NOH>)은 늘 로맨스의 최전선에 서 있었다.
배우	배우	NNG	O
_	_	_	O
전도연	전도연	NNP	B-PER
(	(	SS	O
43	43	SN	B-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
늘	늘	MAG	O
_	_	_	O
로맨스	로맨스	NNG	O
의	의	JKG	O
_	_	_	O
최전선	최전선	NNG	O
에	에	JKB	O
_	_	_	O
서	서+어	VV+EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 박영수(65·사법연수원 10기) 특별검사팀이 압수수색을 놓고 청와대와 5시간동안 씨름을 벌이고 '1차전'을 마무리했다.
## <박영수:PER>(<65:NOH>·<사법연수원:ORG> <10기:NOH>) 특별검사팀이 압수수색을 놓고 <청와대:ORG>와 <5시간:NOH>동안 씨름을 벌이고 '<1차전:NOH>'을 마무리했다.
박영수	박영수	NNP	B-PER
(	(	SS	O
65	65	SN	B-NOH
·	·	SP	O
사법연수원	사법연수원	NNG	B-ORG
_	_	_	O
10	10	SN	B-NOH
기	기	NNG	I-NOH
)	)	SS	O
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
청와대	청와대	NNP	B-ORG
와	와	JC	O
_	_	_	O
5	5	SN	B-NOH
시간	시간	NNB	I-NOH
동안	동안	NNG	O
_	_	_	O
씨름	씨름	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
고	고	EC	O
_	_	_	O
'	'	SS	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
'	'	SS	O
을	을	JKO	O
_	_	_	O
마무리	마무리하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이들이 의도한대로 박준형은 어려 보이고, 데니안은 얼굴이 한층 갸름해 보인다.
## 이들이 의도한대로 <박준형:PER>은 어려 보이고, <데니안:PER>은 얼굴이 한층 갸름해 보인다.
이	이	NP	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
의도한	의도하+ㄴ	VV+ETM	O
대로	대로	NNB	O
_	_	_	O
박준형	박준형	NNP	B-PER
은	은	JX	O
_	_	_	O
어려	어리+어	VA+EC	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
데니안	데니안	NNP	B-PER
은	은	JX	O
_	_	_	O
얼굴	얼굴	NNG	O
이	이	JKS	O
_	_	_	O
한층	한층	MAG	O
_	_	_	O
갸름해	갸름하+여	VA+EC	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 112 상황실 다룬 ‘보이스’… 제 근무자들이 말하는 ‘드라마와 현실’
## <112 상황실:ORG> 다룬 ‘<보이스:POH>’… 제 근무자들이 말하는 ‘드라마와 현실’
112	112	SN	B-ORG
_	_	_	I-ORG
상황실	상황실	NNG	I-ORG
_	_	_	O
다룬	다루+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
보이스	보이스	NNG	B-POH
’	’	SS	O
…	…	SE	O
_	_	_	O
제	저+의	NP+JKG	O
_	_	_	O
근무자	근무자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
드라마	드라마	NNG	O
와	와	JC	O
_	_	_	O
현실	현실	NNG	O
’	’	SS	O

## 10
## 홍원경 홈플러스 가공식품팀 바이어는 “소비자들이 다양한 종류의 소스를 접하고 구매하는 가운데 가격보다 원료나 품질을 지향하는 고품질의 제품을 구매하고자 하는 ‘가치 소비’의 증가로 시장이 세분화 되어가고 있는 추세에 맞춰 프리미엄 PB 소스를 출시했다”며 “앞으로도 지속적인 상품 개발은 물론이고 홈플러스에서만 만나볼 수 있는 유니크한 상품 개발에도 주력할 계획”이라고 덧붙였다.
## <홍원경:PER> <홈플러스 가공식품팀:ORG> 바이어는 “소비자들이 다양한 종류의 소스를 접하고 구매하는 가운데 가격보다 원료나 품질을 지향하는 고품질의 제품을 구매하고자 하는 ‘가치 소비’의 증가로 시장이 세분화 되어가고 있는 추세에 맞춰 프리미엄 PB 소스를 출시했다”며 “앞으로도 지속적인 상품 개발은 물론이고 홈플러스에서만 만나볼 수 있는 유니크한 상품 개발에도 주력할 계획”이라고 덧붙였다.
홍원경	홍원경	NNP	B-PER
_	_	_	O
홈플러스	홈플러스	NNP	B-ORG
_	_	_	I-ORG
가공식품	가공식품	NNG	I-ORG
팀	팀	NNG	I-ORG
_	_	_	O
바이어	바이어	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
소비자	소비자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
종류	종류	NNG	O
의	의	JKG	O
_	_	_	O
소스	소스	NNG	O
를	를	JKO	O
_	_	_	O
접하	접하	VV	O
고	고	EC	O
_	_	_	O
구매하	구매하	VV	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
가격	가격	NNG	O
보다	보다	JKB	O
_	_	_	O
원료	원료	NNG	O
나	나	JC	O
_	_	_	O
품질	품질	NNG	O
을	을	JKO	O
_	_	_	O
지향하	지향하	VV	O
는	는	ETM	O
_	_	_	O
고품질	고품질	NNG	O
의	의	JKG	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
구매하	구매하	VV	O
고자	고자	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
가치	가치	NNG	O
_	_	_	O
소비	소비	NNG	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
증가	증가	NNG	O
로	로	JKB	O
_	_	_	O
시장	시장	NNG	O
이	이	JKS	O
_	_	_	O
세분화	세분화	NNG	O
_	_	_	O
되	되	VV	O
어	어	EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
추세	추세	NNG	O
에	에	JKB	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
프리미엄	프리미엄	NNG	O
_	_	_	O
PB	PB	SL	O
_	_	_	O
소스	소스	NNG	O
를	를	JKO	O
_	_	_	O
출시	출시하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
지속적	지속적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
상품	상품	NNG	O
_	_	_	O
개발	개발	NNG	O
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
홈플러스	홈플러스	NNP	O
에서	에서	JKB	O
만	만	JX	O
_	_	_	O
만나	만나+아	VV+EC	O
볼	보+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
유니크	유니크	NNG	O
한	하+ㄴ	XSA+ETM	O
_	_	_	O
상품	상품	NNG	O
_	_	_	O
개발	개발	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
주력할	주력하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

