## 1
## 기재부 관계자는 “앞으로도 매년 10조∼14조 원의 당기순이익을 거둘 것으로 예상되며, 흑자 기관도 2014년 30개에서 2019년 32개로 늘어날 것으로 전망된다”고 말했다.
## <기재부:ORG> 관계자는 “앞으로도 매년 <10조:MNY>∼<14조 원:MNY>의 당기순이익을 거둘 것으로 예상되며, 흑자 기관도 <2014년:DAT> <30개:NOH>에서 <2019년:DAT> <32개:NOH>로 늘어날 것으로 전망된다”고 말했다.
기재부	기재부	NNG	B-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
현재	현재	NNG	O
까지	까지	JX	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
안	안	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
변호사	변호사	NNG	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
출신	출신	NNG	O
,	,	SP	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
마케팅	마케팅	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
업무	업무	NNG	O
_	_	_	O
경력자	경력자	NNG	O
,	,	SP	O
_	_	_	O
구단	구단	NNG	O
_	_	_	O
프런트	프런트	NNG	O
_	_	_	O
출신	출신	NNG	O
,	,	SP	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
종목	종목	NNG	O
_	_	_	O
공인	공인	NNG	O
_	_	_	O
에이전트	에이전트	NNG	O
_	_	_	O
등	등	NNB	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
자격	자격	NNG	O
을	을	JKO	O
_	_	_	O
줄	주+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 이건우 서울대 공대 학장의 사회로 정재훈 KIAT 원장, 이상홍 IITP 센터장, 차상균 서울대 빅데이터연구원장(전기정보공학부 교수), 김진한 경북창조경제혁신센터장(전 삼성전자 전무), 오기장 포스코ICT R&D센터장, 차석근 ACS 부사장, 박현순 SK텔레콤 기업솔루션사업본부 총괄팀장(상무)이 위기의 제조업을 혁신하기 위한 과제를 집중적으로 토의했다.
## <이건우:PER> <서울대 공대:ORG> 학장의 사회로 <정재훈:PER> <KIAT:ORG> 원장, <이상홍:PER> <IITP:ORG> 센터장, <차상균:PER> <서울대:ORG> 빅데이터연구원장(전기정보공학부 교수), <김진한:PER> 경북창조경제혁신센터장(전 <삼성전자:ORG> 전무), <오기장:PER> <포스코ICT:ORG> R&D센터장, <차석근:PER> <ACS:ORG> 부사장, <박현순:PER> <SK텔레콤 기업솔루션사업본부:ORG> 총괄팀장(상무)이 위기의 제조업을 혁신하기 위한 과제를 집중적으로 토의했다.
이건우	이건우	NNP	B-PER
_	_	_	O
서울대	서울대	NNP	B-ORG
_	_	_	I-ORG
공대	공대	NNG	I-ORG
_	_	_	O
학장	학장	NNG	O
의	의	JKG	O
_	_	_	O
사회	사회	NNG	O
로	로	JKB	O
_	_	_	O
정재훈	정재훈	NNP	B-PER
_	_	_	O
KIAT	KIAT	SL	B-ORG
_	_	_	O
원장	원장	NNG	O
,	,	SP	O
_	_	_	O
이상홍	이상홍	NNP	B-PER
_	_	_	O
IITP	IITP	SL	B-ORG
_	_	_	O
센터	센터	NNG	O
장	장	XSN	O
,	,	SP	O
_	_	_	O
차상균	차상균	NNP	B-PER
_	_	_	O
서울대	서울대	NNP	B-ORG
_	_	_	O
빅	빅	NNG	O
데이터	데이터	NNG	O
연구원	연구원	NNG	O
장	장	XPN	O
(	(	SS	O
전기	전기	NNG	O
정보	정보	NNG	O
공학부	공학부	NNG	O
_	_	_	O
교수	교수	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
김진한	김진한	NNP	B-PER
_	_	_	O
경북	경북	NNP	O
창조	창조	NNG	O
경제	경제	NNG	O
혁신	혁신	NNG	O
센터	센터	NNG	O
장	장	XPN	O
(	(	SS	O
전	전	NNP	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
_	_	_	O
전무	전무	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
오기장	오기장	NNP	B-PER
_	_	_	O
포스코	포스코	NNP	B-ORG
ICT	ICT	SL	I-ORG
_	_	_	O
R	R	SL	O
&	&	SW	O
D	D	SL	O
센터	센터	NNG	O
장	장	XSN	O
,	,	SP	O
_	_	_	O
차석근	차석근	NNP	B-PER
_	_	_	O
ACS	ACS	SL	B-ORG
_	_	_	O
부사장	부사장	NNG	O
,	,	SP	O
_	_	_	O
박현순	박현순	NNP	B-PER
_	_	_	O
SK	SK	SL	B-ORG
텔레콤	텔레콤	NNG	I-ORG
_	_	_	I-ORG
기업	기업	NNG	I-ORG
솔루션	솔루션	NNG	I-ORG
사업	사업	NNG	I-ORG
본부	본부	NNG	I-ORG
_	_	_	O
총괄	총괄	NNG	O
팀	팀	NNG	O
장	장	XPN	O
(	(	SS	O
상무	상무	NNP	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
위기	위기	NNG	O
의	의	JKG	O
_	_	_	O
제조업	제조업	NNG	O
을	을	JKO	O
_	_	_	O
혁신하	혁신하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
과제	과제	NNG	O
를	를	JKO	O
_	_	_	O
집중적	집중적	NNG	O
으로	으로	JKB	O
_	_	_	O
토의	토의하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 6일 오전(한국시각 7일 밤) 열린 한­미 군사위원회 회의(MCM)에서 오는 12월1일부로 한국군에 환수되는 평시 작전통제권의 실무절차가 마무리돼 「한국 방위의 한국화」에 큰 진전을 이룩했다.
## <6일:DAT> 오전(<한국:LOC>시각 <7일:DAT> 밤) 열린 <한­미 군사위원회:ORG> 회의(<MCM:ORG>)에서 오는 <12월1일:DAT>부로 <한국군:ORG>에 환수되는 평시 작전통제권의 실무절차가 마무리돼 「<한국:ORG> 방위의 한국화」에 큰 진전을 이룩했다.
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
(	(	SS	O
한국	한국	NNP	B-LOC
시각	시각	NNG	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밤	밤	NNG	O
)	)	SS	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
한	한	NNP	B-ORG
­	­	SS	I-ORG
미	미	NNP	I-ORG
_	_	_	I-ORG
군사	군사	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
회의	회의	NNG	O
(	(	SS	O
MCM	MCM	SL	B-ORG
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
1	1	SN	I-DAT
일부	일부	NNG	O
로	로	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
군	군	NNG	I-ORG
에	에	JKB	O
_	_	_	O
환수되	환수되	VV	O
는	는	ETM	O
_	_	_	O
평시	평시	NNG	O
_	_	_	O
작전	작전	NNG	O
통제권	통제권	NNG	O
의	의	JKG	O
_	_	_	O
실무	실무	NNG	O
절차	절차	NNG	O
가	가	JKS	O
_	_	_	O
마무리돼	마무리되+어	VV+EC	O
_	_	_	O
「	「	SS	O
한국	한국	NNP	B-ORG
_	_	_	O
방위	방위	NNG	O
의	의	JKG	O
_	_	_	O
한국	한국	NNP	O
화	화	XSN	O
」	」	SS	O
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
진전	진전	NNG	O
을	을	JKO	O
_	_	_	O
이룩	이룩하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 당시 훗날을 도모하던 시기였는데 이렇게 스무 살을 다시 만났다”고 말했다.
## 당시 훗날을 도모하던 시기였는데 이렇게 <스무 살:NOH>을 다시 만났다”고 말했다.
당시	당시	NNG	O
_	_	_	O
훗날	훗날	NNG	O
을	을	JKO	O
_	_	_	O
도모하	도모하	VV	O
던	던	ETM	O
_	_	_	O
시기	시기+이	NNG+VCP	O
였	었	EP	O
는데	는데	EC	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
스무	스무	MM	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 1군 코칭스태프 앞에서 불펜피칭을 하며 분위기를 익히는 차원이다.
## <1군:ORG> 코칭스태프 앞에서 불펜피칭을 하며 분위기를 익히는 차원이다.
1	1	SN	B-ORG
군	군	NNG	I-ORG
_	_	_	O
코칭스태프	코칭스태프	NNG	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
불펜	불펜	NNG	O
피칭	피칭	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
며	며	EC	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
익히	익히	VV	O
는	는	ETM	O
_	_	_	O
차원	차원	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 임창용은 20일 광주-기아챔피언스필드에서 열린 SK와의 홈경기에 앞서 1군 투수들과 함께 훈련을 소화했다.
## <임창용:PER>은 <20일:DAT> <광주-기아챔피언스필드:LOC>에서 열린 <SK:ORG>와의 홈경기에 앞서 <1군:ORG> 투수들과 함께 훈련을 소화했다.
임창용	임창용	NNP	B-PER
은	은	JX	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
광주	광주	NNP	B-LOC
-	-	SO	I-LOC
기아	기아	NNP	I-LOC
챔피언스필드	챔피언스필드	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
SK	SK	SL	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
홈경기	홈경기	NNG	O
에	에	JKB	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
1	1	SN	B-ORG
군	군	NNG	I-ORG
_	_	_	O
투수	투수	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
훈련	훈련	NNG	O
을	을	JKO	O
_	_	_	O
소화	소화하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 현장에서 이를 바라본 한 농구인은 “비디오가 심판을 보는 것 아니냐”고 한탄했다.
## 현장에서 이를 바라본 <한:NOH> 농구인은 “비디오가 심판을 보는 것 아니냐”고 한탄했다.
현장	현장	NNG	O
에서	에서	JKB	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
바라본	바라보+ㄴ	VV+ETM	O
_	_	_	O
한	한	NNP	B-NOH
_	_	_	O
농구	농구	NNG	O
인	인	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
비디오	비디오	NNG	O
가	가	JKS	O
_	_	_	O
심판	심판	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
아니	아니	VCN	O
냐	냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
한탄	한탄하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 요즘은 각종 방송 프로그램에서 연예견들의 활약상이 두드러지면서 연예견을 찾는 광고주와 기획사가 증가한다고 한국애견협회 박애경 사무총장이 말했다.
## 요즘은 각종 방송 프로그램에서 연예견들의 활약상이 두드러지면서 연예견을 찾는 광고주와 기획사가 증가한다고 <한국애견협회:ORG> <박애경:PER> 사무총장이 말했다.
요즘	요즘	NNG	O
은	은	JX	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
에서	에서	JKB	O
_	_	_	O
연예	연예	NNG	O
견	견	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
활약상	활약상	NNG	O
이	이	JKS	O
_	_	_	O
두드러지	두드러지	VV	O
면서	면서	EC	O
_	_	_	O
연	연	NNG	O
예견	예견	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
광고주	광고주	NNG	O
와	와	JC	O
_	_	_	O
기획	기획	NNG	O
사	사	XSN	O
가	가	JKS	O
_	_	_	O
증가한다고	증가하+ㄴ다고	VV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
애견	애견	NNG	I-ORG
협회	협회	NNG	I-ORG
_	_	_	O
박애경	박애경	NNP	B-PER
_	_	_	O
사무총장	사무총장	NNG	O
이	이	JKS	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

