## 1
## 공격적 측면과 전술적 부분에 있어서는 제주전과는 다르게 나갈 것”이라고 전술 변화를 예고했다.
## 공격적 측면과 전술적 부분에 있어서는 <제주:ORG>전과는 다르게 나갈 것”이라고 전술 변화를 예고했다.
공격적	공격적	NNG	O
## <1991년:DAT>생으로 올해 배우 <5년 차:NOH>인 <이원근:PER>은 최근 인기드라마 ‘<굿와이프:POH>’, 영화 ‘<여교사:POH>’를 통해 <한국:LOC> 대표 배우 <전도연:PER>, <유지태:PER>, <김하늘:PER> 등 내로라하는 선배들과 연기 호흡을 맞췄다.
1991	1991	SN	B-DAT
년	년	NNB	I-DAT
생	생	XSN	O
으로	으로	JKB	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
차인	차이+ㄴ	VV+ETM	O
_	_	_	O
이원근	이원근	NNP	B-PER
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
인기	인기	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
굿	굿	NNG	B-POH
와이프	와이프	NNG	I-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
여교사	여교사	NNG	B-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
대표	대표	NNG	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
전도연	전도연	NNP	B-PER
,	,	SP	O
_	_	_	O
유지태	유지태	NNP	B-PER
,	,	SP	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
내로라하	내로라하	VV	O
는	는	ETM	O
_	_	_	O
선배	선배	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
연기	연기	NNG	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞추	VV	O
췄	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이완구 국무총리 후보자의 차남 이모씨(34)가 29일 서울 종로구 서울대병원에서 진행된 병역 면제 관련 공개검증 자리에서 "건장한 대한민국의 남자로서 병역의 의무를 다하지 못한 점을 죄송스럽게 생각한다"고 사과했다.
## <이완구:PER> 국무총리 후보자의 차남 <이모:PER>씨(<34:NOH>)가 <29일:DAT> <서울:LOC> <종로구:LOC> <서울대병원:LOC>에서 진행된 병역 면제 관련 공개검증 자리에서 "건장한 <대한민국:ORG>의 남자로서 병역의 의무를 다하지 못한 점을 죄송스럽게 생각한다"고 사과했다.
이완구	이완구	NNP	B-PER
_	_	_	O
국무총리	국무총리	NNG	O
_	_	_	O
후보자	후보자	NNG	O
의	의	JKG	O
_	_	_	O
차남	차남	NNG	O
_	_	_	O
이	이	NNP	B-PER
모	모	NP	I-PER
씨	씨	NNB	O
(	(	SS	O
34	34	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
종로구	종로구	NNP	B-LOC
_	_	_	O
서울대병원	서울대병원	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
병역	병역	NNG	O
_	_	_	O
면제	면제	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
공개	공개	NNG	O
검증	검증	NNG	O
_	_	_	O
자리	자리	NNG	O
에서	에서	JKB	O
_	_	_	O
"	"	SS	O
건장한	건장하+ㄴ	VA+ETM	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
남자	남자	NNG	O
로서	로서	JKB	O
_	_	_	O
병역	병역	NNG	O
의	의	JKG	O
_	_	_	O
의무	의무	NNG	O
를	를	JKO	O
_	_	_	O
다하	다하	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
죄송스럽	죄송스럽	VA	O
게	게	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 은행은 높은 신용등급 계층에만 대출을 해주고 비(非)은행 금융회사들은 고금리 대출을 일삼는 바람에 중(中)신용 계층 1200만 명이 고금리 대출로 내몰려 ‘대출 난민’으로 고통받고 있는 실태를 동아일보가 15일 보도하자 많은 독자들이 봇물 터지듯 불만을 쏟아냈다.
## 은행은 높은 신용등급 계층에만 대출을 해주고 비(非)은행 금융회사들은 고금리 대출을 일삼는 바람에 중(中)신용 계층 <1200만 명:NOH>이 고금리 대출로 내몰려 ‘대출 난민’으로 고통받고 있는 실태를 <동아일보:ORG>가 <15일:DAT> 보도하자 많은 독자들이 봇물 터지듯 불만을 쏟아냈다.
은행	은행	NNG	O
은	은	JX	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
신용	신용	NNG	O
등급	등급	NNG	O
_	_	_	O
계층	계층	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
대출	대출	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
고	고	EC	O
_	_	_	O
비	비	NNG	O
(	(	SS	O
非	非	SH	O
)	)	SS	O
은행	은행	NNG	O
_	_	_	O
금융회사	금융회사	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
고금리	고금리	NNG	O
_	_	_	O
대출	대출	NNG	O
을	을	JKO	O
_	_	_	O
일삼	일삼	VV	O
는	는	ETM	O
_	_	_	O
바람	바람	NNB	O
에	에	JKB	O
_	_	_	O
중	중	NNP	O
(	(	SS	O
中	中	SH	O
)	)	SS	O
신용	신용	NNG	O
_	_	_	O
계층	계층	NNG	O
_	_	_	O
1200	1200	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
고금리	고금리	NNG	O
_	_	_	O
대출	대출	NNG	O
로	로	JKB	O
_	_	_	O
내몰려	내몰리+어	VV+EC	O
_	_	_	O
‘	‘	SS	O
대출	대출	NNG	O
_	_	_	O
난민	난민	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
고통	고통	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
실태	실태	NNG	O
를	를	JKO	O
_	_	_	O
동아일보	동아일보	NNP	B-ORG
가	가	JKS	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보도하	보도하	VV	O
자	자	EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
독자	독자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
봇물	봇물	NNG	O
_	_	_	O
터지	터지	VV	O
듯	듯	EC	O
_	_	_	O
불만	불만	NNG	O
을	을	JKO	O
_	_	_	O
쏟	쏟	VV	O
아	아	EC	O
냈	내+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이날 미연은 민우에게 서은하와 민석훈(연정훈)의 관계를 언급하며 “단순한 관계가 아니다”라고 말했다.
## 이날 <미연:PER>은 <민우:PER>에게 <서은하:PER>와 <민석훈:PER>(<연정훈:PER>)의 관계를 언급하며 “단순한 관계가 아니다”라고 말했다.
이날	이날	NNG	O
_	_	_	O
미연	미연	NNG	B-PER
은	은	JX	O
_	_	_	O
민우	민우	NNG	B-PER
에게	에게	JKB	O
_	_	_	O
서은	서은	NNG	B-PER
하	하	NNP	I-PER
와	와	JC	O
_	_	_	O
민석훈	민석훈	NNP	B-PER
(	(	SS	O
연정훈	연정훈	NNP	B-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
언급하	언급하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
단순한	단순하+ㄴ	VA+ETM	O
_	_	_	O
관계	관계	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 오바마 대통령은 중동, 유럽 방문을 마치고 워싱턴에 돌아오는 대로 이를 정식으로 결정해 다음 달 초 일본에 전달할 방침이다.
## <오바마:PER> 대통령은 <중동:LOC>, <유럽:LOC> 방문을 마치고 <워싱턴:LOC>에 돌아오는 대로 이를 정식으로 결정해 다음 달 초 <일본:ORG>에 전달할 방침이다.
오바마	오바마	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
중동	중동	NNP	B-LOC
,	,	SP	O
_	_	_	O
유럽	유럽	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
을	을	JKO	O
_	_	_	O
마치	마치	VV	O
고	고	EC	O
_	_	_	O
워싱턴	워싱턴	NNP	B-LOC
에	에	JKB	O
_	_	_	O
돌아오	돌아오	VV	O
는	는	ETM	O
_	_	_	O
대로	대로	NNB	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
정식	정식	NNG	O
으로	으로	JKB	O
_	_	_	O
결정해	결정하+여	VV+EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
달	달	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
일본	일본	NNP	B-ORG
에	에	JKB	O
_	_	_	O
전달할	전달하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 킹스맨 속편 제작? 감독 “한국 배경, 한국인 출연 킹스맨 만들고파” 의미심장 발언
## <킹스맨:POH> 속편 제작? 감독 “<한국:LOC> 배경, 한국인 출연 <킹스맨:POH> 만들고파” 의미심장 발언
킹스맨	킹스맨	NNP	B-POH
_	_	_	O
속편	속편	NNG	O
_	_	_	O
제작	제작	NNG	O
?	?	SF	O
_	_	_	O
감독	감독	NNG	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-LOC
_	_	_	O
배경	배경	NNG	O
,	,	SP	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
킹스맨	킹스맨	NNP	B-POH
_	_	_	O
만들	만들	VV	O
고	고+싶	EC+VX	O
파	아	EF	O
”	”	SS	O
_	_	_	O
의미심장	의미심장	NNG	O
_	_	_	O
발언	발언	NNG	O

## 11
## 수십 개의 센서 등 자율주행 장비를 특별히 탑재한 볼보의 SUV XC90이 투입되며, 이 차량은 스마트폰 앱으로 호출해 무료로 이용할 수 있다.
## <수십 개:NOH>의 센서 등 자율주행 장비를 특별히 탑재한 <볼보:ORG>의 <SUV XC90:POH>이 투입되며, 이 차량은 스마트폰 앱으로 호출해 무료로 이용할 수 있다.
수십	수십	NR	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
센서	센서	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
자율	자율	NNG	O
주행	주행	NNG	O
_	_	_	O
장비	장비	NNG	O
를	를	JKO	O
_	_	_	O
특별히	특별히	MAG	O
_	_	_	O
탑재한	탑재하+ㄴ	VV+ETM	O
_	_	_	O
볼보	볼보	NNP	B-ORG
의	의	JKG	O
_	_	_	O
SUV	SUV	SL	B-POH
_	_	_	I-POH
XC	XC	SL	I-POH
90	90	SN	I-POH
이	이	JKC	O
_	_	_	O
투입되	투입되	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
차량	차량	NNG	O
은	은	JX	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
앱	앱	NNG	O
으로	으로	JKB	O
_	_	_	O
호출해	호출하+여	VV+EC	O
_	_	_	O
무료	무료	NNG	O
로	로	JKB	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 또한 홍보관 오픈 후 본격적인 조합원 모집 등의 과정에서도 부산시의 업무지침에 따라 투명하게 사업을 추진해 나갈 계획이다.
## 또한 홍보관 오픈 후 본격적인 조합원 모집 등의 과정에서도 <부산시:ORG>의 업무지침에 따라 투명하게 사업을 추진해 나갈 계획이다.
또한	또한	MAG	O
_	_	_	O
홍보	홍보	NNG	O
관	관	XSN	O
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
조합원	조합원	NNG	O
_	_	_	O
모집	모집	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
부산시	부산시	NNP	B-ORG
의	의	JKG	O
_	_	_	O
업무	업무	NNG	O
지침	지침	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
투명하	투명하	VA	O
게	게	EC	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
추진해	추진하+여	VV+EC	O
_	_	_	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 고도일병원의 비수술 치료법은 해외에서도 주목을 받고 있다.
## <고도일병원:ORG>의 비수술 치료법은 해외에서도 주목을 받고 있다.
고도일	고도일	NNP	B-ORG
병원	병원	NNG	I-ORG
의	의	JKG	O
_	_	_	O
비	비	XPN	O
수술	수술	NNG	O
_	_	_	O
치료법	치료법	NNG	O
은	은	JX	O
_	_	_	O
해외	해외	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## 이후 2시 13분께 리정철의 딸과 아들로 보이는 학생 2명이 대사관 차량인 푸른색 BMW에 탑승한 뒤 북한 대사를 태우고 공항으로 떠났다.
## 이후 <2시 13분:TIM>께 <리정철:PER>의 딸과 아들로 보이는 학생 <2명:NOH>이 대사관 차량인 푸른색 BMW에 탑승한 뒤 <북한:ORG> 대사를 태우고 공항으로 떠났다.
이후	이후	NNG	O
_	_	_	O
2	2	SN	B-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
13	13	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
리정철	리정철	NNP	B-PER
의	의	JKG	O
_	_	_	O
딸	딸	NNG	O
과	과	JC	O
_	_	_	O
아들	아들	NNG	O
로	로	JKB	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
학생	학생	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
대사관	대사관	NNG	O
_	_	_	O
차량	차량	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
푸른색	푸른색	NNG	O
_	_	_	O
BMW	BMW	SL	O
에	에	JKB	O
_	_	_	O
탑승한	탑승하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
대사	대사	NNG	O
를	를	JKO	O
_	_	_	O
태우	태우	VV	O
고	고	EC	O
_	_	_	O
공항	공항	NNG	O
으로	으로	JKB	O
_	_	_	O
떠났	떠나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## AFP통신은 5일(이하 현지시간) 현지 관계자를 인용해 이날 카불의 아프간 국방부 인근에서 자살폭탄 테러범 2명이 차례로 폭발물을 터뜨렸으며 이로 인해 최소 24명이 사망, 91명이 부상했다고 보도했다.
## <AFP통신:ORG>은 <5일:DAT>(이하 현지시간) 현지 관계자를 인용해 이날 <카불:LOC>의 <아프간 국방부:ORG> 인근에서 자살폭탄 테러범 <2명:NOH>이 차례로 폭발물을 터뜨렸으며 이로 인해 최소 <24명:NOH>이 사망, <91명:NOH>이 부상했다고 보도했다.
AFP	AFP	SL	B-ORG
통신	통신	NNG	I-ORG
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
관계자	관계자	NNG	O
를	를	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
카불	카불	NNP	B-LOC
의	의	JKG	O
_	_	_	O
아프간	아프간	NNP	B-ORG
_	_	_	I-ORG
국방부	국방부	NNG	I-ORG
_	_	_	O
인근	인근	NNG	O
에서	에서	JKB	O
_	_	_	O
자살	자살	NNG	O
폭탄	폭탄	NNG	O
_	_	_	O
테러	테러	NNG	O
범	범	XSN	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
차례	차례	NNG	O
로	로	JKB	O
_	_	_	O
폭발물	폭발물	NNG	O
을	을	JKO	O
_	_	_	O
터뜨	터뜨리	VV	O
렸	었	EP	O
으며	으며	EC	O
_	_	_	O
이	이	NP	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
24	24	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
사망	사망	NNG	O
,	,	SP	O
_	_	_	O
91	91	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
부상	부상하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## ‘슈가맨’ 제이 “방송, 성격 안 맞아…음악만 해야겠다고 생각”‘슈가맨’ 제이가 돌연 방송 활동 중단 이유를 밝혔다.
## ‘<슈가맨:POH>’ <제이:PER> “방송, 성격 안 맞아…음악만 해야겠다고 생각”‘<슈가맨:POH>’ <제이:PER>가 돌연 방송 활동 중단 이유를 밝혔다.
‘	‘	SS	O
슈가맨	슈가맨	NNP	B-POH
’	’	SS	O
_	_	_	O
제	제	XPN	B-PER
이	이	NR	I-PER
_	_	_	O
“	“	SS	O
방송	방송	NNG	O
,	,	SP	O
_	_	_	O
성격	성격	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
맞	맞	VV	O
아	아	EC	O
…	…	SE	O
음악	음악	NNG	O
만	만	JX	O
_	_	_	O
해야	하+여야+하	VV+EC+VX	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
생각	생각	NNG	O
”	”	SS	O
‘	‘	SS	O
슈가맨	슈가맨	NNP	B-POH
’	’	SS	O
_	_	_	O
제	제	XPN	B-PER
이	이	NR	I-PER
가	가	JKS	O
_	_	_	O
돌연	돌연	MAG	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
중단	중단	NNG	O
_	_	_	O
이유	이유	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 24일 방송된 JTBC ‘투유 프로젝트-슈가맨’에서 가수 제이가 최초로 ‘슈가우먼’으로 등장했다.
## <24일:DAT> 방송된 <JTBC:POH> ‘<투유 프로젝트-슈가맨:POH>’에서 가수 <제이:PER>가 최초로 ‘슈가우먼’으로 등장했다.
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
투유	투유	NNP	B-POH
_	_	_	I-POH
프로젝트	프로젝트	NNG	I-POH
-	-	SO	I-POH
슈가맨	슈가맨	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
제	제	XPN	B-PER
이	이	NR	I-PER
가	가	JKS	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
슈가	슈가	NNG	O
우먼	우먼	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
등장	등장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 18
## 134만 원 원피스, 장미인애 “터무니 없는 가격 아니다”
## <134만 원:MNY> 원피스, <장미인애:PER> “터무니 없는 가격 아니다”
134	134	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
원피스	원피스	NNG	O
,	,	SP	O
_	_	_	O
장미	장미	NNG	B-PER
인애	인애	NNP	I-PER
_	_	_	O
“	“	SS	O
터무니	터무니	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
가격	가격	NNG	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O

