## 1
## 여기에는 롯데케미칼 연구소 인력도 합류해 식품포장소재 등에 대한 공동 연구도 진행한다.
## 여기에는 <롯데케미칼 연구소:ORG> 인력도 합류해 식품포장소재 등에 대한 공동 연구도 진행한다.
여기	여기	NP	O
거세	거세	VA	O
게	게	EC	O
_	_	_	O
일	일	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 이번 커버 영상은 효린과 소유가 소속사 동료 케이윌의 신곡 ‘꽃이 핀다’를 응원하기 위한 취지로 진행됐다.
## 이번 커버 영상은 <효린:PER>과 소유가 소속사 동료 <케이윌:PER>의 신곡 ‘<꽃이 핀다:POH>’를 응원하기 위한 취지로 진행됐다.
이번	이번	NNG	O
_	_	_	O
커버	커버	NNG	O
_	_	_	O
영상	영상	NNG	O
은	은	JX	O
_	_	_	O
효린	효린	NNG	B-PER
과	과	JC	O
_	_	_	O
소유	소유	NNG	O
가	가	JKC	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
동료	동료	NNG	O
_	_	_	O
케이	케이	NNG	B-PER
윌	윌	NNP	I-PER
의	의	JKG	O
_	_	_	O
신곡	신곡	NNG	O
_	_	_	O
‘	‘	SS	O
꽃	꽃	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
핀다	피+ㄴ다	VV+EF	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
응원하	응원하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
취지	취지	NNG	O
로	로	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지상파 3사 진출 여지 남겨 논란
## 지상파 <3사:NOH> 진출 여지 남겨 논란
지상파	지상파	NNG	O
_	_	_	O
3	3	SN	B-NOH
사	사	NNG	I-NOH
_	_	_	O
진출	진출	NNG	O
_	_	_	O
여지	여지	NNB	O
_	_	_	O
남겨	남기+어	VV+EC	O
_	_	_	O
논란	논란	NNG	O

## 6
## 전현준 동북아평화협력연구원장은 “류 상무위원이 간다는 것은 북한이 당 창건70주년 기념일 전에는 미사일 발사 실험을 하지 않겠다고 중국과 사전 조율했다는 뜻일 수 있다”
## <전현준:PER> 동북아평화협력연구원장은 “<류:PER> 상무위원이 간다는 것은 <북한:ORG>이 당 창건<70주년:DUR> 기념일 전에는 미사일 발사 실험을 하지 않겠다고 <중국:ORG>과 사전 조율했다는 뜻일 수 있다”
전현준	전현준	NNP	B-PER
_	_	_	O
동북아	동북아	NNP	O
평화	평화	NNG	O
협력	협력	NNG	O
연구원	연구원	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
류	류	NNP	B-PER
_	_	_	O
상무위원	상무위원	NNG	O
이	이	JKS	O
_	_	_	O
간다는	가+ㄴ다는	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
당	당	NNG	O
_	_	_	O
창건	창건	NNG	O
70	70	SN	B-DUR
주년	주년	NNB	I-DUR
_	_	_	O
기념일	기념일	NNG	O
_	_	_	O
전	전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
미사일	미사일	NNG	O
_	_	_	O
발사	발사	NNG	O
_	_	_	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JC	O
_	_	_	O
사전	사전	NNG	O
_	_	_	O
조율	조율하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
뜻	뜻	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O

## 7
## 금감원의 원칙 없는 제도 마련으로 전문성을 살린다는 애초의 목표가 퇴색됐기 때문이다.
## <금감원:ORG>의 원칙 없는 제도 마련으로 전문성을 살린다는 애초의 목표가 퇴색됐기 때문이다.
금감원	금감원	NNG	B-ORG
의	의	JKG	O
_	_	_	O
원칙	원칙	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
제도	제도	NNG	O
_	_	_	O
마련	마련	NNG	O
으로	으로	JKB	O
_	_	_	O
전문	전문	NNG	O
성	성	XSN	O
을	을	JKO	O
_	_	_	O
살린다는	살리+ㄴ다는	VV+ETM	O
_	_	_	O
애초	애초	NNG	O
의	의	JKG	O
_	_	_	O
목표	목표	NNG	O
가	가	JKS	O
_	_	_	O
퇴색	퇴색되	VV	O
됐	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 이에 따라 이부진 사장이 승소한 1심은 무효가 되고, 사건은 1심부터 다시 시작된다.
## 이에 따라 <이부진:PER> 사장이 승소한 <1심:NOH>은 무효가 되고, 사건은 <1심:NOH>부터 다시 시작된다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
이부진	이부진	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
이	이	JKS	O
_	_	_	O
승소한	승소하+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-NOH
심	심	NNG	I-NOH
은	은	JX	O
_	_	_	O
무효	무효	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
사건	사건	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
심	심	NNG	I-NOH
부터	부터	JX	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
시작된다	시작되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 20일 수원지법 가정법원 가사항소2부(부장판사 조미연)는 “1심 판결을 취소하고 사건을 서울가정법원으로 이송한다”고 선고했다.
## <20일:DAT> <수원지법 가정법원 가사항소2부:ORG>(부장판사 <조미연:PER>)는 “<1심:NOH> 판결을 취소하고 사건을 <서울가정법원:ORG>으로 이송한다”고 선고했다.
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
수원지법	수원지법	NNP	B-ORG
_	_	_	I-ORG
가정	가정	NNG	I-ORG
법원	법원	NNG	I-ORG
_	_	_	I-ORG
가사	가사	NNG	I-ORG
항소	항소	NNG	I-ORG
2	2	SN	I-ORG
부	부	NNB	I-ORG
(	(	SS	O
부장판사	부장판사	NNG	O
_	_	_	O
조미연	조미연	NNP	B-PER
)	)	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
1	1	SN	B-NOH
심	심	NNG	I-NOH
_	_	_	O
판결	판결	NNG	O
을	을	JKO	O
_	_	_	O
취소하	취소하	VV	O
고	고	EC	O
_	_	_	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
서울	서울	NNP	B-ORG
가정	가정	NNG	I-ORG
법원	법원	NNG	I-ORG
으로	으로	JKB	O
_	_	_	O
이송한다	이송하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
선고	선고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 김 씨 등이 얘기한 1.5t 컨테이너를 열어 본 수사팀은 깜짝 놀랐다.
## <김:PER> 씨 등이 얘기한 <1.5t:NOH> 컨테이너를 열어 본 수사팀은 깜짝 놀랐다.
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
얘기한	얘기하+ㄴ	VV+ETM	O
_	_	_	O
1.5	1.5	SN	B-NOH
t	t	SL	I-NOH
_	_	_	O
컨테이너	컨테이너	NNG	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
수사	수사	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 챌린지 1위로 자동 승격한 대전 시티즌(36실점)보다 1골 적은 35골을 내줬다.
## 챌린지 <1위:NOH>로 자동 승격한 <대전 시티즌:ORG>(<36실점:NOH>)보다 <1골:NOH> 적은 <35골:NOH>을 내줬다.
챌린지	챌린지	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
자동	자동	NNG	O
_	_	_	O
승격한	승격하+ㄴ	VV+ETM	O
_	_	_	O
대전	대전	NNP	B-ORG
_	_	_	I-ORG
시티즌	시티즌	NNG	I-ORG
(	(	SS	O
36	36	SN	B-NOH
실점	실점	NNG	I-NOH
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
1	1	SN	B-NOH
골	골	NNG	I-NOH
_	_	_	O
적	적	VA	O
은	은	ETM	O
_	_	_	O
35	35	SN	B-NOH
골	골	NNG	I-NOH
을	을	JKO	O
_	_	_	O
내	내주	VV	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 그러다가 1970년대 중반 천관우 선생(1925∼1991)한테 된통 혼이 났다.
## 그러다가 <1970년대:DUR> 중반 <천관우:PER> 선생(<1925∼1991:DUR>)한테 된통 혼이 났다.
그러	그러	VV	O
다가	다가	EC	O
_	_	_	O
1970	1970	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
중반	중반	NNG	O
_	_	_	O
천관우	천관우	NNP	B-PER
_	_	_	O
선생	선생	NNG	O
(	(	SS	O
1925	1925	SN	B-DUR
∼	∼	SO	I-DUR
1991	1991	SN	I-DUR
)	)	SS	O
한테	한테	JKB	O
_	_	_	O
된통	된통	MAG	O
_	_	_	O
혼	혼	NNG	O
이	이	JKS	O
_	_	_	O
났	나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 또 담당 형사가 “금연구역에서 흡연한 사진을 찍어두었다고 하는데, 신고해봐야 과태료 1~2만원 내는 게 전부니 일을 너무 크게 만들지 않는 게 좋겠다”며 “해코지를 하면 어쩌려고 그러느냐”고 제안했다고 하기도 했다.
## 또 담당 형사가 “금연구역에서 흡연한 사진을 찍어두었다고 하는데, 신고해봐야 과태료 <1:NOH>~<2만원:MNY> 내는 게 전부니 일을 너무 크게 만들지 않는 게 좋겠다”며 “해코지를 하면 어쩌려고 그러느냐”고 제안했다고 하기도 했다.
또	또	MAG	O
_	_	_	O
담당	담당	NNG	O
_	_	_	O
형사	형사	NNG	O
가	가	JKS	O
_	_	_	O
“	“	SS	O
금연	금연	NNG	O
구역	구역	NNG	O
에서	에서	JKB	O
_	_	_	O
흡연한	흡연하+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
찍	찍	VV	O
어	어	EC	O
두	두	VX	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
하	하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
신고해	신고하+여	VV+EC	O
봐야	보+아야	VX+EC	O
_	_	_	O
과태료	과태료	NNG	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
2	2	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
전부	전부+이	NNG+VCP	O
니	니	EC	O
_	_	_	O
일	일	NNG	O
을	을	JKO	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
만들	만들	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
해코지	해코지	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
어쩌	어쩌	VV	O
려고	려고	EC	O
_	_	_	O
그러	그러	VV	O
느냐	느냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
제안	제안하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

