## 1
## 산악자전거 타기처럼 기존 휠체어로는 도저히 불가능한 레포츠를 즐기기를 원하는 선진국 장애인들의 니즈를 파악하고 산악 스포츠용 휠체어로 제품을 개선한 것. 미국에서 판매 중인 GRIT 프리덤체어 가격은 대당 3000달러가 넘는다.
## 산악자전거 타기처럼 기존 휠체어로는 도저히 불가능한 레포츠를 즐기기를 원하는 선진국 장애인들의 니즈를 파악하고 산악 스포츠용 휠체어로 제품을 개선한 것. <미국:LOC>에서 판매 중인 <GRIT 프리덤체어:POH> 가격은 대당 <3000달러:MNY>가 넘는다.
산악자전거	산악자전거	NNG	O
다	다	EF	O
.	.	SF	O

## 3
## 이를 일한 날짜로 환산하면 3백65일중 71·5일동안의 소득은 모두 세금으로 나간 셈이다.
## 이를 일한 날짜로 환산하면 <3백65일:NOH>중 <71·5일:NOH>동안의 소득은 모두 세금으로 나간 셈이다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
일한	일하+ㄴ	VV+ETM	O
_	_	_	O
날짜	날짜	NNG	O
로	로	JKB	O
_	_	_	O
환산하	환산하	VV	O
면	면	EC	O
_	_	_	O
3	3	SN	B-NOH
백	백	NR	I-NOH
65	65	SN	I-NOH
일	일	NNB	I-NOH
중	중	NNB	O
_	_	_	O
71	71	SN	B-NOH
·	·	SP	I-NOH
5	5	SN	I-NOH
일	일	NNB	I-NOH
동안	동안	NNG	O
의	의	JKG	O
_	_	_	O
소득	소득	NNG	O
은	은	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
세금	세금	NNG	O
으로	으로	JKB	O
_	_	_	O
나간	나가+ㄴ	VV+ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 권정현 라이엇게임즈 e스포츠 커뮤니케이션 총괄 상무는 “보다 안정적인 e스포츠의 미래를 위해 올해부터 선수들에 대한 처우, 관련 제도 개선 등 다양한 시도를 하고 있다”며 “e스포츠가 정규 스포츠로 성장하기 위해선 종목사는 물론 협회, 방송사 등 관련 주체들의 적극적인 의지가 중요하다고 보고 앞으로도 장기적인 노력을 지속할 것”이라고 말했다.
## <권정현:PER> <라이엇게임즈 e스포츠 커뮤니케이션:ORG> 총괄 상무는 “보다 안정적인 e스포츠의 미래를 위해 올해부터 선수들에 대한 처우, 관련 제도 개선 등 다양한 시도를 하고 있다”며 “e스포츠가 정규 스포츠로 성장하기 위해선 종목사는 물론 협회, 방송사 등 관련 주체들의 적극적인 의지가 중요하다고 보고 앞으로도 장기적인 노력을 지속할 것”이라고 말했다.
권정현	권정현	NNP	B-PER
_	_	_	O
라이	라이	NNG	B-ORG
엇	엇	XPN	I-ORG
게임즈	게임즈	NNG	I-ORG
_	_	_	I-ORG
e	e	SL	I-ORG
스포츠	스포츠	NNG	I-ORG
_	_	_	I-ORG
커뮤니케이션	커뮤니케이션	NNG	I-ORG
_	_	_	O
총괄	총괄	NNG	O
_	_	_	O
상무	상무	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
보다	보다	MAG	O
_	_	_	O
안정적	안정적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
e	e	SL	O
스포츠	스포츠	NNG	O
의	의	JKG	O
_	_	_	O
미래	미래	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
올해	올해	NNG	O
부터	부터	JX	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
처우	처우	NNG	O
,	,	SP	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
제도	제도	NNG	O
_	_	_	O
개선	개선	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
시도	시도	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
e	e	SL	O
스포츠	스포츠	NNG	O
가	가	JKS	O
_	_	_	O
정규	정규	NNG	O
_	_	_	O
스포츠	스포츠	NNG	O
로	로	JKB	O
_	_	_	O
성장하	성장하	VV	O
기	기	ETN	O
_	_	_	O
위해선	위하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
종	종	NNG	O
목사	목사	NNG	O
는	는	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
협회	협회	NNG	O
,	,	SP	O
_	_	_	O
방송사	방송사	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
주체	주체	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
적극적	적극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
의지	의지	NNG	O
가	가	JKS	O
_	_	_	O
중요하	중요하	VA	O
다고	다고	EC	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
장기적	장기적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
노력	노력	NNG	O
을	을	JKO	O
_	_	_	O
지속할	지속하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이 군의 개인 교습 경험은 지난해 초록우산 어린이재단 전남지역본부 후원으로 서울에서 받은 게 처음이다.
## <이:PER> 군의 개인 교습 경험은 지난해 <초록우산 어린이재단 전남지역본부:ORG> 후원으로 <서울:LOC>에서 받은 게 처음이다.
이	이	MM	B-PER
_	_	_	O
군	군	NNB	O
의	의	JKG	O
_	_	_	O
개인	개인	NNG	O
_	_	_	O
교습	교습	NNG	O
_	_	_	O
경험	경험	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
초록	초록	NNG	B-ORG
우산	우산	NNG	I-ORG
_	_	_	I-ORG
어린이	어린이	NNG	I-ORG
재단	재단	NNG	I-ORG
_	_	_	I-ORG
전남	전남	NNP	I-ORG
지역	지역	NNG	I-ORG
본부	본부	NNG	I-ORG
_	_	_	O
후원	후원	NNG	O
으로	으로	JKB	O
_	_	_	O
서울	서울	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 쇼트트랙월드컵 4차대회는 16일부터 18일까지 열린다.
## <쇼트트랙월드컵 4차대회:POH>는 <16일부터 18일:MNY>까지 열린다.
쇼트트랙	쇼트트랙	NNG	B-POH
월드컵	월드컵	NNG	I-POH
_	_	_	I-POH
4	4	SN	I-POH
차	차	NNB	I-POH
대회	대회	NNG	I-POH
는	는	JX	O
_	_	_	O
16	16	SN	B-MNY
일	일	NNB	I-MNY
부터	부터	JX	I-MNY
_	_	_	I-MNY
18	18	SN	I-MNY
일	일	NNB	I-MNY
까지	까지	JX	O
_	_	_	O
열린다	열리+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 아울러 한국인을 받지 않겠다고 한 중국 식당도 있었다.
## 아울러 한국인을 받지 않겠다고 한 <중국:LOC> 식당도 있었다.
아울러	아울러	MAG	O
_	_	_	O
한국인	한국인	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
식당	식당	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ‘장쑤성, 아름다운 체험’이라는 주제로 개최된 이날 행사에는 한국의 관광 업계는 물론 많은 미디어 업체들이 참석한 가운데 성황리에 진행됐다.
## ‘<장쑤성:LOC>, 아름다운 체험’이라는 주제로 개최된 이날 행사에는 <한국:LOC>의 관광 업계는 물론 많은 미디어 업체들이 참석한 가운데 성황리에 진행됐다.
‘	‘	SS	O
장쑤성	장쑤성	NNP	B-LOC
,	,	SP	O
_	_	_	O
아름다	아름답	VA	O
운	ㄴ	ETM	O
_	_	_	O
체험	체험	NNG	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
개최된	개최되+ㄴ	VV+ETM	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
행사	행사	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-LOC
의	의	JKG	O
_	_	_	O
관광	관광	NNG	O
_	_	_	O
업계	업계	NNG	O
는	는	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
미디어	미디어	NNG	O
_	_	_	O
업체	업체	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
성황리	성황리	NNG	O
에	에	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 유치원은 80%가 사립이다.
## 유치원은 <80%:PNT>가 사립이다.
유치원	유치원	NNG	O
은	은	JX	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
사립	사립	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 여소야대 국면에서 원활한 국정 운영을 위해 협치가 불가피한 상황에서 ‘연정’ 화두를 선점한 안 지사에게 반등의 기회가 올 수도 있다.
## 여소야대 국면에서 원활한 국정 운영을 위해 협치가 불가피한 상황에서 ‘연정’ 화두를 선점한 <안:PER> 지사에게 반등의 기회가 올 수도 있다.
여	여	NNG	O
소	소	NNG	O
야	야	NNG	O
대	대	NNG	O
_	_	_	O
국면	국면	NNG	O
에서	에서	JKB	O
_	_	_	O
원활한	원활하+ㄴ	VA+ETM	O
_	_	_	O
국정	국정	NNG	O
_	_	_	O
운영	운영	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
협	협	NNG	O
치	치	XSN	O
가	가	JKS	O
_	_	_	O
불가피한	불가피하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
연정	연정	NNG	O
’	’	SS	O
_	_	_	O
화두	화두	NNG	O
를	를	JKO	O
_	_	_	O
선점한	선점하+ㄴ	VV+ETM	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
에게	에게	JKB	O
_	_	_	O
반등	반등	NNG	O
의	의	JKG	O
_	_	_	O
기회	기회	NNG	O
가	가	JKS	O
_	_	_	O
올	오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 스타워즈 없인 못 사는 이 남자 … 7개월 딸도 팬으로 만들어야죠
## <스타워즈:POH> 없인 못 사는 이 남자 … <7개월:NOH> 딸도 팬으로 만들어야죠
스타워즈	스타워즈	NNP	B-POH
_	_	_	O
없인	없이+ㄴ	MAG+JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
남자	남자	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
7	7	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
딸	딸	NNG	O
도	도	JX	O
_	_	_	O
팬	팬	NNG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
어야죠	어야죠	EF	O

## 12
## 한국 테니스의 희망 정현(18)은 지난해 8월 남자프로테니스(ATP) 방콕오픈 챌린저에서 우승하며 7200 달러(약 800만 원)의 상금을 받았다.
## <한국:ORG> 테니스의 희망 <정현:PER>(<18:NOH>)은 지난해 <8월:DAT> <남자프로테니스(ATP) 방콕오픈 챌린저:POH>에서 우승하며 <7200 달러:MNY>(약 <800만 원:MNY>)의 상금을 받았다.
한국	한국	NNP	B-ORG
_	_	_	O
테니스	테니스	NNG	O
의	의	JKG	O
_	_	_	O
희망	희망	NNG	O
_	_	_	O
정현	정현	NNP	B-PER
(	(	SS	O
18	18	SN	B-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
남자	남자	NNG	B-POH
프로	프로	NNG	I-POH
테니스	테니스	NNG	I-POH
(	(	SS	I-POH
ATP	ATP	SL	I-POH
)	)	SS	I-POH
_	_	_	I-POH
방콕	방콕	NNP	I-POH
오픈	오픈	NNG	I-POH
_	_	_	I-POH
챌린저	챌린저	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
우승하	우승하	VV	O
며	며	EC	O
_	_	_	O
7200	7200	SN	B-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
800	800	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
의	의	JKG	O
_	_	_	O
상금	상금	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## [연예 뉴스 스테이션] 방심위 ‘꽃청춘’ 알몸 수영 심의 상정 논의
## [<연예 뉴스 스테이션:POH>] <방심위:ORG> ‘<꽃청춘:POH>’ 알몸 수영 심의 상정 논의
[	[	SS	O
연예	연예	NNG	B-POH
_	_	_	I-POH
뉴스	뉴스	NNG	I-POH
_	_	_	I-POH
스테이션	스테이션	NNG	I-POH
]	]	SS	O
_	_	_	O
방심위	방심위	NNG	B-ORG
_	_	_	O
‘	‘	SS	O
꽃	꽃	NNG	B-POH
청춘	청춘	NNG	I-POH
’	’	SS	O
_	_	_	O
알몸	알몸	NNG	O
_	_	_	O
수영	수영	NNG	O
_	_	_	O
심의	심의	NNG	O
_	_	_	O
상정	상정	NNG	O
_	_	_	O
논의	논의	NNG	O

## 14
## 고교 3학년 아들을 둔 김모 씨(45·여)는 “아이가 교내 상을 한 개라도 더 타려면 학교에서 이름이 알려져야 할 것 같아 엄마들이 귀찮아도 학교운영위원회 등 직책을 꼭 맡으려고 한다”고 했다.
## 고교 <3학년:NOH> 아들을 둔 <김모:PER> 씨(<45:NOH>·여)는 “아이가 교내 상을 <한 개:NOH>라도 더 타려면 학교에서 이름이 알려져야 할 것 같아 엄마들이 귀찮아도 <학교운영위원회:ORG> 등 직책을 꼭 맡으려고 한다”고 했다.
고교	고교	NNG	O
_	_	_	O
3	3	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
아들	아들	NNG	O
을	을	JKO	O
_	_	_	O
둔	두+ㄴ	VV+ETM	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
45	45	SN	B-NOH
·	·	SP	O
여	여	NNG	O
)	)	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
아이	아이	NNG	O
가	가	JKS	O
_	_	_	O
교내	교내	NNG	O
_	_	_	O
상	상	NNG	O
을	을	JKO	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
라도	라도	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
타	타	VV	O
려면	려면	EC	O
_	_	_	O
학교	학교	NNG	O
에서	에서	JKB	O
_	_	_	O
이름	이름	NNG	O
이	이	JKS	O
_	_	_	O
알려져야	알려지+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EC	O
_	_	_	O
엄마	엄마	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
귀찮	귀찮	VA	O
아도	아도	EC	O
_	_	_	O
학교	학교	NNG	B-ORG
운영	운영	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
직책	직책	NNG	O
을	을	JKO	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
맡	맡	VV	O
으려고	으려고	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 그녀가 북한 지도자라고 믿는 중학생 동기생은 혹시 다른 동양인이 아닐까? “제게 부탁하셨으니 제 간청도 들어주시겠어요?”복분자주 몇 잔을 마신 줄리아나는 발갛게 달아오른 얼굴을 P씨에게 향하고 말했다.
## 그녀가 <북한:ORG> 지도자라고 믿는 중학생 동기생은 혹시 다른 동양인이 아닐까? “제게 부탁하셨으니 제 간청도 들어주시겠어요?”복분자주 몇 잔을 마신 <줄리아나:PER>는 발갛게 달아오른 얼굴을 <P:PER>씨에게 향하고 말했다.
그녀	그녀	NP	O
가	가	JKS	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
지도자	지도자+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
믿	믿	VV	O
는	는	ETM	O
_	_	_	O
중학생	중학생	NNG	O
_	_	_	O
동기생	동기생	NNG	O
은	은	JX	O
_	_	_	O
혹시	혹시	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
동양인	동양인	NNG	O
이	이	JKC	O
_	_	_	O
아닐까	아니+ㄹ까	VCN+EF	O
?	?	SF	O
_	_	_	O
“	“+저	SS+NP	O
제게	에게	JKB	O
_	_	_	O
부탁하	부탁하+시	VV+EP	O
셨	었	EP	O
으니	으니	EC	O
_	_	_	O
제	제	XPN	O
_	_	_	O
간청	간청	NNG	O
도	도	JX	O
_	_	_	O
들어주	들어주	VV	O
시	시	EP	O
겠	겠	EP	O
어요	어요	EF	O
?	?	SF	O
”	”	SS	O
복분자	복분자	NNG	O
주	주	NNP	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
잔	잔	NNG	O
을	을	JKO	O
_	_	_	O
마신	마시+ㄴ	VV+ETM	O
_	_	_	O
줄리아나	줄리아나	NNP	B-PER
는	는	JX	O
_	_	_	O
발갛	발갛	VA	O
게	게	EC	O
_	_	_	O
달아오른	달아오르+ㄴ	VV+ETM	O
_	_	_	O
얼굴	얼굴	NNG	O
을	을	JKO	O
_	_	_	O
P	P	SL	B-PER
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
향하	향하	VV	O
고	고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## “무슨 간청을? 제가 할 수 있다면 들어드려야지요.”“테너 성악가였다면서요? 한국 음식을 먹고 한국 술을 마셨으니 한국 노래를 듣고 싶군요.”P씨는 거절할까 말까 잠시 망설이다
## “무슨 간청을? 제가 할 수 있다면 들어드려야지요.”“테너 성악가였다면서요? <한국:LOC> 음식을 먹고 <한국:LOC> 술을 마셨으니 <한국:LOC> 노래를 듣고 싶군요.”<P:PER>씨는 거절할까 말까 잠시 망설이다
“	“	SS	O
무슨	무슨	MM	O
_	_	_	O
간청	간청	NNG	O
을	을	JKO	O
?	?	SF	O
_	_	_	O
제	제	NP	O
가	가	JKS	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다면	다면	EC	O
_	_	_	O
들	듣	VV	O
어	어	EC	O
드려야지	드리+어야지	VX+EC	O
요	요	JX	O
.	.	SF	O
”	”	SS	O
“	“	SS	O
테너	테너	NNG	O
_	_	_	O
성악가	성악가+이	NNG+VCP	O
였	었	EP	O
다면서요	다면서요	EF	O
?	?	SF	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
음식	음식	NNG	O
을	을	JKO	O
_	_	_	O
먹	먹	VV	O
고	고	EC	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
술	술	NNG	O
을	을	JKO	O
_	_	_	O
마	마시	VV	O
셨	었	EP	O
으니	으니	EC	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
노래	노래	NNG	O
를	를	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
군요	군요	EF	O
.	.	SF	O
”	”	SS	O
P	P	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
거절할까	거절하+ㄹ까	VV+EC	O
_	_	_	O
말까	말+ㄹ까	VV+EC	O
_	_	_	O
잠시	잠시	MAG	O
_	_	_	O
망설이	망설이	VV	O
다	다	EC	O

## 17
## 김기창의 아내인 화가 박래현도 장정에 참여했다.
## <김기창:PER>의 아내인 화가 <박래현:PER>도 장정에 참여했다.
김기창	김기창	NNP	B-PER
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
화	화	NNG	O
가	가	JKS	O
_	_	_	O
박래현	박래현	NNP	B-PER
도	도	JX	O
_	_	_	O
장정	장정	NNG	O
에	에	JKB	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

