## 1
## 윤석민은 계속된 기회를 놓치지 않았다.
## <윤석민:PER>은 계속된 기회를 놓치지 않았다.
윤석민	윤석민	NNG	B-PER
고	고	EC	O
,	,	SP	O
_	_	_	O
대법원	대법원	NNG	B-ORG
은	은	JX	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
측	측	NNB	O
의	의	JKG	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
판결	판결	NNG	O
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
가처분	가처분	NNG	O
_	_	_	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
서울	서울	NNP	B-ORG
고법	고법	NNG	I-ORG
으로	으로	JKB	O
_	_	_	O
돌려보냈	돌려보내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘압구정 백야’는 “드라마의 전개가 지나치게 비윤리적이고 극단적인 상황 설정 및 폭언과 폭력 장면 등을 청소년시청보호시간대에 방송한 것은 ‘방송 심의에 관한 규정’에 위반된다”는 이유로 3월26일 방송통신심의위로부터 관계자 징계의 중징계를 받았다.
## ‘<압구정 백야:POH>’는 “드라마의 전개가 지나치게 비윤리적이고 극단적인 상황 설정 및 폭언과 폭력 장면 등을 청소년시청보호시간대에 방송한 것은 ‘방송 심의에 관한 규정’에 위반된다”는 이유로 <3월26일:DAT> 방송통신심의위로부터 관계자 징계의 중징계를 받았다.
‘	‘	SS	O
압구정	압구정	NNP	B-POH
_	_	_	I-POH
백야	백야	NNP	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
드라마	드라마	NNG	O
의	의	JKG	O
_	_	_	O
전개	전개	NNG	O
가	가	JKS	O
_	_	_	O
지나치	지나치	VA	O
게	게	EC	O
_	_	_	O
비	비	XPN	O
윤리적	윤리적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
극단적	극단적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
상황	상황	NNG	O
_	_	_	O
설정	설정	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
폭언	폭언	NNG	O
과	과	JC	O
_	_	_	O
폭력	폭력	NNG	O
_	_	_	O
장면	장면	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
청소년	청소년	NNG	O
시청	시청	NNG	O
보호	보호	NNG	O
시간대	시간대	NNG	O
에	에	JKB	O
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
방송	방송	NNG	O
_	_	_	O
심의	심의	NNG	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
규정	규정	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
위반된다	위반되+ㄴ다	VV+EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
26	26	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
방송	방송	NNG	O
통신	통신	NNG	O
심의	심의	NNG	O
위	위	NNG	O
로부터	로부터	JKB	O
_	_	_	O
관계자	관계자	NNG	O
_	_	_	O
징계	징계	NNG	O
의	의	JKG	O
_	_	_	O
중징계	중징계	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 국토부에 따르면 택배 배송물량은 2004년 4억469만 박스에서 지난해 18억1960만 박스로 4.5배 규모로 성장했다.
## <국토부:ORG>에 따르면 택배 배송물량은 <2004년:DAT> <4억469만 박스:NOH>에서 지난해 <18억1960만 박스:NOH>로 <4.5배:PNT> 규모로 성장했다.
국토	국토	NNG	B-ORG
부	부	XSN	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
택배	택배	NNG	O
_	_	_	O
배송	배송	NNG	O
물량	물량	NNG	O
은	은	JX	O
_	_	_	O
2004	2004	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
4	4	SN	B-NOH
억	억	NR	I-NOH
469	469	SN	I-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
박스	박스	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
18	18	SN	B-NOH
억	억	NR	I-NOH
1960	1960	SN	I-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
박스	박스	NNG	I-NOH
로	로	JKB	O
_	_	_	O
4.5	4.5	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
규모	규모	NNG	O
로	로	JKB	O
_	_	_	O
성장	성장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 검찰, ‘증거인멸 혐의’ 신영자 아들 소유 회사 대표 체포
## 검찰, ‘증거인멸 혐의’ <신영자:PER> 아들 소유 회사 대표 체포
검찰	검찰	NNG	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
증거인멸	증거인멸	NNG	O
_	_	_	O
혐의	혐의	NNG	O
’	’	SS	O
_	_	_	O
신영자	신영자	NNP	B-PER
_	_	_	O
아들	아들	NNG	O
_	_	_	O
소유	소유	NNG	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
체포	체포	NNG	O

## 7
## 앞서 곽유화는 지난 4월 두 차례 실시한 반도핑 샘플 검사에서 금지약물인 펜디메트라진(Phendimetrazine)과 펜메트라진(phenmetrazine)이 검출돼 23일 KOVO로부터 6경기 출장 정지의 제재를 받았다.
## 앞서 <곽유화:PER>는 지난 <4월:DAT> <두 차례:NOH> 실시한 반도핑 샘플 검사에서 금지약물인 <펜디메트라진:POH>(<Phendimetrazine:POH>)과 <펜메트라진:POH>(<phenmetrazine:POH>)이 검출돼 <23일:DAT> <KOVO:ORG>로부터 <6경기:NOH> 출장 정지의 제재를 받았다.
앞서	앞서	MAG	O
_	_	_	O
곽유	곽유	NNP	B-PER
화	화	XSN	I-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
차례	차례	NNG	I-NOH
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
반	반	NNG	O
도핑	도핑	NNG	O
_	_	_	O
샘플	샘플	NNG	O
_	_	_	O
검사	검사	NNG	O
에서	에서	JKB	O
_	_	_	O
금지	금지	NNG	O
약물	약물	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
펜디메트라	펜디메트라	NNG	B-POH
진	지+ㄴ	XSV+ETM	I-POH
(	(	SS	O
Phendimetrazine	Phendimetrazine	SL	B-POH
)	)	SS	O
과	과	JKB	O
_	_	_	O
펜메트라	펜메트라	NNG	B-POH
진	지+ㄴ	XSV+ETM	I-POH
(	(	SS	O
phenmetrazine	phenmetrazine	SL	B-POH
)	)	SS	O
이	이	JKS	O
_	_	_	O
검출돼	검출되+어	VV+EC	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
KOVO	KOVO	SL	B-ORG
로부터	로부터	JKB	O
_	_	_	O
6	6	SN	B-NOH
경기	경기	NNG	I-NOH
_	_	_	O
출장	출장	NNG	O
_	_	_	O
정지	정지	NNG	O
의	의	JKG	O
_	_	_	O
제재	제재	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이에 곽유화는 한약을 복용한 것이라고 진술했으나, 검출된 약물이 한약에서 나올 수 없는 성분이라는 도핑의원의 의문이 제기되자 “액상의 한약과 환약을 같이 복용한 것”이라고 추가 설명했다.
## 이에 <곽유화:PER>는 한약을 복용한 것이라고 진술했으나, 검출된 약물이 한약에서 나올 수 없는 성분이라는 도핑의원의 의문이 제기되자 “액상의 한약과 환약을 같이 복용한 것”이라고 추가 설명했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
곽유	곽유	NNP	B-PER
화	화	XSN	I-PER
는	는	JX	O
_	_	_	O
한약	한약	NNG	O
을	을	JKO	O
_	_	_	O
복용한	복용하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
진술	진술하	VV	O
했	였	EP	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
검출된	검출되+ㄴ	VV+ETM	O
_	_	_	O
약물	약물	NNG	O
이	이	JKS	O
_	_	_	O
한약	한약	NNG	O
에서	에서	JKB	O
_	_	_	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
성분	성분	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
도핑	도핑	NNG	O
의원	의원	NNG	O
의	의	JKG	O
_	_	_	O
의문	의문	NNG	O
이	이	JKS	O
_	_	_	O
제기되	제기되	VV	O
자	자	EC	O
_	_	_	O
“	“	SS	O
액상	액상	NNG	O
의	의	JKG	O
_	_	_	O
한약	한약	NNG	O
과	과	JC	O
_	_	_	O
환약	환약	NNG	O
을	을	JKO	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
복용한	복용하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그러자 대한한의사협회는 “곽유화의 도핑 위반 약물은 한약과 전혀 상관없다”며 “곽유화와 약물 제공자를 약사법 위반, 마약류관리에 관한 법률 위반 등으로 수사 의뢰하겠다”고 강경하게 대처했다.
## 그러자 <대한한의사협회:ORG>는 “<곽유화:PER>의 도핑 위반 약물은 한약과 전혀 상관없다”며 “<곽유화:PER>와 약물 제공자를 약사법 위반, <마약류관리에 관한 법률:POH> 위반 등으로 수사 의뢰하겠다”고 강경하게 대처했다.
그러	그러	VV	O
자	자	EC	O
_	_	_	O
대한한의사협회	대한한의사협회	NNP	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
곽유	곽유	NNP	B-PER
화	화	XSN	I-PER
의	의	JKG	O
_	_	_	O
도핑	도핑	NNG	O
_	_	_	O
위반	위반	NNG	O
_	_	_	O
약물	약물	NNG	O
은	은	JX	O
_	_	_	O
한약	한약	NNG	O
과	과	JKB	O
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
상관없	상관없	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
곽유	곽유	NNP	B-PER
화	화	XSN	I-PER
와	와	JC	O
_	_	_	O
약물	약물	NNG	O
_	_	_	O
제공	제공	NNG	O
자	자	XSN	O
를	를	JKO	O
_	_	_	O
약사법	약사법	NNG	O
_	_	_	O
위반	위반	NNG	O
,	,	SP	O
_	_	_	O
마약	마약	NNG	B-POH
류	류	XSN	I-POH
관리	관리	NNG	I-POH
에	에	JKB	I-POH
_	_	_	I-POH
관한	관하+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
법률	법률	NNG	I-POH
_	_	_	O
위반	위반	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
의뢰하	의뢰하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강경하	강경하	VA	O
게	게	EC	O
_	_	_	O
대처	대처하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 대한한의사협회의 반응에 KOVO는 약품의 구입 과정 및 구입처 등에 대한 조사를 추가 진행했고, 곽유화가 한약이 아닌 다이어트 약을 복용한 것으로 확인했다.
## <대한한의사협회:ORG>의 반응에 <KOVO:ORG>는 약품의 구입 과정 및 구입처 등에 대한 조사를 추가 진행했고, <곽유화:PER>가 한약이 아닌 다이어트 약을 복용한 것으로 확인했다.
대한한의사협회	대한한의사협회	NNP	B-ORG
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
에	에	JKB	O
_	_	_	O
KOVO	KOVO	SL	B-ORG
는	는	JX	O
_	_	_	O
약품	약품	NNG	O
의	의	JKG	O
_	_	_	O
구입	구입	NNG	O
_	_	_	O
과정	과정	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
구입	구입	NNG	O
처	처	XSN	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
진행	진행하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
곽유	곽유	NNP	B-PER
화가	화가	NNG	O
_	_	_	O
한약	한약	NNG	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
다이어트	다이어트	NNG	O
_	_	_	O
약	약	NNG	O
을	을	JKO	O
_	_	_	O
복용한	복용하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 곽유화는 “프로선수가 다이어트 약을 복용했다는 것에 대한 죄책감으로 솔직하게 얘기하지 못했다”면서 “다시 한번 물의를 일으킨 것에 대해 배구팬 및 연맹, 구단에 머리 숙여 사죄드린다”고 사과했다.
## <곽유화:PER>는 “프로선수가 다이어트 약을 복용했다는 것에 대한 죄책감으로 솔직하게 얘기하지 못했다”면서 “다시 <한번:NOH> 물의를 일으킨 것에 대해 배구팬 및 연맹, 구단에 머리 숙여 사죄드린다”고 사과했다.
곽유	곽유	NNP	B-PER
화	화	XSN	I-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
프로	프로	NNG	O
선수	선수	NNG	O
가	가	JKS	O
_	_	_	O
다이어트	다이어트	NNG	O
_	_	_	O
약	약	NNG	O
을	을	JKO	O
_	_	_	O
복용	복용하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
죄책감	죄책감	NNG	O
으로	으로	JKB	O
_	_	_	O
솔직하	솔직하	VA	O
게	게	EC	O
_	_	_	O
얘기하	얘기하	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
다시	다시	MAG	O
_	_	_	O
한번	한번	NNG	B-NOH
_	_	_	O
물의	물의	NNG	O
를	를	JKO	O
_	_	_	O
일으킨	일으키+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
배구	배구	NNG	O
팬	팬	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
연맹	연맹	NNG	O
,	,	SP	O
_	_	_	O
구단	구단	NNG	O
에	에	JKB	O
_	_	_	O
머리	머리	NNG	O
_	_	_	O
숙	숙이	VV	O
여	어	EC	O
_	_	_	O
사죄드린다	사죄드리+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 7월 21일, 그가 보낸 우편물이 기자의 집에 도착했다.
## <7월 21일:DAT>, 그가 보낸 우편물이 기자의 집에 도착했다.
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
21	21	SN	I-DAT
일	일	NNB	I-DAT
,	,	SP	O
_	_	_	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
보낸	보내+ㄴ	VV+ETM	O
_	_	_	O
우편물	우편물	NNG	O
이	이	JKS	O
_	_	_	O
기자	기자	NNG	O
의	의	JKG	O
_	_	_	O
집	집	NNG	O
에	에	JKB	O
_	_	_	O
도착	도착하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## [수도권]“민간이 공공복지 先투자”… 경기도 새 실험
## [<수도권:LOC>]“민간이 공공복지 先투자”… <경기도:ORG> 새 실험
[	[	SS	O
수도권	수도권	NNG	B-LOC
]	]	SS	O
“	“	SS	O
민간	민간	NNG	O
이	이	JKS	O
_	_	_	O
공공복지	공공복지	NNG	O
_	_	_	O
先	先	SH	O
투자	투자	NNG	O
”	”	SS	O
…	…	SE	O
_	_	_	O
경기도	경기도	NNP	B-ORG
_	_	_	O
새	새	MM	O
_	_	_	O
실험	실험	NNG	O

## 14
## [주간동아 1011호/특집 | “명퇴시켜주세요!”]
## [<주간동아:POH> <1011호:NOH>/특집 | “명퇴시켜주세요!”]
[	[	SS	O
주간동아	주간동아	NNP	B-POH
_	_	_	O
1011	1011	SN	B-NOH
호	호	NNB	I-NOH
/	/	SP	O
특집	특집	NNG	O
_	_	_	O
|	|	SW	O
_	_	_	O
“	“	SS	O
명퇴	명퇴	NNG	O
시	시	NNB	O
켜	켜	NNG	O
주	주	VV	O
세요	세요	EF	O
!	!	SF	O
”	”	SS	O
]	]	SS	O

## 15
## 이번 프로모션에 대한 자세한 사항은 혼다코리아 홈페이지(www.hondakorea.co.kr)를 확인하거나 가까운 전시장에 문의하면 된다.
## 이번 프로모션에 대한 자세한 사항은 <혼다코리아:ORG> 홈페이지(<www.hondakorea.co.kr:POH>)를 확인하거나 가까운 전시장에 문의하면 된다.
이번	이번	NNG	O
_	_	_	O
프로모션	프로모션	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
자세한	자세하+ㄴ	VA+ETM	O
_	_	_	O
사항	사항	NNG	O
은	은	JX	O
_	_	_	O
혼다코리아	혼다코리아	NNP	B-ORG
_	_	_	O
홈페이지	홈페이지	NNG	O
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
hondakorea	hondakorea	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
를	를	JKO	O
_	_	_	O
확인하	확인하	VV	O
거나	거나	EC	O
_	_	_	O
가까	가깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
전시장	전시장	NNG	O
에	에	JKB	O
_	_	_	O
문의하	문의하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 한편 혼다코리아는 앞서 언급한 모델 외에도 오딧세이와 시빅의 차량가격을 개별소비세 인하정책에 따라 각각 70만 원과 30만 원 인하했다.
## 한편 <혼다코리아:ORG>는 앞서 언급한 모델 외에도 <오딧세이:POH>와 <시빅:POH>의 차량가격을 개별소비세 인하정책에 따라 각각 <70만 원:MNY>과 <30만 원:MNY> 인하했다.
한편	한편	MAG	O
_	_	_	O
혼다코리아	혼다코리아	NNP	B-ORG
는	는	JX	O
_	_	_	O
앞서	앞서	MAG	O
_	_	_	O
언급한	언급하+ㄴ	VV+ETM	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
오딧세이	오딧세이	NNP	B-POH
와	와	JC	O
_	_	_	O
시빅	시빅	NNP	B-POH
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
가격	가격	NNG	O
을	을	JKO	O
_	_	_	O
개별	개별	NNG	O
소비세	소비세	NNG	O
_	_	_	O
인하	인하	NNG	O
정책	정책	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
70	70	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
과	과	JC	O
_	_	_	O
30	30	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
인하	인하하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 이들 지역은 현재 강남권에 진입하는데 대중교통으로 최대 1시간 정도가 걸린다.
## 이들 지역은 현재 <강남권:LOC>에 진입하는데 대중교통으로 최대 <1시간:NOH> 정도가 걸린다.
이	이	NP	O
들	들	XSN	O
_	_	_	O
지역	지역	NNG	O
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
강남	강남	NNP	B-LOC
권	권	XSN	I-LOC
에	에	JKB	O
_	_	_	O
진입하	진입하	VV	O
는데	는데	EC	O
_	_	_	O
대중교통	대중교통	NNG	O
으로	으로	JKB	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
1	1	SN	B-NOH
시간	시간	NNB	I-NOH
_	_	_	O
정도	정도	NNG	O
가	가	JKS	O
_	_	_	O
걸린다	걸리+ㄴ다	VV+EF	O
.	.	SF	O

## 18
## 이후 매년 150여 편 이상의 타우린 관련 논문이 쏟아질 정도로 뜨거운 연구 테마가 됐다.
## 이후 매년 <150여 편:NOH> 이상의 타우린 관련 논문이 쏟아질 정도로 뜨거운 연구 테마가 됐다.
이후	이후	NNG	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
150	150	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
편	편	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
의	의	JKG	O
_	_	_	O
타우린	타우린	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
논문	논문	NNG	O
이	이	JKS	O
_	_	_	O
쏟아질	쏟아지+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
뜨거	뜨겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
테마	테마	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

