## 1
## 말로만 듣던 100세 시대가 코앞으로 다가온 것이다.
## 말로만 듣던 <100세:NOH> 시대가 코앞으로 다가온 것이다.
말	말	NNG	O
_	_	_	O
다이나믹	다이나믹	NNG	B-ORG
_	_	_	I-ORG
듀오	듀오	NNG	I-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
최자	최자	NNP	B-PER
가	가	JKS	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
투유	투유	NNP	B-POH
_	_	_	I-POH
프로젝트	프로젝트	NNG	I-POH
-	-	SO	I-POH
슈가맨	슈가맨	NNP	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
연인	연인	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
Fx	Fx	SL	B-ORG
_	_	_	O
출신	출신	NNG	O
_	_	_	O
설리	설리	NNG	B-PER
의	의	JKG	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
발언	발언	NNG	O
이	이	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 경기가 불안할 때에는 보급형 제품 수요는 줄어들지만 프리미엄 제품 수요에는 큰 변화가 없다는 분석에 따라 삼성전자 제품의 격을 높여야 한다는 논의도 이어졌다.
## 경기가 불안할 때에는 보급형 제품 수요는 줄어들지만 프리미엄 제품 수요에는 큰 변화가 없다는 분석에 따라 <삼성전자:ORG> 제품의 격을 높여야 한다는 논의도 이어졌다.
경기	경기	NNG	O
가	가	JKS	O
_	_	_	O
불안할	불안하+ㄹ	VA+ETM	O
_	_	_	O
때	때	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
보급	보급	NNG	O
형	형	XSN	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
수요	수요	NNG	O
는	는	JX	O
_	_	_	O
줄어들	줄어들	VV	O
지만	지만	EC	O
_	_	_	O
프리미엄	프리미엄	NNG	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
수요	수요	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
분석	분석	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
삼성	삼성	NNP	B-ORG
전자	전자	NNG	I-ORG
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
격	격	NNG	O
을	을	JKO	O
_	_	_	O
높	높이	VV	O
여야	어야	EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
논의	논의	NNG	O
도	도	JX	O
_	_	_	O
이어	이어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## (www.100sd.co.kr) 010-5257-1020수지 100세시대상가 김성규◇ 서울 유명 대학가 대로변 수익용빌딩지하철 2분 거리, 대지 270㎡, 연면적 981㎡ 7층 건물이 보증금 5억5천 / 월 2400만원.1층 커피숍 성업중, 병원 등이 입점해 있고 유동인구 많다.
## (<www.100sd.co.kr:POH>) <010-5257-1020:POH>수지 <100세:NOH>시대상가 <김성규:PER>◇ <서울:LOC> 유명 대학가 대로변 수익용빌딩지하철 <2분:NOH> 거리, 대지 <270㎡:NOH>, 연면적 <981㎡:NOH> <7층:NOH> 건물이 보증금 <5억5천:MNY> / 월 <2400만원:MNY>.<1층:NOH> 커피숍 성업중, 병원 등이 입점해 있고 유동인구 많다.
(	(	SS	O
www	www	SL	B-POH
.100	.100	SN	I-POH
sd	sd	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
_	_	_	O
010	010	SN	B-POH
-	-	SO	I-POH
5257	5257	SN	I-POH
-	-	SO	I-POH
1020	1020	SN	I-POH
수지	수지	NNG	O
_	_	_	O
100	100	SN	B-NOH
세	세	NNB	I-NOH
시대	시대	NNG	O
상가	상가	NNG	O
_	_	_	O
김성규	김성규	NNP	B-PER
◇	◇	SW	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
유명	유명	NNG	O
_	_	_	O
대학가	대학가	NNG	O
_	_	_	O
대로변	대로변	NNG	O
_	_	_	O
수익	수익	NNG	O
용	용	XSN	O
빌딩	빌딩	NNG	O
지하철	지하철	NNG	O
_	_	_	O
2	2	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
거리	거리	NNG	O
,	,	SP	O
_	_	_	O
대	대	VV	O
지	지	EC	O
_	_	_	O
270	270	SN	B-NOH
㎡	㎡	SW	I-NOH
,	,	SP	O
_	_	_	O
연면적	연면적	NNG	O
_	_	_	O
981	981	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
7	7	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
건물	건물	NNG	O
이	이	JKS	O
_	_	_	O
보증금	보증금	NNG	O
_	_	_	O
5	5	SN	B-MNY
억	억	NR	I-MNY
5	5	SN	I-MNY
천	천	NR	I-MNY
_	_	_	O
/	/	SP	O
_	_	_	O
월	월	NNG	O
_	_	_	O
2400	2400	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
1	1	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
커피숍	커피숍	NNG	O
_	_	_	O
성업	성업	NNG	O
중	중	NNB	O
,	,	SP	O
_	_	_	O
병원	병원	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
입점	입점	NNG	O
해	하+여	XSV+EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
_	_	_	O
유동	유동	NNG	O
인구	인구	NNG	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 연기경험이 많지 않은 신인이지만 자신만의 매력으로 '민우'라는 인물을 잘 보여줄 것으로 기대하고 있다"고 전했다.
## 연기경험이 많지 않은 신인이지만 자신만의 매력으로 '<민우:PER>'라는 인물을 잘 보여줄 것으로 기대하고 있다"고 전했다.
연기	연기	NNG	O
경험	경험	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
신인	신인	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
자신	자신	NNG	O
만	만	JX	O
의	의	JKG	O
_	_	_	O
매력	매력	NNG	O
으로	으로	JKB	O
_	_	_	O
'	'	SS	O
민우	민우	NNG	B-PER
'	'+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
인물	인물	NNG	O
을	을	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대하	기대하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 국토부에 따르면 메르세데스벤츠코리아벤츠코리아는 S350d 4개 차종(S350d, S350d L, S350d 4메틱, ,S350d 4메틱 L)의 9단 변속기 차량 총 98대를 제원통보 없이 지난 1월 27일부터 판매해 왔다.
## <국토부:ORG>에 따르면 <메르세데스벤츠코리아:ORG><벤츠코리아:ORG>는 <S350d:POH> <4개:NOH> 차종(<S350d:POH>, <S350d L:POH>, <S350d 4메틱:POH>, ,<S350d 4메틱 L:POH>)의 <9단:NOH> 변속기 차량 총 <98대:NOH>를 제원통보 없이 지난 <1월 27일:DAT>부터 판매해 왔다.
국토	국토	NNG	B-ORG
부	부	XSN	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
메르세데스벤츠코리아	메르세데스벤츠코리아	NNP	B-ORG
벤츠	벤츠	NNP	B-ORG
코리아	코리아	NNP	I-ORG
는	는	JX	O
_	_	_	O
S	S	SL	B-POH
350	350	SN	I-POH
d	d	SL	I-POH
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
차종	차종	NNG	O
(	(	SS	O
S	S	SL	B-POH
350	350	SN	I-POH
d	d	SL	I-POH
,	,	SP	O
_	_	_	O
S	S	SL	B-POH
350	350	SN	I-POH
d	d	SL	I-POH
_	_	_	I-POH
L	L	SL	I-POH
,	,	SP	O
_	_	_	O
S	S	SL	B-POH
350	350	SN	I-POH
d	d	SL	I-POH
_	_	_	I-POH
4	4	SN	I-POH
메	메	NNG	I-POH
틱	틱	NNG	I-POH
,	,	SP	O
_	_	_	O
,	,	SP	O
S	S	SL	B-POH
350	350	SN	I-POH
d	d	SL	I-POH
_	_	_	I-POH
4	4	SN	I-POH
메	메	NNG	I-POH
틱	틱	NNG	I-POH
_	_	_	I-POH
L	L	SL	I-POH
)	)	SS	O
의	의	JKG	O
_	_	_	O
9	9	SN	B-NOH
단	단	NNG	I-NOH
_	_	_	O
변속기	변속기	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
총	총	MM	O
_	_	_	O
98	98	SN	B-NOH
대	대	NNB	I-NOH
를	를	JKO	O
_	_	_	O
제원	제원	NNG	O
통보	통보	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
27	27	SN	I-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
판매해	판매하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 고소득층 응답자의 15%는 은퇴 후 소득이 100만 원 미만일 것으로 예상돼 빈곤층으로 전락할 가능성이 큰 것으로 나타났다.
## 고소득층 응답자의 <15%:PNT>는 은퇴 후 소득이 <100만 원:MNY> 미만일 것으로 예상돼 빈곤층으로 전락할 가능성이 큰 것으로 나타났다.
고소득	고소득	NNG	O
층	층	XSN	O
_	_	_	O
응답자	응답자	NNG	O
의	의	JKG	O
_	_	_	O
15	15	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
은퇴	은퇴	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
소득	소득	NNG	O
이	이	JKS	O
_	_	_	O
100	100	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
미만	미만	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상돼	예상되+어	VV+EC	O
_	_	_	O
빈곤층	빈곤층	NNG	O
으로	으로	JKB	O
_	_	_	O
전락할	전락하+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 애플 '럭키백' 받으려다 생긴 대참사
## <애플:ORG> '럭키백' 받으려다 생긴 대참사
애플	애플	NNP	B-ORG
_	_	_	O
'	'	SS	O
럭키	럭키	NNP	O
백	백	NNG	O
'	'	SS	O
_	_	_	O
받	받	VV	O
으려다	으려다	EC	O
_	_	_	O
생긴	생기+ㄴ	VV+ETM	O
_	_	_	O
대	대	XPN	O
참사	참사	NNG	O

## 11
## 홍콩 은행과 홍콩 텔레콤, 스와이어 그룹 등은 지난 88년 영어 교육을 위한 언어개발기금에 2천만 홍콩달러(한화 20억원)를 쾌척했다.
## <홍콩 은행:ORG>과 <홍콩 텔레콤:ORG>, <스와이어 그룹:ORG> 등은 지난 <88년:DAT> 영어 교육을 위한 언어개발기금에 <2천만 홍콩달러:MNY>(<한화 20억원:MNY>)를 쾌척했다.
홍콩	홍콩	NNP	B-ORG
_	_	_	I-ORG
은행	은행	NNG	I-ORG
과	과	JC	O
_	_	_	O
홍콩	홍콩	NNP	B-ORG
_	_	_	I-ORG
텔레콤	텔레콤	NNG	I-ORG
,	,	SP	O
_	_	_	O
스와이어	스와이어	NNP	B-ORG
_	_	_	I-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
88	88	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
영어	영어	NNP	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
언어	언어	NNG	O
개발	개발	NNG	O
기금	기금	NNG	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-MNY
천만	천만	NR	I-MNY
_	_	_	I-MNY
홍콩	홍콩	NNP	I-MNY
달러	달러	NNG	I-MNY
(	(	SS	O
한화	한화	NNG	B-MNY
_	_	_	I-MNY
20	20	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
를	를	JKO	O
_	_	_	O
쾌척	쾌척하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 아기 손가락만 한 작은 반지가 한 개에 20만 원을 호가했던 것이다.
## 아기 손가락만 한 작은 반지가 <한 개:NOH>에 <20만 원:MNY>을 호가했던 것이다.
아기	아기	NNG	O
_	_	_	O
손가락	손가락	NNG	O
만	만	JX	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
반지	반지	NNG	O
가	가	JKS	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
에	에	JKB	O
_	_	_	O
20	20	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
호가	호가하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 사고기 기장도 6275시간의 비행기록을 지닌 베테랑이다.
## 사고기 기장도 <6275시간:NOH>의 비행기록을 지닌 베테랑이다.
사고	사고	NNG	O
기	기	XSN	O
_	_	_	O
기장도	기장도	NNP	O
_	_	_	O
6275	6275	SN	B-NOH
시간	시간	NNB	I-NOH
의	의	JKG	O
_	_	_	O
비행	비행	NNG	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
지닌	지니+ㄴ	VV+ETM	O
_	_	_	O
베테랑	베테랑	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

