## 1
## 트럼프의 실언? 시진핑 속내?… 한국에 대한 시각 드러내
## <트럼프:PER>의 실언? <시진핑:PER> 속내?… <한국:ORG>에 대한 시각 드러내
트럼프	트럼프	NNG	B-PER
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
4	4	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
등장한	등장하+ㄴ	VV+ETM	O
_	_	_	O
랩	랩	NNG	O
_	_	_	O
가사	가사	NNG	O
에	에	JKB	O
_	_	_	O
유감	유감	NNG	O
을	을	JKO	O
_	_	_	O
표명하	표명하	VV	O
고	고	EC	O
_	_	_	O
사과	사과	NNG	O
를	를	JKO	O
_	_	_	O
요구	요구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## [부고]최내정 별세·지현 나현 부친상·남경인 장인상
## [부고]<최내정:PER> 별세·<지현:PER> <나현:PER> 부친상·<남경인:PER> 장인상
[	[	SS	O
부고	부고	NNG	O
]	]	SS	O
최내정	최내정	NNP	B-PER
_	_	_	O
별세	별세	NNG	O
·	·	SP	O
지현	지현	NNP	B-PER
_	_	_	O
나현	나현	NNP	B-PER
_	_	_	O
부친상	부친상	NNG	O
·	·	SP	O
남경인	남경인	NNP	B-PER
_	_	_	O
장인상	장인상	NNP	O

## 7
## 다산 정약용은 ‘경세유표’에서 ‘왕골과 미나리를 심었을 경우 그 이익을 벼와 비교하면 두어 갑절 된다.
## 다산 <정약용:PER>은 ‘<경세유표:POH>’에서 ‘왕골과 미나리를 심었을 경우 그 이익을 벼와 비교하면 <두어 갑절:PNT> 된다.
다산	다산	NNP	O
_	_	_	O
정약용	정약용	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
경세유표	경세유표	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
왕골	왕골	NNG	O
과	과	JC	O
_	_	_	O
미나리	미나리	NNG	O
를	를	JKO	O
_	_	_	O
심	심	VV	O
었	었	EP	O
을	을	ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
그	그	MM	O
_	_	_	O
이익	이익	NNG	O
을	을	JKO	O
_	_	_	O
벼	벼	NNG	O
와	와	JC	O
_	_	_	O
비교하	비교하	VV	O
면	면	EC	O
_	_	_	O
두어	두어	MM	B-PNT
_	_	_	I-PNT
갑절	갑절	NNG	I-PNT
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 그러다 1974년 서울과 인천을 오가는 전철이 개통되면서 손님이 점점 줄었고 지금은 저희까지 포함해 5곳이 명맥을 유지하고 있어요. 책방은 단순한 가게가 아니라 지식의 통로예요. 지키고 있다는 데 의의를 둡니다.
## 그러다 <1974년:DAT> <서울:LOC>과 <인천:LOC>을 오가는 전철이 개통되면서 손님이 점점 줄었고 지금은 저희까지 포함해 <5곳:NOH>이 명맥을 유지하고 있어요. 책방은 단순한 가게가 아니라 지식의 통로예요. 지키고 있다는 데 의의를 둡니다.
그러	그러	VV	O
다	다	EC	O
_	_	_	O
1974	1974	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
과	과	JC	O
_	_	_	O
인천	인천	NNP	B-LOC
을	을	JKO	O
_	_	_	O
오가	오가	VV	O
는	는	ETM	O
_	_	_	O
전철	전철	NNG	O
이	이	JKS	O
_	_	_	O
개통되	개통되	VV	O
면서	면서	EC	O
_	_	_	O
손님	손님	NNG	O
이	이	JKS	O
_	_	_	O
점점	점점	MAG	O
_	_	_	O
줄	줄	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
저희	저희	NP	O
까지	까지	JX	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
5	5	SN	B-NOH
곳	곳	NNG	I-NOH
이	이	JKS	O
_	_	_	O
명맥	명맥	NNG	O
을	을	JKO	O
_	_	_	O
유지하	유지하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어요	어요	EF	O
.	.	SF	O
_	_	_	O
책방	책방	NNG	O
은	은	JX	O
_	_	_	O
단순한	단순하+ㄴ	VA+ETM	O
_	_	_	O
가게	가게	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
지식	지식	NNG	O
의	의	JKG	O
_	_	_	O
통로	통로+이	NNG+VCP	O
예요	에요	EF	O
.	.	SF	O
_	_	_	O
지키	지키	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
의의	의의	NNG	O
를	를	JKO	O
_	_	_	O
둡니다	두+ㅂ니다	VV+EF	O
.	.	SF	O

## 9
## 또한 소속사는 “오윤아 씨는 차기작을 준비하고 있다”고 덧붙였다.
## 또한 소속사는 “<오윤아:PER> 씨는 차기작을 준비하고 있다”고 덧붙였다.
또한	또한	MAG	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
는	는	JX	O
_	_	_	O
“	“	SS	O
오윤아	오윤아	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
차기	차기	NNG	O
작	작	XSN	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 대리 이하도 200만원 이상…완성차 추석 상여 ‘기아>현대>한국GM’
## 대리 이하도 <200만원:MNY> 이상…완성차 <추석:DAT> 상여 ‘<기아:ORG>><현대:ORG>><한국GM:ORG>’
대리	대리	NNG	O
_	_	_	O
이하	이하	NNG	O
도	도	JX	O
_	_	_	O
200	200	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
이상	이상	NNG	O
…	…	SE	O
완성	완성	NNG	O
차	차	NNG	O
_	_	_	O
추석	추석	NNG	B-DAT
_	_	_	O
상여	상여	NNG	O
_	_	_	O
‘	‘	SS	O
기아	기아	NNG	B-ORG
>	>	SS	O
현대	현대	NNP	B-ORG
>	>	SS	O
한국	한국	NNP	B-ORG
GM	GM	SL	I-ORG
’	’	SS	O

## 11
## 하니는 스스로 ‘메모 중독’이라고 밝힌만큼 꼼꼼하게 메모를 하며 찾은 단서들로 놀라운 활약을 펼쳤다.
## <하니:PER>는 스스로 ‘메모 중독’이라고 밝힌만큼 꼼꼼하게 메모를 하며 찾은 단서들로 놀라운 활약을 펼쳤다.
하니	하니	NNP	B-PER
는	는	JX	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
‘	‘	SS	O
메모	메모	NNG	O
_	_	_	O
중독	중독	NNG	O
’	’	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
만큼	만큼	JX	O
_	_	_	O
꼼꼼하	꼼꼼하	VA	O
게	게	EC	O
_	_	_	O
메모	메모	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
며	며	EC	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
단서	단서	NNG	O
들	들	XSN	O
로	로	JKB	O
_	_	_	O
놀라	놀랍	VA	O
운	ㄴ	ETM	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 7일 서울중앙지법 형사합의27부(부장판사 김진동) 심리로 열린 이 부회장 등 5명의 뇌물공여 등 혐의 1차 공판에서 양재식 특검보는 “최씨는 며칠전 (재판에서) 삼성이 선의로 지원했다고 하고 이 부회장은 강요에 의해 (지원이) 어쩔 수 없다고 한다”며 이같이 밝혔다.
## <7일:DAT> <서울중앙지법 형사합의27부:ORG>(부장판사 <김진동:PER>) 심리로 열린 이 부회장 등 <5명:NOH>의 뇌물공여 등 혐의 <1차:NOH> 공판에서 <양재식:PER> 특검보는 “<최:PER>씨는 며칠전 (재판에서) <삼성:ORG>이 선의로 지원했다고 하고 <이:PER> 부회장은 강요에 의해 (지원이) 어쩔 수 없다고 한다”며 이같이 밝혔다.
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울중앙지법	서울중앙지법	NNP	B-ORG
_	_	_	I-ORG
형사	형사	NNG	I-ORG
합의	합의	NNG	I-ORG
27	27	SN	I-ORG
부	부	NNB	I-ORG
(	(	SS	O
부장판사	부장판사	NNG	O
_	_	_	O
김진동	김진동	NNP	B-PER
)	)	SS	O
_	_	_	O
심리	심리	NNG	O
로	로	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
부회장	부회장	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
뇌물	뇌물	NNG	O
공여	공여	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
혐의	혐의	NNG	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
공판	공판	NNG	O
에서	에서	JKB	O
_	_	_	O
양재식	양재식	NNP	B-PER
_	_	_	O
특검	특검	NNG	O
보	보	XSN	O
는	는	JX	O
_	_	_	O
“	“	SS	O
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
며칠	며칠	NNG	O
전	전	NNG	O
_	_	_	O
(	(	SS	O
재판	재판	NNG	O
에서	에서	JKB	O
)	)	SS	O
_	_	_	O
삼성	삼성	NNP	B-ORG
이	이	JKS	O
_	_	_	O
선의	선의	NNG	O
로	로	JKB	O
_	_	_	O
지원	지원하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
부회장	부회장	NNG	O
은	은	JX	O
_	_	_	O
강요	강요	NNG	O
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
(	(	SS	O
지원	지원	NNG	O
이	이	JKS	O
)	)	SS	O
_	_	_	O
어쩔	어쩌+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 일례로 2011년 연체이자 8763만 원을 부담하고 있던 대구의 A 대리점은 한달 평균 53대 밖에 팔지 못했지만 월 평균 57대를 사도록 강요받았다.
## 일례로 <2011년:DAT> 연체이자 <8763만 원:MNY>을 부담하고 있던 <대구:LOC>의 <A 대리점:ORG>은 <한달:NOH> 평균 <53대:NOH> 밖에 팔지 못했지만 월 평균 <57대:NOH>를 사도록 강요받았다.
일례	일례	NNG	O
로	로	JKB	O
_	_	_	O
2011	2011	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
연체이자	연체이자	NNG	O
_	_	_	O
8763	8763	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
부담하	부담하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
대구	대구	NNP	B-LOC
의	의	JKG	O
_	_	_	O
A	A	SL	B-ORG
_	_	_	I-ORG
대리점	대리점	NNG	I-ORG
은	은	JX	O
_	_	_	O
한	한	MM	B-NOH
달	달	NNB	I-NOH
_	_	_	O
평균	평균	NNG	O
_	_	_	O
53	53	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
밖에	밖에	JX	O
_	_	_	O
팔	팔	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
월	월	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
57	57	SN	B-NOH
대	대	NNB	I-NOH
를	를	JKO	O
_	_	_	O
사	사	VV	O
도록	도록	EC	O
_	_	_	O
강요받	강요받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 반면 1년 미만 근속자 비율은 좋은 일자리 근로자가 5.3%로 그렇지 않은 일자리 근로자(54.6%)의 10분의 1에 불과했다.
## 반면 <1년:NOH> 미만 근속자 비율은 좋은 일자리 근로자가 <5.3%:PNT>로 그렇지 않은 일자리 근로자(<54.6%:PNT>)의 <10분의 1:PNT>에 불과했다.
반면	반면	NNG	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
미만	미만	NNG	O
_	_	_	O
근속	근속	NNG	O
자	자	XSN	O
_	_	_	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
근로자	근로자	NNG	O
가	가	JKS	O
_	_	_	O
5.3	5.3	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
그렇	그렇	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
근로자	근로자	NNG	O
(	(	SS	O
54.6	54.6	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
의	의	JKG	O
_	_	_	O
10	10	SN	B-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
에	에	JKB	O
_	_	_	O
불과	불과하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 김 팀장은 “이러한 차이로 인해 당연히 청년구직자들은 대기업, 정규직, 유노조 직장을 선호하지만 이 부문의 일자리 양은 전체의 7.6%에 불과하다”며 청년들이 원하는 좋은 일자리가 부족하다고 지적했다.
## <김:PER> 팀장은 “이러한 차이로 인해 당연히 청년구직자들은 대기업, 정규직, 유노조 직장을 선호하지만 이 부문의 일자리 양은 전체의 <7.6%:PNT>에 불과하다”며 청년들이 원하는 좋은 일자리가 부족하다고 지적했다.
김	김	NNP	B-PER
_	_	_	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
차이	차이	NNG	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
당연히	당연히	MAG	O
_	_	_	O
청년	청년	NNG	O
구직자	구직자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
대기업	대기업	NNG	O
,	,	SP	O
_	_	_	O
정규직	정규직	NNG	O
,	,	SP	O
_	_	_	O
유	유	NNG	O
노조	노조	NNG	O
_	_	_	O
직장	직장	NNG	O
을	을	JKO	O
_	_	_	O
선호하	선호하	VV	O
지만	지만	EC	O
_	_	_	O
이	이	MM	O
_	_	_	O
부문	부문	NNG	O
의	의	JKG	O
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
양	양	NNG	O
은	은	JX	O
_	_	_	O
전체	전체	NNG	O
의	의	JKG	O
_	_	_	O
7.6	7.6	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
청년	청년	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
원하	원하	VV	O
는	는	ETM	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
일자리	일자리	NNG	O
가	가	JKS	O
_	_	_	O
부족하	부족하	VA	O
다고	다고	EC	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 특히 좋은 일자리의 1년 미만 근속자 비율이 5.3%라는 것은 이 부문에서 매년 전체 근로자의 5%만을 신규 채용한다는 것인데 전체 근로자수(143만명)에 대입해보면 7만6000명에 불과하다는 설명이다.
## 특히 좋은 일자리의 <1년:NOH> 미만 근속자 비율이 <5.3%:PNT>라는 것은 이 부문에서 매년 전체 근로자의 <5%:PNT>만을 신규 채용한다는 것인데 전체 근로자수(<143만명:NOH>)에 대입해보면 <7만6000명:NOH>에 불과하다는 설명이다.
특히	특히	MAG	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
일자리	일자리	NNG	O
의	의	JKG	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
미만	미만	NNG	O
_	_	_	O
근속	근속	NNG	O
자	자	XSN	O
_	_	_	O
비율	비율	NNG	O
이	이	JKS	O
_	_	_	O
5.3	5.3	SN	B-PNT
%	%+이	SW+VCP	I-PNT
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
부문	부문	NNG	O
에서	에서	JKB	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
근로자	근로자	NNG	O
의	의	JKG	O
_	_	_	O
5	5	SN	B-PNT
%	%	SW	I-PNT
만	만	JX	O
을	을	JKO	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
채용한다는	채용하+ㄴ다는	VV+ETM	O
_	_	_	O
것	것	NNB	O
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
근로자	근로자	NNG	O
수	수	NNG	O
(	(	SS	O
143	143	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
)	)	SS	O
에	에	JKB	O
_	_	_	O
대입해	대입하+여	VV+EC	O
보	보	VX	O
면	면	EC	O
_	_	_	O
7	7	SN	B-NOH
만	만	NR	I-NOH
6000	6000	SN	I-NOH
명	명	NNB	I-NOH
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다는	다는	ETM	O
_	_	_	O
설명	설명	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

