## 1
## 낙동강 옆에 조성 중인 대구 달성군 구지면 국가산업단지. 10일 이곳에서 ‘국가 물 산업 클러스터’(KWC) 착공식이 열렸다.
## <낙동강:LOC> 옆에 조성 중인 <대구:LOC> <달성군:LOC> <구지면:LOC> <국가산업단지:LOC>. <10일:DAT> 이곳에서 ‘<국가 물 산업 클러스터:ORG>’(<KWC:ORG>) 착공식이 열렸다.
낙동강	낙동강	NNP	B-LOC
진행한	진행하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
_	_	_	O
데이터베이스	데이터베이스	NNG	O
를	를	JKO	O
_	_	_	O
쌓	쌓	VV	O
으면	으면	EC	O
_	_	_	O
지반	지반	NNG	O
_	_	_	O
함몰	함몰	NNG	O
_	_	_	O
위험	위험	NNG	O
도	도	JX	O
_	_	_	O
평가	평가	NNG	O
의	의	JKG	O
_	_	_	O
정확도	정확도	NNG	O
를	를	JKO	O
_	_	_	O
높일	높이+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기대한다	기대하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 여기에 이번 맨부커상 수상으로 그 아성이 국내에만 머물지 않음을 입증했다.
## 여기에 이번 <맨부커상:POH> 수상으로 그 아성이 국내에만 머물지 않음을 입증했다.
여기	여기	NP	O
에	에	JKB	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
맨	맨	MM	B-POH
부커	부커	NNP	I-POH
상	상	NNG	I-POH
_	_	_	O
수상	수상	NNG	O
으로	으로	JKB	O
_	_	_	O
그	그	MM	O
_	_	_	O
아성	아성	NNG	O
이	이	JKS	O
_	_	_	O
국내	국내	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
머물	머물	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
입증	입증하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이 글은 비투비 새 앨범 'Feel’eM'의 수록곡 '빨리 뛰어'와 팝 가수 부르노 마스의 'That's what I like'를 비교해놓았다.
## 이 글은 <비투비:ORG> 새 앨범 '<Feel’eM:POH>'의 수록곡 '<빨리 뛰어:POH>'와 팝 가수 <부르노 마스:PER>의 '<That's what I like:POH>'를 비교해놓았다.
이	이	MM	O
_	_	_	O
글	글	NNG	O
은	은	JX	O
_	_	_	O
비투비	비투비	NNP	B-ORG
_	_	_	O
새	새	MM	O
_	_	_	O
앨범	앨범	NNG	O
_	_	_	O
'	'	SS	O
Feel	Feel	SL	B-POH
’	’	SS	I-POH
eM	eM	SL	I-POH
'	'	SS	O
의	의	JKG	O
_	_	_	O
수록	수록	NNG	O
곡	곡	XSN	O
_	_	_	O
'	'	SS	O
빨리	빨리	MAG	B-POH
_	_	_	I-POH
뛰	뛰	VV	I-POH
어	어	EF	I-POH
'	'	SS	O
와	와	JKB	O
_	_	_	O
팝	팝	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
부르노	부르노	NNP	B-PER
_	_	_	I-PER
마스	마스	NNG	I-PER
의	의	JKG	O
_	_	_	O
'	'	SS	O
That	That	SL	B-POH
'	'	SS	I-POH
s	s	SL	I-POH
_	_	_	I-POH
what	what	SL	I-POH
_	_	_	I-POH
I	I	SL	I-POH
_	_	_	I-POH
like	like	SL	I-POH
'	'	SS	O
를	를	JKO	O
_	_	_	O
비교해	비교하+여	VV+EC	O
놓	놓	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 8월까지 18경기에 등판해 4승4패, 평균자책점 4.64에 그쳤다.
## <8월:DAT>까지 <18경기:NOH>에 등판해 <4승:NOH><4패:NOH>, 평균자책점 <4.64:NOH>에 그쳤다.
8	8	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
18	18	SN	B-NOH
경기	경기	NNG	I-NOH
에	에	JKB	O
_	_	_	O
등판해	등판하+여	VV+EC	O
_	_	_	O
4	4	SN	B-NOH
승	승	NNB	I-NOH
4	4	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
평균	평균	NNG	O
자책점	자책점	NNG	O
_	_	_	O
4.64	4.64	SN	B-NOH
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 유럽이 세계 축구의 중심인 것은 분명하지만 ‘유럽 아니면 안 된다’는 생각은 바뀌어야 한다”고 밝혔다.
## <유럽:ORG>이 세계 축구의 중심인 것은 분명하지만 ‘<유럽:ORG> 아니면 안 된다’는 생각은 바뀌어야 한다”고 밝혔다.
유럽	유럽	NNP	B-ORG
이	이	JKS	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
축구	축구	NNG	O
의	의	JKG	O
_	_	_	O
중심	중심	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
분명하	분명하	VA	O
지만	지만	EC	O
_	_	_	O
‘	‘	SS	O
유럽	유럽	NNP	B-ORG
_	_	_	O
아니	아니	VCN	O
면	면	EC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
생각	생각	NNG	O
은	은	JX	O
_	_	_	O
바뀌	바뀌	VV	O
어야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 반기문 유엔 사무총장과 정운찬 전 총리도 명예회원이다.
## <반기문:PER> <유엔:ORG> 사무총장과 <정운찬:PER> 전 총리도 명예회원이다.
반기문	반기문	NNP	B-PER
_	_	_	O
유엔	유엔	NNP	B-ORG
_	_	_	O
사무총장	사무총장	NNG	O
과	과	JC	O
_	_	_	O
정운찬	정운찬	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
도	도	JX	O
_	_	_	O
명예	명예	NNG	O
회원	회원	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 검찰은 체포 시한(48시간)이 만료되는 2일 중에 구속영장을 청구할 계획이다.
## 검찰은 체포 시한(<48시간:DUR>)이 만료되는 <2일:DAT> 중에 구속영장을 청구할 계획이다.
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
체포	체포	NNG	O
_	_	_	O
시한	시한	NNG	O
(	(	SS	O
48	48	SN	B-DUR
시간	시간	NNB	I-DUR
)	)	SS	O
이	이	JKS	O
_	_	_	O
만료되	만료되	VV	O
는	는	ETM	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
중	중	NNB	O
에	에	JKB	O
_	_	_	O
구속	구속	NNG	O
영장	영장	NNG	O
을	을	JKO	O
_	_	_	O
청구할	청구하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 개혁파 지도자 후야오방(胡耀邦) 전 총서기의 노선을 전면 비판하며 그의 실각에 일조했다.
## 개혁파 지도자 <후야오방:PER>(<胡耀邦:PER>) 전 총서기의 노선을 전면 비판하며 그의 실각에 일조했다.
개혁파	개혁파	NNG	O
_	_	_	O
지도자	지도자	NNG	O
_	_	_	O
후야오방	후야오방	NNP	B-PER
(	(	SS	O
胡耀邦	胡耀邦	SH	B-PER
)	)	SS	O
_	_	_	O
전	전	MM	O
_	_	_	O
총서기	총서기	NNG	O
의	의	JKG	O
_	_	_	O
노선	노선	NNG	O
을	을	JKO	O
_	_	_	O
전면	전면	NNG	O
_	_	_	O
비판하	비판하	VV	O
며	며	EC	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
실각	실각	NNG	O
에	에	JKB	O
_	_	_	O
일조	일조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 9월 정식 개관을 앞둔 국립아시아문화전당(이하 전당)이 부실한 준비로 ‘예고된 재앙’이 우려된다는 29일자 동아일보 1, 8면 보도가 나간 뒤 문화체육관광부 공무원들이 보내온 문자메시지의 일부다.
## <9월:DAT> 정식 개관을 앞둔 <국립아시아문화전당:ORG>(이하 <전당:ORG>)이 부실한 준비로 ‘예고된 재앙’이 우려된다는 <29일:DAT>자 <동아일보:ORG> <1:NOH>, <8면:NOH> 보도가 나간 뒤 <문화체육관광부:ORG> 공무원들이 보내온 문자메시지의 일부다.
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
정식	정식	NNG	O
_	_	_	O
개관	개관	NNG	O
을	을	JKO	O
_	_	_	O
앞둔	앞두+ㄴ	VV+ETM	O
_	_	_	O
국립아시아문화전당	국립아시아문화전당	NNP	B-ORG
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
전당	전당	NNG	B-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
부실한	부실하+ㄴ	VA+ETM	O
_	_	_	O
준비	준비	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
예고된	예고되+ㄴ	VV+ETM	O
_	_	_	O
재앙	재앙	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
우려된다는	우려되+ㄴ다는	VV+ETM	O
_	_	_	O
29	29	SN	B-DAT
일자	일자	NNG	O
_	_	_	O
동아일보	동아일보	NNP	B-ORG
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
8	8	SN	B-NOH
면	면	NNG	I-NOH
_	_	_	O
보도	보도	NNG	O
가	가	JKS	O
_	_	_	O
나간	나가+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
문화	문화	NNG	B-ORG
체육	체육	NNG	I-ORG
관광부	관광부	NNG	I-ORG
_	_	_	O
공무원	공무원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
보내	보내+어	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
문자메시지	문자메시지	NNG	O
의	의	JKG	O
_	_	_	O
일부	일부+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

