## 1
## 이미 1980년대부터 세계의 공학교육 선진국들은 공학교육인증제도를 실시해오고 있었으며, 이러한 인증제도를 통해 국제적으로 공히 인정할 수 있는 기준을 설정하고 이러한 기준에 부합한다면 국가의 장벽 없이 진학이나 취업이 가능할 수 있도록 ‘어코드’(Accord)라는 협의체를 설립하였다.
## 이미 <1980년대:DUR>부터 세계의 공학교육 선진국들은 공학교육인증제도를 실시해오고 있었으며, 이러한 인증제도를 통해 국제적으로 공히 인정할 수 있는 기준을 설정하고 이러한 기준에 부합한다면 국가의 장벽 없이 진학이나 취업이 가능할 수 있도록 ‘<어코드:POH>’(<Accord:POH>)라는 협의체를 설립하였다.
이미	이미	MAG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
미	미	NNP	B-ORG
_	_	_	I-ORG
태평양	태평양	NNP	I-ORG
사령부	사령부	NNG	I-ORG
=	=	SW	O
“	“	SS	O
칼	칼	NNG	B-POH
빈슨	빈슨	NNP	I-POH
함	하+ㅁ	VV+ETN	I-POH
은	은	JX	O
_	_	_	O
서태평양	서태평양	NNP	B-LOC
을	을	JKO	O
_	_	_	O
통과하	통과하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 롯데 조원우 감독이 선택한 첫 경기 선발투수는 또 박세웅(21·사진)이었다.
## <롯데:ORG> <조원우:PER> 감독이 선택한 첫 경기 선발투수는 또 <박세웅:PER>(<21:NOH>·사진)이었다.
롯데	롯데	NNP	B-ORG
_	_	_	O
조원우	조원우	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
선택한	선택하+ㄴ	VV+ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
선발	선발	NNG	O
투수	투수	NNG	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
박세웅	박세웅	NNP	B-PER
(	(	SS	O
21	21	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이병헌 협박 女 이모씨 징역 1년2월 김모씨 징역 1년 실형 선고
## <이병헌:PER> 협박 女 <이모:PER>씨 징역 <1년2월:DAT> <김모:PER>씨 징역 <1년:NOH> 실형 선고
이병헌	이병헌	NNP	B-PER
_	_	_	O
협박	협박	NNG	O
_	_	_	O
女	女	SH	O
_	_	_	O
이	이	NNP	B-PER
모	모	NP	I-PER
씨	씨	NNB	O
_	_	_	O
징역	징역	NNG	O
_	_	_	O
1	1	SN	B-DAT
년	년	NNB	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
씨	씨	NNB	O
_	_	_	O
징역	징역	NNG	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
실형	실형	NNG	O
_	_	_	O
선고	선고	NNG	O

## 6
## 앞서 고영욱은 지난 2010년 7월부터 2012년 12월까지 자신의 오피스텔과 승용차 등에서 미성년자 3명을 총 4차례에 걸쳐 성폭행 및 강제 추행한 혐의로 구속 기소된 바 있다.
## 앞서 <고영욱:PER>은 지난 <2010년 7월부터 2012년 12월:DUR>까지 자신의 오피스텔과 승용차 등에서 미성년자 <3명:NOH>을 총 <4차례:NOH>에 걸쳐 성폭행 및 강제 추행한 혐의로 구속 기소된 바 있다.
앞서	앞서	MAG	O
_	_	_	O
고영욱	고영욱	NNP	B-PER
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2010	2010	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
7	7	SN	I-DUR
월	월	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
2012	2012	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
12	12	SN	I-DUR
월	월	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
오피스텔	오피스텔	NNG	O
과	과	JC	O
_	_	_	O
승용차	승용차	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
미성년자	미성년자	NNG	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
총	총	MM	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
성폭행	성폭행	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
강제	강제	NNG	O
_	_	_	O
추행한	추행하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
구속	구속	NNG	O
_	_	_	O
기소된	기소되+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 한편 ‘오늘 출소’ 고영욱은 앞으로 신상정보 공개 고지 5년, 위치추적 전자장치(전자발찌) 부착 3년이 추가 시행된다.
## 한편 ‘오늘 출소’ <고영욱:PER>은 앞으로 신상정보 공개 고지 <5년:NOH>, 위치추적 전자장치(전자발찌) 부착 <3년:NOH>이 추가 시행된다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
오늘	오늘	MAG	O
_	_	_	O
출소	출소	NNG	O
’	’	SS	O
_	_	_	O
고영욱	고영욱	NNP	B-PER
은	은	JX	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
신상	신상	NNG	O
정보	정보	NNG	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
고지	고지	NNG	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
,	,	SP	O
_	_	_	O
위치	위치	NNG	O
추적	추적	NNG	O
_	_	_	O
전자장치	전자장치	NNG	O
(	(	SS	O
전자	전자	NNG	O
발찌	발찌	NNG	O
)	)	SS	O
_	_	_	O
부착	부착	NNG	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
이	이	JKS	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
시행된다	시행되+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 정부 관계자들은 「구체적 증거」를 제시하지 못하지만, 적어도 김정일이 김일성 추도대회 이후 지금까지 30일간 전혀 모습을 보이지 않고 있다는 점을 중시한다.
## 정부 관계자들은 「구체적 증거」를 제시하지 못하지만, 적어도 <김정일:PER>이 <김일성:PER> 추도대회 이후 지금까지 <30일간:DUR> 전혀 모습을 보이지 않고 있다는 점을 중시한다.
정부	정부	NNG	O
_	_	_	O
관계자	관계자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
「	「	SS	O
구체적	구체적	NNG	O
_	_	_	O
증거	증거	NNG	O
」	」	SS	O
를	를	JKO	O
_	_	_	O
제시하	제시하	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
적어도	적어도	MAG	O
_	_	_	O
김정일	김정일	NNP	B-PER
이	이	JKS	O
_	_	_	O
김일성	김일성	NNP	B-PER
_	_	_	O
추도	추도	NNG	O
대회	대회	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
30	30	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
중시한다	중시하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 박근혜 대통령의 비선실세로 지목받고 있는 최순실(60)씨가 구치소로 이감됐다.
## <박근혜:PER> 대통령의 비선실세로 지목받고 있는 <최순실:PER>(<60:NOH>)씨가 구치소로 이감됐다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
비선	비선	NNG	O
실세	실세	NNG	O
로	로	JKB	O
_	_	_	O
지목	지목	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
최순실	최순실	NNP	B-PER
(	(	SS	O
60	60	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
구치소	구치소	NNG	O
로	로	JKB	O
_	_	_	O
이감	이감되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 송 신임 사장은 인터콤, 중앙애드컴 등을 거쳐 1998년 중앙유엠에스에 입사했다.
## <송:PER> 신임 사장은 <인터콤:ORG>, <중앙애드컴:ORG> 등을 거쳐 <1998년:DAT> <중앙유엠에스:ORG>에 입사했다.
송	송	NNP	B-PER
_	_	_	O
신임	신임	NNG	O
_	_	_	O
사장	사장	NNG	O
은	은	JX	O
_	_	_	O
인터콤	인터콤	NNG	B-ORG
,	,	SP	O
_	_	_	O
중앙	중앙	NNG	B-ORG
애드컴	애드컴	NNP	I-ORG
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
1998	1998	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
중앙	중앙	NNG	B-ORG
유	유	NNG	I-ORG
엠에스	엠에스	NNP	I-ORG
에	에	JKB	O
_	_	_	O
입사	입사하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 조선시대 이정, 김정희부터 근대의 장우성과 이상범, 현대의 조환, 이이남을 아우르지만 시대 순으로 정리해 같은 소재를 표현하는 방법의 변화를 살피도록 한 건 아니다.
## <조선시대:DAT> <이정:PER>, <김정희:PER>부터 근대의 <장우성:PER>과 <이상범:PER>, 현대의 <조환:PER>, <이이남:PER>을 아우르지만 시대 순으로 정리해 같은 소재를 표현하는 방법의 변화를 살피도록 한 건 아니다.
조선	조선	NNP	B-DAT
시대	시대	NNG	I-DAT
_	_	_	O
이정	이정	NNG	B-PER
,	,	SP	O
_	_	_	O
김정희	김정희	NNP	B-PER
부터	부터	JX	O
_	_	_	O
근대	근대	NNG	O
의	의	JKG	O
_	_	_	O
장우성	장우성	NNP	B-PER
과	과	JC	O
_	_	_	O
이상범	이상범	NNP	B-PER
,	,	SP	O
_	_	_	O
현대	현대	NNG	O
의	의	JKG	O
_	_	_	O
조환	조환	NNG	B-PER
,	,	SP	O
_	_	_	O
이이남	이이남	NNP	B-PER
을	을	JKO	O
_	_	_	O
아우르	아우르	VV	O
지만	지만	EC	O
_	_	_	O
시대	시대	NNG	O
_	_	_	O
순	순	XSN	O
으로	으로	JKB	O
_	_	_	O
정리해	정리하+여	VV+EC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
소재	소재	NNG	O
를	를	JKO	O
_	_	_	O
표현하	표현하	VV	O
는	는	ETM	O
_	_	_	O
방법	방법	NNG	O
의	의	JKG	O
_	_	_	O
변화	변화	NNG	O
를	를	JKO	O
_	_	_	O
살피	살피	VV	O
도록	도록	EC	O
_	_	_	O
한	하+ㄴ	VX+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
.	.	SF	O

## 12
## 관세청은 이를 막기 위해 지난 1월 지식재산권을 침해한 짝퉁 상품을 특급탁송과 국제우편을 이용해 국내에 소량 반입하는 것을 단속하기 시작했다.
## <관세청:ORG>은 이를 막기 위해 지난 <1월:DAT> 지식재산권을 침해한 짝퉁 상품을 특급탁송과 국제우편을 이용해 국내에 소량 반입하는 것을 단속하기 시작했다.
관세청	관세청	NNG	B-ORG
은	은	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
막	막	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
지식재산권	지식재산권	NNG	O
을	을	JKO	O
_	_	_	O
침해한	침해하+ㄴ	VV+ETM	O
_	_	_	O
짝퉁	짝퉁	NNG	O
_	_	_	O
상품	상품	NNG	O
을	을	JKO	O
_	_	_	O
특급	특급	NNG	O
탁송	탁송	NNG	O
과	과	JC	O
_	_	_	O
국제	국제	NNG	O
우편	우편	NNG	O
을	을	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
국내	국내	NNG	O
에	에	JKB	O
_	_	_	O
소량	소량	NNG	O
_	_	_	O
반입하	반입하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
단속하	단속하	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한국은 1-3으로 졌다.
## <한국:ORG>은 <1-3:NOH>으로 졌다.
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
-	-	SO	I-NOH
3	3	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
졌	+었	+EP	O
다	다	EF	O
.	.	SF	O

