## 1
## 제작사 측 변호를 맡은 법무법인 세종의 임상혁 변호사는 “일방적인 주장으로 흠집을 내려는 행위가 받아들여져선 안 된다”며 “불순한 의도를 가진 것으로 판단되면 추후 명예훼손 등 강력히 대응할 것”이라고 말했다.
## 제작사 측 변호를 맡은 법무법인 <세종:ORG>의 <임상혁:PER> 변호사는 “일방적인 주장으로 흠집을 내려는 행위가 받아들여져선 안 된다”며 “불순한 의도를 가진 것으로 판단되면 추후 명예훼손 등 강력히 대응할 것”이라고 말했다.
제작사	제작사	NNG	O
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
배상	배상	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
과거	과거	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## ‘코리안 메모리즈 최종림’ 소식을 접한 누리꾼들은 “코리안 메모리즈 최종림, 대박이다”,
## ‘<코리안 메모리즈:POH> <최종림:PER>’ 소식을 접한 누리꾼들은 “<코리안 메모리즈:POH> <최종림:PER>, 대박이다”,
‘	‘	SS	O
코리안	코리안	NNG	B-POH
_	_	_	I-POH
메모리즈	메모리즈	NNG	I-POH
_	_	_	O
최종림	최종림	NNP	B-PER
’	’	SS	O
_	_	_	O
소식	소식	NNG	O
을	을	JKO	O
_	_	_	O
접한	접하+ㄴ	VV+ETM	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
코리안	코리안	NNG	B-POH
_	_	_	I-POH
메모리즈	메모리즈	NNG	I-POH
_	_	_	O
최종림	최종림	NNP	B-PER
,	,	SP	O
_	_	_	O
대박	대박	NNP	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
,	,	SP	O

## 5
## 맹 부위원장은 “육로 방문이 불편할 테니 항공기를 이용하라. 남쪽에서 준비가 어려우면 우리가 항공기(고려항공)를 보내줄 수도 있다”는 의사를 밝혔다고 한다.
## <맹:PER> 부위원장은 “육로 방문이 불편할 테니 항공기를 이용하라. 남쪽에서 준비가 어려우면 우리가 항공기(<고려항공:ORG>)를 보내줄 수도 있다”는 의사를 밝혔다고 한다.
맹	맹	NNG	B-PER
_	_	_	O
부위원장	부위원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
육로	육로	NNG	O
_	_	_	O
방문	방문	NNG	O
이	이	JKS	O
_	_	_	O
불편할	불편하+ㄹ	VA+ETM	O
_	_	_	O
테	터+이	NNB+VCP	O
니	니	EC	O
_	_	_	O
항공기	항공기	NNG	O
를	를	JKO	O
_	_	_	O
이용하	이용하	VV	O
라	라	EF	O
.	.	SF	O
_	_	_	O
남쪽	남쪽	NNG	O
에서	에서	JKB	O
_	_	_	O
준비	준비	NNG	O
가	가	JKS	O
_	_	_	O
어려	어렵	VA	O
우면	으면	EC	O
_	_	_	O
우리	우리	NP	O
가	가	JKS	O
_	_	_	O
항공기	항공기	NNG	O
(	(	SS	O
고려항공	고려항공	NNP	B-ORG
)	)	SS	O
를	를	JKO	O
_	_	_	O
보내	보내+어	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 주커피 관계자는 “주커피 인테리어의 기본 콘셉트가 도심 속 동물원이지만 중국 매장은 현지 분위기와 조화를 이루도록 해 이곳 고객들에게 친근하게 다가갈 수 있도록 노력할 것”이라면서 “카이펑 매장을 시작으로 각 지역별 특색 있는 매장을 늘릴 계획”이라고 밝혔다.
## <주커피:ORG> 관계자는 “<주커피:ORG> 인테리어의 기본 콘셉트가 도심 속 동물원이지만 <중국:ORG> 매장은 현지 분위기와 조화를 이루도록 해 이곳 고객들에게 친근하게 다가갈 수 있도록 노력할 것”이라면서 “<카이펑:LOC> 매장을 시작으로 각 지역별 특색 있는 매장을 늘릴 계획”이라고 밝혔다.
주	주	XPN	B-ORG
커피	커피	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
주	주	XPN	B-ORG
커피	커피	NNG	I-ORG
_	_	_	O
인테리어	인테리어	NNG	O
의	의	JKG	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
콘셉트	콘셉트	NNG	O
가	가	JKS	O
_	_	_	O
도심	도심	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
동물원	동물원	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
매장	매장	NNG	O
은	은	JX	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
분위기	분위기	NNG	O
와	와	JKB	O
_	_	_	O
조화	조화	NNG	O
를	를	JKO	O
_	_	_	O
이루	이루	VV	O
도록	도록	EC	O
_	_	_	O
해	해	NNG	O
_	_	_	O
이곳	이곳	NP	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
친근하	친근하	VA	O
게	게	EC	O
_	_	_	O
다가갈	다가가+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
노력할	노력하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
카이펑	카이펑	NNP	B-LOC
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
각	각	MM	O
_	_	_	O
지역	지역	NNG	O
별	별	XSN	O
_	_	_	O
특색	특색	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
늘릴	늘리+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 주홀딩스 그룹(회장 김건우)의 커피브랜드 주커피(http://www.zoocoffee.com)는 현재 상하이, 베이징, 광저우 등 중국 각 주요 도시는 물론 하얼빈, 내몽고 등의 지역에 매장을 오픈 하고 고객 확보에 적극적으로 나서고 있다.
## <주홀딩스 그룹:PER>(회장 <김건우:PER>)의 커피브랜드 <주커피:ORG>(<http://www.zoocoffee.com:POH>)는 현재 <상하이:LOC>, <베이징:LOC>, <광저우:LOC> 등 <중국:ORG> 각 주요 도시는 물론 <하얼빈:LOC>, <내몽고:LOC> 등의 지역에 매장을 오픈 하고 고객 확보에 적극적으로 나서고 있다.
주	주	XPN	B-PER
홀딩스	홀딩스	NNP	I-PER
_	_	_	I-PER
그룹	그룹	NNG	I-PER
(	(	SS	O
회장	회장	NNG	O
_	_	_	O
김건우	김건우	NNP	B-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
커피	커피	NNG	O
브랜드	브랜드	NNG	O
_	_	_	O
주	주	XPN	B-ORG
커피	커피	NNG	I-ORG
(	(	SS	O
http	http	SL	B-POH
:	:	SP	I-POH
/	/	SP	I-POH
/	/	SP	I-POH
www	www	SL	I-POH
.	.	SF	I-POH
zoocoffee	zoocoffee	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
)	)	SS	O
는	는	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
상하이	상하이	NNP	B-LOC
,	,	SP	O
_	_	_	O
베이징	베이징	NNP	B-LOC
,	,	SP	O
_	_	_	O
광저우	광저우	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
각	각	MM	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
도시	도시	NNG	O
는	는	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
하얼빈	하얼빈	NNP	B-LOC
,	,	SP	O
_	_	_	O
내몽고	내몽고	NNP	B-LOC
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
확보	확보	NNG	O
에	에	JKB	O
_	_	_	O
적극적	적극적	NNG	O
으로	으로	JKB	O
_	_	_	O
나서	나서	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 中, 춘제 앞두고 72조원 유동성 공급
## <中:ORG>, 춘제 앞두고 <72조원:MNY> 유동성 공급
中	中	SH	B-ORG
,	,	SP	O
_	_	_	O
춘제	춘제	NNG	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
72	72	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
유동성	유동성	NNG	O
_	_	_	O
공급	공급	NNG	O

## 9
## 미국 하버드대 미확인 폭파 위협…건물 내 학생·직원 긴급 대피
## <미국:ORG> <하버드대:ORG> 미확인 폭파 위협…건물 내 학생·직원 긴급 대피
미국	미국	NNP	B-ORG
_	_	_	O
하버드대	하버드대	NNP	B-ORG
_	_	_	O
미확인	미확인	NNG	O
_	_	_	O
폭파	폭파	NNG	O
_	_	_	O
위협	위협	NNG	O
…	…	SE	O
건물	건물	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
학생	학생	NNG	O
·	·	SP	O
직원	직원	NNG	O
_	_	_	O
긴급	긴급	NNG	O
_	_	_	O
대피	대피	NNG	O

## 10
## “베네치아에 입구를 만들면 디즈니랜드처럼 되지 않겠나?”베네치아는 실속 없는 당일치기 관광객의 범람으로 몸살을 앓기 오래 전 시법으로 부동산 임대료의 상한선을 정해 놓았었다.
## “<베네치아:LOC>에 입구를 만들면 <디즈니랜드:ORG>처럼 되지 않겠나?”<베네치아:LOC>는 실속 없는 당일치기 관광객의 범람으로 몸살을 앓기 오래 전 시법으로 부동산 임대료의 상한선을 정해 놓았었다.
“	“	SS	O
베네치아	베네치아	NNP	B-LOC
에	에	JKB	O
_	_	_	O
입구	입구	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
면	면	EC	O
_	_	_	O
디즈니랜드	디즈니랜드	NNP	B-ORG
처럼	처럼	JKB	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
나	나	EF	O
?	?	SF	O
”	”	SS	O
베네치아	베네치아	NNP	B-LOC
는	는	JX	O
_	_	_	O
실속	실속	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
당일치기	당일치기	NNG	O
_	_	_	O
관광객	관광객	NNG	O
의	의	JKG	O
_	_	_	O
범람	범람	NNG	O
으로	으로	JKB	O
_	_	_	O
몸살	몸살	NNG	O
을	을	JKO	O
_	_	_	O
앓	앓	VV	O
기	기	ETN	O
_	_	_	O
오래	오래	MAG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
시법	시법	NNG	O
으로	으로	JKB	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
임대료	임대료	NNG	O
의	의	JKG	O
_	_	_	O
상한선	상한선	NNG	O
을	을	JKO	O
_	_	_	O
정해	정하+여	VV+EC	O
_	_	_	O
놓	놓	VX	O
았었	았었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 장면에서만큼은 원작 ‘햄릿’과 ‘함익’이 거울 앞에 마주선 듯하다.
## 이 장면에서만큼은 원작 ‘<햄릿:POH>’과 ‘<함익:POH>’이 거울 앞에 마주선 듯하다.
이	이	MM	O
_	_	_	O
장면	장면	NNG	O
에서	에서	JKB	O
만큼	만큼	JX	O
은	은	JX	O
_	_	_	O
원작	원작	NNG	O
_	_	_	O
‘	‘	SS	O
햄릿	햄릿	NNP	B-POH
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
함	함	NNG	B-POH
익	익	VV	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
거울	거울	NNG	O
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
마주	마주	MAG	O
선	서+ㄴ	VV+ETM	O
_	_	_	O
듯하	듯하	VX	O
다	다	EF	O
.	.	SF	O

## 12
## #1. 지난달 미국 펜실베이니아 주 오크몬트 골프장에서 열린 세계 4대 메이저 골프대회 중 하나인 ‘US오픈’ 마지막 18번홀에서는 이례적인 장면이 연출됐다.
## #1. 지난달 <미국:LOC> <펜실베이니아 주 오크몬트 골프장:LOC>에서 열린 세계 <4대:NOH> 메이저 골프대회 중 하나인 ‘<US오픈:POH>’ 마지막 <18번홀:NOH>에서는 이례적인 장면이 연출됐다.
#	#	SW	O
1	1	SN	O
.	.	SF	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
펜실베이니아	펜실베이니아	NNP	B-LOC
_	_	_	I-LOC
주	주	NNG	I-LOC
_	_	_	I-LOC
오크	오크	NNG	I-LOC
몬트	몬트	NNP	I-LOC
_	_	_	I-LOC
골프장	골프장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
골프	골프	NNG	O
대회	대회	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
US	US	SL	B-POH
오픈	오픈	NNG	I-POH
’	’	SS	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
18	18	SN	B-NOH
번	번	NNB	I-NOH
홀	홀	NNG	I-NOH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
이례적	이례적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
장면	장면	NNG	O
이	이	JKS	O
_	_	_	O
연출	연출+되	NNG+XSV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한국계 미국 코미디언이자 배우인 마가렛 조(여.46)가 유명 시상식에 북한 인민군 복장으로 등장해 참석자들의 폭발적 반응을 이끌어냈다.
## <한국:ORG>계 <미국:ORG> 코미디언이자 배우인 <마가렛 조:PER>(여.<46:NOH>)가 유명 시상식에 <북한:ORG> 인민군 복장으로 등장해 참석자들의 폭발적 반응을 이끌어냈다.
한국	한국	NNP	B-ORG
계	계	XSN	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
코미디언	코미디언	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
배우	배우	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
마가렛	마가렛	NNP	B-PER
_	_	_	I-PER
조	조	NNG	I-PER
(	(	SS	O
여	여	NNG	O
.	.	SF	O
46	46	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
시상식	시상식	NNG	O
에	에	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
인민군	인민군	NNG	O
_	_	_	O
복장	복장	NNG	O
으로	으로	JKB	O
_	_	_	O
등장해	등장하+여	VV+EC	O
_	_	_	O
참석자	참석자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
폭발적	폭발적	NNG	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
이끌	이끌	VV	O
어	어	EC	O
냈	내+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 11일 오후(현지시각) 미국 로스앤젤레스(LA) 비벌리힐즈 힐튼 호텔에서 제72회 골든글로브 시상식이 열렸다.
## <11일:DAT> 오후(현지시각) <미국 로스앤젤레스:LOC>(<LA:LOC>) <비벌리힐즈 힐튼 호텔:LOC>에서 <제72회:NOH> <골든글로브:POH> 시상식이 열렸다.
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
(	(	SS	O
현지	현지	NNG	O
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	I-LOC
로스앤젤레스	로스앤젤레스	NNP	I-LOC
(	(	SS	O
LA	LA	SL	B-LOC
)	)	SS	O
_	_	_	O
비벌리	비벌리	NNP	B-LOC
힐즈	힐즈	NNP	I-LOC
_	_	_	I-LOC
힐튼	힐튼	NNP	I-LOC
_	_	_	I-LOC
호텔	호텔	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
제	제	XPN	B-NOH
72	72	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
골든글로브	골든글로브	NNG	B-POH
_	_	_	O
시상식	시상식	NNG	O
이	이	JKS	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 현대건설은 서울 은평구 녹번 53번지(1-1구역)의 재개발 단지인 ‘힐스테이트 녹번’을 분양한다.
## <현대건설:ORG>은 <서울:LOC> <은평구:LOC> <녹번 53번지:LOC>(<1-1구역:NOH>)의 재개발 단지인 ‘<힐스테이트 녹번:POH>’을 분양한다.
현대건설	현대건설	NNP	B-ORG
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
은평구	은평구	NNP	B-LOC
_	_	_	O
녹번	녹번	NNP	B-LOC
_	_	_	I-LOC
53	53	SN	I-LOC
번지	번지	NNG	I-LOC
(	(	SS	O
1	1	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
구역	구역	NNG	I-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
재개발	재개발	NNG	O
_	_	_	O
단지	단지	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
힐스테이트	힐스테이트	NNP	B-POH
_	_	_	I-POH
녹번	녹번	NNP	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
분양한다	분양하+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 부산서 주택 화재부산의 한 주택에서 불이 나 엄마와 딸이 숨지고 할머니는 중상을 입었다.
## <부산:LOC>서 주택 화재<부산:LOC>의 한 주택에서 불이 나 엄마와 딸이 숨지고 할머니는 중상을 입었다.
부산	부산	NNP	B-LOC
서	서	JKB	O
_	_	_	O
주택	주택	NNG	O
_	_	_	O
화재	화재	NNG	O
부산	부산	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
주택	주택	NNG	O
에서	에서	JKB	O
_	_	_	O
불	불	NNG	O
이	이	JKS	O
_	_	_	O
나	나+아	VV+EC	O
_	_	_	O
엄마	엄마	NNG	O
와	와	JC	O
_	_	_	O
딸	딸	NNG	O
이	이	JKS	O
_	_	_	O
숨지	숨지	VV	O
고	고	EC	O
_	_	_	O
할머니	할머니	NNG	O
는	는	JX	O
_	_	_	O
중상	중상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

