## 1
## 최순실(60·최서원으로 개명)씨의 딸 정유라(20)씨에 대한 특혜 의혹을 겨냥해 “나, 어제도 밤샜다”로 시작한 이 대자보는 “학점은 낮아도 너보다 당당하다” “내 벗들과 맞설 수 있어 기쁘고 자랑스럽다” 등의 표현으로 공감을 샀다.
## <최순실:PER>(<60:NOH>·<최서원:PER>으로 개명)씨의 딸 <정유라:PER>(<20:NOH>)씨에 대한 특혜 의혹을 겨냥해 “나, 어제도 밤샜다”로 시작한 이 대자보는 “학점은 낮아도 너보다 당당하다” “내 벗들과 맞설 수 있어 기쁘고 자랑스럽다” 등의 표현으로 공감을 샀다.
최순실	최순실	NNP	B-PER
돕	돕	VV	O
기	기	ETN	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 3
## A씨는 “삼성이 자금 집행을 앞둔 시점에 서울 중구의 한 특급 호텔에서 장씨와 김 전 차관이 만난 것으로 안다”고 말했다.
## <A:PER>씨는 “<삼성:ORG>이 자금 집행을 앞둔 시점에 <서울 중구:LOC>의 한 특급 호텔에서 <장:PER>씨와 <김:PER> 전 차관이 만난 것으로 안다”고 말했다.
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
삼성	삼성	NNP	B-ORG
이	이	JKC	O
_	_	_	O
자금	자금	NNG	O
_	_	_	O
집행	집행	NNG	O
을	을	JKO	O
_	_	_	O
앞둔	앞두+ㄴ	VV+ETM	O
_	_	_	O
시점	시점	NNG	O
에	에	JKB	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
중	중	NNG	I-LOC
구	구	NNG	I-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
특급	특급	NNG	O
_	_	_	O
호텔	호텔	NNG	O
에서	에서	JKB	O
_	_	_	O
장	장	NNP	B-PER
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
차관	차관	NNG	O
이	이	JKS	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
안다	알+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 농구화에 캐주얼 무드를 결합, 90년대 복고 향수를 불러일으키면서도 역동적인 느낌을 주는 디자인이 특징이다.
## 농구화에 캐주얼 무드를 결합, <90년대:DUR> 복고 향수를 불러일으키면서도 역동적인 느낌을 주는 디자인이 특징이다.
농구화	농구화	NNG	O
에	에	JKB	O
_	_	_	O
캐주얼	캐주얼	NNG	O
_	_	_	O
무드	무드	NNG	O
를	를	JKO	O
_	_	_	O
결합	결합	NNG	O
,	,	SP	O
_	_	_	O
90	90	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
복고	복고	NNG	O
_	_	_	O
향수	향수	NNG	O
를	를	JKO	O
_	_	_	O
불러일으키	불러일으키	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
역동적	역동적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
느낌	느낌	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
디자인	디자인	NNG	O
이	이	JKS	O
_	_	_	O
특징	특징	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 또한 기존 ‘더 케이지’의 가죽 패턴과 밑창의 사선 라인은 유지한 채 발목 뒤를 받쳐주는 케이지(Cage, 둥지)형태의 갑피(Upper)부분 높이를 4분의1 가량 낮춰 편안한 착화감을 더했다.
## 또한 기존 ‘<더 케이지:ORG>’의 가죽 패턴과 밑창의 사선 라인은 유지한 채 발목 뒤를 받쳐주는 케이지(Cage, 둥지)형태의 갑피(Upper)부분 높이를 <4분의1:PNT> 가량 낮춰 편안한 착화감을 더했다.
또한	또한	MAG	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
‘	‘	SS	O
더	더	MAG	B-ORG
_	_	_	I-ORG
케이지	케이지	NNP	I-ORG
’	’	SS	O
의	의	JKG	O
_	_	_	O
가죽	가죽	NNG	O
_	_	_	O
패턴	패턴	NNG	O
과	과	JC	O
_	_	_	O
밑창	밑창	NNG	O
의	의	JKG	O
_	_	_	O
사선	사선	NNG	O
_	_	_	O
라인	라인	NNG	O
은	은	JX	O
_	_	_	O
유지한	유지하+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
발목	발목	NNG	O
_	_	_	O
뒤	뒤	NNG	O
를	를	JKO	O
_	_	_	O
받쳐	받치+어	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
케이지	케이지	NNP	O
(	(	SS	O
Cage	Cage	SL	O
,	,	SP	O
_	_	_	O
둥지	둥지	NNG	O
)	)	SS	O
형태	형태	NNG	O
의	의	JKG	O
_	_	_	O
갑피	갑피	NNG	O
(	(	SS	O
Upper	Upper	SL	O
)	)	SS	O
부분	부분	NNG	O
_	_	_	O
높이	높이	NNG	O
를	를	JKO	O
_	_	_	O
4	4	SN	B-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
1	1	SN	I-PNT
_	_	_	O
가량	가량	XSN	O
_	_	_	O
낮춰	낮추+어	VV+EC	O
_	_	_	O
편안한	편안하+ㄴ	VA+ETM	O
_	_	_	O
착화	착화	NNG	O
감	감	XSN	O
을	을	JKO	O
_	_	_	O
더	더하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 컴투스는 ‘컴투스프로야구2015’의 정식 출시를 앞두고 있다.
## <컴투스:ORG>는 ‘<컴투스프로야구2015:POH>’의 정식 출시를 앞두고 있다.
컴투스	컴투스	NNP	B-ORG
는	는	JX	O
_	_	_	O
‘	‘	SS	O
컴투스	컴투스	NNP	B-POH
프로야구	프로야구	NNG	I-POH
2015	2015	SN	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
정식	정식	NNG	O
_	_	_	O
출시	출시	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 창립 90주년 기념식…새 비전 발표 국내 대표적인 장수 제약기업 유한양행(대표 이정희)이 20일 창립 90주년을 맞았다.
## 창립 <90주년:NOH> 기념식…새 비전 발표 국내 대표적인 장수 제약기업 <유한양행:ORG>(대표 <이정희:PER>)이 <20일:DAT> 창립 <90주년:NOH>을 맞았다.
창립	창립	NNG	O
_	_	_	O
90	90	SN	B-NOH
주년	주년	NNB	I-NOH
_	_	_	O
기념식	기념식	NNG	O
…	…	SE	O
새	새	MM	O
_	_	_	O
비전	비전	NNG	O
_	_	_	O
발표	발표	NNG	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
장수	장수	NNG	O
_	_	_	O
제약	제약	NNG	O
기업	기업	NNG	O
_	_	_	O
유한양행	유한양행	NNP	B-ORG
(	(	SS	O
대표	대표	NNG	O
_	_	_	O
이정희	이정희	NNP	B-PER
)	)	SS	O
이	이	JKS	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
창립	창립	NNG	O
_	_	_	O
90	90	SN	B-NOH
주년	주년	NNB	I-NOH
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 최진호는 “셋째는 뱃속에서부터 복덩이였다.
## <최진호:PER>는 “셋째는 뱃속에서부터 복덩이였다.
최진호	최진호	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
셋째	셋째	NR	O
는	는	JX	O
_	_	_	O
뱃속	뱃속	NNG	O
에서부터	에서부터	JKB	O
_	_	_	O
복덩	복덩이	NNG	O
이	이	VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 검찰도 문제의 태블릿PC 소유주를 최 씨로 보고 있다.
## <검찰:ORG>도 문제의 태블릿PC 소유주를 <최:PER> 씨로 보고 있다.
검찰	검찰	NNG	B-ORG
도	도	JX	O
_	_	_	O
문제	문제	NNG	O
의	의	JKG	O
_	_	_	O
태블릿	태블릿	NNG	O
PC	PC	SL	O
_	_	_	O
소유주	소유주	NNG	O
를	를	JKO	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 송영길도 “나도 낮은 포복”이라고 말했고 이상훈은 “군대 있을 때가 더 행복하지 않았어?”라고 물었다.
## <송영길:PER>도 “나도 낮은 포복”이라고 말했고 <이상훈:PER>은 “군대 있을 때가 더 행복하지 않았어?”라고 물었다.
송영길	송영길	NNP	B-PER
도	도	JX	O
_	_	_	O
“	“	SS	O
나	나	NP	O
도	도	JX	O
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
포복	포복	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	었	EP	O
고	고	EC	O
_	_	_	O
이상훈	이상훈	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
군대	군대	NNG	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
행복하	행복하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
어	어	EF	O
?	?	SF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
물	묻	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이어 송영길이 이유를 묻자 이상훈은 니글니글한 표정으로 “여자들이 안 괴롭히니까”라고 답해 웃음을 자아냈다.
## 이어 <송영길:PER>이 이유를 묻자 <이상훈:PER>은 니글니글한 표정으로 “여자들이 안 괴롭히니까”라고 답해 웃음을 자아냈다.
이어	이어	MAG	O
_	_	_	O
송영길	송영길	NNP	B-PER
이	이	JKS	O
_	_	_	O
이유	이유	NNG	O
를	를	JKO	O
_	_	_	O
묻	묻	VV	O
자	자	EC	O
_	_	_	O
이상훈	이상훈	NNP	B-PER
은	은	JX	O
_	_	_	O
니글니글한	니글니글하+ㄴ	VV+ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
“	“	SS	O
여자	여자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
안	안	NNP	O
_	_	_	O
괴롭히	괴롭히	VV	O
니까	니까	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
답해	답하+여	VV+EC	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
자아냈	자아내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 한편 이상훈 송영길이 출연하는 ‘니글니글’은 충격적인 비주얼과 파격 댄스로 강렬한 존재감을 자랑하고 있다.
## 한편 <이상훈:PER> <송영길:PER>이 출연하는 ‘<니글니글:POH>’은 충격적인 비주얼과 파격 댄스로 강렬한 존재감을 자랑하고 있다.
한	한	MM	O
편	편	NNB	O
_	_	_	O
이상훈	이상훈	NNP	B-PER
_	_	_	O
송영길	송영길	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연하	출연하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
니글니글	니글니글	MAG	B-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
충격적	충격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
비주얼	비주얼	NNG	O
과	과	JC	O
_	_	_	O
파격	파격	NNG	O
_	_	_	O
댄스	댄스	NNG	O
로	로	JKB	O
_	_	_	O
강렬한	강렬하+ㄴ	VA+ETM	O
_	_	_	O
존재감	존재감	NNG	O
을	을	JKO	O
_	_	_	O
자랑하	자랑하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 마지막 유니폼은 프랑스 파리 생제르맹에서 벗었지만 베컴도 LA 갤럭시에서 6년을 뛰며 ‘제2의 인생’을 준비했다.
## 마지막 유니폼은 <프랑스 파리 생제르맹:ORG>에서 벗었지만 <베컴:PER>도 <LA 갤럭시:ORG>에서 <6년:NOH>을 뛰며 ‘<제2:NOH>의 인생’을 준비했다.
마지막	마지막	NNG	O
_	_	_	O
유니폼	유니폼	NNG	O
은	은	JX	O
_	_	_	O
프랑스	프랑스	NNP	B-ORG
_	_	_	I-ORG
파리	파리	NNP	I-ORG
_	_	_	I-ORG
생제르맹	생제르맹	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
벗	벗	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
베컴	베컴	NNP	B-PER
도	도	JX	O
_	_	_	O
LA	LA	SL	B-ORG
_	_	_	I-ORG
갤럭시	갤럭시	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
6	6	SN	B-NOH
년	년	NNB	I-NOH
을	을	JKO	O
_	_	_	O
뛰	뛰	VV	O
며	며	EC	O
_	_	_	O
‘	‘	SS	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
의	의	JKG	O
_	_	_	O
인생	인생	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
준비	준비하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 하지만 울산시민행동 등 시민단체는 “친박 이미지를 구축한 사람이 갑작스럽게 탈당하는 것이 이해되지 않는다”며 진의를 의심했다.
## 하지만 <울산시민행동:ORG> 등 시민단체는 “친박 이미지를 구축한 사람이 갑작스럽게 탈당하는 것이 이해되지 않는다”며 진의를 의심했다.
하지만	하지만	MAJ	O
_	_	_	O
울산	울산	NNP	B-ORG
시민	시민	NNG	I-ORG
행동	행동	NNG	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
시민	시민	NNG	O
단체	단체	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
친	친	XPN	O
박	박	NNP	O
_	_	_	O
이미지	이미지	NNG	O
를	를	JKO	O
_	_	_	O
구축한	구축하+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
갑작스럽	갑작스럽	VA	O
게	게	EC	O
_	_	_	O
탈당하	탈당하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
이해되	이해되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
진의	진의	NNG	O
를	를	JKO	O
_	_	_	O
의심	의심하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 한편 비박계로 분류되는 김기현 울산시장은 3일 열린 신년간담회에서 자신의 새누리당 탈당에 대해 “정세를 지켜보겠다”며 유보입장을 보였다.
## 한편 비박계로 분류되는 <김기현:PER> 울산시장은 <3일:DAT> 열린 신년간담회에서 자신의 <새누리당:ORG> 탈당에 대해 “정세를 지켜보겠다”며 유보입장을 보였다.
한편	한편	MAG	O
_	_	_	O
비	비	XPN	O
박	박	NNP	O
계	계	XSN	O
로	로	JKB	O
_	_	_	O
분류되	분류되	VV	O
는	는	ETM	O
_	_	_	O
김기현	김기현	NNP	B-PER
_	_	_	O
울산	울산	NNP	O
시장	시장	NNG	O
은	은	JX	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
신년	신년	NNG	O
간담회	간담회	NNG	O
에서	에서	JKB	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
탈당	탈당	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
정세	정세	NNG	O
를	를	JKO	O
_	_	_	O
지켜보	지켜보	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
유보	유보	NNG	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

