## 1
## 트럼프의 정체도 모르겠고 대응할 지렛대도 마땅찮다면 이 책부터 꼼꼼히 들여다볼 필요가 있어 보인다.
## <트럼프:PER>의 정체도 모르겠고 대응할 지렛대도 마땅찮다면 이 책부터 꼼꼼히 들여다볼 필요가 있어 보인다.
트럼프	트럼프	NNG	B-PER
## 조 본부장은 “2006년부터 예산 955억 원을 투입해 독자 기술을 개발했고 2013년 칠레에 1억300만 달러(약 1100억 원) 규모의 플랜트 설비를 수주하는 성과를 거뒀다”고 설명했다.
## <조:PER> 본부장은 “<2006년:DAT>부터 예산 <955억 원:MNY>을 투입해 독자 기술을 개발했고 <2013년:DAT> <칠레:ORG>에 <1억300만 달러:MNY>(약 <1100억 원:MNY>) 규모의 플랜트 설비를 수주하는 성과를 거뒀다”고 설명했다.
조	조	NNG	B-PER
_	_	_	O
본부	본부	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
예산	예산	NNG	O
_	_	_	O
955	955	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투입해	투입하+여	VV+EC	O
_	_	_	O
독자	독자	NNG	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
개발	개발하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
칠레	칠레	NNP	B-ORG
에	에	JKB	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
300	300	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
1100	1100	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
플랜트	플랜트	NNG	O
_	_	_	O
설비	설비	NNG	O
를	를	JKO	O
_	_	_	O
수주하	수주하	VV	O
는	는	ETM	O
_	_	_	O
성과	성과	NNG	O
를	를	JKO	O
_	_	_	O
거	거두	VV	O
뒀	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## ‘요리 고수, 인생 고수’ 장선용이 ‘평생의 레시피’를 펴냈다.
## ‘요리 고수, 인생 고수’ <장선용:PER>이 ‘<평생의 레시피:POH>’를 펴냈다.
‘	‘	SS	O
요리	요리	NNG	O
_	_	_	O
고수	고수	NNG	O
,	,	SP	O
_	_	_	O
인생	인생	NNG	O
_	_	_	O
고수	고수	NNG	O
’	’	SS	O
_	_	_	O
장선용	장선용	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
평생	평생	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
레시피	레시피	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
펴냈	펴내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 홍 변호사가 이렇게 포탈한 세금은 15억5300만 원에 달하는 것으로 파악됐다.
## <홍:PER> 변호사가 이렇게 포탈한 세금은 <15억5300만 원:MNY>에 달하는 것으로 파악됐다.
홍	홍	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
가	가	JKS	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
포탈한	포탈하+ㄴ	VV+ETM	O
_	_	_	O
세금	세금	NNG	O
은	은	JX	O
_	_	_	O
15	15	SN	B-MNY
억	억	NR	I-MNY
5300	5300	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
파악	파악되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이후 노리모토가 2이닝 무실점, 마츠이가 1이닝 무실점으로 한국 타선을 봉쇄했다.
## 이후 <노리모토:PER>가 <2이닝:NOH> 무실점, <마츠이:PER>가 <1이닝:NOH> 무실점으로 <한국:ORG> 타선을 봉쇄했다.
이후	이후	NNG	O
_	_	_	O
노리모토	노리모토	NNP	B-PER
가	가	JKS	O
_	_	_	O
2	2	SN	B-NOH
이닝	이닝	NNG	I-NOH
_	_	_	O
무실점	무실점	NNG	O
,	,	SP	O
_	_	_	O
마츠이	마츠이	NNP	B-PER
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
이닝	이닝	NNG	I-NOH
_	_	_	O
무실점	무실점	NNG	O
으로	으로	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
타선	타선	NNG	O
을	을	JKO	O
_	_	_	O
봉쇄	봉쇄하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

