## 1
## 소속사 없이 독립적으로 활동하던 김용만과 노홍철은 FNC와 계약을 맺으면서 새로운 방송활동에 나설 예정이다.
## 소속사 없이 독립적으로 활동하던 <김용만:PER>과 <노홍철:PER>은 <FNC:ORG>와 계약을 맺으면서 새로운 방송활동에 나설 예정이다.
소속	소속	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
걱정	걱정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 최준선 성균관대 법학전문대학원 교수(전 상사법학회장)은 “집중투표제와 근로자 사외이사제가 도입되면 경영 정보 유출 등으로 대주주 경영권과 재산권이 침해될 수 있다”고 강조했다.
## <최준선:PER> <성균관대 법학전문대학원:ORG> 교수(전 상사법학회장)은 “집중투표제와 근로자 사외이사제가 도입되면 경영 정보 유출 등으로 대주주 경영권과 재산권이 침해될 수 있다”고 강조했다.
최준선	최준선	NNP	B-PER
_	_	_	O
성균관대	성균관대	NNP	B-ORG
_	_	_	I-ORG
법학	법학	NNG	I-ORG
전문	전문	NNG	I-ORG
대학원	대학원	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
(	(	SS	O
전	전	NNP	O
_	_	_	O
상사법	상사법	NNG	O
학	학	XSN	O
회장	회장	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
집중	집중	NNG	O
투표	투표	NNG	O
제	제	XSN	O
와	와	JC	O
_	_	_	O
근로자	근로자	NNG	O
_	_	_	O
사외	사외	NNG	O
이사	이사	NNG	O
제	제	XSN	O
가	가	JKS	O
_	_	_	O
도입되	도입되	VV	O
면	면	EC	O
_	_	_	O
경영	경영	NNG	O
_	_	_	O
정보	정보	NNG	O
_	_	_	O
유출	유출	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
대주주	대주주	NNG	O
_	_	_	O
경영권	경영권	NNG	O
과	과	JC	O
_	_	_	O
재산권	재산권	NNG	O
이	이	JKS	O
_	_	_	O
침해	침해	NNG	O
될	되+ㄹ	XSV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 프로의 꿈을 완성할 마지막 관문은 드림(2부)투어다.
## 프로의 꿈을 완성할 마지막 관문은 드림(<2부:NOH>)투어다.
프로	프로	NNG	O
의	의	JKG	O
_	_	_	O
꿈	꿈	NNG	O
을	을	JKO	O
_	_	_	O
완성할	완성하+ㄹ	VV+ETM	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
관문	관문	NNG	O
은	은	JX	O
_	_	_	O
드림	드리+ㅁ	VV+ETN	O
(	(	SS	O
2	2	SN	B-NOH
부	부	NNB	I-NOH
)	)	SS	O
투어	투어	NNG	O
다	다	NNG	O
.	.	SF	O

## 11
## 장 실장은 ADAS개발실장을 맡아 미래 자동차 신기술로 꼽히는 자율주행기술을 연구하고 있다.
## <장:PER> 실장은 ADAS개발실장을 맡아 미래 자동차 신기술로 꼽히는 자율주행기술을 연구하고 있다.
장	장	XPN	B-PER
_	_	_	O
실장	실장	NNG	O
은	은	JX	O
_	_	_	O
ADAS	ADAS	SL	O
개발	개발	NNG	O
실장	실장	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
아	아	EC	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
신기술	신기술	NNG	O
로	로	JKB	O
_	_	_	O
꼽히	꼽히	VV	O
는	는	ETM	O
_	_	_	O
자율	자율	NNG	O
주행	주행	NNG	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
연구하	연구하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 20대 중후반 등 젊은 층의 구매 비율이 서울보다 높다는 것이 특징이다.
## <20대:NOH> 중후반 등 젊은 층의 구매 비율이 <서울:LOC>보다 높다는 것이 특징이다.
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
중	중	NNG	O
후반	후반	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
젊	젊	VA	O
은	은	ETM	O
_	_	_	O
층	층	NNG	O
의	의	JKG	O
_	_	_	O
구매	구매	NNG	O
_	_	_	O
비율	비율	NNG	O
이	이	JKS	O
_	_	_	O
서울	서울	NNP	B-LOC
보다	보다	JKB	O
_	_	_	O
높	높	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
특징	특징	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 영국 대법원장은 판결을 내리면서 “브렉시트 국민투표는 정치적으로 엄청난 의미를 갖지만 법적 권한은 분명히 의회에 있다”고 밝혔다.
## <영국:ORG> 대법원장은 판결을 내리면서 “<브렉시트:POH> 국민투표는 정치적으로 엄청난 의미를 갖지만 법적 권한은 분명히 의회에 있다”고 밝혔다.
영국	영국	NNP	B-ORG
_	_	_	O
대법원장	대법원장	NNG	O
은	은	JX	O
_	_	_	O
판결	판결	NNG	O
을	을	JKO	O
_	_	_	O
내리	내리	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
브렉시트	브렉시트	NNG	B-POH
_	_	_	O
국민	국민	NNG	O
투표	투표	NNG	O
는	는	JX	O
_	_	_	O
정치적	정치적	NNG	O
으로	으로	JKB	O
_	_	_	O
엄청난	엄청나+ㄴ	VA+ETM	O
_	_	_	O
의미	의미	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
지만	지만	EC	O
_	_	_	O
법적	법적	NNG	O
_	_	_	O
권한	권한	NNG	O
은	은	JX	O
_	_	_	O
분명히	분명히	MAG	O
_	_	_	O
의회	의회	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

