## 1
## 외화주식 결제금액이 2014년 79억2000만 달러에서 지난해 141억 달러로 늘어난 데서 엿볼 수 있다.
## 외화주식 결제금액이 <2014년:DAT> <79억2000만 달러:MNY>에서 지난해 <141억 달러:MNY>로 늘어난 데서 엿볼 수 있다.
외화	외화	NNG	O
,	,	SP	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
KAIST	KAIST	SL	B-ORG
와	와	JKB	O
_	_	_	O
합병	합병	NNG	O
…	…	SE	O
KAIST	KAIST	SL	B-LOC
_	_	_	I-LOC
문지	문지	NNP	I-LOC
캠퍼스	캠퍼스	NNG	I-LOC
로	로	JKB	O
_	_	_	O
거듭나	거듭나+아	VV+EC	O

## 11
## 올해로 스무 살, 성년을 맞은 영화제에는 75개국 영화 304편이 상영된다.
## 올해로 <스무 살:NOH>, 성년을 맞은 영화제에는 <75개:NOH>국 영화 <304편:NOH>이 상영된다.
올해	올해	NNG	O
로	로	JKB	O
_	_	_	O
스무	스무	MM	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
,	,	SP	O
_	_	_	O
성년	성년	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
은	은	ETM	O
_	_	_	O
영화제	영화제	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
75	75	SN	B-NOH
개국	개국	NNB	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
304	304	SN	B-NOH
편	편	NNB	I-NOH
이	이	JKS	O
_	_	_	O
상영된다	상영되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 남아시아에서 중국과 패권 경쟁을 벌이고 있는 인도를 껴안아 중국을 견제하겠다는 뜻이다.
## <남아시아:LOC>에서 <중국:ORG>과 패권 경쟁을 벌이고 있는 <인도:ORG>를 껴안아 <중국:ORG>을 견제하겠다는 뜻이다.
남아시아	남아시아	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JC	O
_	_	_	O
패권	패권	NNG	O
_	_	_	O
경쟁	경쟁	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
인도	인도	NNP	B-ORG
를	를	JKO	O
_	_	_	O
껴안	껴안	VV	O
아	아	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
견제하	견제하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
뜻	뜻	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 서인국은 극중 황급그룹 최일순 회장의 손자이지만 사고로 기억을 잃은 루이 역으로 분했다.
## <서인국:PER>은 극중 <황급그룹:ORG> <최일순:PER> 회장의 손자이지만 사고로 기억을 잃은 <루이:PER> 역으로 분했다.
서인국	서인국	NNP	B-PER
은	은	JX	O
_	_	_	O
극	극	NNG	O
중	중	NNB	O
_	_	_	O
황급	황급	XR	B-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
최일순	최일순	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
손자	손자	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
기억	기억	NNG	O
을	을	JKO	O
_	_	_	O
잃	잃	VV	O
은	은	ETM	O
_	_	_	O
루이	루이	NNP	B-PER
_	_	_	O
역	역	NNG	O
으로	으로	JKB	O
_	_	_	O
분	분하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

