## 1
## 한번 구입하면 3년 이상 사용해 경기를 가늠하는 대표적인 지표로 통하는 자동차를 비롯한 내구재 판매도 호조를 보였다.
## 한번 구입하면 <3년:NOH> 이상 사용해 경기를 가늠하는 대표적인 지표로 통하는 자동차를 비롯한 내구재 판매도 호조를 보였다.
한번	한번	NNG	O
## <한국:ORG>에서 가져가던 액정표시장치(LCD)를 <광저우:LOC>(<廣州:LOC>)에 있는 <LG디스플레이:ORG>에서 공급받고, <일본:ORG>에서 수입해오던 TV 센서 부품을 <우시:LOC>(<無錫:LOC>)의 <중:ORG>·<일:ORG> 합작공장에서 조달하는 식이다.
한국	한국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
가져가	가져가	VV	O
던	던	ETM	O
_	_	_	O
액정	액정	NNG	O
표시장치	표시장치	NNG	O
(	(	SS	O
LCD	LCD	SL	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
광저우	광저우	NNP	B-LOC
(	(	SS	O
廣州	廣州	SH	B-LOC
)	)	SS	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
LG	LG	SL	B-ORG
디스플레이	디스플레이	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
공급	공급	NNG	O
받	받	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
수입해	수입하+여	VV+EC	O
오	오	VX	O
던	던	ETM	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
센서	센서	NNG	O
_	_	_	O
부품	부품	NNG	O
을	을	JKO	O
_	_	_	O
우시	우시	NNG	B-LOC
(	(	SS	O
無錫	無錫	SH	B-LOC
)	)	SS	O
의	의	JKG	O
_	_	_	O
중	중	NNP	B-ORG
·	·	SP	O
일	일	NNP	B-ORG
_	_	_	O
합작	합작	NNG	O
공장	공장	NNG	O
에서	에서	JKB	O
_	_	_	O
조달하	조달하	VV	O
는	는	ETM	O
_	_	_	O
식	식	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 수지, 인기 웹툰 '치즈인더트랩' 드라마 여주인공?… "아직 확정단계 아냐"
## <수지:PER>, 인기 웹툰 '<치즈인더트랩:POH>' 드라마 여주인공?… "아직 확정단계 아냐"
수지	수지	NNG	B-PER
,	,	SP	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
웹	웹	NNG	O
툰	툰	NNP	O
_	_	_	O
'	'	SS	O
치즈	치즈	NNG	B-POH
인더	인더	NNP	I-POH
트랩	트랩	NNG	I-POH
'	'	SS	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
여주인공	여주인공	NNG	O
?	?	SF	O
…	…	SE	O
_	_	_	O
"	"	SS	O
아직	아직	MAG	O
_	_	_	O
확정	확정	NNG	O
단계	단계	NNG	O
_	_	_	O
아	아니	VCN	O
냐	야	EF	O
"	"	SS	O

## 7
## 이를 통해 탄자니아 레이크에야시 지역 마을의 주민과 아이들 약 12만 명에게 깨끗한 물을 선물하기도 했다.
## 이를 통해 <탄자니아:LOC> <레이크에야시:LOC> 지역 마을의 주민과 아이들 약 <12만 명:NOH>에게 깨끗한 물을 선물하기도 했다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
탄자니아	탄자니아	NNP	B-LOC
_	_	_	O
레이크	레이크	NNP	B-LOC
에야	에야	NNP	I-LOC
시	시	NNG	I-LOC
_	_	_	O
지역	지역	NNG	O
_	_	_	O
마을	마을	NNG	O
의	의	JKG	O
_	_	_	O
주민	주민	NNG	O
과	과	JC	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
_	_	_	O
약	약	MM	O
_	_	_	O
12	12	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
에게	에게	JKB	O
_	_	_	O
깨끗한	깨끗하+ㄴ	VA+ETM	O
_	_	_	O
물	물	NNG	O
을	을	JKO	O
_	_	_	O
선물하	선물하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## ‘노스페이스 에디션’ 매장을 방문한 소비자는 쇼핑과 기부의 즐거움을 동시에 느끼는 경험을 할 수 있다.
## ‘<노스페이스 에디션:ORG>’ 매장을 방문한 소비자는 쇼핑과 기부의 즐거움을 동시에 느끼는 경험을 할 수 있다.
‘	‘	SS	O
노	노	NNP	B-ORG
스페이스	스페이스	NNG	I-ORG
_	_	_	I-ORG
에디션	에디션	NNG	I-ORG
’	’	SS	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
방문한	방문하+ㄴ	VV+ETM	O
_	_	_	O
소비자	소비자	NNG	O
는	는	JX	O
_	_	_	O
쇼핑	쇼핑	NNG	O
과	과	JC	O
_	_	_	O
기부	기부	NNG	O
의	의	JKG	O
_	_	_	O
즐거움	즐거움	NNG	O
을	을	JKO	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
느끼	느끼	VV	O
는	는	ETM	O
_	_	_	O
경험	경험	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 국제통화기금(IMF)의 올해 일본 경제성장률 전망치는 0.5%로 한국(2.7%)의 5분의 1에도 못 미친다.
## <국제통화기금:ORG>(<IMF:ORG>)의 올해 <일본:ORG> 경제성장률 전망치는 <0.5%:PNT>로 <한국:ORG>(<2.7%:PNT>)의 <5분의 1:PNT>에도 못 미친다.
국제	국제	NNG	B-ORG
통화	통화	NNG	I-ORG
기금	기금	NNG	I-ORG
(	(	SS	O
IMF	IMF	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
경제	경제	NNG	O
성장률	성장률	NNG	O
_	_	_	O
전망	전망	NNG	O
치	치	XSN	O
는	는	JX	O
_	_	_	O
0.5	0.5	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
(	(	SS	O
2.7	2.7	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
의	의	JKG	O
_	_	_	O
5	5	SN	B-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
에	에	JKB	O
도	도	JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
미친다	미치+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## KB국민은행은 근속 10년차 이상 직원을 대상으로 19~22일 희망퇴직 신청자를 받아 본 결과 2800여명으로 집계됐다고 23일 밝혔다.
## <KB국민은행:ORG>은 근속 <10년차:NOH> 이상 직원을 대상으로 <19~22일:DUR> 희망퇴직 신청자를 받아 본 결과 <2800여명:NOH>으로 집계됐다고 <23일:DAT> 밝혔다.
KB	KB	SL	B-ORG
국민은행	국민은행	NNP	I-ORG
은	은	JX	O
_	_	_	O
근속	근속	NNG	O
_	_	_	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
차	차	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
직원	직원	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
19	19	SN	B-DUR
~	~	SO	I-DUR
22	22	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
희망퇴직	희망퇴직	NNG	O
_	_	_	O
신청자	신청자	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
2800	2800	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
집계	집계되	VV	O
됐	었	EP	O
다고	다고	EC	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 오늘 2008년 베이징 올림픽 때보다 더 긴장했다.
## 오늘 <2008년:DAT> <베이징 올림픽:POH> 때보다 더 긴장했다.
오늘	오늘	NNG	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
베이징	베이징	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
때	때	NNG	O
보다	보다	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
긴장	긴장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 경찰이 문자를 공개하지 않았지만 ‘박 대표를 사회적으로 매장시켜라’, ‘현대사회에선 인권 이슈가 중요하다.
## 경찰이 문자를 공개하지 않았지만 ‘<박:PER> 대표를 사회적으로 매장시켜라’, ‘현대사회에선 인권 이슈가 중요하다.
경찰	경찰	NNG	O
이	이	JKS	O
_	_	_	O
문자	문자	NNG	O
를	를	JKO	O
_	_	_	O
공개하	공개하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
‘	‘	SS	O
박	박	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
사회적	사회적	NNG	O
으로	으로	JKB	O
_	_	_	O
매장	매장	NNG	O
시켜라	시키+어라	XSV+EF	O
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
현대사회	현대사회	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
인권	인권	NNG	O
_	_	_	O
이슈	이슈	NNG	O
가	가	JKC	O
_	_	_	O
중요하	중요하	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 고정멤버로 합류한 손호준까지 가세해 ‘브로맨스’(남성간의 조화)에 대한 기대가 크다.
## 고정멤버로 합류한 <손호준:PER>까지 가세해 ‘브로맨스’(남성간의 조화)에 대한 기대가 크다.
고정	고정	NNG	O
멤버	멤버	NNG	O
로	로	JKB	O
_	_	_	O
합류한	합류하+ㄴ	VV+ETM	O
_	_	_	O
손호준	손호준	NNP	B-PER
까지	까지	JX	O
_	_	_	O
가세해	가세하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
브	브	NNG	O
로맨스	로맨스	NNG	O
’	’	SS	O
(	(	SS	O
남성	남성	NNG	O
간	간	NNB	O
의	의	JKG	O
_	_	_	O
조화	조화	NNG	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
기대	기대	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O

