## 1
## 국세청은 6일 최근 공공요금의 인상을 계기로 공산품과 서비스요금이 일제히 오르자 물가안정 차원에서 공정거래위 등 관련기관이 부당인상, 담합인상으로 통보해오면 즉각 세무조사에 나서기로하고 1차로 요금을 올린 대형 목욕탕과 대형 음식점부터 입회조사를 실시하기로 했다.
## 국세청은 <6일:DAT> 최근 공공요금의 인상을 계기로 공산품과 서비스요금이 일제히 오르자 물가안정 차원에서 공정거래위 등 관련기관이 부당인상, 담합인상으로 통보해오면 즉각 세무조사에 나서기로하고 <1차:NOH>로 요금을 올린 대형 목욕탕과 대형 음식점부터 입회조사를 실시하기로 했다.
국세청	국세청	NNG	O
‘	‘	SS	O
위로	위로	NNG	B-POH
공단	공단	NNG	I-POH
’	’	SS	O
_	_	_	O
임흥순	임흥순	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
,	,	SP	O
_	_	_	O
신작	신작	NNG	O
_	_	_	O
‘	‘	SS	O
려행	려행	NNG	B-POH
’	’	SS	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공개	공개	NNG	O

## 3
## KBS2 ‘요리인류 키친’을 진행하는 이욱정 PD는 “백종원 씨는 외식사업에 성공한 경험을 바탕으로 대중이 좋아할 만한 요리법을 소개하고 있다”며 “한국의 쿡방은 이제 막 시작됐을 뿐이고 지금보다 다양한 포맷으로 확대 발전할 것”이라고 말했다.
## <KBS2:POH> ‘<요리인류 키친:POH>’을 진행하는 <이욱정:PER> PD는 “<백종원:PER> 씨는 외식사업에 성공한 경험을 바탕으로 대중이 좋아할 만한 요리법을 소개하고 있다”며 “<한국:ORG>의 쿡방은 이제 막 시작됐을 뿐이고 지금보다 다양한 포맷으로 확대 발전할 것”이라고 말했다.
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
‘	‘	SS	O
요리	요리	NNG	B-POH
인류	인류	NNG	I-POH
_	_	_	I-POH
키친	키친	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
는	는	ETM	O
_	_	_	O
이욱정	이욱정	NNP	B-PER
_	_	_	O
PD	PD	SL	O
는	는	JX	O
_	_	_	O
“	“	SS	O
백종원	백종원	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
외식	외식	NNG	O
사업	사업	NNG	O
에	에	JKB	O
_	_	_	O
성공한	성공하+ㄴ	VV+ETM	O
_	_	_	O
경험	경험	NNG	O
을	을	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
대중	대중	NNG	O
이	이	JKS	O
_	_	_	O
좋아할	좋아하+ㄹ	VV+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
요리법	요리법	NNG	O
을	을	JKO	O
_	_	_	O
소개하	소개하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
쿡방	쿡방	NNG	O
은	은	JX	O
_	_	_	O
이제	이제	MAG	O
_	_	_	O
막	막	MAG	O
_	_	_	O
시작	시작되	VV	O
됐	었	EP	O
을	을	ETM	O
_	_	_	O
뿐	뿐	NNB	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
지금	지금	NNG	O
보다	보다	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
포맷	포맷	NNG	O
으로	으로	JKB	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
발전할	발전하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 안경테와 선글라스, 3D안경 분야를 중심으로 꾸준히 늘고 있다.
## 안경테와 선글라스, <3D안경:NOH> 분야를 중심으로 꾸준히 늘고 있다.
안경테	안경테	NNG	O
와	와	JC	O
_	_	_	O
선글라스	선글라스	NNG	O
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
안경	안경	NNG	I-NOH
_	_	_	O
분야	분야	NNG	O
를	를	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
늘	늘	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 박원순 시장 긴급 브리핑, 청와대 불편한 심기 “신중했으면 좋겠다”
## <박원순:PER> 시장 긴급 브리핑, 청와대 불편한 심기 “신중했으면 좋겠다”
박원순	박원순	NNP	B-PER
_	_	_	O
시장	시장	NNG	O
_	_	_	O
긴급	긴급	NNG	O
_	_	_	O
브리핑	브리핑	NNG	O
,	,	SP	O
_	_	_	O
청와대	청와대	NNP	O
_	_	_	O
불편한	불편하+ㄴ	VA+ETM	O
_	_	_	O
심기	심기	NNG	O
_	_	_	O
“	“	SS	O
신중	신중하	VA	O
했	였	EP	O
으면	으면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O

## 6
## 국적법은 2012년부터 ‘대한민국에 특별한 공로가 있는 외국인’에게 특별귀화를 허가하고 있다.
## 국적법은 <2012년:DAT>부터 ‘<대한민국:ORG>에 특별한 공로가 있는 외국인’에게 특별귀화를 허가하고 있다.
국적법	국적법	NNG	O
은	은	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
‘	‘	SS	O
대한민국	대한민국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
특별한	특별하+ㄴ	VA+ETM	O
_	_	_	O
공로	공로	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
외국인	외국인	NNG	O
’	’	SS	O
에게	에게	JKB	O
_	_	_	O
특별	특별	NNG	O
귀화	귀화	NNG	O
를	를	JKO	O
_	_	_	O
허가하	허가하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 이 규정으로 한국 국적을 취득한 외국인은 인요한(57) 세브란스병원 국제진료센터 소장 등 7명이다.
## 이 규정으로 <한국:ORG> 국적을 취득한 외국인은 인요한(<57:NOH>) <세브란스병원:ORG> 국제진료센터 소장 등 <7명:NOH>이다.
이	이	MM	O
_	_	_	O
규정	규정	NNG	O
으로	으로	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
국적	국적	NNG	O
을	을	JKO	O
_	_	_	O
취득한	취득하+ㄴ	VV+ETM	O
_	_	_	O
외국인	외국인	NNG	O
은	은	JX	O
_	_	_	O
인요	인요	NNG	O
한	한	NNP	O
(	(	SS	O
57	57	SN	B-NOH
)	)	SS	O
_	_	_	O
세브란스병원	세브란스병원	NNP	B-ORG
_	_	_	O
국제	국제	NNG	O
진료	진료	NNG	O
센터	센터	NNG	O
_	_	_	O
소장	소장	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
7	7	SN	B-NOH
명	명	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## “‘은행이 90%’ 편중된 구조 바꾸겠다”…김도진 신임 기업은행장 취임
## “‘은행이 <90%:PNT>’ 편중된 구조 바꾸겠다”…<김도진:PER> 신임 <기업은행:ORG>장 취임
“	“	SS	O
‘	‘	SS	O
은행	은행	NNG	O
이	이	JKS	O
_	_	_	O
90	90	SN	B-PNT
%	%	SW	I-PNT
’	’	SS	O
_	_	_	O
편중된	편중되+ㄴ	VV+ETM	O
_	_	_	O
구조	구조	NNG	O
_	_	_	O
바꾸	바꾸	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
…	…	SE	O
김도진	김도진	NNP	B-PER
_	_	_	O
신임	신임	NNG	O
_	_	_	O
기업	기업	NNG	B-ORG
은행장	은행장	NNG	O
_	_	_	O
취임	취임	NNG	O

## 9
## ?자기부상 열차이니 기존 신칸센과 달리 레일 위가 아니라 열차 차체와 노선 측면에 각각 설치된 초강력 전자석의 반발력을 이용해 지면에서 10cm 정도 뜬 채 운행하게 된다.
## ?자기부상 열차이니 기존 <신칸센:POH>과 달리 레일 위가 아니라 열차 차체와 노선 측면에 각각 설치된 초강력 전자석의 반발력을 이용해 지면에서 <10cm:NOH> 정도 뜬 채 운행하게 된다.
?	?	SF	O
자기	자기	NNG	O
부상	부상	NNG	O
_	_	_	O
열차	열차	NNG	O
이	이	VCP	O
니	니	EC	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
신칸센	신칸센	NNP	B-POH
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
레일	레일	NNG	O
_	_	_	O
위	위	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
열차	열차	NNG	O
_	_	_	O
차체	차체	NNG	O
와	와	JC	O
_	_	_	O
노선	노선	NNG	O
_	_	_	O
측면	측면	NNG	O
에	에	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
설치된	설치되+ㄴ	VV+ETM	O
_	_	_	O
초	초	XPN	O
강력	강력	NNG	O
_	_	_	O
전자석	전자석	NNG	O
의	의	JKG	O
_	_	_	O
반발력	반발력	NNG	O
을	을	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
지면	지면	NNG	O
에서	에서	JKB	O
_	_	_	O
10	10	SN	B-NOH
cm	cm	SL	I-NOH
_	_	_	O
정도	정도	NNG	O
_	_	_	O
뜬	뜨+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
운행하	운행하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 바퀴와 레일 사이의 마찰력이 없어 시속 500km 이상의 속도로 운행할 계획이다.
## 바퀴와 레일 사이의 마찰력이 없어 <시속 500km:NOH> 이상의 속도로 운행할 계획이다.
바퀴	바퀴	NNG	O
와	와	JC	O
_	_	_	O
레일	레일	NNG	O
_	_	_	O
사이	사이	NNG	O
의	의	JKG	O
_	_	_	O
마찰력	마찰력	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
어	어	EC	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
500	500	SN	I-NOH
km	km	SL	I-NOH
_	_	_	O
이상	이상	NNG	O
의	의	JKG	O
_	_	_	O
속도	속도	NNG	O
로	로	JKB	O
_	_	_	O
운행할	운행하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 칼레 난민 캠프에서 새 캠프로 이동하는 난민들이 난민 등록을 준비하는 동안 펜스 밖 동료에게 짐을 건네고 있다.
## 이날 <칼레:LOC> 난민 캠프에서 새 캠프로 이동하는 난민들이 난민 등록을 준비하는 동안 펜스 밖 동료에게 짐을 건네고 있다.
이날	이날	NNG	O
_	_	_	O
칼레	칼레	NNP	B-LOC
_	_	_	O
난민	난민	NNG	O
_	_	_	O
캠프	캠프	NNG	O
에서	에서	JKB	O
_	_	_	O
새	새	MM	O
_	_	_	O
캠프	캠프	NNG	O
로	로	JKB	O
_	_	_	O
이동하	이동하	VV	O
는	는	ETM	O
_	_	_	O
난민	난민	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
난민	난민	NNG	O
_	_	_	O
등록	등록	NNG	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
는	는	ETM	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
펜스	펜스	NNG	O
_	_	_	O
밖	밖	NNG	O
_	_	_	O
동료	동료	NNG	O
에게	에게	JKB	O
_	_	_	O
짐	짐	NNG	O
을	을	JKO	O
_	_	_	O
건네	건네	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## [AP=뉴시스]
## [<AP:ORG>=<뉴시스:POH>]
[	[	SS	O
AP	AP	SL	B-ORG
=	=	SW	O
뉴시스	뉴시스	NNP	B-POH
]	]	SS	O

## 13
## 오바마 정부 첫 지재권 수석보좌관 에스페넬 … “유리천장 드문 IT, 인재 흡수 통로”
## 오바마 정부 첫 지재권 수석보좌관 <에스페넬:PER> … “유리천장 드문 IT, 인재 흡수 통로”
오바마	오바마	NNP	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
지재	지재	NNG	O
권	권	XSN	O
_	_	_	O
수석	수석	NNG	O
보좌관	보좌관	NNG	O
_	_	_	O
에스페넬	에스페넬	NNG	B-PER
_	_	_	O
…	…	SE	O
_	_	_	O
“	“	SS	O
유리	유리	NNG	O
천장	천장	NNG	O
_	_	_	O
드문	드물+ㄴ	VA+ETM	O
_	_	_	O
IT	IT	SL	O
,	,	SP	O
_	_	_	O
인재	인재	NNG	O
_	_	_	O
흡수	흡수	NNG	O
_	_	_	O
통로	통로	NNG	O
”	”	SS	O

## 14
## 9회엔 임창용이 3일 고척 넥센전 블론세이브의 아픔을 딛고 3점차 승리를 지켰다.
## <9회:NOH>엔 <임창용:PER>이 <3일:DAT> <고척:LOC> <넥센전:POH> 블론세이브의 아픔을 딛고 3점차 승리를 지켰다.
9	9	SN	B-NOH
회	회	NNB	I-NOH
엔	에+ㄴ	JKB+JX	O
_	_	_	O
임창용	임창용	NNP	B-PER
이	이	JKS	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
고척	고척	NNP	B-LOC
_	_	_	O
넥센	넥센	NNP	B-POH
전	전	XSN	I-POH
_	_	_	O
블론세이브	블론세이브	NNG	O
의	의	JKG	O
_	_	_	O
아픔	아픔	NNG	O
을	을	JKO	O
_	_	_	O
딛	딛	VV	O
고	고	EC	O
_	_	_	O
3	3	SN	O
점	점	NNB	O
차	차	NNG	O
_	_	_	O
승리	승리	NNG	O
를	를	JKO	O
_	_	_	O
지	지키	VV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

