## 1
## 대한항공 관계자들은 9일 인천국제공항 정비 격납고 세척장에서 B747 여객기 1대에 대한 세척 작업을 실시했다.
## <대한항공:ORG> 관계자들은 <9일:DAT> <인천국제공항:LOC> 정비 격납고 세척장에서 <B747:POH> 여객기 <1대:NOH>에 대한 세척 작업을 실시했다.
대한항공	대한항공	NNP	B-ORG
시스템	시스템	NNG	O
공학	공학	NNG	O
과	과	NNG	O
_	_	_	O
석사	석사	NNG	O
과정	과정	NNG	O
,	,	SP	O
_	_	_	O
융합	융합	NNG	O
기계	기계	NNG	O
공학	공학	NNG	O
과	과	NNG	O
_	_	_	O
박사	박사	NNG	O
과정	과정	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
경남	경남	NNP	B-ORG
지방	지방	NNG	I-ORG
법무	법무	NNG	I-ORG
사회	사회	NNG	I-ORG
_	_	_	O
계약	계약	NNG	O
학과	학과	NNG	O
(	(	SS	O
법무	법무	NNG	O
학과	학과	NNG	O
_	_	_	O
석사	석사	NNG	O
과정	과정	NNG	O
)	)	SS	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 전현무는 3일 열린 JTBC ‘비정상회담’ 100회 기념 기자간담회에서 “‘비정상회담’을 통해 어떤 문화충격을 받았느냐”는 질문에 “이슬람권 보수적인 나라를 볼 때 놀란다”고 답했다.
## <전현무:PER>는 <3일:DAT> 열린 <JTBC:POH> ‘<비정상회담:POH>’ <100회:NOH> 기념 기자간담회에서 “‘<비정상회담:POH>’을 통해 어떤 문화충격을 받았느냐”는 질문에 “이슬람권 보수적인 나라를 볼 때 놀란다”고 답했다.
전현	전현	NNG	B-PER
무	무	NNG	I-PER
는	는	JX	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
비정상	비정상	NNG	B-POH
회담	회담	NNG	I-POH
’	’	SS	O
_	_	_	O
100	100	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
기념	기념	NNG	O
_	_	_	O
기자	기자	NNG	O
간담회	간담회	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
비정상	비정상	NNG	B-POH
회담	회담	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
문화	문화	NNG	O
충격	충격	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
느냐	느냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
이슬람권	이슬람권	NNG	O
_	_	_	O
보수적	보수적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
나라	나라	NNG	O
를	를	JKO	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
놀란다	놀라+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 전현무는 “남녀가 버스를 따로 타고 히잡을 쓰고. 개인적으로 다양성을 존중해야 한다고 생각하지만, 한국에서 자라서 평생을 산 사람으로서 ‘그건 좀 아니지 않냐’고 말할 용기는 필요하지 않을까”라며 “아무리 문화라고 해도 일반 시청자들처럼 ‘왜 그렇냐’고 말할 필요를 느낀다”고 말했다.
## <전현무:PER>는 “남녀가 버스를 따로 타고 히잡을 쓰고. 개인적으로 다양성을 존중해야 한다고 생각하지만, <한국:LOC>에서 자라서 평생을 산 사람으로서 ‘그건 좀 아니지 않냐’고 말할 용기는 필요하지 않을까”라며 “아무리 문화라고 해도 일반 시청자들처럼 ‘왜 그렇냐’고 말할 필요를 느낀다”고 말했다.
전현	전현	NNG	B-PER
무	무	NNG	I-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
남녀	남녀	NNG	O
가	가	JKS	O
_	_	_	O
버스	버스	NNG	O
를	를	JKO	O
_	_	_	O
따로	따로	MAG	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
히잡	히잡	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
고	고	EF	O
.	.	SF	O
_	_	_	O
개인적	개인적	NNG	O
으로	으로	JKB	O
_	_	_	O
다양성	다양성	NNG	O
을	을	JKO	O
_	_	_	O
존중해야	존중하+여야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
생각하	생각하	VV	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
자라서	자라+아서	VV+EC	O
_	_	_	O
평생	평생	NNG	O
을	을	JKO	O
_	_	_	O
산	살+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
으로서	으로서	JKB	O
_	_	_	O
‘	‘	SS	O
그건	그것+ㄴ	NP+JX	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
아니	아니	VCN	O
지	지	EC	O
_	_	_	O
않	않	VX	O
냐	냐	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
말할	말하+ㄹ	VV+ETM	O
_	_	_	O
용기	용기	NNG	O
는	는	JX	O
_	_	_	O
필요하	필요하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을까	을까	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
아무리	아무리	MAG	O
_	_	_	O
문화	문화+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
일반	일반	NNG	O
_	_	_	O
시청자	시청자	NNG	O
들	들	XSN	O
처럼	처럼	JKB	O
_	_	_	O
‘	‘	SS	O
왜	왜	MAG	O
_	_	_	O
그렇	그렇	VA	O
냐	냐	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
말할	말하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
를	를	JKO	O
_	_	_	O
느낀다	느끼+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 논란이 커지자 백화점 담당자는 동아닷컴 도깨비뉴스와의 전화통화에서 “우리 백화점 VIP 고객이 아니다”고 밝혔다.
## 논란이 커지자 백화점 담당자는 <동아닷컴:ORG> <도깨비뉴스:ORG>와의 전화통화에서 “우리 백화점 VIP 고객이 아니다”고 밝혔다.
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
커지	커지	VV	O
자	자	EC	O
_	_	_	O
백화점	백화점	NNG	O
_	_	_	O
담당자	담당자	NNG	O
는	는	JX	O
_	_	_	O
동아닷컴	동아닷컴	NNP	B-ORG
_	_	_	O
도깨비	도깨비	NNG	B-ORG
뉴스	뉴스	NNG	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
전화	전화	NNG	O
통화	통화	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
우리	우리	NP	O
_	_	_	O
백화점	백화점	NNG	O
_	_	_	O
VIP	VIP	SL	O
_	_	_	O
고객	고객	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 대표 상품은 올 초 교보생명이 VIP 수준을 넘어 ‘VVIP’ 전용으로 내놓은 ‘교보노블리에종신보험’이다.
## 대표 상품은 올 초 <교보생명:ORG>이 VIP 수준을 넘어 ‘VVIP’ 전용으로 내놓은 ‘<교보노블리에종신보험:POH>’이다.
대표	대표	NNG	O
_	_	_	O
상품	상품	NNG	O
은	은	JX	O
_	_	_	O
올	올	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
교보생명	교보생명	NNP	B-ORG
이	이	JKS	O
_	_	_	O
VIP	VIP	SL	O
_	_	_	O
수준	수준	NNG	O
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
어	어	EC	O
_	_	_	O
‘	‘	SS	O
VVIP	VVIP	SL	O
’	’	SS	O
_	_	_	O
전용	전용	NNG	O
으로	으로	JKB	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
교보	교보	NNP	B-POH
노블	노블	NNG	I-POH
리에	리에	NNP	I-POH
종신	종신	NNG	I-POH
보험	보험	NNG	I-POH
’	’	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 이 지역 46개 농가에선 닭 10만3120마리가 죽었다.
## 이 지역 <46개:NOH> 농가에선 닭 <10만3120마리:NOH>가 죽었다.
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
46	46	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
농가	농가	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
닭	닭	NNG	O
_	_	_	O
10	10	SN	B-NOH
만	만	NR	I-NOH
3120	3120	SN	I-NOH
마리	마리	NNB	I-NOH
가	가	JKS	O
_	_	_	O
죽	죽	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 조현영 박두식, 실제 연인같은 ‘취중키스’로 ‘후끈’
## <조현영:PER> <박두식:PER>, 실제 연인같은 ‘취중키스’로 ‘후끈’
조현영	조현영	NNP	B-PER
_	_	_	O
박두식	박두식	NNP	B-PER
,	,	SP	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
연인	연인	NNG	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
취중	취중	NNG	O
키스	키스	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
후끈	후끈	MAG	O
’	’	SS	O

## 10
## 향년 102세. 한 화백은 서울에서 태어나 일본 도쿄 가와바타 미술학교를 졸업했다.
## 향년 <102세:NOH>. 한 화백은 <서울:LOC>에서 태어나 <일본:ORG> <도쿄:ORG> <가와바타 미술학교:ORG>를 졸업했다.
향년	향년	NNG	O
_	_	_	O
102	102	SN	B-NOH
세	세	NNB	I-NOH
.	.	SF	O
_	_	_	O
한	한	NNP	O
_	_	_	O
화백	화백	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
태어나	태어나+아	VV+EC	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
도쿄	도쿄	NNP	B-ORG
_	_	_	O
가와바타	가와바타	NNP	B-ORG
_	_	_	I-ORG
미술	미술	NNG	I-ORG
학교	학교	NNG	I-ORG
를	를	JKO	O
_	_	_	O
졸업	졸업하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 남서 존과 남동 존은 20대 비율이 각각 25.1%, 24.6%밖에 안 돼 북서 존(33.4%)과 북동 존(32.4%)보다 훨씬 낮다.
## 남서 존과 남동 존은 <20대:NOH> 비율이 각각 <25.1%:PNT>, <24.6%:PNT>밖에 안 돼 북서 존(<33.4%:PNT>)과 북동 존(<32.4%:PNT>)보다 훨씬 낮다.
남서	남서	NNG	O
_	_	_	O
존	존	NNP	O
과	과	JC	O
_	_	_	O
남동	남동	NNG	O
_	_	_	O
존	존	NNP	O
은	은	JX	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
비율	비율	NNG	O
이	이	JKS	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
25.1	25.1	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
24.6	24.6	SN	B-PNT
%	%	SW	I-PNT
밖에	밖에	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
북서	북서	NNG	O
_	_	_	O
존	존	NNG	O
(	(	SS	O
33.4	33.4	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
과	과	JKB	O
_	_	_	O
북동	북동	NNG	O
_	_	_	O
존	존	NNG	O
(	(	SS	O
32.4	32.4	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
낮	낮	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 보드는 도전과 성취감, 짜릿함이에요.”―정기현 씨(25·선박시스템 설계사·보드 동호회 회원) “보드가 위험할 때도 있어요.
## 보드는 도전과 성취감, 짜릿함이에요.”―<정기현:PER> 씨(<25:NOH>·선박시스템 설계사·보드 동호회 회원) “보드가 위험할 때도 있어요.
보드	보드	NNG	O
는	는	JX	O
_	_	_	O
도전	도전	NNG	O
과	과	JC	O
_	_	_	O
성취감	성취감	NNG	O
,	,	SP	O
_	_	_	O
짜릿함	짜릿하+ㅁ	VA+ETN	O
이	이	VCP	O
에요	에요	EF	O
.	.	SF	O
”	”	SS	O
―	―	SS	O
정기현	정기현	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
25	25	SN	B-NOH
·	·	SP	O
선박	선박	NNG	O
시스템	시스템	NNG	O
_	_	_	O
설계사	설계사	NNG	O
·	·	SP	O
보드	보드	NNG	O
_	_	_	O
동호회	동호회	NNG	O
_	_	_	O
회원	회원	NNG	O
)	)	SS	O
_	_	_	O
“	“	SS	O
보드	보드	NNG	O
가	가	JKS	O
_	_	_	O
위험할	위험하+ㄹ	VA+ETM	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
어요	어요	EF	O
.	.	SF	O

## 13
## 지자체 지방세 비중 21%… OECD 평균보다 5.2%P 적어
## 지자체 지방세 비중 <21%:PNT>… <OECD:ORG> 평균보다 <5.2%P:PNT> 적어
지자체	지자체	NNG	O
_	_	_	O
지방세	지방세	NNG	O
_	_	_	O
비중	비중	NNG	O
_	_	_	O
21	21	SN	B-PNT
%	%	SW	I-PNT
…	…	SE	O
_	_	_	O
OECD	OECD	SL	B-ORG
_	_	_	O
평균	평균	NNG	O
보다	보다	JKB	O
_	_	_	O
5.2	5.2	SN	B-PNT
%	%	SW	I-PNT
P	P	SL	I-PNT
_	_	_	O
적	적	VV	O
어	어	EC	O

## 14
## 시엄시 궁뎅이를 밟았네」 같은 대목을 듣자면 웃음을 참을 수가 없어요.』87년 그가 펴낸 「아리랑… 역사여, 겨레여 소리여」는 아리랑의 모든것을 집대성한 력저다.
## 시엄시 궁뎅이를 밟았네」 같은 대목을 듣자면 웃음을 참을 수가 없어요.』<87년:DAT> 그가 펴낸 「<아리랑… 역사여, 겨레여 소리여:POH>」는 아리랑의 모든것을 집대성한 력저다.
시	시	NNG	O
엄시	엄시	NNG	O
_	_	_	O
궁뎅이	궁둥이	NNG	O
를	를	JKO	O
_	_	_	O
밟	밟	VV	O
았	았	EP	O
네	네	EF	O
」	」	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
대목	대목	NNG	O
을	을	JKO	O
_	_	_	O
듣	듣	VV	O
자면	자면	EC	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
참	참	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
어요	어요	EF	O
.	.	SF	O
』	』	SS	O
87	87	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
펴낸	펴내+ㄴ	VV+ETM	O
_	_	_	O
「	「	SS	O
아리랑	아리랑	NNP	B-POH
…	…	SE	I-POH
_	_	_	I-POH
역사	역사	NNG	I-POH
여	여	JKV	I-POH
,	,	SP	I-POH
_	_	_	I-POH
겨레	겨레+이	NNG+VCP	I-POH
여	어	EC	I-POH
_	_	_	I-POH
소리	소리+이	NNG+VCP	I-POH
여	어	EF	I-POH
」	」	SS	O
는	는	JX	O
_	_	_	O
아리랑	아리랑	NNP	O
의	의	JKG	O
_	_	_	O
모든	모든	MM	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
집대성한	집대성하+ㄴ	VV+ETM	O
_	_	_	O
력저	력저	NNG	O
다	다	NNG	O
.	.	SF	O

