## 1
## 스티글리츠 교수는 “생산성 높아지면 노동자의 임금이 따라 올라가는 게 당연한 규칙이었는데 (레이거노믹스가 가동된) 1980년대부터 그 연관성이 약해졌다.
## <스티글리츠:PER> 교수는 “생산성 높아지면 노동자의 임금이 따라 올라가는 게 당연한 규칙이었는데 (<레이거노믹스:POH>가 가동된) <1980년대:DUR>부터 그 연관성이 약해졌다.
스티글리츠	스티글리츠	NNP	B-PER
_	_	_	O
등판	등판	NNG	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
밀린	밀리+ㄴ	VV+ETM	O
_	_	_	O
케이스	케이스+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이 과장을 보좌하는 김정락 이윤식 최춘태 사무관 등도 20년 안팎의 경력을 가진 베테랑들이다.
## 이 과장을 보좌하는 <김정락:PER> <이윤식:PER> <최춘태:PER> 사무관 등도 <20년:NOH> 안팎의 경력을 가진 베테랑들이다.
이	이	NNP	O
_	_	_	O
과장	과장	NNG	O
을	을	JKO	O
_	_	_	O
보좌하	보좌하	VV	O
는	는	ETM	O
_	_	_	O
김정락	김정락	NNP	B-PER
_	_	_	O
이윤식	이윤식	NNP	B-PER
_	_	_	O
최춘태	최춘태	NNP	B-PER
_	_	_	O
사무관	사무관	NNG	O
_	_	_	O
등	등	NNB	O
도	도	JX	O
_	_	_	O
20	20	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
안팎	안팎	NNG	O
의	의	JKG	O
_	_	_	O
경력	경력	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
베테랑	베테랑	NNG	O
들	들	XSN	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 또 프란치스코 교황의 대전 방문 1주년에 맞춰 일명 ‘교황의 와인’이라 불리는 ‘그리놀리노 다스티’도 소개된다.
## 또 <프란치스코:PER> 교황의 <대전:LOC> 방문 <1주년:NOH>에 맞춰 일명 ‘<교황의 와인:POH>’이라 불리는 ‘<그리놀리노 다스티:POH>’도 소개된다.
또	또	MAG	O
_	_	_	O
프란치스코	프란치스코	NNP	B-PER
_	_	_	O
교황	교황	NNG	O
의	의	JKG	O
_	_	_	O
대전	대전	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
_	_	_	O
1	1	SN	B-NOH
주년	주년	NNB	I-NOH
에	에	JKB	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
일명	일명	NNG	O
_	_	_	O
‘	‘	SS	O
교황	교황	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
와인	와인	NNG	I-POH
’	’	SS	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
그리	그리	NNG	B-POH
놀	놀	NNG	I-POH
리	리	NNB	I-POH
노	노	XPN	I-POH
_	_	_	I-POH
다	다	NNG	I-POH
스티	스티	NNP	I-POH
’	’	SS	O
도	도	JX	O
_	_	_	O
소개된다	소개되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 오른손으로 최고 시속이 145㎞ 정도 나오지만 왼손으로는 135㎞ 정도다.
## 오른손으로 최고 시속이 <145㎞:NOH> 정도 나오지만 왼손으로는 <135㎞:NOH> 정도다.
오른손	오른손	NNG	O
으로	으로	JKB	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
시속	시속	NNG	O
이	이	JKS	O
_	_	_	O
145	145	SN	B-NOH
㎞	㎞	SW	I-NOH
_	_	_	O
정도	정도	NNG	O
_	_	_	O
나오	나오	VV	O
지만	지만	EC	O
_	_	_	O
왼손	왼손	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
135	135	SN	B-NOH
㎞	㎞	SW	I-NOH
_	_	_	O
정도	정도+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 자이언티는 12일 정오 디지털 싱글 ‘No Make Up (노 메이크 업)’을 공개하자마자 오후 2시 기준 멜론, 엠넷, 올레뮤직, 벅스, 지니, 네이버뮤직, 지니, 소리바다 등 7개 차트 1위를 차지했다.
## 자이언티는 <12일:DAT> 정오 디지털 싱글 ‘<No Make Up:POH> (<노 메이크 업:POH>)’을 공개하자마자 <오후 2시:TIM> 기준 <멜론:ORG>, <엠넷:ORG>, <올레뮤직:ORG>, <벅스:ORG>, <지니:ORG>, <네이버뮤직:ORG>, <지니:ORG>, <소리바다:ORG> 등 <7개:NOH> 차트 <1위:NOH>를 차지했다.
자이언티	자이언티	NNG	O
는	는	JX	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
정오	정오	NNG	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
싱글	싱글	NNG	O
_	_	_	O
‘	‘	SS	O
No	No	SL	B-POH
_	_	_	I-POH
Make	Make	SL	I-POH
_	_	_	I-POH
Up	Up	SL	I-POH
_	_	_	O
(	(	SS	O
노	노	NNG	B-POH
_	_	_	I-POH
메이크	메이크	NNG	I-POH
_	_	_	I-POH
업	업	NNG	I-POH
)	)	SS	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
공개하	공개하	VV	O
자마자	자마자	EC	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
기준	기준	NNG	O
_	_	_	O
멜론	멜론	NNG	B-ORG
,	,	SP	O
_	_	_	O
엠넷	엠넷	NNP	B-ORG
,	,	SP	O
_	_	_	O
올레	올레	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
,	,	SP	O
_	_	_	O
벅스	벅스	NNG	B-ORG
,	,	SP	O
_	_	_	O
지니	지니	NNP	B-ORG
,	,	SP	O
_	_	_	O
네이버	네이버	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
,	,	SP	O
_	_	_	O
지니	지니	NNP	B-ORG
,	,	SP	O
_	_	_	O
소리	소리	NNG	B-ORG
바다	바다	NNG	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
차트	차트	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 한국은행이 9일 올해 경제성장률 전망치를 4월에 예측한 3.1%에서 2.8%로 하향 조정했다.
## <한국은행:ORG>이 <9일:DAT> 올해 경제성장률 전망치를 <4월:DAT>에 예측한 <3.1%:PNT>에서 <2.8%:PNT>로 하향 조정했다.
한국은행	한국은행	NNP	B-ORG
이	이	JKS	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
올해	올해	NNG	O
_	_	_	O
경제	경제	NNG	O
성장률	성장률	NNG	O
_	_	_	O
전망	전망	NNG	O
치	치	XSN	O
를	를	JKO	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
예측한	예측하+ㄴ	VV+ETM	O
_	_	_	O
3.1	3.1	SN	B-PNT
%	%	SW	I-PNT
에서	에서	JKB	O
_	_	_	O
2.8	2.8	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
하향	하향	NNG	O
_	_	_	O
조정	조정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## '카카오=캐주얼게임' 공식 깬다,
## '<카카오:ORG>=캐주얼게임' 공식 깬다,
'	'	SS	O
카카오	카카오	NNP	B-ORG
=	=	SW	O
캐주얼	캐주얼	NNG	O
게임	게임	NNG	O
'	'	SS	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
깬다	깨+ㄴ다	VV+EC	O
,	,	SP	O

## 9
## 임지연은 영화 '인간중독'에서 송승헌의 상대배우로, 이유영은 영화 '봄'에서 전신노출까지 마다하지 않고 누드모델 연기를 선보인 바 있다.
## <임지연:PER>은 영화 '<인간중독:POH>'에서 <송승헌:PER>의 상대배우로, <이유영:PER>은 영화 '<봄:POH>'에서 전신노출까지 마다하지 않고 누드모델 연기를 선보인 바 있다.
임지연	임지연	NNP	B-PER
은	은	JX	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
인간	인간	NNG	B-POH
중독	중독	NNG	I-POH
'	'	SS	O
에서	에서	JKB	O
_	_	_	O
송승헌	송승헌	NNP	B-PER
의	의	JKG	O
_	_	_	O
상대	상대	NNG	O
배우	배우	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
이유영	이유영	NNP	B-PER
은	은	JX	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
봄	봄	NNG	B-POH
'	'	SS	O
에서	에서	JKB	O
_	_	_	O
전신	전신	NNG	O
노출	노출	NNG	O
까지	까지	JX	O
_	_	_	O
마다하	마다하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
누드	누드	NNG	O
모델	모델	NNG	O
_	_	_	O
연기	연기	NNG	O
를	를	JKO	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## SK는 2014년 하이닉스 충칭 공장을 준공한 뒤 낸드플래시 등을 본격적으로 양산하고 있다.
## <SK:ORG>는 <2014년:DAT> <하이닉스 충칭 공장:LOC>을 준공한 뒤 낸드플래시 등을 본격적으로 양산하고 있다.
SK	SK	SL	B-ORG
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
하이닉스	하이닉스	NNP	B-LOC
_	_	_	I-LOC
충칭	충칭	NNP	I-LOC
_	_	_	I-LOC
공장	공장	NNG	I-LOC
을	을	JKO	O
_	_	_	O
준공한	준공하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
낸드	낸드	NNG	O
플래시	플래시	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
본격적	본격적	NNG	O
으로	으로	JKB	O
_	_	_	O
양산하	양산하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 이 성명은 『일본이 동해를 일본해(일본해)로 표기하려 하는 것은 공해에 대한 침략행위』라고 비난했다.
## 이 성명은 『<일본:ORG>이 <동해:LOC>를 <일본:ORG>해(<일본해:LOC>)로 표기하려 하는 것은 공해에 대한 침략행위』라고 비난했다.
이	이	MM	O
_	_	_	O
성명	성명	NNG	O
은	은	JX	O
_	_	_	O
『	『	SS	O
일본	일본	NNP	B-ORG
이	이	JKS	O
_	_	_	O
동해	동해	NNP	B-LOC
를	를	JKO	O
_	_	_	O
일본해	일본해	NNP	O
(	(	SS	O
일본해	일본해	NNP	B-LOC
)	)	SS	O
로	로	JKB	O
_	_	_	O
표기하	표기하	VV	O
려	려	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
공해	공해	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
침략	침략	NNG	O
행위	행위	NNG	O
』	』	SS	O
라고	라고	JKQ	O
_	_	_	O
비난	비난하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 그는 “세계적인 제약사들은 투자할 국가가 얼마나 제약업체들의 혁신에 친화적인지 보고 투자 여부를 결정한다”며 “한국 정부가 바이오헬스 산업에 좋은 여건을 만드는 것은 한국 기업뿐 아니라 해외 제약사의 투자까지 끌어들일 수 있다는 점에서 매우 중요하다”라고 강조했다.
## 그는 “세계적인 제약사들은 투자할 국가가 얼마나 제약업체들의 혁신에 친화적인지 보고 투자 여부를 결정한다”며 “<한국 정부:ORG>가 바이오헬스 산업에 좋은 여건을 만드는 것은 <한국:ORG> 기업뿐 아니라 해외 제약사의 투자까지 끌어들일 수 있다는 점에서 매우 중요하다”라고 강조했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
제약	제약	NNG	O
사	사	XSN	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
투자할	투자하+ㄹ	VV+ETM	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
제약	제약	NNG	O
업체	업체	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
혁신	혁신	NNG	O
에	에	JKB	O
_	_	_	O
친화	친화	NNG	O
적	적	XSN	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
여부	여부	NNG	O
를	를	JKO	O
_	_	_	O
결정한다	결정하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
가	가	JKS	O
_	_	_	O
바이오	바이오	NNG	O
헬스	헬스	NNG	O
_	_	_	O
산업	산업	NNG	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
여건	여건	NNG	O
을	을	JKO	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
기업	기업	NNG	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
제약	제약	NNG	O
사	사	XSN	O
의	의	JKG	O
_	_	_	O
투자	투자	NNG	O
까지	까지	JX	O
_	_	_	O
끌어들일	끌어들이+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
중요하	중요하	VA	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

