## 1
## 현재 홍콩·대만·싱가포르에서 서비스를 하고 있고, 한국과 중국·일본·호주·베트남 등에도 진출을 준비 중이다.
## 현재 <홍콩:ORG>·<대만:ORG>·<싱가포르:ORG>에서 서비스를 하고 있고, <한국:ORG>과 <중국:ORG>·<일본:ORG>·<호주:ORG>·<베트남:ORG> 등에도 진출을 준비 중이다.
현재	현재	MAG	O
_	_	_	O
편리함	편리하+ㅁ	VA+ETN	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
건강	건강	NNG	O
까지	까지	JX	O
_	_	_	O
챙	챙기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 여기에 최근에는 정부에서 양주신도시 내 교통 개발 사업들을 발표하면서 교통 수혜까지 받고 있다.
## 여기에 최근에는 정부에서 <양주신도시:LOC> 내 교통 개발 사업들을 발표하면서 교통 수혜까지 받고 있다.
여기	여기	NP	O
에	에	JKB	O
_	_	_	O
최근	최근	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
정부	정부	NNG	O
에서	에서	JKB	O
_	_	_	O
양주	양주	NNG	B-LOC
신도시	신도시	NNG	I-LOC
_	_	_	O
내	내	NNB	O
_	_	_	O
교통	교통	NNG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
사업	사업	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
면서	면서	EC	O
_	_	_	O
교통	교통	NNG	O
_	_	_	O
수혜	수혜	NNP	O
까지	까지	JX	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 옌스 스톨텐베르그 나토 사무총장은 이날 벨기에 브뤼셀에서 열린 나토 국방장관 회의에서 “나토 신속대응군 규모를 1만3000명에서 3만 명으로 증원하는 방안과 5000명 규모의 초신속 합동군 부대 창설 방안에 대한 합의가 이뤄질 것”이라고 밝혔다.
## <옌스 스톨텐베르그:PER> <나토:ORG> 사무총장은 이날 <벨기에:LOC> <브뤼셀:LOC>에서 열린 <나토:ORG> 국방장관 회의에서 “<나토:ORG> 신속대응군 규모를 <1만3000명:NOH>에서 <3만 명:NOH>으로 증원하는 방안과 <5000명:NOH> 규모의 초신속 합동군 부대 창설 방안에 대한 합의가 이뤄질 것”이라고 밝혔다.
옌스	옌스	NNP	B-PER
_	_	_	I-PER
스톨	스톨	NNP	I-PER
텐	텐	NNG	I-PER
베르그	베르그	NNP	I-PER
_	_	_	O
나토	나토	NNP	B-ORG
_	_	_	O
사무총장	사무총장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
벨기에	벨기에	NNP	B-LOC
_	_	_	O
브뤼셀	브뤼셀	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
나토	나토	NNG	B-ORG
_	_	_	O
국방	국방	NNG	O
장관	장관	NNG	O
_	_	_	O
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
나토	나토	NNP	B-ORG
_	_	_	O
신속	신속	NNG	O
대응	대응	NNG	O
군	군	NNG	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
3000	3000	SN	I-NOH
명	명	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
3	3	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
증원하	증원하	VV	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
과	과	JC	O
_	_	_	O
5000	5000	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
초	초	XPN	O
신속	신속	NNG	O
_	_	_	O
합동	합동	NNG	O
군	군	NNG	O
_	_	_	O
부대	부대	NNG	O
_	_	_	O
창설	창설	NNG	O
_	_	_	O
방안	방안	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
합의	합의	NNG	O
가	가	JKS	O
_	_	_	O
이뤄질	이루어지+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 김이사장은 또 『가족들도 이 결정에 동의했으며 학교의 새로운 출발을 위한 이전계획을 발표하는 뜻깊은 자리를 빌려 이를 밝힌다』고 덧붙였다.
## <김:PER>이사장은 또 『가족들도 이 결정에 동의했으며 학교의 새로운 출발을 위한 이전계획을 발표하는 뜻깊은 자리를 빌려 이를 밝힌다』고 덧붙였다.
김	김	NNP	B-PER
이사장	이사장	NNG	O
은	은	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
『	『	SS	O
가족	가족	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
결정	결정	NNG	O
에	에	JKB	O
_	_	_	O
동의	동의하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
학교	학교	NNG	O
의	의	JKG	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
출발	출발	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
이전	이전	NNG	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
는	는	ETM	O
_	_	_	O
뜻깊	뜻깊	VA	O
은	은	ETM	O
_	_	_	O
자리	자리	NNG	O
를	를	JKO	O
_	_	_	O
빌려	빌리+어	VV+EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
밝힌다	밝히+ㄴ다	VV+EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 22일 문화재청과 경주시에 따르면 시는 지난해 3월 역사문화관 내 경계 석축 공사와 관련해 조경 전문가들에게 자문했다.
## <22일:DAT> <문화재청:ORG>과 <경주시:ORG>에 따르면 시는 지난해 <3월:DAT> 역사문화관 내 경계 석축 공사와 관련해 조경 전문가들에게 자문했다.
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
문화재청	문화재청	NNG	B-ORG
과	과	JC	O
_	_	_	O
경주시	경주	NNP	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
시	시	NNG	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
역사	역사	NNG	O
문화	문화	NNG	O
관	관	XSN	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
경계	경계	NNG	O
_	_	_	O
석축	석축	NNG	O
_	_	_	O
공사	공사	NNG	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
조경	조경	NNG	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
자문	자문하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 시는 도시재생의 선도사업 27곳을 지정해 2018년까지 1조3349억 원을 투입한다.
## 시는 도시재생의 선도사업 <27곳:NOH>을 지정해 <2018년:DAT>까지 <1조3349억 원:MNY>을 투입한다.
시	시	NNG	O
는	는	JX	O
_	_	_	O
도시	도시	NNG	O
재생	재생	NNG	O
의	의	JKG	O
_	_	_	O
선도	선도	NNG	O
사업	사업	NNG	O
_	_	_	O
27	27	SN	B-NOH
곳	곳	NNG	I-NOH
을	을	JKO	O
_	_	_	O
지정해	지정하+여	VV+EC	O
_	_	_	O
2018	2018	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
3349	3349	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투입한다	투입하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 이에 예원의 ‘욕설 논란’에 광희의 식스맨 반대서명이 맞물리는 상황이다.
## 이에 <예원:PER>의 ‘욕설 논란’에 <광희:PER>의 식스맨 반대서명이 맞물리는 상황이다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
예원	예원	NNG	B-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
욕설	욕설	NNG	O
_	_	_	O
논란	논란	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
광희	광희	NNG	B-PER
의	의	JKG	O
_	_	_	O
식스	식스	NNG	O
맨	맨	NNG	O
_	_	_	O
반대	반대	NNG	O
서명	서명	NNG	O
이	이	JKS	O
_	_	_	O
맞물리	맞물리	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

