## 1
## 역대 마스터스에서 처음 출전한 선수가 우승한 것은 딱 3번뿐이었다.
## 역대 마스터스에서 처음 출전한 선수가 우승한 것은 딱 <3번:NOH>뿐이었다.
역대	역대	NNG	O
김현수	김현수	NNP	B-PER
(	(	SS	O
0.357	0.357	SN	B-PNT
)	)	SS	O
가	가	JKS	O
_	_	_	O
그해	그해	NNG	O
_	_	_	O
PS	PS	SL	O
에서	에서	JKB	O
_	_	_	O
20	20	SN	B-NOH
타수	타수	NNG	I-NOH
1	1	SN	B-NOH
안타	안타	NNG	I-NOH
(	(	SS	O
0.050	0.050	SN	B-PNT
)	)	SS	O
에	에	JKB	O
_	_	_	O
그친	그치+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
,	,	SP	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
타율	타율	NNG	O
_	_	_	O
0.318	0.318	SN	B-PNT
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
최형우	최형우	NNP	B-PER
(	(	SS	O
삼성	삼성	NNP	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
KS	KS	SL	B-ORG
에서	에서	JKB	O
_	_	_	O
21	21	SN	B-NOH
타수	타수	NNG	I-NOH
2	2	SN	B-NOH
안타	안타	NNG	I-NOH
(	(	SS	O
0.095	0.095	SN	B-PNT
)	)	SS	O
로	로	JKB	O
_	_	_	O
부진	부진하	VA	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
연장선	연장선	NNG	O
상	상	XSN	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 그러나 지난해 홍콩 프랑스 등에 밀려 2009년(9위) 이후 7년 만에 순위가 가장 낮아졌죠.#4.수출액 감소는 세계 무역시장이 위축되고 특히 중국 경기가 둔화됐기 때문입니다.
## 그러나 지난해 <홍콩:ORG> <프랑스:ORG> 등에 밀려 <2009년:DAT>(<9위:NOH>) 이후 <7년:NOH> 만에 순위가 가장 낮아졌죠.#4.수출액 감소는 세계 무역시장이 위축되고 특히 <중국:ORG> 경기가 둔화됐기 때문입니다.
그러나	그러나	MAJ	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
홍콩	홍콩	NNP	B-ORG
_	_	_	O
프랑스	프랑스	NNP	B-ORG
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
밀려	밀리+어	VV+EC	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
(	(	SS	O
9	9	SN	B-NOH
위	위	NNB	I-NOH
)	)	SS	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
7	7	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
순위	순위	NNG	O
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
낮	낮	VA	O
아	아	EC	O
졌	지+었	VX+EP	O
죠	죠	EF	O
.	.	SF	O
#	#	SW	O
4	4	SN	O
.	.	SF	O
수출액	수출액	NNG	O
_	_	_	O
감소	감소	NNG	O
는	는	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
무역	무역	NNG	O
시장	시장	NNG	O
이	이	JKS	O
_	_	_	O
위축되	위축되	VV	O
고	고	EC	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
경기	경기	NNG	O
가	가	JKS	O
_	_	_	O
둔화	둔화되	VV	O
됐	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 5
## 일디림 총리는 곧 대통령의 권한을 강화하는 헌법 개정을 추진하겠다고 밝혔다.
## <일디림:PER> 총리는 곧 대통령의 권한을 강화하는 헌법 개정을 추진하겠다고 밝혔다.
일	일	NNP	B-PER
디림	디림	NNG	I-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
곧	곧	MAG	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
권한	권한	NNG	O
을	을	JKO	O
_	_	_	O
강화하	강화하	VV	O
는	는	ETM	O
_	_	_	O
헌법	헌법	NNG	O
_	_	_	O
개정	개정	NNG	O
을	을	JKO	O
_	_	_	O
추진하	추진하	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 8살 장애아들 태우고 트럭운전…사고로 둘 다 사망
## <8살:NOH> 장애아들 태우고 트럭운전…사고로 둘 다 사망
8	8	SN	B-NOH
살	살	NNB	I-NOH
_	_	_	O
장애아	장애아	NNG	O
들	들	XSN	O
_	_	_	O
태우	태우	VV	O
고	고	EC	O
_	_	_	O
트럭	트럭	NNG	O
운전	운전	NNG	O
…	…	SE	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
둘	둘	NR	O
_	_	_	O
다	다	MAG	O
_	_	_	O
사망	사망	NNG	O

## 7
## 우리당은 채이배 의원에 의거해서 법안 제출돼 있기 때문에 어떠한 경우에도 18세 선거연령 인하, 결선투표제 통과를 위해 각당과 협의를 하고 특히 주 원내대표도 이러한 노력을 하는 것으로 알고 있다.
## <우리당:ORG>은 <채이배:PER> 의원에 의거해서 법안 제출돼 있기 때문에 어떠한 경우에도 <18세:NOH> 선거연령 인하, 결선투표제 통과를 위해 각당과 협의를 하고 특히 주 원내대표도 이러한 노력을 하는 것으로 알고 있다.
우리	우리	NP	B-ORG
당	당	NNG	I-ORG
은	은	JX	O
_	_	_	O
채	채	NNB	B-PER
이배	이배	NNG	I-PER
_	_	_	O
의원	의원	NNG	O
에	에	JKB	O
_	_	_	O
의거해서	의거하+여서	VV+EC	O
_	_	_	O
법안	법안	NNG	O
_	_	_	O
제출돼	제출되+어	VV+EC	O
_	_	_	O
있	있	VX	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
경우	경우	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
18	18	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
선거	선거	NNG	O
연령	연령	NNG	O
_	_	_	O
인하	인하	NNG	O
,	,	SP	O
_	_	_	O
결선	결선	NNG	O
투표	투표	NNG	O
제	제	XSN	O
_	_	_	O
통과	통과	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
각	각	MM	O
당	당	NNG	O
과	과	JKB	O
_	_	_	O
협의	협의	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
주	주	NNP	O
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
도	도	JX	O
_	_	_	O
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
노력	노력	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 10~15% 준 그룹도 사망률이 2배 가량 됐다.
## <10:PNT>~<15%:PNT> 준 그룹도 사망률이 2배 가량 됐다.
10	10	SN	B-PNT
~	~	SO	O
15	15	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
준	준	XPN	O
_	_	_	O
그룹	그룹	NNG	O
도	도	JX	O
_	_	_	O
사망률	사망률	NNG	O
이	이	JKS	O
_	_	_	O
2	2	SN	O
배	배	NNG	O
_	_	_	O
가량	가량	XSN	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 강 씨는 “아무리 가상공간이라고 하지만 도를 넘어선 언어 성희롱이 판친다”며 “범죄인데도 불구하고 이를 흥밋거리로 삼는 것 같아 불쾌하다”고 말했다.
## <강:PER> 씨는 “아무리 가상공간이라고 하지만 도를 넘어선 언어 성희롱이 판친다”며 “범죄인데도 불구하고 이를 흥밋거리로 삼는 것 같아 불쾌하다”고 말했다.
강	강	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
아무리	아무리	MAG	O
_	_	_	O
가상공간	가상공간	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
하	하	VV	O
지만	지만	EC	O
_	_	_	O
도	도	NNG	O
를	를	JKO	O
_	_	_	O
넘어선	넘어서+ㄴ	VV+ETM	O
_	_	_	O
언어	언어	NNG	O
_	_	_	O
성희롱	성희롱	NNG	O
이	이	JKS	O
_	_	_	O
판친다	판치+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
범죄	범죄	NNG	O
인데	이+ㄴ데	VCP+EC	O
도	도	JX	O
_	_	_	O
불구하	불구하	VV	O
고	고	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
흥밋거리	흥밋거리	NNG	O
로	로	JKB	O
_	_	_	O
삼	삼	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EC	O
_	_	_	O
불쾌하	불쾌하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그는 '나 이제 비행기 타'라는 문자 메시지를 보내자 도착한 답장은 '나 연락 없으면 바로 다시 서울로 가야 해'였다면서 그때가 '이상했다'고 회상했다.
## 그는 '나 이제 비행기 타'라는 문자 메시지를 보내자 도착한 답장은 '나 연락 없으면 바로 다시 <서울:LOC>로 가야 해'였다면서 그때가 '이상했다'고 회상했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
'	'	SS	O
나	나	NP	O
_	_	_	O
이제	이제	MAG	O
_	_	_	O
비행기	비행기	NNG	O
_	_	_	O
타	타+아	VV+EF	O
'	'+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
문자	문자	NNG	O
_	_	_	O
메시지	메시지	NNG	O
를	를	JKO	O
_	_	_	O
보내	보내	VV	O
자	자	EC	O
_	_	_	O
도착한	도착하+ㄴ	VV+ETM	O
_	_	_	O
답장	답장	NNG	O
은	은	JX	O
_	_	_	O
'	'	SS	O
나	나	NP	O
_	_	_	O
연락	연락	NNG	O
_	_	_	O
없	없	VA	O
으면	으면	EC	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
로	로	JKB	O
_	_	_	O
가야	가+아야	VV+EC	O
_	_	_	O
해	해	NNG	O
'	'	SS	O
였	였	EP	O
다	다	EC	O
면서	면서	EC	O
_	_	_	O
그때	그때	NNG	O
가	가	JKS	O
_	_	_	O
'	'	SS	O
이상	이상하	VA	O
했	였	EP	O
다	다	EF	O
'	'	SS	O
고	고	JKQ	O
_	_	_	O
회상	회상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## MBC 최고의 화제작이었던 ‘해를 품은 달’을 잇는 올 여름 단 하나의 판타지 멜로의 향취를 제대로 풍겨낸 ‘밤선비’는 23일 밤 10시 6회가 방송된다.
## <MBC:POH> 최고의 화제작이었던 ‘<해를 품은 달:POH>’을 잇는 올 여름 단 <하나:NOH>의 판타지 멜로의 향취를 제대로 풍겨낸 ‘<밤선비:POH>’는 <23일:DAT> <밤 10시:TIM> <6회:NOH>가 방송된다.
MBC	MBC	SL	B-POH
_	_	_	O
최고	최고	NNG	O
의	의	JKG	O
_	_	_	O
화제	화제	NNG	O
작	작	XSN	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
‘	‘	SS	O
해	해	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
품	품	VV	I-POH
은	은	ETM	I-POH
_	_	_	I-POH
달	달	NNB	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
잇	잇	VV	O
는	는	ETM	O
_	_	_	O
올	올	NNG	O
_	_	_	O
여름	여름	NNG	O
_	_	_	O
단	단	MM	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
판타지	판타지	NNG	O
_	_	_	O
멜로	멜로	NNG	O
의	의	JKG	O
_	_	_	O
향취	향취	NNG	O
를	를	JKO	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
풍겨	풍기+어	VV+EC	O
낸	내+ㄴ	VX+ETM	O
_	_	_	O
‘	‘	SS	O
밤	밤	NNG	B-POH
선비	선비	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밤	밤	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
6	6	SN	B-NOH
회	회	NNB	I-NOH
가	가	JKS	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 한화-kt 경기는 5개 채널이 중계했다.
## <한화-kt:POH> 경기는 <5개:NOH> 채널이 중계했다.
한화	한화	NNP	B-POH
-	-	SO	I-POH
kt	kt	SL	I-POH
_	_	_	O
경기	경기	NNG	O
는	는	JX	O
_	_	_	O
5	5	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
채널	채널	NNG	O
이	이	JKS	O
_	_	_	O
중계	중계하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

