## 1
## 견본주택은 서울 삼성동 지하철 9호선 삼성중앙역(5번 출구) 인근에서 이달 11일 문을 연다.
## 견본주택은 <서울:LOC> <삼성동:LOC> 지하철 <9호선:NOH> <삼성중앙역:LOC>(<5번:NOH> 출구) 인근에서 이달 <11일:DAT> 문을 연다.
견본	견본	NNG	O
_	_	_	I-LOC
롯데호텔	롯데호텔	NNP	I-LOC
에	에	JKB	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
신동주	신동주	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
부회장	부회장	NNG	O
_	_	_	O
체제	체제	NNG	O
로	로	JKB	O
_	_	_	O
롯데그룹	롯데그룹	NNP	B-ORG
을	을	JKO	O
_	_	_	O
재편하	재편하	VV	O
자는	자는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
합의한	합의하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 총 투구수는 62개, 직구 최고 구속은 147km였다.
## 총 투구수는 <62개:NOH>, 직구 최고 구속은 <147km:NOH>였다.
총	총	MM	O
_	_	_	O
투구	투구	NNG	O
수	수	NNG	O
는	는	JX	O
_	_	_	O
62	62	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
직구	직구	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
구속	구속	NNG	O
은	은	JX	O
_	_	_	O
147	147	SN	B-NOH
km	km+이	SL+VCP	I-NOH
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 박씨는 “이번 여행은 (사진을) 찍기 위해 떠나는 여행”이라며 “인생샷이 여러 장 나오면 페이스북을 시작할 생각”이라고 말했다.
## <박:PER>씨는 “이번 여행은 (사진을) 찍기 위해 떠나는 여행”이라며 “인생샷이 여러 장 나오면 <페이스북:POH>을 시작할 생각”이라고 말했다.
박	박	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
여행	여행	NNG	O
은	은	JX	O
_	_	_	O
(	(	SS	O
사진	사진	NNG	O
을	을	JKO	O
)	)	SS	O
_	_	_	O
찍	찍	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
떠나	떠나	VV	O
는	는	ETM	O
_	_	_	O
여행	여행	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
인생	인생	NNG	O
샷	샷	NNG	O
이	이	JKS	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
장	장	NNB	O
_	_	_	O
나오	나오	VV	O
면	면	EC	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
을	을	JKO	O
_	_	_	O
시작할	시작하+ㄹ	VV+ETM	O
_	_	_	O
생각	생각	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 연구팀은 ＂설날에는 ＇새해 다이어트 결심＇을 한 사람이 많았던 반면 추석은 상대적으로 다이어트를 이어가기 어려운 시기 때문＂이라고 분석했습니다.
## 연구팀은 ＂<설날:DAT>에는 ＇새해 다이어트 결심＇을 한 사람이 많았던 반면 <추석:DAT>은 상대적으로 다이어트를 이어가기 어려운 시기 때문＂이라고 분석했습니다.
연구	연구	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
＂	＂	SS	O
설날	설날	NNG	B-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
＇	＇	SS	O
새해	새해	NNG	O
_	_	_	O
다이어트	다이어트	NNG	O
_	_	_	O
결심	결심	NNG	O
＇	＇	SS	O
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
반면	반면	NNG	O
_	_	_	O
추석	추석	NNG	B-DAT
은	은	JX	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
다이어트	다이어트	NNG	O
를	를	JKO	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
가	가	VX	O
기	기	ETN	O
_	_	_	O
어려	어렵	VA	O
운	ㄴ	ETM	O
_	_	_	O
시기	시기	NNG	O
_	_	_	O
때문	때문	NNB	O
＂	＂	SS	O
이라고	이라고	JKQ	O
_	_	_	O
분석	분석하	VV	O
했	였	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 6
## 미 국무부는 16일 18억3000만 달러(약 2조1594억원) 규모의 무기를 대만에 판매하기로 하고 의회에 통보했다.
## <미 국무부:ORG>는 <16일:DAT> <18억3000만:MNY> 달러(약 <2조1594억원:MNY>) 규모의 무기를 <대만:ORG>에 판매하기로 하고 의회에 통보했다.
미	미	NNP	B-ORG
_	_	_	I-ORG
국무부	국무부	NNG	I-ORG
는	는	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
18	18	SN	B-MNY
억	억	NR	I-MNY
3000	3000	SN	I-MNY
만	만	NR	I-MNY
_	_	_	O
달러	달러	NNB	O
(	(	SS	O
약	약	MM	O
_	_	_	O
2	2	SN	B-MNY
조	조	NNG	I-MNY
1594	1594	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
무기	무기	NNG	O
를	를	JKO	O
_	_	_	O
대만	대만	NNP	B-ORG
에	에	JKB	O
_	_	_	O
판매하	판매하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
의회	의회	NNG	O
에	에	JKB	O
_	_	_	O
통보	통보하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## ‘백종원 된장찌개’요리연구가 백종원의 된장찌개 레시피가 화제다.
## ‘<백종원:PER> 된장찌개’요리연구가 <백종원:PER>의 된장찌개 레시피가 화제다.
‘	‘	SS	O
백종원	백종원	NNP	B-PER
_	_	_	O
된장찌개	된장찌개	NNG	O
’	’	SS	O
요리	요리	NNG	O
연구가	연구가	NNG	O
_	_	_	O
백종원	백종원	NNP	B-PER
의	의	JKG	O
_	_	_	O
된장찌개	된장찌개	NNG	O
_	_	_	O
레시피	레시피	NNG	O
가	가	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 지난 23일 오후 방송된 tvN ‘집밥 백선생’에서 백종원은 4명의 제자에게 된장찌개 비법을 전수했다.
## 지난 <23일:DAT> 오후 방송된 <tvN:POH> ‘<집밥 백선생:POH>’에서 <백종원:PER>은 <4명:NOH>의 제자에게 된장찌개 비법을 전수했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
tvN	tvN	SL	B-POH
_	_	_	O
‘	‘	SS	O
집	집	NNG	B-POH
밥	밥	NNG	I-POH
_	_	_	I-POH
백	백	NNP	I-POH
선생	선생	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
백종원	백종원	NNP	B-PER
은	은	JX	O
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
제자	제자	NNG	O
에게	에게	JKB	O
_	_	_	O
된장찌개	된장찌개	NNG	O
_	_	_	O
비법	비법	NNG	O
을	을	JKO	O
_	_	_	O
전수	전수하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이날 백종원은 “된장찌개? 어렵게 생각하지 마라”면서 “만능 된장베이스를 충분히 끓여 놨다가 퍼서 쓰시면 된다”고 밝혔다.
## 이날 <백종원:PER>은 “된장찌개? 어렵게 생각하지 마라”면서 “만능 된장베이스를 충분히 끓여 놨다가 퍼서 쓰시면 된다”고 밝혔다.
이날	이날	NNG	O
_	_	_	O
백종원	백종원	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
된장찌개	된장찌개	NNG	O
?	?	SF	O
_	_	_	O
어렵	어렵	VA	O
게	게	EC	O
_	_	_	O
생각하	생각하	VV	O
지	지	EC	O
_	_	_	O
마라	말+아라	VX+EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
만능	만능	NNG	O
_	_	_	O
된장	된장	NNG	O
베이스	베이스	NNG	O
를	를	JKO	O
_	_	_	O
충분히	충분히	MAG	O
_	_	_	O
끓	끓이	VV	O
여	어	EC	O
_	_	_	O
놨	+았	+EP	O
다가	다가	EC	O
_	_	_	O
퍼서	+어서	+EC	O
_	_	_	O
쓰	쓰	VV	O
시	시	EP	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 또한 전북 군산과 울산에는 세계 조선업계 1위인 현대중공업이 있다.
## 또한 <전북:LOC> <군산:LOC>과 <울산:LOC>에는 세계 조선업계 <1위:NOH>인 <현대중공업:ORG>이 있다.
또한	또한	MAG	O
_	_	_	O
전북	전북	NNP	B-LOC
_	_	_	O
군산	군산	NNP	B-LOC
과	과	JC	O
_	_	_	O
울산	울산	NNP	B-LOC
에	에	JKB	O
는	는	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
조선	조선	NNG	O
업계	업계	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
현대중공업	현대중공업	NNP	B-ORG
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 지난해 나경원·신의진 의원 도움으로 국회에서 토론회도 열었다.
## 지난해 <나경원:PER>·<신의진:PER> 의원 도움으로 국회에서 토론회도 열었다.
지난해	지난해	NNG	O
_	_	_	O
나경원	나경원	NNP	B-PER
·	·	SP	O
신의진	신의진	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
_	_	_	O
도움	도움	NNG	O
으로	으로	JKB	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
토론회	토론회	NNG	O
도	도	JX	O
_	_	_	O
열	열	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 한편 ‘프로듀사’는 야근은 일상, 밤샘은 옵션, 눈치와 체력으로 무장한 KBS 예능국 PD들의 모습을 담은 100% 리얼 예능드라마다.
## 한편 ‘<프로듀사:POH>’는 야근은 일상, 밤샘은 옵션, 눈치와 체력으로 무장한 <KBS:ORG> 예능국 PD들의 모습을 담은 <100%:PNT> 리얼 예능드라마다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
프로듀사	프로듀사	NNP	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
야근	야근	NNG	O
은	은	JX	O
_	_	_	O
일상	일상	NNG	O
,	,	SP	O
_	_	_	O
밤샘	밤샘	NNG	O
은	은	JX	O
_	_	_	O
옵션	옵션	NNG	O
,	,	SP	O
_	_	_	O
눈치	눈치	NNG	O
와	와	JC	O
_	_	_	O
체력	체력	NNG	O
으로	으로	JKB	O
_	_	_	O
무장한	무장하+ㄴ	VV+ETM	O
_	_	_	O
KBS	KBS	SL	B-ORG
_	_	_	O
예능	예능	NNG	O
국	국	XSN	O
_	_	_	O
PD	PD	SL	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
리얼	리얼	NNG	O
_	_	_	O
예능	예능	NNG	O
드라마	드라마	NNG	O
다	다	NNG	O
.	.	SF	O

## 13
## 오는 5월15일 오후 9시 15분에 첫 방송된다.
## 오는 <5월15일:DAT> <오후 9시 15분:TIM>에 첫 방송된다.
오	오	VV	O
는	는	ETM	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
15	15	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
9	9	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
15	15	SN	I-TIM
분	분	NNB	I-TIM
에	에	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

