## 1
## 홍준화 대표는 “플랜넷코리아 초대 대표직을 맡게돼 영광이다”며 “플랫넷코리아를 효율적인 디지털 통합 마케팅 솔루션에 특화된 에이전시로 만들 것”이라고 전했다.
## <홍준화:PER> 대표는 “<플랜넷코리아:ORG> 초대 대표직을 맡게돼 영광이다”며 “<플랫넷코리아:ORG>를 효율적인 디지털 통합 마케팅 솔루션에 특화된 에이전시로 만들 것”이라고 전했다.
홍준화	홍준화	NNP	B-PER
오브	오브	NNG	O
_	_	_	O
커뮤니케이션	커뮤니케이션	NNG	O
(	(	SS	O
House	House	SL	O
_	_	_	O
of	of	SL	O
_	_	_	O
Communication	Communication	SL	O
)	)	SS	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
콘셉트	콘셉트	NNG	O
를	를	JKO	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
강화할	강화하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 로타바이러스를 대수롭지 않게 여기는 분위기 때문이라고 말한다.
## <로타바이러스:POH>를 대수롭지 않게 여기는 분위기 때문이라고 말한다.
로타바이러스	로타바이러스	NNG	B-POH
를	를	JKO	O
_	_	_	O
대수롭	대수롭	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
게	게	EC	O
_	_	_	O
여기	여기	VV	O
는	는	ETM	O
_	_	_	O
분위기	분위기	NNG	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
말한다	말하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 남미 클럽 축구 결승전에 참가하려던 브라질 프로축구팀 ‘샤페코엔시’ 선수들이 항공기 추락사고로 숨진 사고와 관련, 상대팀인 ‘아틀레티코 나시오날’이 남미축구연맹에 “샤피코엔시를 우승팀으로 해달라”고 29일(현지시간) 요청했다.
## <남미:LOC> 클럽 축구 결승전에 참가하려던 <브라질:LOC> 프로축구팀 ‘<샤페코엔시:ORG>’ 선수들이 항공기 추락사고로 숨진 사고와 관련, 상대팀인 ‘<아틀레티코 나시오날:ORG>’이 <남미축구연맹:ORG>에 “<샤피코엔시:ORG>를 우승팀으로 해달라”고 <29일:DAT>(현지시간) 요청했다.
남미	남미	NNP	B-LOC
_	_	_	O
클럽	클럽	NNG	O
_	_	_	O
축구	축구	NNG	O
_	_	_	O
결승전	결승전	NNG	O
에	에	JKB	O
_	_	_	O
참가하	참가하	VV	O
려던	려던	ETM	O
_	_	_	O
브라질	브라질	NNP	B-LOC
_	_	_	O
프로	프로	NNG	O
축구팀	축구팀	NNG	O
_	_	_	O
‘	‘	SS	O
샤	샤	NNP	B-ORG
페	페	NNG	I-ORG
코엔	코엔	NNP	I-ORG
시	시	NNG	I-ORG
’	’	SS	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
항공기	항공기	NNG	O
_	_	_	O
추락	추락	NNG	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
숨진	숨지+ㄴ	VV+ETM	O
_	_	_	O
사고	사고	NNG	O
와	와	JKB	O
_	_	_	O
관련	관련	NNG	O
,	,	SP	O
_	_	_	O
상대	상대	NNG	O
팀	팀	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
아틀레티코	아틀레티코	NNP	B-ORG
_	_	_	I-ORG
나시오날	나시오날	NNP	I-ORG
’	’	SS	O
이	이	JKS	O
_	_	_	O
남미	남미	NNP	B-ORG
축구	축구	NNG	I-ORG
연맹	연맹	NNG	I-ORG
에	에	JKB	O
_	_	_	O
“	“	SS	O
샤피코엔시	샤피코엔시	NNG	B-ORG
를	를	JKO	O
_	_	_	O
우승	우승	NNG	O
팀	팀	NNG	O
으로	으로	JKB	O
_	_	_	O
해	하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
요청	요청하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 나시오날은 이날 공식 트위터와 홈페이지에 “이번 사고는 중남미와 세계 축구에 지울 수 없는 아픔을 남겼다”며 “사고 희생자들에 대한 위로와 경의를 표하기 위해 대회 우승컵을 샤피코엔시에 바친다”고 밝혔다.
## <나시오날:ORG>은 이날 공식 <트위터:POH>와 홈페이지에 “이번 사고는 <중남미:LOC>와 세계 축구에 지울 수 없는 아픔을 남겼다”며 “사고 희생자들에 대한 위로와 경의를 표하기 위해 대회 우승컵을 <샤피코엔시:ORG>에 바친다”고 밝혔다.
나시오날	나시오날	NNP	B-ORG
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
트위터	트위터	NNP	B-POH
와	와	JC	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
사고	사고	NNG	O
는	는	JX	O
_	_	_	O
중남미	중남미	NNP	B-LOC
와	와	JC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
축구	축구	NNG	O
에	에	JKB	O
_	_	_	O
지울	지우+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
아픔	아픔	NNG	O
을	을	JKO	O
_	_	_	O
남	남기	VV	O
겼	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
사고	사고	NNG	O
_	_	_	O
희생자	희생자	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
위로	위로	NNG	O
와	와	JC	O
_	_	_	O
경의	경의	NNG	O
를	를	JKO	O
_	_	_	O
표하	표하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
우승컵	우승컵	NNG	O
을	을	JKO	O
_	_	_	O
샤피	샤피	NNP	B-ORG
코엔	코엔	NNP	I-ORG
시	시	XSN	I-ORG
에	에	JKB	O
_	_	_	O
바친다	바치+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이날 콜롬비아 산악지역에 추락한 항공기에는 샤페코엔시 선수와 구단 관계자, 취재기자 등 81명이 타고 있었다.
## 이날 <콜롬비아:LOC> 산악지역에 추락한 항공기에는 <샤페코엔시:ORG> 선수와 구단 관계자, 취재기자 등 <81명:NOH>이 타고 있었다.
이날	이날	NNG	O
_	_	_	O
콜롬비아	콜롬비아	NNP	B-LOC
_	_	_	O
산악	산악	NNG	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
추락한	추락하+ㄴ	VV+ETM	O
_	_	_	O
항공기	항공기	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
샤	샤	NNP	B-ORG
페	페	NNG	I-ORG
코엔	코엔	NNP	I-ORG
시	시	NNG	I-ORG
_	_	_	O
선수	선수	NNG	O
와	와	JC	O
_	_	_	O
구단	구단	NNG	O
_	_	_	O
관계자	관계자	NNG	O
,	,	SP	O
_	_	_	O
취재기자	취재기자	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
81	81	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## ‘라디오스타’ 김재화‘라디오스타’ 김재화, “학창시절 하정우가 연습실에 나이트클럽 만들어”‘라디오스타’ 배우 김재화가 학창시철 배우 하정우의 활약상을 공개해 화제다.
## ‘<라디오스타:POH>’ <김재화:PER>‘<라디오스타:POH>’ <김재화:PER>, “학창시절 <하정우:PER>가 연습실에 나이트클럽 만들어”‘<라디오스타:POH>’ 배우 <김재화:PER>가 학창시철 배우 <하정우:PER>의 활약상을 공개해 화제다.
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
_	_	_	O
김재화	김재화	NNP	B-PER
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
_	_	_	O
김재화	김재화	NNP	B-PER
,	,	SP	O
_	_	_	O
“	“	SS	O
학창	학창	NNG	O
시절	시절	NNG	O
_	_	_	O
하정우	하정우	NNP	B-PER
가	가	JKS	O
_	_	_	O
연습	연습	NNG	O
실	실	XSN	O
에	에	JKB	O
_	_	_	O
나이트클럽	나이트클럽	NNG	O
_	_	_	O
만들	만들	VV	O
어	어	EF	O
”	”	SS	O
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
김재화	김재화	NNP	B-PER
가	가	JKS	O
_	_	_	O
학창	학창	NNG	O
시철	시철	NNG	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
하정우	하정우	NNP	B-PER
의	의	JKG	O
_	_	_	O
활약상	활약상	NNG	O
을	을	JKO	O
_	_	_	O
공개해	공개하+여	VV+EC	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 4일 방송된 MBC ‘라디오스타’에서는 ‘어디서 본듯한 경향이 없지 않아 있네~ 관록의 뉴페이스!’ 특집으로 배우 김법래, 차순배, 최병모, 김재화가 출연했다.
## <4일:DAT> 방송된 <MBC:ORG> ‘<라디오스타:POH>’에서는 ‘어디서 본듯한 경향이 없지 않아 있네~ 관록의 뉴페이스!’ 특집으로 배우 <김법래:PER>, <차순배:PER>, <최병모:PER>, <김재화:PER>가 출연했다.
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
어디	어디	NP	O
서	서	JKB	O
_	_	_	O
본	보+ㄴ	VV+ETM	O
듯한	듯하+ㄴ	VX+ETM	O
_	_	_	O
경향	경향	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
있	있	VX	O
네	네	EC	O
~	~	SO	O
_	_	_	O
관록	관록	NNG	O
의	의	JKG	O
_	_	_	O
뉴	뉴	NNG	O
페이스	페이스	NNG	O
!	!	SF	O
’	’	SS	O
_	_	_	O
특집	특집	NNG	O
으로	으로	JKB	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
김법래	김법래	NNP	B-PER
,	,	SP	O
_	_	_	O
차순배	차순배	NNP	B-PER
,	,	SP	O
_	_	_	O
최병모	최병모	NNP	B-PER
,	,	SP	O
_	_	_	O
김재화	김재화	NNP	B-PER
가	가	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이날 김재화는 배우 하정우와 대학 선후배 사이라고 밝히며 김재화는 “(하정우가) 후배들을 굉장히 많이 챙겨주신다”며 “학생회장도 하셨고 리더십 있고 멋있으시다”라고 하정우에 대해 말문을 열었다.
## 이날 <김재화:PER>는 배우 <하정우:PER>와 대학 선후배 사이라고 밝히며 <김재화:PER>는 “(<하정우:PER>가) 후배들을 굉장히 많이 챙겨주신다”며 “학생회장도 하셨고 리더십 있고 멋있으시다”라고 <하정우:PER>에 대해 말문을 열었다.
이날	이날	NNG	O
_	_	_	O
김재화	김재화	NNP	B-PER
는	는	JX	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
하정우	하정우	NNP	B-PER
와	와	JC	O
_	_	_	O
대학	대학	NNG	O
_	_	_	O
선후배	선후배	NNG	O
_	_	_	O
사	사이	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝히	밝히	VV	O
며	며	EC	O
_	_	_	O
김재화	김재화	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
(	(	SS	O
하정우	하정우	NNP	B-PER
가	가	JKS	O
)	)	SS	O
_	_	_	O
후배	후배	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
굉장히	굉장히	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
챙겨	챙기+어	VV+EC	O
주	주	VX	O
신다	시+ㄴ다	EP+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
학생회	학생회	NNG	O
장	장	XSN	O
도	도	JX	O
_	_	_	O
하	하+시	VV+EP	O
셨	었	EP	O
고	고	EC	O
_	_	_	O
리더십	리더십	NNG	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
멋있	멋있	VA	O
으시	으시	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
하정우	하정우	NNP	B-PER
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
말문	말문	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이어 김재화는 “과거 안성에 캠퍼스가 있었던 시절 주소가 ‘내리 산 40-1번지’였는데, 안성에만 있다보니 갈 곳이 없었다.
## 이어 <김재화:PER>는 “과거 <안성:LOC>에 캠퍼스가 있었던 시절 주소가 ‘<내리 산 40-1번지:LOC>’였는데, <안성:LOC>에만 있다보니 갈 곳이 없었다.
이어	이어	MAG	O
_	_	_	O
김재화	김재화	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
과거	과거	NNG	O
_	_	_	O
안성	안성	NNP	B-LOC
에	에	JKB	O
_	_	_	O
캠퍼스	캠퍼스	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
주소	주소	NNG	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
내리	내리	MAG	B-LOC
_	_	_	I-LOC
산	살+ㄴ	VV+ETM	I-LOC
_	_	_	I-LOC
40	40	SN	I-LOC
-	-	SO	I-LOC
1	1	SN	I-LOC
번지	번지	NNG	I-LOC
’	’+이	SS+VCP	O
였	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
안성	안성	NNP	B-LOC
에	에	JKB	O
만	만	JX	O
_	_	_	O
있	있	VA	O
다	다	EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
갈	가+ㄹ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 김숙은 문근영의 입에서 거친 말이 나오자 “그 단어가 그렇게 예쁜 단어였어?”라고 놀라워했다.
## <김숙:PER>은 <문근영:PER>의 입에서 거친 말이 나오자 “그 단어가 그렇게 예쁜 단어였어?”라고 놀라워했다.
김숙은	김숙은	NNP	O
_	_	_	O
문근영	문근영	NNP	B-PER
의	의	JKG	O
_	_	_	O
입	입	NNG	O
에서	에서	JKB	O
_	_	_	O
거친	거칠+ㄴ	VA+ETM	O
_	_	_	O
말	말	NNG	O
이	이	JKS	O
_	_	_	O
나오	나오	VV	O
자	자	EC	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
단어	단어	NNG	O
가	가	JKS	O
_	_	_	O
그렇	그렇	VA	O
게	게	EC	O
_	_	_	O
예쁜	예쁘+ㄴ	VA+ETM	O
_	_	_	O
단어	단어+이	NNG+VCP	O
였	었	EP	O
어	어	EF	O
?	?	SF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
놀라워	놀라워하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 전남지역의 한 골프장에서 친환경 골프장 관리를 배우기 위해 현장을 찾는 등 벤치마킹 장소로 떠오르고 있다.
## <전남:LOC>지역의 <한 골프장:NOH>에서 친환경 골프장 관리를 배우기 위해 현장을 찾는 등 벤치마킹 장소로 떠오르고 있다.
전남	전남	NNP	B-LOC
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
골프장	골프장	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
친환경	친환경	NNG	O
_	_	_	O
골프장	골프장	NNG	O
_	_	_	O
관리	관리	NNG	O
를	를	JKO	O
_	_	_	O
배우	배우	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
현장	현장	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
벤치마킹	벤치마킹	NNG	O
_	_	_	O
장소	장소	NNG	O
로	로	JKB	O
_	_	_	O
떠오르	떠오르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 한편 청와대는 이날 박 대통령이 성묘하는 모습을 수행원이 휴대전화로 촬영한 사진을 언론에 공개했다.
## 한편 <청와대:ORG>는 이날 <박:PER> 대통령이 성묘하는 모습을 수행원이 휴대전화로 촬영한 사진을 언론에 공개했다.
한편	한편	MAG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
성묘하	성묘하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
수행원	수행원	NNG	O
이	이	JKS	O
_	_	_	O
휴대전화	휴대전화	NNG	O
로	로	JKB	O
_	_	_	O
촬영한	촬영하+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
언론	언론	NNG	O
에	에	JKB	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

