## 1
## 수상자들에게 아낌없이 박수를 보낼 수 있도록 잔치 분위기를 제대로 조성하지 못한 한국프로축구연맹의 미숙한 리더십에 대해 우려하는 목소리가 만만치 않았다.
## 수상자들에게 아낌없이 박수를 보낼 수 있도록 잔치 분위기를 제대로 조성하지 못한 <한국프로축구연맹:ORG>의 미숙한 리더십에 대해 우려하는 목소리가 만만치 않았다.
수상자	수상자	NNG	O
## 실제, 컨설팅을 마친 판매자들은 프로그램 참여 후 전월 대비 매출이 평균 20% 이상 증가했으며, 일부는 한 달만에 2배(98%) 가까이 매출이 늘었다.
## 실제, 컨설팅을 마친 판매자들은 프로그램 참여 후 전월 대비 매출이 평균 <20%:PNT> 이상 증가했으며, 일부는 <한 달:NOH>만에 <2배:PNT>(<98:PNT>%) 가까이 매출이 늘었다.
실제	실제	NNG	O
,	,	SP	O
_	_	_	O
컨설팅	컨설팅	NNG	O
을	을	JKO	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
_	_	_	O
판매자	판매자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
참여	참여	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
전월	전월	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
일부	일부	NNG	O
는	는	JX	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-PNT
배	배	NNG	I-PNT
(	(	SS	O
98	98	SN	B-PNT
%	%	SW	O
)	)	SS	O
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 5호선 고덕역, 상일동역을 이용할 수 있고 9호선 4단계 연장선(3.80km)의 수혜 지역으로 꼽힌다.
## <5호선:NOH> <고덕역:LOC>, <상일동역:LOC>을 이용할 수 있고 <9호선:NOH> <4단계:NOH> 연장선(<3.80km:NOH>)의 수혜 지역으로 꼽힌다.
5	5	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
고덕역	고덕역	NNP	B-LOC
,	,	SP	O
_	_	_	O
상일동역	상일동역	NNP	B-LOC
을	을	JKO	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
9	9	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
4	4	SN	B-NOH
단계	단계	NNG	I-NOH
_	_	_	O
연장선	연장선	NNG	O
(	(	SS	O
3.80	3.80	SN	B-NOH
km	km	SL	I-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
수혜	수혜	NNP	O
_	_	_	O
지역	지역	NNG	O
으로	으로	JKB	O
_	_	_	O
꼽힌다	꼽히+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 안녕하세요 오늘도 다들 즐거운 스포츠게임 라이프를 보내고 계신가요? 10월에는 피파, 위닝일레븐(해외서비스명 프로에볼루션사커), NBA 2K 시리즈 등 다양한 스포츠 게임의 신작들이 쏟아져 나오는 만큼 스포츠게임 팬들의 마음도 점점 부풀고 있을 것이라 생각됩니다.
## 안녕하세요 오늘도 다들 즐거운 스포츠게임 라이프를 보내고 계신가요? <10월:DAT>에는 <피파:POH>, <위닝일레븐:POH>(해외서비스명 <프로에볼루션사커:POH>), <NBA 2K:POH> 시리즈 등 다양한 스포츠 게임의 신작들이 쏟아져 나오는 만큼 스포츠게임 팬들의 마음도 점점 부풀고 있을 것이라 생각됩니다.
안녕하	안녕하	VA	O
세요	시+어요	EP+EC	O
_	_	_	O
오늘	오늘	NNG	O
도	도	JX	O
_	_	_	O
다	다	NNG	O
들	들	JX	O
_	_	_	O
즐거	즐겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
스포츠	스포츠	NNG	O
게임	게임	NNG	O
_	_	_	O
라이프	라이프	NNG	O
를	를	JKO	O
_	_	_	O
보내	보내	VV	O
고	고	EC	O
_	_	_	O
계신가	계시+ㄴ가	VX+EC	O
요	요	JX	O
?	?	SF	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
피파	피파	NNG	B-POH
,	,	SP	O
_	_	_	O
위닝	위닝	NNG	B-POH
일레븐	일레븐	NNG	I-POH
(	(	SS	O
해외	해외	NNG	O
서비스	서비스	NNG	O
명	명	NNG	O
_	_	_	O
프로	프로	NNG	B-POH
에볼루션	에볼루션	NNG	I-POH
사커	사커	NNG	I-POH
)	)	SS	O
,	,	SP	O
_	_	_	O
NBA	NBA	SL	B-POH
_	_	_	I-POH
2	2	SN	I-POH
K	K	SL	I-POH
_	_	_	O
시리즈	시리즈	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
게임	게임	NNG	O
의	의	JKG	O
_	_	_	O
신작	신작	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
쏟아져	쏟아지+어	VV+EC	O
_	_	_	O
나오	나오	VV	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
스포츠	스포츠	NNG	O
게임	게임	NNG	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
마음	마음	NNG	O
도	도	JX	O
_	_	_	O
점점	점점	MAG	O
_	_	_	O
부풀	부풀	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
생각됩니다	생각되+ㅂ니다	VV+EF	O
.	.	SF	O

## 15
## 현재 조성되는 신도시 중 가장 규모가 큰 동탄2신도시에서는 올가을에만 4000채가 넘는 아파트가 선보인다.
## 현재 조성되는 신도시 중 가장 규모가 큰 <동탄2신도시:LOC>에서는 올가을에만 <4000채:NOH>가 넘는 아파트가 선보인다.
현재	현재	MAG	O
_	_	_	O
조성되	조성되	VV	O
는	는	ETM	O
_	_	_	O
신도시	신도시	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
규모	규모	NNG	O
가	가	JKS	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
동탄	동탄	NNP	B-LOC
2	2	SN	I-LOC
신도시	신도시	NNG	I-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
올가을	올가을	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
4000	4000	SN	B-NOH
채	채	NNB	I-NOH
가	가	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
아파트	아파트	NNG	O
가	가	JKS	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EF	O
.	.	SF	O

