## 1
## 노근창 HMC투자증권 연구위원은 “새로운 색상으로 판매 열풍을 일으키기엔 S7은 출시된 지 9개월이 넘은 구모델”이라고 말했다.
## <노근창:PER> <HMC투자증권:ORG> 연구위원은 “새로운 색상으로 판매 열풍을 일으키기엔 <S7:POH>은 출시된 지 <9개월:NOH>이 넘은 구모델”이라고 말했다.
노근창	노근창	NNP	B-PER
당	당	XSN	O
_	_	_	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
회	회	NNB	I-NOH
_	_	_	O
최대	최대	NNG	O
_	_	_	O
30	30	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
까지	까지	JX	O
_	_	_	O
데이트	데이트	NNG	O
_	_	_	O
비용	비용	NNG	O
으로	으로	JKB	O
_	_	_	O
지원	지원	NNG	O
받	받	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다더라	다더라	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
김	김	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 한편, 22일 방송된 케이블채널 tvN ‘수요미식회’에서는 MC 신동엽, 강용석, 이연복·최현석 셰프 등이 출연해 짬뽕 맛집을 소개했다.
## 한편, <22일:DAT> 방송된 케이블채널 <tvN:ORG> ‘<수요미식회:POH>’에서는 MC <신동엽:PER>, <강용석:PER>, <이연복:PER>·<최현석:PER> 셰프 등이 출연해 짬뽕 맛집을 소개했다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
케이블	케이블	NNG	O
채널	채널	NNG	O
_	_	_	O
tvN	tvN	SL	B-ORG
_	_	_	O
‘	‘	SS	O
수요미식회	수요미식회	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
MC	MC	SL	O
_	_	_	O
신동엽	신동엽	NNP	B-PER
,	,	SP	O
_	_	_	O
강용석	강용석	NNP	B-PER
,	,	SP	O
_	_	_	O
이연복	이연복	NNP	B-PER
·	·	SP	O
최현석	최현석	NNP	B-PER
_	_	_	O
셰프	셰프	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
짬뽕	짬뽕	NNG	O
_	_	_	O
맛집	맛집	NNG	O
을	을	JKO	O
_	_	_	O
소개	소개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이날 ‘수요미식회’에서는 공주 동해원, 부천 태원, 서울 마포구 초마를 짬뽕 맛집으로 선정해 소개했다.
## 이날 ‘<수요미식회:POH>’에서는 <공주 동해원:LOC>, <부천 태원:LOC>, <서울:LOC> <마포구 초마:LOC>를 짬뽕 맛집으로 선정해 소개했다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
수요미식회	수요미식회	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
공주	공주	NNP	B-LOC
_	_	_	I-LOC
동해원	동해원	NNP	I-LOC
,	,	SP	O
_	_	_	O
부천	부천	NNP	B-LOC
_	_	_	I-LOC
태원	태원	NNP	I-LOC
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
마포구	마포구	NNP	B-LOC
_	_	_	I-LOC
초마	초마	NNG	I-LOC
를	를	JKO	O
_	_	_	O
짬뽕	짬뽕	NNG	O
_	_	_	O
맛집	맛집	NNG	O
으로	으로	JKB	O
_	_	_	O
선정해	선정하+여	VV+EC	O
_	_	_	O
소개	소개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 문 씨와 손 씨는 판결에 불복, 항소했으며, 검찰 역시 항소해 2심이 진행될 예정이다.
## <문:PER> 씨와 <손:PER> 씨는 판결에 불복, 항소했으며, 검찰 역시 항소해 <2심:NOH>이 진행될 예정이다.
문	문	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
손	손	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
판결	판결	NNG	O
에	에	JKB	O
_	_	_	O
불복	불복	NNG	O
,	,	SP	O
_	_	_	O
항소	항소하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
항소해	항소하+여	VV+EC	O
_	_	_	O
2	2	SN	B-NOH
심	심	NNG	I-NOH
이	이	JKS	O
_	_	_	O
진행될	진행되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 장그래는 사무실에서 점심을 배달해 먹고 치우다가 그릇을 바닥에 쏟았다.
## <장그래:PER>는 사무실에서 점심을 배달해 먹고 치우다가 그릇을 바닥에 쏟았다.
장그래	장그래	NNP	B-PER
는	는	JX	O
_	_	_	O
사무실	사무실	NNG	O
에서	에서	JKB	O
_	_	_	O
점심	점심	NNG	O
을	을	JKO	O
_	_	_	O
배달해	배달하+여	VV+EC	O
_	_	_	O
먹	먹	VV	O
고	고	EC	O
_	_	_	O
치우	치우	VV	O
다가	다가	EC	O
_	_	_	O
그릇	그릇	NNG	O
을	을	JKO	O
_	_	_	O
바닥	바닥	NNG	O
에	에	JKB	O
_	_	_	O
쏟	쏟	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이 곳의 난파선에 쌓인 흰 돌에 송중기는 ‘중기♡광수’라는 글을 남기기도 했다.
## 이 곳의 난파선에 쌓인 흰 돌에 <송중기:PER>는 ‘<중기:PER>♡<광수:PER>’라는 글을 남기기도 했다.
이	이	MM	O
_	_	_	O
곳	곳	NNG	O
의	의	JKG	O
_	_	_	O
난파선	난파선	NNG	O
에	에	JKB	O
_	_	_	O
쌓인	쌓이+ㄴ	VV+ETM	O
_	_	_	O
흰	희+ㄴ	VA+ETM	O
_	_	_	O
돌	돌	NNG	O
에	에	JKB	O
_	_	_	O
송중기	송중기	NNP	B-PER
는	는	JX	O
_	_	_	O
‘	‘	SS	O
중기	중기	NNG	B-PER
♡	♡	SW	O
광수	광수	NNP	B-PER
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
을	을	JKO	O
_	_	_	O
남기	남기	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 배용준 박수진 결혼식, 열애 5개월 만에 결실…축가 라인업 보니 ‘콘서트급’배우 배용준과 박수진이 5개월의 열애 끝에 오늘(27일) 결혼한다.
## <배용준:PER> <박수진:PER> 결혼식, 열애 <5개월:NOH> 만에 결실…축가 라인업 보니 ‘콘서트급’배우 <배용준:PER>과 <박수진:PER>이 <5개월:NOH>의 열애 끝에 오늘(<27일:DAT>) 결혼한다.
배용준	배용준	NNP	B-PER
_	_	_	O
박수진	박수진	NNP	B-PER
_	_	_	O
결혼식	결혼식	NNG	O
,	,	SP	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
5	5	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
결실	결실	NNG	O
…	…	SE	O
축가	축가	NNG	O
_	_	_	O
라인업	라인업	NNG	O
_	_	_	O
보	보	VV	O
니	니	EC	O
_	_	_	O
‘	‘	SS	O
콘서트	콘서트	NNG	O
급	급	NNG	O
’	’	SS	O
배우	배우	NNG	O
_	_	_	O
배용준	배용준	NNP	B-PER
과	과	JC	O
_	_	_	O
박수진	박수진	NNP	B-PER
이	이	JKS	O
_	_	_	O
5	5	SN	B-NOH
개월	개월	NNB	I-NOH
의	의	JKG	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
오늘	오늘	NNG	O
(	(	SS	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
결혼한다	결혼하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 배용준과 박수진은 27일 서울 쉐라톤 그랜드 워커힐 애스톤하우스에서 양가 친척 및 지인들을 초대해 비공해로 결혼식을 올릴 예정이다.
## <배용준:PER>과 <박수진:PER>은 <27일:DAT> <서울:LOC> <쉐라톤 그랜드 워커힐 애스톤하우스:LOC>에서 양가 친척 및 지인들을 초대해 비공해로 결혼식을 올릴 예정이다.
배용준	배용준	NNP	B-PER
과	과	JC	O
_	_	_	O
박수진	박수진	NNG	B-PER
은	은	JX	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
쉐라톤	쉐라톤	NNP	B-LOC
_	_	_	I-LOC
그랜드	그랜드	NNP	I-LOC
_	_	_	I-LOC
워커힐	워커힐	NNP	I-LOC
_	_	_	I-LOC
애스톤	애스톤	NNP	I-LOC
하우스	하우스	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
양가	양가	NNG	O
_	_	_	O
친척	친척	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
지인	지인	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
초대해	초대하+여	VV+EC	O
_	_	_	O
비	비	XPN	O
공해	공해	NNG	O
로	로	JKB	O
_	_	_	O
결혼식	결혼식	NNG	O
을	을	JKO	O
_	_	_	O
올릴	올리+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 이날 결혼식에서 박진영과 더원, 포맨 멤버 신용재가 축가를 부른다.
## 이날 결혼식에서 <박진영:PER>과 <더원:ORG>, <포맨:ORG> 멤버 <신용재:PER>가 축가를 부른다.
이날	이날	NNG	O
_	_	_	O
결혼식	결혼식	NNG	O
에서	에서	JKB	O
_	_	_	O
박진영	박진영	NNP	B-PER
과	과	JC	O
_	_	_	O
더	더	NNG	B-ORG
원	원	NNG	I-ORG
,	,	SP	O
_	_	_	O
포맨	포맨	NNG	B-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
신용재	신용재	NNP	B-PER
가	가	JKS	O
_	_	_	O
축가	축가	NNG	O
를	를	JKO	O
_	_	_	O
부른다	부르+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## ◆금융소득 종합과세는 기존예금, 신규예금을 가리지도, 금융기관을 따지지도 않는다=1년간 총금융소득이 4천만원을 넘으면 종합과세 대상자의 리스트에 오른다.
## ◆금융소득 종합과세는 기존예금, 신규예금을 가리지도, 금융기관을 따지지도 않는다=<1년간:DUR> 총금융소득이 <4천만원:MNY>을 넘으면 종합과세 대상자의 리스트에 오른다.
◆	◆	SW	O
금융	금융	NNG	O
소득	소득	NNG	O
_	_	_	O
종합	종합	NNG	O
과세	과세	NNG	O
는	는	JX	O
_	_	_	O
기존	기존	NNG	O
예금	예금	NNG	O
,	,	SP	O
_	_	_	O
신규	신규	NNG	O
예금	예금	NNG	O
을	을	JKO	O
_	_	_	O
가리	가리	VV	O
지	지	EC	O
도	도	JX	O
,	,	SP	O
_	_	_	O
금융	금융	NNG	O
기관	기관	NNG	O
을	을	JKO	O
_	_	_	O
따지	따지	VV	O
지	지	EC	O
도	도	JX	O
_	_	_	O
않	않	VX	O
는다	는다	EC	O
=	=	SW	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
총	총	XPN	O
금융	금융	NNG	O
소득	소득	NNG	O
이	이	JKS	O
_	_	_	O
4	4	SN	B-MNY
천만	천만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
으면	으면	EC	O
_	_	_	O
종합	종합	NNG	O
과세	과세	NNG	O
_	_	_	O
대상자	대상자	NNG	O
의	의	JKG	O
_	_	_	O
리스트	리스트	NNG	O
에	에	JKB	O
_	_	_	O
오른다	오르+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 이 사건으로 가해자를 포함해 3명이 숨지고 2명이 부상했다.
## 이 사건으로 가해자를 포함해 <3명:NOH>이 숨지고 <2명:NOH>이 부상했다.
이	이	MM	O
_	_	_	O
사건	사건	NNG	O
으로	으로	JKB	O
_	_	_	O
가해자	가해자	NNG	O
를	를	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
숨지	숨지	VV	O
고	고	EC	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
부상	부상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이란 항공 당국도 “사우디의 외교 관계 중단에 따라 (사우디와의) 항공편 운항을 중단한다”고 밝혔다.
## <이란 항공:ORG> 당국도 “<사우디:ORG>의 외교 관계 중단에 따라 (<사우디:ORG>와의) 항공편 운항을 중단한다”고 밝혔다.
이란	이란	NNP	B-ORG
_	_	_	I-ORG
항공	항공	NNG	I-ORG
_	_	_	O
당국	당국	NNG	O
도	도	JX	O
_	_	_	O
“	“	SS	O
사우디	사우디	NNP	B-ORG
의	의	JKG	O
_	_	_	O
외교	외교	NNG	O
_	_	_	O
관계	관계	NNG	O
_	_	_	O
중단	중단	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
(	(	SS	O
사우디	사우디	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
)	)	SS	O
_	_	_	O
항공편	항공편	NNG	O
_	_	_	O
운항	운항	NNG	O
을	을	JKO	O
_	_	_	O
중단한다	중단하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 헝가리 영화 ‘사울의 아들’에 외국어영화상이 돌아가자 이병헌은 수상의 주인공이 된 라슬로 네메시 감독에게 트로피를 건넸다.
## <헝가리:ORG> 영화 ‘<사울의 아들:POH>’에 외국어영화상이 돌아가자 <이병헌:PER>은 수상의 주인공이 된 <라슬로 네메시:PER> 감독에게 트로피를 건넸다.
헝가리	헝가리	NNP	B-ORG
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
사울	사울	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
아들	아들	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
외국어	외국어	NNG	O
영화상	영화상	NNG	O
이	이	JKS	O
_	_	_	O
돌아가	돌아가	VV	O
자	자	EC	O
_	_	_	O
이병헌	이병헌	NNP	B-PER
은	은	JX	O
_	_	_	O
수상	수상	NNG	O
의	의	JKG	O
_	_	_	O
주인공	주인공	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
라슬로	라슬로	NNP	B-PER
_	_	_	I-PER
네	네	MM	I-PER
메시	메시	NNP	I-PER
_	_	_	O
감독	감독	NNG	O
에게	에게	JKB	O
_	_	_	O
트로피	트로피	NNG	O
를	를	JKO	O
_	_	_	O
건넸	건네+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## PGA투어는 파3 홀의 티샷 때 첫 번째 선수에게는 60초, 그 다음 선수들에게는 40초의 시간을 준다.
## <PGA투어:ORG>는 <파3:NOH> 홀의 티샷 때 첫 번째 선수에게는 <60초:NOH>, 그 다음 선수들에게는 <40초:NOH>의 시간을 준다.
PGA	PGA	SL	B-ORG
투어	투어	NNG	I-ORG
는	는	JX	O
_	_	_	O
파	파	NNG	B-NOH
3	3	SN	I-NOH
_	_	_	O
홀	홀	NNG	O
의	의	JKG	O
_	_	_	O
티	티	NNG	O
샷	샷	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
선수	선수	NNG	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
60	60	SN	B-NOH
초	초	NNB	I-NOH
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
40	40	SN	B-NOH
초	초	NNB	I-NOH
의	의	JKG	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
준다	주+ㄴ다	VV+EF	O
.	.	SF	O

