## 1
## 전명운 의사는 1908년 미국 샌프란스시코에서 대한제국의 외교고문이던 친일미국인 스티븐스에 대한 암살을 기도, 전세계에 일본의 한국침략문제의 심각성을 환기시킨 항일독립운동가이다.
## <전명운:PER> 의사는 <1908년:DAT> <미국:LOC> <샌프란스시코:LOC>에서 <대한제국:ORG>의 외교고문이던 친일미국인 <스티븐스:PER>에 대한 암살을 기도, 전세계에 <일본:ORG>의 한국침략문제의 심각성을 환기시킨 항일독립운동가이다.
전명운	전명운	NNP	B-PER
Like	Like	SL	I-POH
_	_	_	I-POH
2	2	SN	I-POH
_	_	_	I-POH
Party	Party	SL	I-POH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘뱅뱅뱅’은 공개 한 시간 만에 멜론을 비롯해 지니, 올레뮤직, 엠넷, 네이버뮤직 등 8개 음원사이트 실시간 차트 1위를 기록했다.
## ‘<뱅뱅뱅:POH>’은 공개 <한 시간:DUR> 만에 멜론을 비롯해 <지니:ORG>, <올레뮤직:ORG>, <엠넷:ORG>, <네이버뮤직:ORG> 등 <8개:NOH> 음원사이트 실시간 차트 <1위:NOH>를 기록했다.
‘	‘	SS	O
뱅뱅뱅	뱅뱅뱅	NNP	B-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
한	한	MM	B-DUR
_	_	_	I-DUR
시간	시간	NNG	I-DUR
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
멜론	멜론	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
지니	지니	NNP	B-ORG
,	,	SP	O
_	_	_	O
올레	올레	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
,	,	SP	O
_	_	_	O
엠넷	엠넷	NNP	B-ORG
,	,	SP	O
_	_	_	O
네이버	네이버	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
음원	음원	NNG	O
사이트	사이트	NNG	O
_	_	_	O
실시간	실시간	NNG	O
_	_	_	O
차트	차트	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 더불어 ‘위 라이크 투 파티’는 ‘뱅뱅뱅’에 이어 8개 음원사이트 2위에 오르며 빅뱅의 위력을 입증했다.
## 더불어 ‘<위 라이크 투 파티:POH>’는 ‘<뱅뱅뱅:POH>’에 이어 <8개:NOH> 음원사이트 <2위:NOH>에 오르며 <빅뱅:ORG>의 위력을 입증했다.
더불	더불	VV	O
어	어	EC	O
_	_	_	O
‘	‘	SS	O
위	위	NNG	B-POH
_	_	_	I-POH
라이크	라이크	NNG	I-POH
_	_	_	I-POH
투	투	NNB	I-POH
_	_	_	I-POH
파티	파티	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
뱅뱅뱅	뱅뱅뱅	NNP	B-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
음원	음원	NNG	O
사이트	사이트	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
며	며	EC	O
_	_	_	O
빅뱅	빅뱅	NNG	B-ORG
의	의	JKG	O
_	_	_	O
위력	위력	NNG	O
을	을	JKO	O
_	_	_	O
입증	입증하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 바틀렛은 반려견의 목에 밧줄을 걸어 준 뒤 주인에게 헤엄쳐 가라고 했다.
## <바틀렛:PER>은 반려견의 목에 밧줄을 걸어 준 뒤 주인에게 헤엄쳐 가라고 했다.
바틀렛	바틀렛	NNG	B-PER
은	은	JX	O
_	_	_	O
반려	반려	NNG	O
견	견	NNG	O
의	의	JKG	O
_	_	_	O
목	목	NNG	O
에	에	JKB	O
_	_	_	O
밧줄	밧줄	NNG	O
을	을	JKO	O
_	_	_	O
걸	걸	VV	O
어	어	EC	O
_	_	_	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
주인	주인	NNG	O
에게	에게	JKB	O
_	_	_	O
헤엄쳐	헤엄치+어	VV+EC	O
_	_	_	O
가	가	VV	O
라고	라고	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 일부에선 박 대통령 비하 발언과 관련된 보복성 해임 아니냐는 추측도 하는데, 전혀 고려대상이 아니었다.
## 일부에선 <박:PER> 대통령 비하 발언과 관련된 보복성 해임 아니냐는 추측도 하는데, 전혀 고려대상이 아니었다.
일부	일부	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
비하	비하	NNG	O
_	_	_	O
발언	발언	NNG	O
과	과	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
보복	보복	NNG	O
성	성	XSN	O
_	_	_	O
해임	해임	NNG	O
_	_	_	O
아니	아니	VCN	O
냐는	냐는	ETM	O
_	_	_	O
추측	추측	NNG	O
도	도	JX	O
_	_	_	O
하	하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
고려	고려	NNG	O
대상	대상	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 허 감독은 대표팀 감독 선임 면접에서 빠른 공수 전환과 1 대 1 돌파 능력이 우수한 대학과 프로 5년 차 미만 선수들을 중심으로 세대교체를 시도하겠다는 의지를 밝혔다.
## <허:PER> 감독은 <대표팀:ORG> 감독 선임 면접에서 빠른 공수 전환과 <1 대 1:NOH> 돌파 능력이 우수한 대학과 프로 <5년:DAT> 차 미만 선수들을 중심으로 세대교체를 시도하겠다는 의지를 밝혔다.
허	허	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
대표	대표	NNG	B-ORG
팀	팀	NNG	I-ORG
_	_	_	O
감독	감독	NNG	O
_	_	_	O
선임	선임	NNG	O
_	_	_	O
면접	면접	NNG	O
에서	에서	JKB	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
공수	공수	NNG	O
_	_	_	O
전환	전환	NNG	O
과	과	JC	O
_	_	_	O
1	1	SN	B-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
_	_	_	O
돌파	돌파	NNG	O
_	_	_	O
능력	능력	NNG	O
이	이	JKS	O
_	_	_	O
우수한	우수하+ㄴ	VA+ETM	O
_	_	_	O
대학	대학	NNG	O
과	과	JC	O
_	_	_	O
프로	프로	NNG	O
_	_	_	O
5	5	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
차	차	NNB	O
_	_	_	O
미만	미만	NNG	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
세대교체	세대교체	NNG	O
를	를	JKO	O
_	_	_	O
시도하	시도하	VV	O
겠	겠	EP	O
다	다	EC	O
는	는	JX	O
_	_	_	O
의지	의지	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 김 회장은 2005년 진 검사장에게 넥슨 비상장 주식을 매입할 특혜를 줬다.
## <김:PER> 회장은 <2005년:DAT> <진:PER> 검사장에게 <넥슨:ORG> 비상장 주식을 매입할 특혜를 줬다.
김	김	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
진	지+ㄴ	VV+ETM	B-PER
_	_	_	O
검사장	검사장	NNG	O
에게	에게	JKB	O
_	_	_	O
넥슨	넥슨	NNP	B-ORG
_	_	_	O
비	비	XPN	O
상장	상장	NNG	O
_	_	_	O
주식	주식	NNG	O
을	을	JKO	O
_	_	_	O
매입할	매입하+ㄹ	VV+ETM	O
_	_	_	O
특혜	특혜	NNG	O
를	를	JKO	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 공보처는 4일부터 국민들에게 정보 서비스를 실시하고 여론수렴 기능을 위해 하이텔, 에이텔등 2개 PC통신에 「공보처 열림마당」을 개설했다.
## <공보처:ORG>는 <4일:DAT>부터 국민들에게 정보 서비스를 실시하고 여론수렴 기능을 위해 <하이텔:ORG>, <에이텔:ORG>등 <2개:NOH> PC통신에 「<공보처 열림마당:POH>」을 개설했다.
공보	공보	NNG	B-ORG
처	처	XSN	I-ORG
는	는	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
국민	국민	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
정보	정보	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
실시하	실시하	VV	O
고	고	EC	O
_	_	_	O
여론	여론	NNG	O
수렴	수렴	NNG	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
하이텔	하이텔	NNP	B-ORG
,	,	SP	O
_	_	_	O
에이	에이	NNG	B-ORG
텔	텔	NNG	I-ORG
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
PC	PC	SL	O
통신	통신	NNG	O
에	에	JKB	O
_	_	_	O
「	「	SS	O
공보	공보	NNG	B-POH
처	처	XSN	I-POH
_	_	_	I-POH
열림	열리+ㅁ	VV+ETN	I-POH
마당	마당	NNG	I-POH
」	」	SS	O
을	을	JKO	O
_	_	_	O
개설	개설하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 국토부는 대한항공과 아시아나항공 등 2개 항공사와 제주항공ㆍ진에어ㆍ에어부산ㆍ이스타항공ㆍ티웨이항공 등 5개 저비용항공사, 그리고 인천ㆍ김포ㆍ김해ㆍ제주ㆍ청주공항 등 5개 공항을 평가했다.
## <국토부:ORG>는 <대한항공:ORG>과 <아시아나항공:ORG> 등 <2개:NOH> 항공사와 <제주항공:ORG>ㆍ<진에어:ORG>ㆍ<에어부산:ORG>ㆍ<이스타항공:ORG>ㆍ<티웨이항공:ORG> 등 <5개:NOH> 저비용항공사, 그리고 <인천:LOC>ㆍ<김포:LOC>ㆍ<김해:LOC>ㆍ<제주:LOC>ㆍ<청주공항:LOC> 등 <5개:NOH> 공항을 평가했다.
국토	국토	NNG	B-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
과	과	JC	O
_	_	_	O
아시아나항공	아시아나항공	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
항공사	항공사	NNG	O
와	와	JC	O
_	_	_	O
제주	제주	NNP	B-ORG
항공	항공	NNG	I-ORG
ㆍ	ㆍ	SP	O
진	진	NNG	B-ORG
에어	에어	NNG	I-ORG
ㆍ	ㆍ	SP	O
에어	에어	NNG	B-ORG
부산	부산	NNP	I-ORG
ㆍ	ㆍ	SP	O
이스타	이스타	NNG	B-ORG
항공	항공	NNG	I-ORG
ㆍ	ㆍ	SP	O
티	티	NNG	B-ORG
웨이	웨이	NNG	I-ORG
항공	항공	NNG	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
저	저	XPN	O
비용	비용	NNG	O
항공사	항공사	NNG	O
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
인천	인천	NNP	B-LOC
ㆍ	ㆍ	SP	O
김포	김포	NNP	B-LOC
ㆍ	ㆍ	SP	O
김해	김해	NNP	B-LOC
ㆍ	ㆍ	SP	O
제주	제주	NNP	B-LOC
ㆍ	ㆍ	SP	O
청주	청주	NNP	B-LOC
공항	공항	NNG	I-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
공항	공항	NNG	O
을	을	JKO	O
_	_	_	O
평가	평가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 항공사 평가의 경우 정시성ㆍ안전성ㆍ피해구제ㆍ이용자만족도 등 4개 항목을 평가했고, 저비용항공사의 특수한 사업방식을 고려해 대형항공사와 평가그룹을 구분했다.
## 항공사 평가의 경우 정시성ㆍ안전성ㆍ피해구제ㆍ이용자만족도 등 <4개:NOH> 항목을 평가했고, 저비용항공사의 특수한 사업방식을 고려해 대형항공사와 평가그룹을 구분했다.
항공사	항공사	NNG	O
_	_	_	O
평가	평가	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
정시	정시	NNG	O
성	성	XSN	O
ㆍ	ㆍ	SP	O
안전성	안전성	NNG	O
ㆍ	ㆍ	SP	O
피해	피해	NNG	O
구제	구제	NNG	O
ㆍ	ㆍ	SP	O
이용자	이용자	NNG	O
만족도	만족도	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
항목	항목	NNG	O
을	을	JKO	O
_	_	_	O
평가	평가하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
저	저	XPN	O
비용	비용	NNG	O
항공사	항공사	NNG	O
의	의	JKG	O
_	_	_	O
특수한	특수하+ㄴ	VA+ETM	O
_	_	_	O
사업	사업	NNG	O
방식	방식	NNG	O
을	을	JKO	O
_	_	_	O
고려해	고려하+여	VV+EC	O
_	_	_	O
대형	대형	NNG	O
항공사	항공사	NNG	O
와	와	JC	O
_	_	_	O
평가	평가	NNG	O
그룹	그룹	NNG	O
을	을	JKO	O
_	_	_	O
구분	구분하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 대형항공사 부문 종합등급에서는 대한항공이 매우 우수(A), 아시아나항공이 우수(B)로 평가됐다.
## <대형항공사:ORG> 부문 종합등급에서는 <대한항공:ORG>이 매우 우수(A), <아시아나항공:ORG>이 우수(B)로 평가됐다.
대형	대형	NNG	B-ORG
항공사	항공사	NNG	I-ORG
_	_	_	O
부문	부문	NNG	O
_	_	_	O
종합	종합	NNG	O
등급	등급	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
이	이	JKS	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
우수	우수	NNG	O
(	(	SS	O
A	A	SL	O
)	)	SS	O
,	,	SP	O
_	_	_	O
아시아나항공	아시아나항공	NNP	B-ORG
이	이	JKS	O
_	_	_	O
우수	우수	NNG	O
(	(	SS	O
B	B	SL	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
평가	평가되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## ◇미래대비=안 후보는 오후엔 일산 킨텍스에서 열리고 있는 서울국제모터쇼를 찾았다.
## ◇미래대비=<안:PER> 후보는 오후엔 <일산 킨텍스:LOC>에서 열리고 있는 <서울국제모터쇼:POH>를 찾았다.
◇	◇	SW	O
미래	미래	NNG	O
대비	대비	NNG	O
=	=	SW	O
안	안	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
오후	오후	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
일산	일산	NNP	B-LOC
_	_	_	I-LOC
킨	킨	NNP	I-LOC
텍스	텍스	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열리	열리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
서울	서울	NNP	B-POH
국제	국제	NNG	I-POH
모터쇼	모터쇼	NNG	I-POH
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 방어율은 3.51로 나쁘지 않은데 1승으로 가는 길이 멀기만 하다.
## 방어율은 <3.51:PNT>로 나쁘지 않은데 <1승:NOH>으로 가는 길이 멀기만 하다.
방어율	방어율	NNG	O
은	은	JX	O
_	_	_	O
3.51	3.51	SN	B-PNT
로	로	JKB	O
_	_	_	O
나쁘	나쁘	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은데	은데	EC	O
_	_	_	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
가	가	VV	O
는	는	ETM	O
_	_	_	O
길	길	NNG	O
이	이	JKS	O
_	_	_	O
멀	멀	VA	O
기	기	ETN	O
만	만	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

