## 1
## 임 변호사는 “그동안 중재 업무를 다루는 법률가나 기업 담당자들이 참조할 만한 체계적 교과서가 없어 불편을 겪어왔다”며 “가급적 국제 중재 분야의 최신 쟁점을 빠짐없이 수록했고 실무 경험을 토대로 주요 이론에 대한 비평과 반론을 제시했다”고 소개했다.
## <임:PER> 변호사는 “그동안 중재 업무를 다루는 법률가나 기업 담당자들이 참조할 만한 체계적 교과서가 없어 불편을 겪어왔다”며 “가급적 국제 중재 분야의 최신 쟁점을 빠짐없이 수록했고 실무 경험을 토대로 주요 이론에 대한 비평과 반론을 제시했다”고 소개했다.
임	임	NNP	B-PER
싱가포르	싱가포르	NNP	B-ORG
국제	국제	NNG	I-ORG
중재	중재	NNG	I-ORG
센터	센터	NNG	I-ORG
(	(	SS	O
SIAC	SIAC	SL	B-ORG
)	)	SS	O
에	에	JKB	O
_	_	_	O
버금가	버금가	VV	O
는	는	ETM	O
_	_	_	O
국제	국제	NNG	O
중재	중재	NNG	O
의	의	JKG	O
_	_	_	O
허브	허브	NNG	O
로	로	JKB	O
_	_	_	O
거듭날	거듭나+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
지원하	지원하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
수립해	수립하+여	VV+EC	O
_	_	_	O
추진	추진	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 이날 ‘27홀 골프회동’은 두 야당과 여당 민정당의 ‘3당 합당’으로 이어졌다.
## 이날 ‘<27홀 골프회동:POH>’은 두 야당과 여당 <민정당:ORG>의 ‘<3당:NOH> 합당’으로 이어졌다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
27	27	SN	B-POH
홀	홀	NNG	I-POH
_	_	_	I-POH
골프	골프	NNG	I-POH
회동	회동	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
두	두	MM	O
_	_	_	O
야당	야당	NNG	O
과	과	JC	O
_	_	_	O
여당	여당	NNG	O
_	_	_	O
민정당	민정당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
3	3	SN	B-NOH
당	당	NNG	I-NOH
_	_	_	O
합당	합당	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
이어	이어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 유준상이 엄기준의 키스신에 대해 폭로했다.
## <유준상:PER>이 <엄기준:PER>의 키스신에 대해 폭로했다.
유준상	유준상	NNP	B-PER
이	이	JKS	O
_	_	_	O
엄기준	엄기준	NNP	B-PER
의	의	JKG	O
_	_	_	O
키스	키스	NNG	O
신	신	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
폭로	폭로하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 21일 방송된 MBC ‘황금어장 라디오스타’는 ‘아프니까 중년이다’
## <21일:DAT> 방송된 <MBC:POH> ‘황금어장 <라디오스타:POH>’는 ‘아프니까 중년이다’
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
황금	황금	NNG	O
어장	어장	NNG	O
_	_	_	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
아프	아프	VA	O
니까	니까	EC	O
_	_	_	O
중년	중년	NNG	O
이	이	VCP	O
다	다	EF	O
’	’	SS	O

## 6
## 익스피디아, 글래드 계열 호텔 얼리버드 프로모션
## <익스피디아:ORG>, 글래드 계열 호텔 얼리버드 프로모션
익	익	NNG	B-ORG
스피디	스피디	NNG	I-ORG
아	아	XSN	I-ORG
,	,	SP	O
_	_	_	O
글	글	NNG	O
래드	래드	NNB	O
_	_	_	O
계열	계열	NNG	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
얼리버드	얼리버드	NNP	O
_	_	_	O
프로모션	프로모션	NNG	O

## 7
## 정권 첫해인 2013년 지하경제를 양성화한다고 세무조사로 기업을 압박했다.
## 정권 첫해인 <2013년:DAT> 지하경제를 양성화한다고 세무조사로 기업을 압박했다.
정권	정권	NNG	O
_	_	_	O
첫해	첫해	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
지하	지하	NNG	O
경제	경제	NNG	O
를	를	JKO	O
_	_	_	O
양성화한다고	양성화하+ㄴ다고	VV+EC	O
_	_	_	O
세무	세무	NNG	O
조사	조사	NNG	O
로	로	JKB	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
압박	압박하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 바이킹 퀸 호는 6000t급의 대형 선박으로 평소에는 LNG로 운항하다가 저속 운항과 항구 내 대기시에 배터리를 동력으로 움직일 계획이다.
## <바이킹 퀸 호:POH>는 <6000t:NOH>급의 대형 선박으로 평소에는 LNG로 운항하다가 저속 운항과 항구 내 대기시에 배터리를 동력으로 움직일 계획이다.
바이킹	바이킹	NNP	B-POH
_	_	_	I-POH
퀸	퀸	NNG	I-POH
_	_	_	I-POH
호	호	NNG	I-POH
는	는	JX	O
_	_	_	O
6000	6000	SN	B-NOH
t	t	SL	I-NOH
급	급	NNG	O
의	의	JKG	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
선박	선박	NNG	O
으로	으로	JKB	O
_	_	_	O
평소	평소	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
LNG	LNG	SL	O
로	로	JKB	O
_	_	_	O
운항하	운항하	VV	O
다가	다가	EC	O
_	_	_	O
저속	저속	NNG	O
_	_	_	O
운항	운항	NNG	O
과	과	NNG	O
_	_	_	O
항구	항구	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
대기	대기	NNG	O
시	시	XSN	O
에	에	JKB	O
_	_	_	O
배터리	배터리	NNG	O
를	를	JKO	O
_	_	_	O
동력	동력	NNG	O
으로	으로	JKB	O
_	_	_	O
움직일	움직이+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 한 의원은 관련 부서 책임자의 사임을 요구했지만 요르단 보건부 측은 해넌의 이야기가 “근거 없이 조작된 것”이라며 반발하고 있는 상태다.
## <한:PER> 의원은 관련 부서 책임자의 사임을 요구했지만 <요르단:ORG> 보건부 측은 <해넌:PER>의 이야기가 “근거 없이 조작된 것”이라며 반발하고 있는 상태다.
한	한	MM	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
부서	부서	NNG	O
_	_	_	O
책임자	책임자	NNG	O
의	의	JKG	O
_	_	_	O
사임	사임	NNG	O
을	을	JKO	O
_	_	_	O
요구	요구하	VV	O
했	었	EP	O
지만	지만	EC	O
_	_	_	O
요르단	요르단	NNP	B-ORG
_	_	_	O
보건부	보건부	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
해	해	NNG	B-PER
넌	넌	NNP	I-PER
의	의	JKG	O
_	_	_	O
이야기	이야기	NNG	O
가	가	JKS	O
_	_	_	O
“	“	SS	O
근거	근거	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
조작된	조작되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
반발하	반발하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 한국항공우주연구원과 한국항공우주산업진흥협회에 따르면 현재 드론의 세계 시장 규모는 연평균 17%씩 급성장해 2024년에는 193억 달러까지 확대되고 국내 시장도 연평균 44% 이상 가파르게 성장하는 등 차세대 미래 먹거리 산업으로 주목하고 있다.
## <한국항공우주연구원:ORG>과 <한국항공우주산업진흥협회:ORG>에 따르면 현재 드론의 세계 시장 규모는 연평균 <17%:PNT>씩 급성장해 <2024년:DAT>에는 <193억 달러:MNY>까지 확대되고 국내 시장도 연평균 <44%:PNT> 이상 가파르게 성장하는 등 차세대 미래 먹거리 산업으로 주목하고 있다.
한국	한국	NNP	B-ORG
항공	항공	NNG	I-ORG
우주	우주	NNG	I-ORG
연구원	연구원	NNG	I-ORG
과	과	JC	O
_	_	_	O
한국항공우주산업	한국항공우주산업	NNP	B-ORG
진흥	진흥	NNG	I-ORG
협회	협회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
드론	드론	NNG	O
의	의	JKG	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
규모	규모	NNG	O
는	는	JX	O
_	_	_	O
연평균	연평균	NNG	O
_	_	_	O
17	17	SN	B-PNT
%	%	SW	I-PNT
씩	씩	XSN	O
_	_	_	O
급성장해	급성장하+여	VV+EC	O
_	_	_	O
2024	2024	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
193	193	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
까지	까지	JX	O
_	_	_	O
확대되	확대되	VV	O
고	고	EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
시장	시장	NNG	O
도	도	JX	O
_	_	_	O
연평균	연평균	NNG	O
_	_	_	O
44	44	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
가파르	가파르	VA	O
게	게	EC	O
_	_	_	O
성장하	성장하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
차세대	차세대	NNG	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
먹거리	먹거리	NNG	O
_	_	_	O
산업	산업	NNG	O
으로	으로	JKB	O
_	_	_	O
주목하	주목하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## "하이포 알렉스 한국 국적 취득, 힘들 결정했다"
## "<하이포:ORG> <알렉스:PER> <한국:ORG> 국적 취득, 힘들 결정했다"
"	"	SS	O
하이포	하이포	NNG	B-ORG
_	_	_	O
알렉스	알렉스	NNP	B-PER
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
국적	국적	NNG	O
_	_	_	O
취득	취득	NNG	O
,	,	SP	O
_	_	_	O
힘들	힘들+ㄹ	VA+ETM	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O

## 12
## 포털 내 배포되는 기사는 사진과 기사 내용이 맞지 않을 수 있으며, 온전한 기사는 IT동아 사이트에서 보실 수 있습니다.
## 포털 내 배포되는 기사는 사진과 기사 내용이 맞지 않을 수 있으며, 온전한 기사는 <IT동아:POH> 사이트에서 보실 수 있습니다.
포털	포털	NNG	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
배포되	배포되	VV	O
는	는	ETM	O
_	_	_	O
기사	기사	NNG	O
는	는	JX	O
_	_	_	O
사진	사진	NNG	O
과	과	JC	O
_	_	_	O
기사	기사	NNG	O
_	_	_	O
내용	내용	NNG	O
이	이	JKS	O
_	_	_	O
맞	맞	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
온전한	온전하+ㄴ	VA+ETM	O
_	_	_	O
기사	기사	NNG	O
는	는	JX	O
_	_	_	O
IT	IT	SL	B-POH
동아	동아	NNP	I-POH
_	_	_	O
사이트	사이트	NNG	O
에서	에서	JKB	O
_	_	_	O
보	보	VV	O
실	시+ㄹ	EP+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
습니다	습니다	EF	O
.	.	SF	O

## 13
## 사용자 중심의 IT저널 - IT동아 바로가기(http://it.donga.com)글 / IT동아 권명관(tornadosn@itdonga.com)
## 사용자 중심의 IT저널 - <IT동아:POH> 바로가기(<http://it.donga.com:POH>)글 / <IT동아:POH> <권명관:PER>(<tornadosn@itdonga.com:POH>)
사용자	사용자	NNG	O
_	_	_	O
중심	중심	NNG	O
의	의	JKG	O
_	_	_	O
IT	IT	SL	O
저널	저널	NNG	O
_	_	_	O
-	-	SO	O
_	_	_	O
IT	IT	SL	B-POH
동아	동아	NNP	I-POH
_	_	_	O
바로	바로	MAG	O
가	가	VV	O
기	기	ETN	O
(	(	SS	O
http	http	SL	B-POH
:	:	SP	I-POH
/	/	SP	I-POH
/	/	SP	I-POH
it	it	SL	I-POH
.	.	SF	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
)	)	SS	O
글	글	NNG	O
_	_	_	O
/	/	SP	O
_	_	_	O
IT	IT	SL	B-POH
동아	동아	NNP	I-POH
_	_	_	O
권명관	권명관	NNP	B-PER
(	(	SS	O
tornadosn	tornadosn	SL	B-POH
@	@	SW	I-POH
itdonga	itdonga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
)	)	SS	O

## 14
## 경쟁사들의 기본적인 스마트폰 사업 전략이 크게 바뀔 가능성이 없다는 점을 생각해보면, 앞으로도 중고 시장에서 아이폰 시리즈의 높은 몸값은 그대로 이어질 듯 하다.
## 경쟁사들의 기본적인 스마트폰 사업 전략이 크게 바뀔 가능성이 없다는 점을 생각해보면, 앞으로도 중고 시장에서 <아이폰:POH> 시리즈의 높은 몸값은 그대로 이어질 듯 하다.
경쟁사	경쟁사	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
기본적	기본적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
전략	전략	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
바뀔	바뀌+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
생각해	생각하+여	VV+EC	O
보	보	VX	O
면	면	EC	O
,	,	SP	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
중고	중고	NNG	O
_	_	_	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
아이폰	아이폰	NNG	B-POH
_	_	_	O
시리즈	시리즈	NNG	O
의	의	JKG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
몸값	몸값	NNG	O
은	은	JX	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
이어질	이어지+ㄹ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
하	하	VV	O
다	다	EF	O
.	.	SF	O

## 15
## 지난 8월 17일 충북 청주에서 태어난 네 쌍둥이가 56일 만에 모두 인큐베이터에서 나왔다.
## 지난 <8월 17일:DAT> <충북 청주:LOC>에서 태어난 <네 쌍둥이:NOH>가 <56일:NOH> 만에 모두 인큐베이터에서 나왔다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
충북	충북	NNP	B-LOC
_	_	_	I-LOC
청주	청주	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
태어난	태어나+ㄴ	VV+ETM	O
_	_	_	O
네	너+의	NP+JKG	B-NOH
_	_	_	I-NOH
쌍둥이	쌍둥이	NNG	I-NOH
가	가	JKS	O
_	_	_	O
56	56	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
인큐베이터	인큐베이터	NNG	O
에서	에서	JKB	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

